Country Code,Country Name,Year,Access to electricity (% of population),Adjusted savings: gross savings (% of GNI),Agriculture,Capital depreciation rate,Clientelism index,"Death rates, crude per 1000 people",Domestic credit to private sector (% of GDP),Economic Complexity Index,"GDP per capita (constant prices, PPP)",Government revenue,"Gross fixed capital formation, all, Constant prices, Percent of GDP",Human capital index,Industry,"Inflation, consumer prices (annual %)",Landlocked,Lending interest rate (%),"Life expectancy at birth, total (years)",Manufacturing,Mineral rents (% of GDP),Mobile cellular subscriptions (per 100 people),Natural gas rents (% of GDP),Oil rents (% of GDP),Forest rents (% of GDP),Coal rents (% of GDP),Extractive_NR_Rents,Political corruption index,Political stability — estimate,"Primary net lending, General government, Percent of GDP",Property rights,Real interest rate (%),Rule of law index,Services,Share of consumption in GDP,Share of government spending in GDP,Share of investment in GDP,Total natural resources rents (% of GDP),Trade (% of GDP),Urban population (% of total population),"Use of IMF credit (DOD, current US$)",Total_Production,Total_Reserves,Total_Production_Value,Total_Reserves_Value,Hydrocarbons_Dominant,Subsoil_Metals_Dominant,Precious_Metals_Dominant,Population,Forest_Rents_pct,Coal_Rents_pct,Forest_Coal_pct,NR rents excl. forest (% of GDP),Total_Production_Value_Per_Capita
AGO,Angola,2005,29.39999999999999,46.2278749445857,8.56536731681355,0.0423293896019459,0.717,14.31,4.167110655510172,-1.257,6172.758,33.697,26.288933768749636,1.35570561885834,56.1242984191149,22.953513851394,0.0,67.7181307369684,52.13,3.895781993138101,0.0,8.351590000000002,0.0367077834483982,42.2206783158613,0.5026881738919429,0.0,42.25738609930976,0.864,-0.885,7.75042606230854,0.397,19.6820166550524,0.121,35.4993259457285,0.264263898134232,0.147640272974968,0.259461849927902,42.7600742732017,95.3414592884703,10803050.0,390203038.9,1269.022575,0.0,25253800084.31637,0.0,1.0,0.0,0.0,19291161.0,0.502688173891943,0.0,0.502688173891943,42.25738609930976,1309.0865855256907
AGO,Angola,2006,30.5,49.264953985907,8.44100897843275,0.0426680743694305,0.717,13.757,4.509118175864806,-1.654,6642.627999999999,40.027,24.51880221036985,1.36777424812317,54.2214232962716,13.3052101780032,0.0,19.5108144527911,52.965,3.661849599916831,0.0,15.261400000000002,0.0801485865290752,40.2786520912475,0.394642221545691,0.0,40.358800677776514,0.864,-0.539,9.5466060158362,0.397,2.30827389629116,0.121,37.1439693103216,0.229344069957733,0.133777588605881,0.221920400857925,40.7534428993222,84.6246041171541,11387473.0,410714177.0,1401.440285,0.0,33322862433.3611,0.0,1.0,0.0,0.0,20015279.0,0.394642221545691,0.0,0.394642221545691,40.358800677776514,1664.87124328175
AGO,Angola,2007,37.5,46.9674164478886,8.61624042186554,0.0427367426455021,0.717,12.98,4.146952153207476,-1.649,7302.588,42.44,24.09010920380675,1.3799504041671802,57.905278239704,12.2514974459487,0.0,17.6988356005955,54.2,3.442696492529521,0.0,23.8782,0.075690352036519,45.3976036521592,0.4078820759402559,0.0,45.473294004195736,0.864,-0.667,4.8109021430761,0.397,11.908133430495,0.121,34.0967823030459,0.232502326369286,0.138810813426971,0.240880578756332,45.881176080136,97.2256306999958,12000962.0,431421881.2000001,1655.990605,0.0,43754606332.24076,0.0,1.0,0.0,0.0,20778561.0,0.407882075940256,0.0,0.407882075940256,45.47329400419574,2105.757291481386
AGO,Angola,2008,38.5,45.7465270529109,7.81831803295795,0.0436033681035042,0.728,12.302,6.143181400554205,-1.516,7825.395999999999,48.431,27.125568717141498,1.3922349214553795,56.2078263483829,12.4758291326398,0.0,12.533605759663,55.281,3.5323513964737607,0.0,31.3891,0.056635877907659,52.1013581243545,0.402778953529197,0.0,52.1579940022621,0.864,-0.362,-2.1409527232243297,0.397,-5.772358565980511,0.123,34.2212938482245,0.22384549677372,0.137995436787605,0.280332654714584,52.5607729557913,108.680408741993,12641893.0,420506996.4,1876.322885,0.0,66606516700.08362,0.0,1.0,0.0,0.0,21578655.0,0.402778953529197,0.0,0.402778953529197,52.1579940022621,3086.685277654405
AGO,Angola,2009,33.8,30.6304595516828,10.3661474573001,0.0450906530022621,0.718,11.702,13.30417007352504,-0.96,7606.389000000001,37.11,29.397429393052676,1.4046287536621098,40.9723218323879,13.7302839288408,0.0,15.682074235437,56.225,4.97545309460282,0.0,36.1789,0.0619194883478921,29.7782995191992,0.4712471301122021,0.0,29.840219007547095,0.864,-0.348,-5.20444938816463,0.397,34.939693867872194,0.13,46.6572174638642,0.335290610790253,0.171203285455704,0.403330266475678,30.3114661376593,102.263183257986,13309339.0,787056610.5,1753.832877,0.0,39478798511.1,0.0,1.0,0.0,0.0,22414773.0,0.471247130112202,0.0,0.471247130112202,29.840219007547095,1761.284779065128
AGO,Angola,2010,35.0,40.923093287263,10.0913068588653,0.046247024089098,0.695,11.078,9.024000738841025,-1.427,7683.606,42.789,25.55363434581107,1.41713297367096,48.5501387093455,14.4696564932577,0.0,22.5435720221269,57.242,4.487228855621659,0.0,40.3668,0.0633424630809302,37.7085091832735,0.3904584683148819,0.0,37.77185164635452,0.864,-0.226,3.9971142678956504,0.416,-4.76194124374164,0.129,40.4058954859428,0.286203533411026,0.14795558154583,0.308978587388992,38.1623101146694,90.9940631355109,14007418.0,1302262652.3,1812.318233,0.0,52585989817.55895,0.0,1.0,0.0,0.0,23294825.0,0.390458468314882,0.0,0.390458468314882,37.77185164635452,2257.410811953254
AGO,Angola,2011,34.6,41.4587533952508,9.55630602216444,0.0474252179265022,0.695,10.546,5.680158426171467,-1.23,7657.088,45.483,27.225458317637788,1.42419624328613,52.1706630052286,13.4824679218511,0.0,18.7572405365757,58.093,4.178085057887181,0.0,49.8515,0.0704815977652542,38.6184358197859,0.3337610777242561,0.0,38.688917417551146,0.864,-0.369,7.9979472056111005,0.416,-8.398047555106523,0.129,37.8278152881355,0.268340647220612,0.157939031720161,0.305831223726273,39.0226784952754,89.0369443425845,14735211.0,1605921015.9,1670.399937,0.0,67832090281.83705,0.0,1.0,0.0,0.0,24218352.0,0.333761077724256,0.0,0.333761077724256,38.688917417551146,2800.854917041302
AGO,Angola,2012,37.3,40.4951038207633,9.69697932366603,0.0483519174158573,0.701,10.043,7.87884624083641,-1.322,8004.573999999999,41.34,26.913394743,1.43129467964172,53.3611036467722,10.2779049218839,0.0,16.6564013212232,58.916,4.3619180251915,0.0,50.7801,0.0646914683950496,34.3328389540912,0.3334772106751889,0.0,34.397530422486305,0.864,-0.389,4.45275377913014,0.416,8.91040000919163,0.129,38.1528946330169,0.288825362920761,0.161902159452438,0.291953265666962,34.7310076331615,81.9394785486361,15486973.0,1739652880.5,1734.063651,0.0,70679465713.1309,0.0,1.0,0.0,0.0,25177394.0,0.333477210675189,0.0,0.333477210675189,34.397530422486305,2807.25899245692
AGO,Angola,2013,38.4,34.4889428079832,10.3295507034404,0.0487328805029392,0.719,9.578,16.532487139027133,-1.265,8093.129,36.746,26.066226656136564,1.43842852115631,50.3750405397121,8.77781429332624,0.0,15.8086382955866,59.705,4.779643733540901,0.0,50.7735,0.068998447457045,29.001484610750097,0.3295621689943639,0.0,29.070483058207135,0.861,-0.391,0.397688613368518,0.416,12.1812486049925,0.128,40.5013779544273,0.315760850906372,0.224058985710144,0.260818004608154,29.4000452272015,77.3498013716078,16257565.0,1478597285.6,1737.851674,0.0,68923821265.85284,0.0,1.0,0.0,0.0,26165620.0,0.329562168994364,0.0,0.329562168994364,29.070483058207135,2634.1367514262165
AGO,Angola,2014,32.0,31.8047646939619,11.4782158930109,0.0486918054521084,0.719,9.179,17.016167570869086,-1.736,8176.552,30.736,25.67240054,1.44559788703918,43.9966362099567,7.28038730361121,0.0,16.3822709411366,60.396,4.72618092427581,0.0,51.7384,0.0508980853938274,21.736607448329,0.3367420913651531,0.0,21.787505533722847,0.861,-0.333,-4.14384028454908,0.416,11.8181537125048,0.128,44.0532339009099,0.3750874400138859,0.213110372424126,0.265493988990784,22.124247625088,69.5801424481147,17036081.0,914027909.7,1701.373826,0.0,61445614033.50186,0.0,1.0,0.0,0.0,27160769.0,0.336742091365153,0.0,0.336742091365153,21.787505533722847,2262.292869303585
AGO,Angola,2015,42.0,26.1104425370296,13.6637723279796,0.048470813781023,0.719,8.809,22.2749280175046,-1.078,7960.448,24.134,24.834887531,1.45280301570892,36.7338841349078,9.35597215533784,0.0,16.8818623998822,61.042,5.240515596476261,0.0,49.3097,0.0604405605969013,12.7187303090272,0.5265040184371819,0.0,12.77917086962412,0.861,-0.505,-1.0026636018454,0.416,20.4438021561075,0.128,48.0419306568083,0.457098633050919,0.218248263001442,0.316665858030319,13.3056748880613,54.9793808779835,17884616.0,532051255.4,1795.646188,0.0,34334850626.563957,0.0,1.0,0.0,0.0,28157798.0,0.526504018437182,0.0,0.526504018437182,12.779170869624119,1219.3727160967615
AGO,Angola,2016,41.8,25.28568498671,14.6711413269562,0.0478745624423027,0.719,8.476,18.590827762086796,-1.092,7481.876,17.523,23.52759731,1.46004402637482,37.3943513261608,30.6944150806719,0.0,15.7805039391116,61.619,5.868915282927931,0.0,44.5502,0.158766315983972,19.7483988340046,0.977955118230998,0.0,19.9071651499885,0.861,-0.322,-1.47841982717097,0.416,-4.212861222286779,0.128,46.7231427013984,0.493991494178772,0.205774024128914,0.247727766633034,20.8851202682195,47.0155661405313,18764489.0,395881505.2000001,1744.837415,0.0,27852790862.26669,0.0,1.0,0.0,0.0,29183070.0,0.977955118230998,0.0,0.977955118230998,19.9071651499885,954.416065967929
AGO,Angola,2017,42.9,24.565710525555,14.9283260019113,0.04694864153862,0.721,8.192,14.847459281189998,-1.581,7210.026,17.516,18.65155829709784,1.46732115745544,37.0989345106935,29.8444799015679,0.0,15.8061003813255,62.122,5.81402192734032,0.0,44.0682,0.476162010407452,24.7110060055382,0.763161892985031,0.0,25.18716801594567,0.722,-0.389,-2.58586698839955,0.387,-6.3911780966709095,0.252,46.6189972009799,0.466189980506897,0.219926998019218,0.218714833259583,25.9503299089307,45.6643423539921,19678361.0,388801462.9,1671.357706,0.0,33059857843.841965,0.0,1.0,0.0,0.0,30234839.0,0.763161892985031,0.0,0.763161892985031,25.18716801594567,1093.4358818263252
AGO,Angola,2018,45.3,27.1933998810933,13.3397905678931,0.0462397895753384,0.686,7.928,13.2564012766381,-1.505,6872.841,22.866,17.942380474184223,1.4746345281601,41.1891594014386,19.6289379701521,0.0,20.6770040277157,62.622,5.400009225648681,0.0,42.4589,0.74554243174425,30.730402728590494,0.569460443966289,0.0,31.47594516033471,0.63,-0.348,6.23411179667743,0.387,-3.6081173945212406,0.323,43.9574616765439,0.497108697891235,0.187200635671616,0.172652900218964,32.045405604301,58.916480075976,20616442.0,1374114587.4,1519.226037,0.0,39542676313.43778,0.0,1.0,0.0,0.0,31297155.0,0.569460443966289,0.0,0.569460443966289,31.475945160334714,1263.459132737074
AGO,Angola,2019,45.6,35.285796926718,12.3911585673156,0.0457041710615158,0.686,7.701,13.471824895999198,-1.204,6596.755999999999,21.179,17.659968420123565,1.48198437690735,42.2251045134162,17.080954143438,0.0,19.295367205655,63.051,5.44224033917375,0.0,45.8065,0.814083850645771,27.504828641196,0.57894656754892,0.0,28.31891249184178,0.602,-0.37,5.67445263623788,0.387,-0.4759655392537816,0.325,43.8627207016305,0.475599735975266,0.16942897439003,0.180379092693329,28.8978590593907,60.7148243336685,21582821.0,1861295679.9,1420.3765150000002,0.0,33290196539.397152,0.0,1.0,0.0,0.0,32375632.0,0.57894656754892,0.0,0.57894656754892,28.31891249184178,1028.2485462954717
