Country Code,Country Name,Year,Total natural resources rents (% of GDP),Oil rents (% of GDP),Natural gas rents (% of GDP),Mineral rents (% of GDP),Forest_Rents_pct,Coal_Rents_pct,NR rents excl. forest (% of GDP),Forest_share_of_total
AGO,Angola,1995,44.2109966299264,41.0188156720936,0.2065192835583129,0.0,2.9856616742744,0.0,41.225334955652,0.06753210517433592
AGO,Angola,2019,28.8978590593907,27.504828641196,0.814083850645771,0.0,0.57894656754892,0.0,28.31891249184178,0.02003423735852101
ALB,Albania,1995,1.4119945172227073,1.1595160284470405,0.0291496090693974,0.0371836556084783,0.183282315812851,0.00286290828495024,1.2287122014098564,0.12980384383740687
ALB,Albania,2019,1.63497378546365,1.4243710958412397,0.0273613999739918,0.0363885551416296,0.138045383470044,0.00880735103673773,1.496928401993606,0.08443278093960188
ARG,Argentina,1995,1.2980734363953808,1.1136833822100698,0.0810388224069917,0.0061988792666531,0.0968552663503503,0.000297086161312322,1.2012181700450304,0.07461462782822798
ARG,Argentina,2019,2.16668838721926,1.29099565501431,0.523559339823675,0.1872970660492638,0.164312356166249,0.000523970165766831,2.0023760310530108,0.07583571183354539
AZE,Azerbaijan,1995,26.0039043047449,20.087202730857,5.91670157388794,0.0,0.0,0.0,26.0039043047449,0.0
AZE,Azerbaijan,2019,23.4349054129318,20.4577104992688,2.78333521411986,0.1740934802744389,0.0197662192686532,0.0,23.415139193663148,0.0008434520609477623
BHR,Bahrain,1995,18.958919570053,15.2459702602519,3.71221281533309,0.0,0.000736494468018455,0.0,18.95818307558498,3.884685861433802e-05
BHR,Bahrain,2019,13.3637839937888,9.8481886760226,3.51507642806904,0.0,0.000518889697154514,0.0,13.363265104091646,3.882805179997543e-05
BIH,Bosnia and Herzegovina,1995,1.3681405827215478,0.0,1.17651005107296,0.0663635676615581,0.0572938516471215,0.0679731123399078,1.3108467310744263,0.041877166989046394
BIH,Bosnia and Herzegovina,2019,0.8007569280623432,0.0,0.0,0.0334032987362757,0.547685201989734,0.219668427336333,0.2530717260726092,0.6839593674387714
BOL,Bolivia,1995,5.1108000081478195,1.6753909346087106,0.448012489750806,2.04389063801456,0.943505945773744,0.0,4.167294062374076,0.18461022624042678
BOL,Bolivia,2019,4.095293587470881,1.0303191682966002,2.06571007254961,0.562741001877922,0.436523344746749,0.0,3.6587702427241315,0.10659146540366389
BWA,Botswana,1995,2.32135451850578,0.0,0.0,1.44847120894485,0.549447807308092,0.323435502252839,1.771906711197688,0.23669275973484782
BWA,Botswana,2019,0.6560538055258736,0.0,0.0,0.0539100990692102,0.275564083722137,0.326579622734528,0.3804897218037366,0.4200327494499523
CHL,Chile,1995,6.556309774813361,0.057797010115058,0.0225535114248098,5.7124400201405106,0.759478510947794,0.00404072218518581,5.796831263865567,0.11583932685203455
CHL,Chile,2019,2.56889266052365,0.0113846116949503,0.0313384615447607,1.75323566107489,0.765194809303828,0.00773911690521945,1.8036978512198218,0.2978695143875138
CMR,Cameroon,1995,8.98379335404863,3.7645468556202,0.0,0.010297915241149,5.20894858318727,0.0,3.7748447708613604,0.5798161620491648
CMR,Cameroon,2019,5.55584424286198,2.4226939758896595,0.49071048227931,0.0,2.64243978469301,0.0,2.9134044581689698,0.47561444655111695
COD,"Congo, Dem. Rep.",1995,36.2921410617751,1.8044047302603603,0.0,0.365253823097639,34.1224825084171,0.0,2.1696585533579977,0.9402168488856888
COD,"Congo, Dem. Rep.",2019,12.7500585788424,0.6293093833343288,6.041727968653099e-05,3.63527603517241,8.48541274305594,0.0,4.26464583578646,0.6655195104073275
COG,"Congo, Rep.",1995,39.1289096653397,31.3905248097934,0.0,0.0399320210296036,7.69845283451664,0.0,31.430456830823058,0.19674590731915825
COG,"Congo, Rep.",2019,39.2430391553175,35.8517991110343,0.3744656302413669,0.0,3.01677441404187,0.0,36.22626474127563,0.07687412797214743
COL,Colombia,1995,3.1284097842013505,2.5398378401549504,0.0460974047307292,0.2548587177222881,0.194372303485964,0.0932435181074178,2.9340374807153866,0.062131343683795935
COL,Colombia,2019,4.3043309290269605,3.142710081856121,0.1957194239274799,0.1987615839752199,0.101012799765967,0.666127039502179,4.203318129260993,0.023467712272021338
DOM,Dominican Republic,1995,1.1400217775689203,0.0,0.0,1.09234745026709,0.0476743273018281,0.0,1.0923474502670922,0.04181878648273974
DOM,Dominican Republic,2019,1.0554444420818196,0.0,0.0,1.0218209372648,0.0336235048170234,0.0,1.0218209372647962,0.03185720012955154
DZA,Algeria,1995,18.8771195086714,14.1774813179102,4.46124812000903,0.0232419159888825,0.215148154763311,0.0,18.661971353908086,0.011397297912135403
DZA,Algeria,2019,18.5236789388593,14.1421031504305,4.23642792336282,0.0029012873898952,0.142246577676085,0.0,18.381432361183215,0.007679175294799437
ECU,Ecuador,1995,7.816538109880589,6.45365140471758,0.0046055518567871,0.1752587152740909,1.18302243803213,0.0,6.633515671848459,0.15134864327427971
ECU,Ecuador,2019,5.820701049134591,5.52629823993135,0.0174551929671251,0.0,0.276947616236113,0.0,5.5437534328984786,0.047579769841862775
EGY,"Egypt, Arab Rep.",1995,8.46293557504675,7.509060733790941,0.612728283364487,0.0131293718550866,0.32801718603623,0.0,8.134918389010519,0.03875926776559657
EGY,"Egypt, Arab Rep.",2019,5.724961312304831,3.881961863217499,1.67276468331077,0.0,0.170234765776553,0.0,5.554726546528278,0.029735531209732772
EST,Estonia,1995,2.6498170704368498,1.0148653939606902,0.0,0.0,1.63495167647616,0.0,1.0148653939606898,0.6170054886870441
EST,Estonia,2019,1.8077296357908408,0.9245876898433264,0.0,0.0,0.883141945947517,0.0,0.9245876898433237,0.48853652031940187
GAB,Gabon,1995,31.9828513449062,27.444689624796496,0.0566811587339681,0.0019742284740362,4.47950633290169,0.0,27.503345012004512,0.14005963022478063
GAB,Gabon,2019,19.1754988018892,16.6842425426461,0.2417843471782299,0.005662410241134,2.24380950182375,0.0,16.93168930006545,0.11701440077285948
GHA,Ghana,1995,12.844734865598,0.2279778241506154,0.0098921434225915,1.22819736978252,11.3786675282422,0.0,1.466067337355799,0.8858623901002144
GHA,Ghana,2019,9.76736656039863,4.069102005933,0.165145728819346,2.05143894352945,3.48167988211684,0.0,6.28568667828179,0.35646045027460754
GIN,Guinea,1995,15.158364653506,0.0,0.0,4.60779434441401,10.550570309092,0.0,4.607794344414,0.696022991283017
GIN,Guinea,2019,4.65794341633325,0.0,0.0,0.0,4.65794341633325,0.0,0.0,1.0
IDN,Indonesia,1995,6.186860416576739,2.9733252636664,1.26584699782308,0.708278556583866,1.14651108062321,0.0928985178801877,5.040349335953529,0.18531387544340103
IDN,Indonesia,2019,3.235839676688361,0.7401346095146781,0.738467377908887,0.527633581615829,0.429369566307973,0.800234541340992,2.806470110380388,0.13269185411169707
IRN,"Iran, Islamic Rep.",1995,20.7724689741647,19.3040585759505,1.17406917330279,0.2500114771944479,0.0349740615753274,0.00935568614158531,20.737494912589373,0.0016836737904784268
IRN,"Iran, Islamic Rep.",2019,27.8006661533715,20.0780490508657,6.82201707137804,0.875208744950145,0.0154943053759284,0.00989698080163411,27.78517184799557,0.0005573357591666682
IRQ,Iraq,1995,23.0812208617925,22.2780163741492,0.788428190008421,0.0,0.0147762976349147,0.0,23.066444564157585,0.0006401870041187745
IRQ,Iraq,2019,40.609902398822,40.231278305102606,0.3746227522894749,0.0,0.0040013414299578,0.0,40.605901057392046,9.853117573791236e-05
JAM,Jamaica,1995,2.477314836891189,0.0,0.0,2.24031058755383,0.237004249337363,0.0,2.240310587553826,0.09566981386781762
JAM,Jamaica,2019,0.3642343988078185,0.2132133967319038,0.0,0.0,0.151021002075915,0.0,0.21321339673190348,0.4146258633732132
KAZ,Kazakhstan,1995,8.00915843020148,5.82930724272583,0.5120156207799389,0.5576287663614711,0.0139292691612417,1.096277531173,7.995229161040239,0.0017391676394758607
KAZ,Kazakhstan,2019,17.9259738525419,13.3329218324239,0.925016309467418,3.00499256400792,0.00619110671745899,0.65685203992523,17.919782745824442,0.00034537073234551725
KWT,Kuwait,1995,37.3308003874904,36.227064016639,1.10347928796571,0.0,0.000257082885724837,0.0,37.330543304604674,6.886615959377764e-06
KWT,Kuwait,2019,39.8386703389064,38.6553473115018,1.18290776369048,0.0,0.000415263714116295,0.0,39.83825507519228,1.0423633885962026e-05
MEX,Mexico,1995,3.70622014950634,3.18458587486466,0.069034214647323,0.259430266995958,0.182353757061829,0.0108160359365737,3.5238663924445106,0.049202084524341626
MEX,Mexico,2019,2.091263020628819,1.5822958453039409,0.1174222438693919,0.274036355521412,0.102118280293066,0.0153902956410095,1.9891447403357532,0.04883091188709499
MMR,Myanmar,1995,19.0675432411162,0.7800357405008249,1.46070698160384,0.182096421515765,16.6424370894999,0.00226700799579599,2.4251061516163013,0.8728149651504691
MMR,Myanmar,2019,5.88188183004994,0.1013847000710583,3.23186360116772,0.682240313219997,1.83230053753397,0.0340926780571958,4.0495812925159695,0.3115160403551346
MNG,Mongolia,1995,12.7224494661582,0.0,0.0,10.1730139346072,1.22643676509801,1.32299876645301,11.49601270106019,0.09639942122468947
MNG,Mongolia,2019,14.7739570464507,1.4439172194730094,0.0,6.587264700304001,0.141122796895315,6.60165232977836,14.632834249555385,0.009552132610891703
MRT,Mauritania,1995,3.7953370749111706,0.0,0.0,0.0799659762997386,1.70359397666649,2.01177712194494,2.0917430982446805,0.4488650001413544
MRT,Mauritania,2019,2.6119141620702493,0.0,0.0,0.604821746996996,1.22286017311381,0.784232241959444,1.3890539889564393,0.46818543689986714
MYS,Malaysia,1995,13.8761007648154,3.1711611094130205,1.32399421350459,0.0470946119233417,9.33343108359679,0.000419746377614641,4.542669681218609,0.672626355327635
MYS,Malaysia,2019,6.196359324748389,1.830202222384349,2.55969990465384,0.0,1.78983852103498,0.016618676675233,4.406520803713409,0.28885324869497603
