Country,Country Code,Year,PC1,PC2,Cluster,ClusterLabels,hover_text
Albania,ALB,1995.0,-1.5306300112797522,-1.4641557878822864,5,Low-Intensity Producers (2),"<b>Albania</b><br>Cluster: Low-Intensity Producers (2)<br><br>Top Resources:<br>  Oil: $65,172,131<br>  Copper: $11,132,500<br>  Coal: $4,134,025"
Algeria,DZA,1995.0,3.552683414772551,-0.62461803427965,2,Petrostates,"<b>Algeria</b><br>Cluster: Petrostates<br><br>Top Resources:<br>  Oil: $8,133,647,870<br>  Natural Gas: $3,798,226,825<br>  Zinc: $4,428,000"
Angola,AGO,1995.0,0.8657238728744768,-2.4965000698668223,1,Oil Exporters,"<b>Angola</b><br>Cluster: Oil Exporters<br><br>Top Resources:<br>  Oil: $3,930,715,683"
Argentina,ARG,1995.0,2.5578655341906007,-0.08669881795526897,2,Petrostates,"<b>Argentina</b><br>Cluster: Petrostates<br><br>Top Resources:<br>  Oil: $4,707,484,059<br>  Natural Gas: $1,502,347,957<br>  Aluminium: $374,623,140"
Azerbaijan,AZE,1995.0,2.734074236339202,-0.7148356702677461,2,Petrostates,"<b>Azerbaijan</b><br>Cluster: Petrostates<br><br>Top Resources:<br>  Oil: $1,149,476,883<br>  Natural Gas: $398,091,965<br>  Aluminium: $22,220,000"
Bahrain,BHR,1995.0,5.851941907209601,1.816818754885387,2,Petrostates,"<b>Bahrain</b><br>Cluster: Petrostates<br><br>Top Resources:<br>  Aluminium: $916,843,660<br>  Natural Gas: $466,077,121<br>  Oil: $247,117,223"
Bolivia,BOL,1995.0,-0.14294365120219868,0.725609583653862,4,Mineral-Rich Developing (1),"<b>Bolivia</b><br>Cluster: Mineral-Rich Developing (1)<br><br>Top Resources:<br>  Natural Gas: $187,984,285<br>  Zinc: $179,741,130<br>  Gold: $178,622,000"
Bosnia and Herzegovina,BIH,1995.0,-3.9518805089376916,-1.186815412428875,5,Low-Intensity Producers (2),"<b>Bosnia and Herzegovina</b><br>Cluster: Low-Intensity Producers (2)<br><br>Top Resources:<br>  Coal: $64,569,533<br>  Bauxite: $1,762,500"
Botswana,BWA,1995.0,-4.695932157570372,0.7426463058474014,3,Mineral-Rich Developing (3),"<b>Botswana</b><br>Cluster: Mineral-Rich Developing (3)<br><br>Top Resources:<br>  Copper: $62,406,050<br>  Coal: $35,370,836"
Cameroon,CMR,1995.0,-0.15701349633208386,-1.8214498906825565,1,Oil Exporters,"<b>Cameroon</b><br>Cluster: Oil Exporters<br><br>Top Resources:<br>  Oil: $675,662,282<br>  Aluminium: $160,186,000<br>  Gold: $6,944,000"
Chile,CHL,1995.0,-4.517636543487487,3.825041903557491,3,Mineral-Rich Developing (3),"<b>Chile</b><br>Cluster: Mineral-Rich Developing (3)<br><br>Top Resources:<br>  Copper: $7,590,230,000<br>  Gold: $552,854,000<br>  Iron ore: $182,311,579"
Colombia,COL,1995.0,0.2321852785825005,0.9226176520565116,4,Mineral-Rich Developing (1),"<b>Colombia</b><br>Cluster: Mineral-Rich Developing (1)<br><br>Top Resources:<br>  Oil: $3,670,753,059<br>  Coal: $1,018,505,645<br>  Gold: $262,446,000"
"Congo, Dem. Rep.",COD,1995.0,-2.4691458885257855,-1.941253000216369,5,Low-Intensity Producers (2),"<b>Congo, Dem. Rep.</b><br>Cluster: Low-Intensity Producers (2)<br><br>Top Resources:<br>  Oil: $189,685,929<br>  Copper: $106,621,900<br>  Cobalt: $97,361,000"
"Congo, Rep.",COG,1995.0,1.1272613050923763,-2.4792134050949195,1,Oil Exporters,"<b>Congo, Rep.</b><br>Cluster: Oil Exporters<br><br>Top Resources:<br>  Oil: $1,116,470,481"
Dominican Republic,DOM,1995.0,-3.754420871103677,-2.107664846791547,5,Low-Intensity Producers (2),"<b>Dominican Republic</b><br>Cluster: Low-Intensity Producers (2)<br><br>Top Resources:<br>  Gold: $40,771,200<br>  Silver: $3,496,956"
Ecuador,ECU,1995.0,0.24520979946612298,-1.774147669818524,1,Oil Exporters,"<b>Ecuador</b><br>Cluster: Oil Exporters<br><br>Top Resources:<br>  Oil: $2,453,379,794<br>  Gold: $91,884,000"
"Egypt, Arab Rep.",EGY,1995.0,1.5984374099593779,-1.1645446849009642,1,Oil Exporters,"<b>Egypt, Arab Rep.</b><br>Cluster: Oil Exporters<br><br>Top Resources:<br>  Oil: $5,736,006,212<br>  Natural Gas: $743,152,564<br>  Aluminium: $363,600,000"
Estonia,EST,1995.0,0.29636327085094605,-2.5341327168575307,1,Oil Exporters,"<b>Estonia</b><br>Cluster: Oil Exporters<br><br>Top Resources:<br>  Oil: $193,189,364"
Gabon,GAB,1995.0,2.1611856080315026,-2.394149072014102,1,Oil Exporters,"<b>Gabon</b><br>Cluster: Oil Exporters<br><br>Top Resources:<br>  Oil: $2,208,703,083<br>  Manganese: $485,229,279"
Ghana,GHA,1995.0,-2.9995614695135577,-0.841536056176149,5,Low-Intensity Producers (2),"<b>Ghana</b><br>Cluster: Low-Intensity Producers (2)<br><br>Top Resources:<br>  Gold: $636,492,000<br>  Aluminium: $273,508,000<br>  Manganese: $109,046,150"
Guinea,GIN,1995.0,-4.116648331156045,-1.9734522971704662,5,Low-Intensity Producers (2),"<b>Guinea</b><br>Cluster: Low-Intensity Producers (2)<br><br>Top Resources:<br>  Bauxite: $416,736,122<br>  Gold: $97,488,800"
Indonesia,IDN,1995.0,0.21861138262974053,1.8383788484851153,4,Mineral-Rich Developing (1),"<b>Indonesia</b><br>Cluster: Mineral-Rich Developing (1)<br><br>Top Resources:<br>  Oil: $9,801,097,000<br>  Natural Gas: $3,806,820,710<br>  Copper: $1,884,900,000"
"Iran, Islamic Rep.",IRN,1995.0,2.5398869714060193,1.3955723354313418,2,Petrostates,"<b>Iran, Islamic Rep.</b><br>Cluster: Petrostates<br><br>Top Resources:<br>  Oil: $23,252,911,622<br>  Natural Gas: $1,968,439,143<br>  Iron ore: $578,488,664"
Iraq,IRQ,1995.0,1.6806732545245753,-1.663597407508411,1,Oil Exporters,"<b>Iraq</b><br>Cluster: Oil Exporters<br><br>Top Resources:<br>  Oil: $3,293,588,563<br>  Natural Gas: $186,015,912"
Jamaica,JAM,1995.0,-3.6809564657498433,-2.872459033021671,5,Low-Intensity Producers (2),"<b>Jamaica</b><br>Cluster: Low-Intensity Producers (2)<br><br>Top Resources:<br>  Bauxite: $255,151,062"
Kazakhstan,KAZ,1995.0,-0.5026116387009979,5.8652796061449575,0,Diversified Producers,"<b>Kazakhstan</b><br>Cluster: Diversified Producers<br><br>Top Resources:<br>  Coal: $3,278,518,055<br>  Oil: $2,797,715,541<br>  Iron ore: $735,089,636"
Kuwait,KWT,1995.0,6.544706578638479,-0.15870381553344876,2,Petrostates,"<b>Kuwait</b><br>Cluster: Petrostates<br><br>Top Resources:<br>  Oil: $13,229,617,623<br>  Natural Gas: $544,433,954"
Malaysia,MYS,1995.0,2.5921757783080817,0.31215341583290324,2,Petrostates,"<b>Malaysia</b><br>Cluster: Petrostates<br><br>Top Resources:<br>  Oil: $4,372,606,012<br>  Natural Gas: $1,747,358,185<br>  Copper: $63,290,550"
Mauritania,MRT,1995.0,-3.7693526466755176,-2.104251209045468,5,Low-Intensity Producers (2),"<b>Mauritania</b><br>Cluster: Low-Intensity Producers (2)<br><br>Top Resources:<br>  Gold: $14,830,400"
Mexico,MEX,1995.0,1.0857040795007975,2.296071273565186,4,Mineral-Rich Developing (1),"<b>Mexico</b><br>Cluster: Mineral-Rich Developing (1)<br><br>Top Resources:<br>  Oil: $18,973,433,664<br>  Natural Gas: $1,802,791,681<br>  Copper: $1,017,373,250"
Mongolia,MNG,1995.0,-5.817200970088707,3.3459801719314157,3,Mineral-Rich Developing (3),"<b>Mongolia</b><br>Cluster: Mineral-Rich Developing (3)<br><br>Top Resources:<br>  Copper: $371,795,000<br>  Coal: $196,976,448<br>  Gold: $55,849,600"
Myanmar,MMR,1995.0,-2.053960781853009,-2.082817469906678,5,Low-Intensity Producers (2),"<b>Myanmar</b><br>Cluster: Low-Intensity Producers (2)<br><br>Top Resources:<br>  Tin: $142,947,205<br>  Natural Gas: $99,527,624<br>  Oil: $77,576,040"
Nigeria,NGA,1995.0,0.8375180566861218,-2.0636928558945775,1,Oil Exporters,"<b>Nigeria</b><br>Cluster: Oil Exporters<br><br>Top Resources:<br>  Oil: $12,102,888,978<br>  Natural Gas: $283,600,916<br>  Coal: $767,944"
Oman,OMN,1995.0,4.835251225101087,-0.10222713269005551,2,Petrostates,"<b>Oman</b><br>Cluster: Petrostates<br><br>Top Resources:<br>  Oil: $5,391,224,459<br>  Natural Gas: $235,836,397<br>  Gold: $7,576,400"
Pakistan,PAK,1995.0,-1.5285877506250511,-1.6053165532605471,5,Low-Intensity Producers (2),"<b>Pakistan</b><br>Cluster: Low-Intensity Producers (2)<br><br>Top Resources:<br>  Natural Gas: $804,596,804<br>  Oil: $333,333,733<br>  Coal: $113,943,808"
Peru,PER,1995.0,-2.1647277823141327,2.5995643411321208,4,Mineral-Rich Developing (1),"<b>Peru</b><br>Cluster: Mineral-Rich Developing (1)<br><br>Top Resources:<br>  Copper: $1,249,563,650<br>  Zinc: $851,516,700<br>  Oil: $762,485,085"
Qatar,QAT,1995.0,6.963705851760455,0.28875710481909067,2,Petrostates,"<b>Qatar</b><br>Cluster: Petrostates<br><br>Top Resources:<br>  Oil: $2,862,620,730<br>  Natural Gas: $574,994,039"
Romania,ROU,1995.0,0.5202602614710291,3.2120458247324377,4,Mineral-Rich Developing (1),"<b>Romania</b><br>Cluster: Mineral-Rich Developing (1)<br><br>Top Resources:<br>  Coal: $1,731,880,873<br>  Natural Gas: $1,037,729,747<br>  Oil: $899,812,583"
Russian Federation,RUS,1995.0,2.4237673075842157,5.759002992928758,0,Diversified Producers,"<b>Russian Federation</b><br>Cluster: Diversified Producers<br><br>Top Resources:<br>  Oil: $38,730,959,809<br>  Natural Gas: $33,428,774,851<br>  Coal: $10,315,376,667"
Saudi Arabia,SAU,1995.0,5.34660468793061,0.4530175608996928,2,Petrostates,"<b>Saudi Arabia</b><br>Cluster: Petrostates<br><br>Top Resources:<br>  Oil: $55,735,431,979<br>  Natural Gas: $2,519,136,630<br>  Gold: $100,192,000"
South Africa,ZAF,1995.0,-5.738390727649001,4.774478980903532,3,Mineral-Rich Developing (3),"<b>South Africa</b><br>Cluster: Mineral-Rich Developing (3)<br><br>Top Resources:<br>  Coal: $8,120,089,859<br>  Gold: $6,495,306,000<br>  Manganese: $1,356,554,973"
Tunisia,TUN,1995.0,-0.3199323772163703,-2.163389553520269,1,Oil Exporters,"<b>Tunisia</b><br>Cluster: Oil Exporters<br><br>Top Resources:<br>  Oil: $591,430,868<br>  Zinc: $54,366,000<br>  Lead: $6,157,800"
Ukraine,UKR,1995.0,-0.6205975230271025,1.9785532675668775,4,Mineral-Rich Developing (1),"<b>Ukraine</b><br>Cluster: Mineral-Rich Developing (1)<br><br>Top Resources:<br>  Coal: $3,066,068,542<br>  Natural Gas: $992,506,921<br>  Iron ore: $920,907,206"
"Venezuela, RB",VEN,1995.0,3.858786273577265,1.8971478234200254,2,Petrostates,"<b>Venezuela, RB</b><br>Cluster: Petrostates<br><br>Top Resources:<br>  Oil: $18,378,609,646<br>  Natural Gas: $1,885,552,782<br>  Aluminium: $1,272,250,540"
Viet Nam,VNM,1995.0,-1.6279809734226527,-1.692142220547507,5,Low-Intensity Producers (2),"<b>Viet Nam</b><br>Cluster: Low-Intensity Producers (2)<br><br>Top Resources:<br>  Oil: $959,536,534<br>  Coal: $283,476,000<br>  Zinc: $14,760,000"
"Yemen, Rep.",YEM,1995.0,0.2733441885443897,-2.535654193748299,1,Oil Exporters,"<b>Yemen, Rep.</b><br>Cluster: Oil Exporters<br><br>Top Resources:<br>  Oil: $2,183,015,384"
Zimbabwe,ZWE,1995.0,-4.783814968601059,0.6006811292866095,3,Mineral-Rich Developing (3),"<b>Zimbabwe</b><br>Cluster: Mineral-Rich Developing (3)<br><br>Top Resources:<br>  Gold: $297,091,600<br>  Coal: $218,023,715<br>  Copper: $24,537,250"
