Country,Country Code,Year,PC1,PC2,Cluster,ClusterLabels,hover_text
Albania,ALB,2019.0,-1.177600320489512,-2.5185209116207155,1,Low-Intensity Producers (1),"<b>Albania</b><br>Cluster: Low-Intensity Producers (1)<br><br>Top Resources:<br>  Oil: $474,538,798<br>  Copper: $21,874,160<br>  Coal: $2,547,990"
Algeria,DZA,2019.0,3.803087611132524,-2.0112284441435344,4,Petrostates,"<b>Algeria</b><br>Cluster: Petrostates<br><br>Top Resources:<br>  Oil: $34,841,633,626<br>  Natural Gas: $13,234,530,581<br>  Gold: $3,143,000"
Angola,AGO,2019.0,0.42395472658343775,-3.7361118421572397,1,Low-Intensity Producers (1),"<b>Angola</b><br>Cluster: Low-Intensity Producers (1)<br><br>Top Resources:<br>  Oil: $33,289,163,839<br>  Gold: $1,032,700"
Argentina,ARG,2019.0,2.5280969185902364,0.801259126420662,2,Oil Exporters,"<b>Argentina</b><br>Cluster: Oil Exporters<br><br>Top Resources:<br>  Oil: $16,865,697,054<br>  Natural Gas: $6,334,033,100<br>  Gold: $2,383,830,800"
Azerbaijan,AZE,2019.0,4.137344441890775,-0.04646893581293464,4,Petrostates,"<b>Azerbaijan</b><br>Cluster: Petrostates<br><br>Top Resources:<br>  Oil: $17,877,989,348<br>  Natural Gas: $3,643,505,770<br>  Gold: $175,020,200"
Bahrain,BHR,2019.0,6.905066222486728,-0.6233597856142586,4,Petrostates,"<b>Bahrain</b><br>Cluster: Petrostates<br><br>Top Resources:<br>  Natural Gas: $2,475,754,075<br>  Aluminium: $1,911,007,000<br>  Oil: $1,500,450,010"
Bolivia,BOL,2019.0,0.2306826742948378,3.5223696841880634,2,Oil Exporters,"<b>Bolivia</b><br>Cluster: Oil Exporters<br><br>Top Resources:<br>  Natural Gas: $2,297,526,538<br>  Gold: $1,887,596,000<br>  Zinc: $1,449,775,100"
Bosnia and Herzegovina,BIH,2019.0,-4.399077571192866,-0.7051350821418692,5,Low-Intensity Producers (2),"<b>Bosnia and Herzegovina</b><br>Cluster: Low-Intensity Producers (2)<br><br>Top Resources:<br>  Coal: $1,099,461,770<br>  Aluminium: $94,766,000<br>  Bauxite: $33,699,979"
Botswana,BWA,2019.0,-5.459527822958894,-1.2477924022013254,5,Low-Intensity Producers (2),"<b>Botswana</b><br>Cluster: Low-Intensity Producers (2)<br><br>Top Resources:<br>  Coal: $173,500,963<br>  Gold: $42,295,800"
Cameroon,CMR,2019.0,-1.0951940318330007,-3.4802559014228853,1,Low-Intensity Producers (1),"<b>Cameroon</b><br>Cluster: Low-Intensity Producers (1)<br><br>Top Resources:<br>  Oil: $1,674,149,053<br>  Aluminium: $96,460,000<br>  Gold: $20,205,000"
Chile,CHL,2019.0,-5.955091557462953,4.93204876929466,0,Mineral-Rich Developing (3),"<b>Chile</b><br>Cluster: Mineral-Rich Developing (3)<br><br>Top Resources:<br>  Copper: $35,650,384,000<br>  Gold: $1,726,629,500<br>  Iron ore: $1,438,124,135"
Colombia,COL,2019.0,0.4805776665715024,1.0678864536244879,2,Oil Exporters,"<b>Colombia</b><br>Cluster: Oil Exporters<br><br>Top Resources:<br>  Oil: $20,761,066,547<br>  Coal: $6,932,406,538<br>  Natural Gas: $1,920,550,785"
"Congo, Dem. Rep.",COD,2019.0,-4.41576430489401,-0.4906810438692211,5,Low-Intensity Producers (2),"<b>Congo, Dem. Rep.</b><br>Cluster: Low-Intensity Producers (2)<br><br>Top Resources:<br>  Copper: $9,000,523,840<br>  Cobalt: $2,954,824,230<br>  Gold: $1,930,700,000"
"Congo, Rep.",COG,2019.0,0.43208115935804897,-3.043668445771318,1,Low-Intensity Producers (1),"<b>Congo, Rep.</b><br>Cluster: Low-Intensity Producers (1)<br><br>Top Resources:<br>  Oil: $7,879,401,749<br>  Zinc: $13,152,000<br>  Gold: $6,735,000"
Dominican Republic,DOM,2019.0,-5.540951619552629,-0.7041766874721852,5,Low-Intensity Producers (2),"<b>Dominican Republic</b><br>Cluster: Low-Intensity Producers (2)<br><br>Top Resources:<br>  Gold: $1,427,864,900<br>  Silver: $55,646,720<br>  Copper: $37,249,520"
Ecuador,ECU,2019.0,-0.6022243738758714,-2.0332976827245686,1,Low-Intensity Producers (1),"<b>Ecuador</b><br>Cluster: Low-Intensity Producers (1)<br><br>Top Resources:<br>  Oil: $12,445,041,781<br>  Gold: $282,555,700<br>  Copper: $38,808,000"
"Egypt, Arab Rep.",EGY,2019.0,1.903421743145181,-1.527053012414333,1,Low-Intensity Producers (1),"<b>Egypt, Arab Rep.</b><br>Cluster: Low-Intensity Producers (1)<br><br>Top Resources:<br>  Oil: $15,313,223,215<br>  Natural Gas: $9,883,974,927<br>  Gold: $671,075,400"
Estonia,EST,2019.0,0.06800470904247131,-3.7827174591095343,1,Low-Intensity Producers (1),"<b>Estonia</b><br>Cluster: Low-Intensity Producers (1)<br><br>Top Resources:<br>  Oil: $788,963,810"
Gabon,GAB,2019.0,0.33491437009176506,-3.4475633519398845,1,Low-Intensity Producers (1),"<b>Gabon</b><br>Cluster: Low-Intensity Producers (1)<br><br>Top Resources:<br>  Oil: $5,105,274,474<br>  Manganese: $3,263,000,000<br>  Gold: $4,804,300"
Ghana,GHA,2019.0,-1.9533738197970774,-1.659862988884016,1,Low-Intensity Producers (1),"<b>Ghana</b><br>Cluster: Low-Intensity Producers (1)<br><br>Top Resources:<br>  Gold: $6,462,906,000<br>  Oil: $4,629,957,671<br>  Manganese: $2,015,000,000"
Guinea,GIN,2019.0,-5.446304395067963,-2.330128300354013,5,Low-Intensity Producers (2),"<b>Guinea</b><br>Cluster: Low-Intensity Producers (2)<br><br>Top Resources:<br>  Bauxite: $2,266,598,430<br>  Gold: $1,237,084,800"
Indonesia,IDN,2019.0,-0.7217862849613275,2.2326361414950626,2,Oil Exporters,"<b>Indonesia</b><br>Cluster: Oil Exporters<br><br>Top Resources:<br>  Coal: $50,644,151,093<br>  Oil: $18,296,386,085<br>  Natural Gas: $11,502,814,530"
"Iran, Islamic Rep.",IRN,2019.0,3.2964300708187957,3.059711044785325,2,Oil Exporters,"<b>Iran, Islamic Rep.</b><br>Cluster: Oil Exporters<br><br>Top Resources:<br>  Oil: $82,075,880,882<br>  Natural Gas: $34,750,433,904<br>  Iron ore: $4,563,278,507"
Iraq,IRQ,2019.0,3.3860306620712204,-2.5789018500393572,4,Petrostates,"<b>Iraq</b><br>Cluster: Petrostates<br><br>Top Resources:<br>  Oil: $112,015,345,919<br>  Natural Gas: $1,669,205,369"
Jamaica,JAM,2019.0,-4.453426904779084,-4.187836017853845,5,Low-Intensity Producers (2),"<b>Jamaica</b><br>Cluster: Low-Intensity Producers (2)<br><br>Top Resources:<br>  Bauxite: $291,419,838"
Kazakhstan,KAZ,2019.0,1.6539546788945332,10.05069950618398,3,Diversified Producers,"<b>Kazakhstan</b><br>Cluster: Diversified Producers<br><br>Top Resources:<br>  Oil: $44,602,670,482<br>  Coal: $9,452,320,804<br>  Iron ore: $5,798,590,264"
Kuwait,KWT,2019.0,6.033123859311038,-1.7573347911379622,4,Petrostates,"<b>Kuwait</b><br>Cluster: Petrostates<br><br>Top Resources:<br>  Oil: $69,751,752,638<br>  Natural Gas: $2,017,380,368"
Malaysia,MYS,2019.0,3.7475865453189274,-0.020673926539189473,4,Petrostates,"<b>Malaysia</b><br>Cluster: Petrostates<br><br>Top Resources:<br>  Oil: $15,743,702,687<br>  Natural Gas: $11,792,940,286<br>  Aluminium: $1,120,000,000"
Mauritania,MRT,2019.0,-5.810938174105278,-0.41527469067266326,5,Low-Intensity Producers (2),"<b>Mauritania</b><br>Cluster: Low-Intensity Producers (2)<br><br>Top Resources:<br>  Gold: $608,574,600<br>  Copper: $182,459,200"
Mexico,MEX,2019.0,0.07506823120095447,4.496920252412536,2,Oil Exporters,"<b>Mexico</b><br>Cluster: Oil Exporters<br><br>Top Resources:<br>  Oil: $44,955,243,741<br>  Gold: $6,011,795,700<br>  Natural Gas: $5,873,005,474"
Mongolia,MNG,2019.0,-4.508349827316089,6.586206116477927,0,Mineral-Rich Developing (3),"<b>Mongolia</b><br>Cluster: Mineral-Rich Developing (3)<br><br>Top Resources:<br>  Coal: $4,586,333,268<br>  Copper: $2,722,165,600<br>  Gold: $727,380,000"
Myanmar,MMR,2019.0,-1.1759392768561023,-0.1439682890485732,1,Low-Intensity Producers (1),"<b>Myanmar</b><br>Cluster: Low-Intensity Producers (1)<br><br>Top Resources:<br>  Natural Gas: $2,813,030,563<br>  Copper: $1,349,040,000<br>  Tin: $802,200,000"
Nigeria,NGA,2019.0,1.3377641841575025,-1.9169066069975407,1,Low-Intensity Producers (1),"<b>Nigeria</b><br>Cluster: Low-Intensity Producers (1)<br><br>Top Resources:<br>  Oil: $49,063,604,246<br>  Natural Gas: $7,500,512,054<br>  Gold: $404,100,000"
Oman,OMN,2019.0,7.138415494408952,-0.9227672999533149,4,Petrostates,"<b>Oman</b><br>Cluster: Petrostates<br><br>Top Resources:<br>  Oil: $22,755,751,956<br>  Natural Gas: $5,584,415,619<br>  Aluminium: $547,400,000"
Pakistan,PAK,2019.0,-0.9423073141670044,-2.4134689018802162,1,Low-Intensity Producers (1),"<b>Pakistan</b><br>Cluster: Low-Intensity Producers (1)<br><br>Top Resources:<br>  Natural Gas: $4,976,089,641<br>  Oil: $2,058,243,482<br>  Coal: $444,408,801"
Peru,PER,2019.0,-1.106859472157783,6.93884757152802,3,Diversified Producers,"<b>Peru</b><br>Cluster: Diversified Producers<br><br>Top Resources:<br>  Copper: $15,017,618,000<br>  Gold: $5,100,011,400<br>  Zinc: $3,788,743,220"
Qatar,QAT,2019.0,9.489580897121439,-0.08304614577417756,4,Petrostates,"<b>Qatar</b><br>Cluster: Petrostates<br><br>Top Resources:<br>  Oil: $40,701,126,666<br>  Natural Gas: $26,963,416,382<br>  Aluminium: $914,200,000"
Romania,ROU,2019.0,1.2103179370436628,0.7239864303135475,2,Oil Exporters,"<b>Romania</b><br>Cluster: Oil Exporters<br><br>Top Resources:<br>  Coal: $1,813,492,250<br>  Oil: $1,753,436,647<br>  Natural Gas: $1,464,601,746"
Russian Federation,RUS,2019.0,3.1228594203496125,7.613595556773502,3,Diversified Producers,"<b>Russian Federation</b><br>Cluster: Diversified Producers<br><br>Top Resources:<br>  Oil: $273,719,085,273<br>  Natural Gas: $103,350,998,464<br>  Coal: $36,219,019,838"
Saudi Arabia,SAU,2019.0,5.542249488067658,1.617958044701422,4,Petrostates,"<b>Saudi Arabia</b><br>Cluster: Petrostates<br><br>Top Resources:<br>  Oil: $277,312,399,916<br>  Natural Gas: $16,917,538,925<br>  Aluminium: $1,085,785,400"
South Africa,ZAF,2019.0,-6.070095863177186,3.6181326653692056,0,Mineral-Rich Developing (3),"<b>South Africa</b><br>Cluster: Mineral-Rich Developing (3)<br><br>Top Resources:<br>  Coal: $20,910,839,845<br>  Manganese: $7,540,000,000<br>  Iron ore: $5,125,621,918"
Tunisia,TUN,2019.0,-1.2639606033792343,-3.9069477107870507,1,Low-Intensity Producers (1),"<b>Tunisia</b><br>Cluster: Low-Intensity Producers (1)<br><br>Top Resources:<br>  Oil: $936,232,535"
Ukraine,UKR,2019.0,-0.15009479146054783,0.6473736948270271,2,Oil Exporters,"<b>Ukraine</b><br>Cluster: Oil Exporters<br><br>Top Resources:<br>  Iron ore: $7,264,370,633<br>  Natural Gas: $2,952,985,834<br>  Coal: $2,142,777,670"
"Venezuela, RB",VEN,2019.0,2.763709996517637,-0.8413590538509369,4,Petrostates,"<b>Venezuela, RB</b><br>Cluster: Petrostates<br><br>Top Resources:<br>  Oil: $24,683,644,881<br>  Natural Gas: $3,892,817,585<br>  Gold: $408,590,000"
Viet Nam,VNM,2019.0,-0.5935399607912868,-0.8909359257291756,1,Low-Intensity Producers (1),"<b>Viet Nam</b><br>Cluster: Low-Intensity Producers (1)<br><br>Top Resources:<br>  Oil: $5,541,526,566<br>  Coal: $3,876,043,978<br>  Natural Gas: $1,498,149,668"
"Yemen, Rep.",YEM,2019.0,-1.4086942380241654,-3.920446782940402,1,Low-Intensity Producers (1),"<b>Yemen, Rep.</b><br>Cluster: Low-Intensity Producers (1)<br><br>Top Resources:<br>  Oil: $2,218,282,670"
