Variable,Coef,SE,p,CI_lo,CI_hi,Stars
const,-0.026700919665074714,0.015327534013879568,0.08150438688766078,-0.05674233430409132,0.003340494973941892,*
ECI_lag1,0.9389086472279279,0.021392295500732655,0.0,0.8969805184998536,0.9808367759560022,***
