Variable,Coef,SE,p,CI_lo,CI_hi,Stars
const,-4.227698006701932,0.6126084383051275,5.1586025448023485e-12,-5.428388482405309,-3.0270075309985542,***
log_HCI,2.825590166709808,0.4342302698915966,7.660323084724325e-11,1.974514476725171,3.6766658566944446,***
log_GFCF,0.07435133742946634,0.08299435167667411,0.3703274270248773,-0.08831460277706638,0.23701727763599906,
Political stability — estimate,-0.017576891181163925,0.09321228049374315,0.8504310966418607,-0.2002696038657459,0.16511582150341805,
Rule of law index,0.3624425102306013,0.30773514913005584,0.23888664826577677,-0.2407072988413707,0.9655923193025733,
log_Production_Value,0.00038746647613817527,0.038718727320156625,0.9920155340678385,-0.07549984459859585,0.0762747775508722,
Trade (% of GDP),0.0002530850858838019,0.0024406774857990885,0.9174117087917845,-0.004530554884160181,0.005036725055927785,
log_HCI_x_log_Production,-0.11802293610921917,0.1748887673381536,0.4997737894518791,-0.46079862139260513,0.22475274917416682,
log_GFCF_x_log_Production,0.0029747597969824943,0.04094974995147412,0.9420892925179785,-0.07728527528382761,0.08323479487779259,
