Country,Year,Resource,Metric,Kept_Source,Kept_Value,Dropped_Source,Dropped_Value,Pct_Discrepancy
Australia,2000,Lithium,Production,EI_CSV,1.825693846,EI_Excel,1.8256938476562499,0.0
Australia,2000,Oil,Production,EI_CSV,805.5982622,OWID,37000000.0,4592760.0
Australia,2001,Coal,Production,EI_CSV,335.482,OWID,331668000.0,98863028.3
Australia,2001,Cobalt,Production,EI_CSV,4.311939716,EI_Excel,4.31193994140625,0.0
Australia,2001,Lithium,Production,EI_CSV,2.22578907,EI_Excel,2.2257890624999996,0.0
Australia,2001,Oil,Production,EI_CSV,747.9749909,OWID,34000000.0,4545506.5
Australia,2002,Coal,Production,EI_CSV,343.2475,OWID,339221000.0,98826839.7
Australia,2002,Cobalt,Production,EI_CSV,4.854000092,EI_Excel,4.854,0.0
Australia,2002,Lithium,Production,EI_CSV,2.20421648,EI_Excel,2.204216552734375,0.0
Australia,2002,Oil,Production,EI_CSV,748.8681551,OWID,33000000.0,4406550.2
Australia,2003,Coal,Production,EI_CSV,351.054,OWID,347509000.0,98990083.8
Australia,2003,Cobalt,Production,EI_CSV,5.119999886,EI_Excel,5.12,0.0
Australia,2003,Lithium,Production,EI_CSV,3.5,EI_Excel,3.5,0.0
Australia,2003,Oil,Production,EI_CSV,654.8500842,OWID,27000000.0,4122981.1
Australia,2004,Coal,Production,EI_CSV,363.15015,OWID,361153000.0,99449948.4
Australia,2004,Cobalt,Production,EI_CSV,4.550000191,EI_Excel,4.55,0.0
Australia,2004,Lithium,Production,EI_CSV,3.301405191,EI_Excel,3.3014052734375,0.0
Australia,2004,Oil,Production,EI_CSV,574.0345097,OWID,20748000.0,3614316.8
Australia,2005,Coal,Production,EI_CSV,378.762536,OWID,375040000.0,99017084.7
Australia,2005,Cobalt,Production,EI_CSV,4.110000134,EI_Excel,4.110000000000001,0.0
Australia,2005,Lithium,Production,EI_CSV,4.839465141,EI_Excel,4.83946533203125,0.0
Australia,2005,Oil,Production,EI_CSV,569.8146693,OWID,25606556.0,4493739.4
Australia,2006,Coal,Production,EI_CSV,385.793573,OWID,383176000.0,99321409.4
Australia,2006,Cobalt,Production,EI_CSV,5.050000191,EI_Excel,5.05,0.0
Australia,2006,Lithium,Production,EI_CSV,6.190284729,EI_Excel,6.19028466796875,0.0
Australia,2006,Oil,Production,EI_CSV,523.5634771,OWID,23814501.0,4548441.3
Australia,2007,Coal,Production,EI_CSV,396.513704,OWID,392427000.0,98969241.0
Australia,2007,Cobalt,Production,EI_CSV,4.739999771,EI_Excel,4.74,0.0
Australia,2007,Lithium,Production,EI_CSV,6.836289883,EI_Excel,6.8362900390625,0.0
Australia,2007,Oil,Production,EI_CSV,551.8027958,OWID,24694639.0,4475165.3
Australia,2007,Rare Earth,Production,EI_CSV,0.0,EI_Excel,0.0,inf
Australia,2008,Coal,Production,EI_CSV,408.0465021,OWID,403190000.0,98809716.5
Australia,2008,Cobalt,Production,EI_CSV,4.789999962,EI_Excel,4.79,0.0
Australia,2008,Lithium,Production,EI_CSV,6.676001549,EI_Excel,6.67600146484375,0.0
Australia,2008,Oil,Production,EI_CSV,545.4122125,OWID,24234027.0,4443149.8
Australia,2008,Rare Earth,Production,EI_CSV,0.0,EI_Excel,0.0,inf
Australia,2009,Coal,Production,EI_CSV,422.519808,OWID,418563000.0,99063421.3
Australia,2009,Cobalt,Production,EI_CSV,4.630000114,EI_Excel,4.63,0.0
Australia,2009,Lithium,Production,EI_CSV,5.504116535,EI_Excel,5.504116699218749,0.0
Australia,2009,Oil,Production,EI_CSV,541.9796497,OWID,22863526.0,4218421.1
Australia,2009,Rare Earth,Production,EI_CSV,0.0,EI_Excel,0.0,inf
Australia,2010,Coal,Production,EI_CSV,434.4018897,OWID,431678000.0,99372856.3
Australia,2010,Cobalt,Production,EI_CSV,3.849999905,EI_Excel,3.85,0.0
Australia,2010,Lithium,Production,EI_CSV,8.465378761,EI_Excel,8.465378906249999,0.0
Australia,2010,Oil,Production,EI_CSV,549.7846804,OWID,24852300.0,4520269.7
Australia,2010,Rare Earth,Production,EI_CSV,0.0,EI_Excel,0.0,inf
