FROM_NAME,FROM_TYPE,FROM_LAT,FROM_LON,TO_NAME,TO_TYPE,TO_LAT,TO_LON,EDGE_TYPE,PRODUCT_FORM,COMMODITIES,DISTANCE_KM,EXPORT_VALUE,EXPORT_UNIT,DESTINATION_TOTAL
Ventanas,port,-32.74,-71.49,Netherlands,country,51.92,4.48,port_to_country,cathode,Copper,,4.04,kMT,40.38
Barquito,port,-27.07,-70.84,Netherlands,country,51.92,4.48,port_to_country,cathode,Copper,,2.02,kMT,40.38
Coquimbo,port,-29.96,-71.35,Netherlands,country,51.92,4.48,port_to_country,cathode,Copper,,2.02,kMT,40.38
Angamos,port,-23.1,-70.42,United Kingdom,country,51.51,-0.13,port_to_country,cathode,Copper,,0.02,kMT,0.08
Mejillones,port,-23.1,-70.45,United Kingdom,country,51.51,-0.13,port_to_country,cathode,Copper,,0.01,kMT,0.08
Antofagasta (ATI),port,-23.65,-70.4,United Kingdom,country,51.51,-0.13,port_to_country,cathode,Copper,,0.01,kMT,0.08
Iquique,port,-20.21,-70.15,United Kingdom,country,51.51,-0.13,port_to_country,cathode,Copper,,0.01,kMT,0.08
San Antonio,port,-33.59,-71.62,United Kingdom,country,51.51,-0.13,port_to_country,cathode,Copper,,0.01,kMT,0.08
Ventanas,port,-32.74,-71.49,United Kingdom,country,51.51,-0.13,port_to_country,cathode,Copper,,0.01,kMT,0.08
Barquito,port,-27.07,-70.84,United Kingdom,country,51.51,-0.13,port_to_country,cathode,Copper,,0.0,kMT,0.08
Coquimbo,port,-29.96,-71.35,United Kingdom,country,51.51,-0.13,port_to_country,cathode,Copper,,0.0,kMT,0.08
Angamos,port,-23.1,-70.42,Sweden,country,57.71,11.97,port_to_country,cathode,Copper,,7.05,kMT,28.21
Mejillones,port,-23.1,-70.45,Sweden,country,57.71,11.97,port_to_country,cathode,Copper,,4.23,kMT,28.21
Antofagasta (ATI),port,-23.65,-70.4,Sweden,country,57.71,11.97,port_to_country,cathode,Copper,,4.23,kMT,28.21
Iquique,port,-20.21,-70.15,Sweden,country,57.71,11.97,port_to_country,cathode,Copper,,4.23,kMT,28.21
San Antonio,port,-33.59,-71.62,Sweden,country,57.71,11.97,port_to_country,cathode,Copper,,2.82,kMT,28.21
Ventanas,port,-32.74,-71.49,Sweden,country,57.71,11.97,port_to_country,cathode,Copper,,2.82,kMT,28.21
Barquito,port,-27.07,-70.84,Sweden,country,57.71,11.97,port_to_country,cathode,Copper,,1.41,kMT,28.21
Coquimbo,port,-29.96,-71.35,Sweden,country,57.71,11.97,port_to_country,cathode,Copper,,1.41,kMT,28.21
Angamos,port,-23.1,-70.42,Argentina,country,-34.6,-58.38,port_to_country,cathode,Copper,,0.13,kMT,0.52
Mejillones,port,-23.1,-70.45,Argentina,country,-34.6,-58.38,port_to_country,cathode,Copper,,0.08,kMT,0.52
Antofagasta (ATI),port,-23.65,-70.4,Argentina,country,-34.6,-58.38,port_to_country,cathode,Copper,,0.08,kMT,0.52
Iquique,port,-20.21,-70.15,Argentina,country,-34.6,-58.38,port_to_country,cathode,Copper,,0.08,kMT,0.52
San Antonio,port,-33.59,-71.62,Argentina,country,-34.6,-58.38,port_to_country,cathode,Copper,,0.05,kMT,0.52
Ventanas,port,-32.74,-71.49,Argentina,country,-34.6,-58.38,port_to_country,cathode,Copper,,0.05,kMT,0.52
Barquito,port,-27.07,-70.84,Argentina,country,-34.6,-58.38,port_to_country,cathode,Copper,,0.03,kMT,0.52
Coquimbo,port,-29.96,-71.35,Argentina,country,-34.6,-58.38,port_to_country,cathode,Copper,,0.03,kMT,0.52
Angamos,port,-23.1,-70.42,Brazil,country,-23.55,-46.63,port_to_country,cathode,Copper,,56.51,kMT,226.04
Mejillones,port,-23.1,-70.45,Brazil,country,-23.55,-46.63,port_to_country,cathode,Copper,,33.91,kMT,226.04
Antofagasta (ATI),port,-23.65,-70.4,Brazil,country,-23.55,-46.63,port_to_country,cathode,Copper,,33.91,kMT,226.04
Iquique,port,-20.21,-70.15,Brazil,country,-23.55,-46.63,port_to_country,cathode,Copper,,33.91,kMT,226.04
San Antonio,port,-33.59,-71.62,Brazil,country,-23.55,-46.63,port_to_country,cathode,Copper,,22.6,kMT,226.04
Ventanas,port,-32.74,-71.49,Brazil,country,-23.55,-46.63,port_to_country,cathode,Copper,,22.6,kMT,226.04
Barquito,port,-27.07,-70.84,Brazil,country,-23.55,-46.63,port_to_country,cathode,Copper,,11.3,kMT,226.04
Coquimbo,port,-29.96,-71.35,Brazil,country,-23.55,-46.63,port_to_country,cathode,Copper,,11.3,kMT,226.04
Angamos,port,-23.1,-70.42,Colombia,country,4.71,-74.07,port_to_country,cathode,Copper,,0.28,kMT,1.12
Mejillones,port,-23.1,-70.45,Colombia,country,4.71,-74.07,port_to_country,cathode,Copper,,0.17,kMT,1.12
Antofagasta (ATI),port,-23.65,-70.4,Colombia,country,4.71,-74.07,port_to_country,cathode,Copper,,0.17,kMT,1.12
Iquique,port,-20.21,-70.15,Colombia,country,4.71,-74.07,port_to_country,cathode,Copper,,0.17,kMT,1.12
San Antonio,port,-33.59,-71.62,Colombia,country,4.71,-74.07,port_to_country,cathode,Copper,,0.11,kMT,1.12
Ventanas,port,-32.74,-71.49,Colombia,country,4.71,-74.07,port_to_country,cathode,Copper,,0.11,kMT,1.12
Barquito,port,-27.07,-70.84,Colombia,country,4.71,-74.07,port_to_country,cathode,Copper,,0.06,kMT,1.12
Coquimbo,port,-29.96,-71.35,Colombia,country,4.71,-74.07,port_to_country,cathode,Copper,,0.06,kMT,1.12
Angamos,port,-23.1,-70.42,USA,country,29.76,-95.37,port_to_country,cathode,Copper,,151.57,kMT,606.29
Mejillones,port,-23.1,-70.45,USA,country,29.76,-95.37,port_to_country,cathode,Copper,,90.94,kMT,606.29
Antofagasta (ATI),port,-23.65,-70.4,USA,country,29.76,-95.37,port_to_country,cathode,Copper,,90.94,kMT,606.29
Iquique,port,-20.21,-70.15,USA,country,29.76,-95.37,port_to_country,cathode,Copper,,90.94,kMT,606.29
San Antonio,port,-33.59,-71.62,USA,country,29.76,-95.37,port_to_country,cathode,Copper,,60.63,kMT,606.29
Ventanas,port,-32.74,-71.49,USA,country,29.76,-95.37,port_to_country,cathode,Copper,,60.63,kMT,606.29
Barquito,port,-27.07,-70.84,USA,country,29.76,-95.37,port_to_country,cathode,Copper,,30.31,kMT,606.29
Coquimbo,port,-29.96,-71.35,USA,country,29.76,-95.37,port_to_country,cathode,Copper,,30.31,kMT,606.29
Angamos,port,-23.1,-70.42,Mexico,country,19.43,-99.13,port_to_country,cathode,Copper,,2.93,kMT,11.73
Mejillones,port,-23.1,-70.45,Mexico,country,19.43,-99.13,port_to_country,cathode,Copper,,1.76,kMT,11.73
Antofagasta (ATI),port,-23.65,-70.4,Mexico,country,19.43,-99.13,port_to_country,cathode,Copper,,1.76,kMT,11.73
Iquique,port,-20.21,-70.15,Mexico,country,19.43,-99.13,port_to_country,cathode,Copper,,1.76,kMT,11.73
San Antonio,port,-33.59,-71.62,Mexico,country,19.43,-99.13,port_to_country,cathode,Copper,,1.17,kMT,11.73
Ventanas,port,-32.74,-71.49,Mexico,country,19.43,-99.13,port_to_country,cathode,Copper,,1.17,kMT,11.73
Barquito,port,-27.07,-70.84,Mexico,country,19.43,-99.13,port_to_country,cathode,Copper,,0.59,kMT,11.73
Coquimbo,port,-29.96,-71.35,Mexico,country,19.43,-99.13,port_to_country,cathode,Copper,,0.59,kMT,11.73
Angamos,port,-23.1,-70.42,Panama,country,8.98,-79.52,port_to_country,cathode,Copper,,0.17,kMT,0.68
Mejillones,port,-23.1,-70.45,Panama,country,8.98,-79.52,port_to_country,cathode,Copper,,0.1,kMT,0.68
Antofagasta (ATI),port,-23.65,-70.4,Panama,country,8.98,-79.52,port_to_country,cathode,Copper,,0.1,kMT,0.68
Iquique,port,-20.21,-70.15,Panama,country,8.98,-79.52,port_to_country,cathode,Copper,,0.1,kMT,0.68
San Antonio,port,-33.59,-71.62,Panama,country,8.98,-79.52,port_to_country,cathode,Copper,,0.07,kMT,0.68
Ventanas,port,-32.74,-71.49,Panama,country,8.98,-79.52,port_to_country,cathode,Copper,,0.07,kMT,0.68
Barquito,port,-27.07,-70.84,Panama,country,8.98,-79.52,port_to_country,cathode,Copper,,0.03,kMT,0.68
Coquimbo,port,-29.96,-71.35,Panama,country,8.98,-79.52,port_to_country,cathode,Copper,,0.03,kMT,0.68
Angamos,port,-23.1,-70.42,Peru,country,-12.05,-77.04,port_to_country,cathode,Copper,,0.49,kMT,1.96
Mejillones,port,-23.1,-70.45,Peru,country,-12.05,-77.04,port_to_country,cathode,Copper,,0.29,kMT,1.96
Antofagasta (ATI),port,-23.65,-70.4,Peru,country,-12.05,-77.04,port_to_country,cathode,Copper,,0.29,kMT,1.96
Iquique,port,-20.21,-70.15,Peru,country,-12.05,-77.04,port_to_country,cathode,Copper,,0.29,kMT,1.96
San Antonio,port,-33.59,-71.62,Peru,country,-12.05,-77.04,port_to_country,cathode,Copper,,0.2,kMT,1.96
Ventanas,port,-32.74,-71.49,Peru,country,-12.05,-77.04,port_to_country,cathode,Copper,,0.2,kMT,1.96
Barquito,port,-27.07,-70.84,Peru,country,-12.05,-77.04,port_to_country,cathode,Copper,,0.1,kMT,1.96
Coquimbo,port,-29.96,-71.35,Peru,country,-12.05,-77.04,port_to_country,cathode,Copper,,0.1,kMT,1.96
Angamos,port,-23.1,-70.42,China,country,31.23,121.47,port_to_country,cathode,Copper,,135.21,kMT,540.82
Mejillones,port,-23.1,-70.45,China,country,31.23,121.47,port_to_country,cathode,Copper,,81.12,kMT,540.82
Antofagasta (ATI),port,-23.65,-70.4,China,country,31.23,121.47,port_to_country,cathode,Copper,,81.12,kMT,540.82
Iquique,port,-20.21,-70.15,China,country,31.23,121.47,port_to_country,cathode,Copper,,81.12,kMT,540.82
San Antonio,port,-33.59,-71.62,China,country,31.23,121.47,port_to_country,cathode,Copper,,54.08,kMT,540.82
Ventanas,port,-32.74,-71.49,China,country,31.23,121.47,port_to_country,cathode,Copper,,54.08,kMT,540.82
Barquito,port,-27.07,-70.84,China,country,31.23,121.47,port_to_country,cathode,Copper,,27.04,kMT,540.82
Coquimbo,port,-29.96,-71.35,China,country,31.23,121.47,port_to_country,cathode,Copper,,27.04,kMT,540.82
Angamos,port,-23.1,-70.42,South Korea,country,37.57,126.98,port_to_country,cathode,Copper,,32.25,kMT,128.98
Mejillones,port,-23.1,-70.45,South Korea,country,37.57,126.98,port_to_country,cathode,Copper,,19.35,kMT,128.98
Antofagasta (ATI),port,-23.65,-70.4,South Korea,country,37.57,126.98,port_to_country,cathode,Copper,,19.35,kMT,128.98
Iquique,port,-20.21,-70.15,South Korea,country,37.57,126.98,port_to_country,cathode,Copper,,19.35,kMT,128.98
San Antonio,port,-33.59,-71.62,South Korea,country,37.57,126.98,port_to_country,cathode,Copper,,12.9,kMT,128.98
Ventanas,port,-32.74,-71.49,South Korea,country,37.57,126.98,port_to_country,cathode,Copper,,12.9,kMT,128.98
Barquito,port,-27.07,-70.84,South Korea,country,37.57,126.98,port_to_country,cathode,Copper,,6.45,kMT,128.98
Coquimbo,port,-29.96,-71.35,South Korea,country,37.57,126.98,port_to_country,cathode,Copper,,6.45,kMT,128.98
Angamos,port,-23.1,-70.42,UAE,country,25.2,55.27,port_to_country,cathode,Copper,,0.02,kMT,0.06
Mejillones,port,-23.1,-70.45,UAE,country,25.2,55.27,port_to_country,cathode,Copper,,0.01,kMT,0.06
Antofagasta (ATI),port,-23.65,-70.4,UAE,country,25.2,55.27,port_to_country,cathode,Copper,,0.01,kMT,0.06
Iquique,port,-20.21,-70.15,UAE,country,25.2,55.27,port_to_country,cathode,Copper,,0.01,kMT,0.06
San Antonio,port,-33.59,-71.62,UAE,country,25.2,55.27,port_to_country,cathode,Copper,,0.01,kMT,0.06
Ventanas,port,-32.74,-71.49,UAE,country,25.2,55.27,port_to_country,cathode,Copper,,0.01,kMT,0.06
Barquito,port,-27.07,-70.84,UAE,country,25.2,55.27,port_to_country,cathode,Copper,,0.0,kMT,0.06
Coquimbo,port,-29.96,-71.35,UAE,country,25.2,55.27,port_to_country,cathode,Copper,,0.0,kMT,0.06
Angamos,port,-23.1,-70.42,Indonesia,country,-6.21,106.85,port_to_country,cathode,Copper,,0.81,kMT,3.26
Mejillones,port,-23.1,-70.45,Indonesia,country,-6.21,106.85,port_to_country,cathode,Copper,,0.49,kMT,3.26
Antofagasta (ATI),port,-23.65,-70.4,Indonesia,country,-6.21,106.85,port_to_country,cathode,Copper,,0.49,kMT,3.26
Iquique,port,-20.21,-70.15,Indonesia,country,-6.21,106.85,port_to_country,cathode,Copper,,0.49,kMT,3.26
San Antonio,port,-33.59,-71.62,Indonesia,country,-6.21,106.85,port_to_country,cathode,Copper,,0.33,kMT,3.26
Ventanas,port,-32.74,-71.49,Indonesia,country,-6.21,106.85,port_to_country,cathode,Copper,,0.33,kMT,3.26
Barquito,port,-27.07,-70.84,Indonesia,country,-6.21,106.85,port_to_country,cathode,Copper,,0.16,kMT,3.26
Coquimbo,port,-29.96,-71.35,Indonesia,country,-6.21,106.85,port_to_country,cathode,Copper,,0.16,kMT,3.26
Angamos,port,-23.1,-70.42,Japan,country,35.68,139.69,port_to_country,cathode,Copper,,0.25,kMT,1.0
Mejillones,port,-23.1,-70.45,Japan,country,35.68,139.69,port_to_country,cathode,Copper,,0.15,kMT,1.0
Antofagasta (ATI),port,-23.65,-70.4,Japan,country,35.68,139.69,port_to_country,cathode,Copper,,0.15,kMT,1.0
Iquique,port,-20.21,-70.15,Japan,country,35.68,139.69,port_to_country,cathode,Copper,,0.15,kMT,1.0
San Antonio,port,-33.59,-71.62,Japan,country,35.68,139.69,port_to_country,cathode,Copper,,0.1,kMT,1.0
Ventanas,port,-32.74,-71.49,Japan,country,35.68,139.69,port_to_country,cathode,Copper,,0.1,kMT,1.0
Barquito,port,-27.07,-70.84,Japan,country,35.68,139.69,port_to_country,cathode,Copper,,0.05,kMT,1.0
Coquimbo,port,-29.96,-71.35,Japan,country,35.68,139.69,port_to_country,cathode,Copper,,0.05,kMT,1.0
Angamos,port,-23.1,-70.42,Malaysia,country,3.14,101.69,port_to_country,cathode,Copper,,1.79,kMT,7.17
Mejillones,port,-23.1,-70.45,Malaysia,country,3.14,101.69,port_to_country,cathode,Copper,,1.08,kMT,7.17
Antofagasta (ATI),port,-23.65,-70.4,Malaysia,country,3.14,101.69,port_to_country,cathode,Copper,,1.08,kMT,7.17
Iquique,port,-20.21,-70.15,Malaysia,country,3.14,101.69,port_to_country,cathode,Copper,,1.08,kMT,7.17
San Antonio,port,-33.59,-71.62,Malaysia,country,3.14,101.69,port_to_country,cathode,Copper,,0.72,kMT,7.17
Ventanas,port,-32.74,-71.49,Malaysia,country,3.14,101.69,port_to_country,cathode,Copper,,0.72,kMT,7.17
Barquito,port,-27.07,-70.84,Malaysia,country,3.14,101.69,port_to_country,cathode,Copper,,0.36,kMT,7.17
Coquimbo,port,-29.96,-71.35,Malaysia,country,3.14,101.69,port_to_country,cathode,Copper,,0.36,kMT,7.17
Angamos,port,-23.1,-70.42,Singapore,country,1.35,103.82,port_to_country,cathode,Copper,,0.75,kMT,3.01
Mejillones,port,-23.1,-70.45,Singapore,country,1.35,103.82,port_to_country,cathode,Copper,,0.45,kMT,3.01
Antofagasta (ATI),port,-23.65,-70.4,Singapore,country,1.35,103.82,port_to_country,cathode,Copper,,0.45,kMT,3.01
Iquique,port,-20.21,-70.15,Singapore,country,1.35,103.82,port_to_country,cathode,Copper,,0.45,kMT,3.01
San Antonio,port,-33.59,-71.62,Singapore,country,1.35,103.82,port_to_country,cathode,Copper,,0.3,kMT,3.01
Ventanas,port,-32.74,-71.49,Singapore,country,1.35,103.82,port_to_country,cathode,Copper,,0.3,kMT,3.01
Barquito,port,-27.07,-70.84,Singapore,country,1.35,103.82,port_to_country,cathode,Copper,,0.15,kMT,3.01
Coquimbo,port,-29.96,-71.35,Singapore,country,1.35,103.82,port_to_country,cathode,Copper,,0.15,kMT,3.01
Angamos,port,-23.1,-70.42,Thailand,country,13.76,100.5,port_to_country,cathode,Copper,,9.44,kMT,37.76
Mejillones,port,-23.1,-70.45,Thailand,country,13.76,100.5,port_to_country,cathode,Copper,,5.66,kMT,37.76
Antofagasta (ATI),port,-23.65,-70.4,Thailand,country,13.76,100.5,port_to_country,cathode,Copper,,5.66,kMT,37.76
Iquique,port,-20.21,-70.15,Thailand,country,13.76,100.5,port_to_country,cathode,Copper,,5.66,kMT,37.76
San Antonio,port,-33.59,-71.62,Thailand,country,13.76,100.5,port_to_country,cathode,Copper,,3.78,kMT,37.76
Ventanas,port,-32.74,-71.49,Thailand,country,13.76,100.5,port_to_country,cathode,Copper,,3.78,kMT,37.76
Barquito,port,-27.07,-70.84,Thailand,country,13.76,100.5,port_to_country,cathode,Copper,,1.89,kMT,37.76
Coquimbo,port,-29.96,-71.35,Thailand,country,13.76,100.5,port_to_country,cathode,Copper,,1.89,kMT,37.76
Angamos,port,-23.1,-70.42,Taiwan,country,25.03,121.57,port_to_country,cathode,Copper,,14.74,kMT,58.97
Mejillones,port,-23.1,-70.45,Taiwan,country,25.03,121.57,port_to_country,cathode,Copper,,8.85,kMT,58.97
Antofagasta (ATI),port,-23.65,-70.4,Taiwan,country,25.03,121.57,port_to_country,cathode,Copper,,8.85,kMT,58.97
Iquique,port,-20.21,-70.15,Taiwan,country,25.03,121.57,port_to_country,cathode,Copper,,8.85,kMT,58.97
San Antonio,port,-33.59,-71.62,Taiwan,country,25.03,121.57,port_to_country,cathode,Copper,,5.9,kMT,58.97
Ventanas,port,-32.74,-71.49,Taiwan,country,25.03,121.57,port_to_country,cathode,Copper,,5.9,kMT,58.97
Barquito,port,-27.07,-70.84,Taiwan,country,25.03,121.57,port_to_country,cathode,Copper,,2.95,kMT,58.97
Coquimbo,port,-29.96,-71.35,Taiwan,country,25.03,121.57,port_to_country,cathode,Copper,,2.95,kMT,58.97
Angamos,port,-23.1,-70.42,Vietnam,country,10.82,106.63,port_to_country,cathode,Copper,,0.36,kMT,1.46
Mejillones,port,-23.1,-70.45,Vietnam,country,10.82,106.63,port_to_country,cathode,Copper,,0.22,kMT,1.46
Antofagasta (ATI),port,-23.65,-70.4,Vietnam,country,10.82,106.63,port_to_country,cathode,Copper,,0.22,kMT,1.46
Iquique,port,-20.21,-70.15,Vietnam,country,10.82,106.63,port_to_country,cathode,Copper,,0.22,kMT,1.46
San Antonio,port,-33.59,-71.62,Vietnam,country,10.82,106.63,port_to_country,cathode,Copper,,0.15,kMT,1.46
Ventanas,port,-32.74,-71.49,Vietnam,country,10.82,106.63,port_to_country,cathode,Copper,,0.15,kMT,1.46
Barquito,port,-27.07,-70.84,Vietnam,country,10.82,106.63,port_to_country,cathode,Copper,,0.07,kMT,1.46
Coquimbo,port,-29.96,-71.35,Vietnam,country,10.82,106.63,port_to_country,cathode,Copper,,0.07,kMT,1.46
Mejillones,port,-23.1,-70.45,Germany,country,53.55,9.99,port_to_country,blister,Copper,,0.01,kMT,0.02
Ventanas,port,-32.74,-71.49,Germany,country,53.55,9.99,port_to_country,blister,Copper,,0.01,kMT,0.02
Barquito,port,-27.07,-70.84,Germany,country,53.55,9.99,port_to_country,blister,Copper,,0.0,kMT,0.02
Antofagasta (ATI),port,-23.65,-70.4,Germany,country,53.55,9.99,port_to_country,blister,Copper,,0.0,kMT,0.02
Mejillones,port,-23.1,-70.45,Belgium,country,51.26,4.35,port_to_country,blister,Copper,,0.17,kMT,0.43
Ventanas,port,-32.74,-71.49,Belgium,country,51.26,4.35,port_to_country,blister,Copper,,0.13,kMT,0.43
Barquito,port,-27.07,-70.84,Belgium,country,51.26,4.35,port_to_country,blister,Copper,,0.09,kMT,0.43
Antofagasta (ATI),port,-23.65,-70.4,Belgium,country,51.26,4.35,port_to_country,blister,Copper,,0.04,kMT,0.43
Mejillones,port,-23.1,-70.45,Spain,country,36.72,-4.42,port_to_country,blister,Copper,,4.48,kMT,11.21
Ventanas,port,-32.74,-71.49,Spain,country,36.72,-4.42,port_to_country,blister,Copper,,3.36,kMT,11.21
Barquito,port,-27.07,-70.84,Spain,country,36.72,-4.42,port_to_country,blister,Copper,,2.24,kMT,11.21
Antofagasta (ATI),port,-23.65,-70.4,Spain,country,36.72,-4.42,port_to_country,blister,Copper,,1.12,kMT,11.21
Mejillones,port,-23.1,-70.45,Greece,country,37.98,23.73,port_to_country,blister,Copper,,0.04,kMT,0.09
Ventanas,port,-32.74,-71.49,Greece,country,37.98,23.73,port_to_country,blister,Copper,,0.03,kMT,0.09
Barquito,port,-27.07,-70.84,Greece,country,37.98,23.73,port_to_country,blister,Copper,,0.02,kMT,0.09
Antofagasta (ATI),port,-23.65,-70.4,Greece,country,37.98,23.73,port_to_country,blister,Copper,,0.01,kMT,0.09
Mejillones,port,-23.1,-70.45,Brazil,country,-23.55,-46.63,port_to_country,blister,Copper,,0.07,kMT,0.17
Ventanas,port,-32.74,-71.49,Brazil,country,-23.55,-46.63,port_to_country,blister,Copper,,0.05,kMT,0.17
Barquito,port,-27.07,-70.84,Brazil,country,-23.55,-46.63,port_to_country,blister,Copper,,0.03,kMT,0.17
Antofagasta (ATI),port,-23.65,-70.4,Brazil,country,-23.55,-46.63,port_to_country,blister,Copper,,0.02,kMT,0.17
Mejillones,port,-23.1,-70.45,Canada,country,49.28,-123.12,port_to_country,blister,Copper,,11.27,kMT,28.18
Ventanas,port,-32.74,-71.49,Canada,country,49.28,-123.12,port_to_country,blister,Copper,,8.45,kMT,28.18
Barquito,port,-27.07,-70.84,Canada,country,49.28,-123.12,port_to_country,blister,Copper,,5.64,kMT,28.18
Antofagasta (ATI),port,-23.65,-70.4,Canada,country,49.28,-123.12,port_to_country,blister,Copper,,2.82,kMT,28.18
Mejillones,port,-23.1,-70.45,USA,country,29.76,-95.37,port_to_country,blister,Copper,,0.03,kMT,0.07
Ventanas,port,-32.74,-71.49,USA,country,29.76,-95.37,port_to_country,blister,Copper,,0.02,kMT,0.07
Barquito,port,-27.07,-70.84,USA,country,29.76,-95.37,port_to_country,blister,Copper,,0.01,kMT,0.07
Antofagasta (ATI),port,-23.65,-70.4,USA,country,29.76,-95.37,port_to_country,blister,Copper,,0.01,kMT,0.07
Mejillones,port,-23.1,-70.45,China,country,31.23,121.47,port_to_country,blister,Copper,,46.4,kMT,116.0
Ventanas,port,-32.74,-71.49,China,country,31.23,121.47,port_to_country,blister,Copper,,34.8,kMT,116.0
Barquito,port,-27.07,-70.84,China,country,31.23,121.47,port_to_country,blister,Copper,,23.2,kMT,116.0
Antofagasta (ATI),port,-23.65,-70.4,China,country,31.23,121.47,port_to_country,blister,Copper,,11.6,kMT,116.0
Mejillones,port,-23.1,-70.45,South Korea,country,37.57,126.98,port_to_country,blister,Copper,,14.33,kMT,35.82
Ventanas,port,-32.74,-71.49,South Korea,country,37.57,126.98,port_to_country,blister,Copper,,10.75,kMT,35.82
Barquito,port,-27.07,-70.84,South Korea,country,37.57,126.98,port_to_country,blister,Copper,,7.16,kMT,35.82
Antofagasta (ATI),port,-23.65,-70.4,South Korea,country,37.57,126.98,port_to_country,blister,Copper,,3.58,kMT,35.82
Mejillones,port,-23.1,-70.45,India,country,19.08,72.88,port_to_country,blister,Copper,,15.17,kMT,37.92
Ventanas,port,-32.74,-71.49,India,country,19.08,72.88,port_to_country,blister,Copper,,11.38,kMT,37.92
Barquito,port,-27.07,-70.84,India,country,19.08,72.88,port_to_country,blister,Copper,,7.58,kMT,37.92
Antofagasta (ATI),port,-23.65,-70.4,India,country,19.08,72.88,port_to_country,blister,Copper,,3.79,kMT,37.92
Mejillones,port,-23.1,-70.45,Japan,country,35.68,139.69,port_to_country,blister,Copper,,1.22,kMT,3.04
Ventanas,port,-32.74,-71.49,Japan,country,35.68,139.69,port_to_country,blister,Copper,,0.91,kMT,3.04
Barquito,port,-27.07,-70.84,Japan,country,35.68,139.69,port_to_country,blister,Copper,,0.61,kMT,3.04
Antofagasta (ATI),port,-23.65,-70.4,Japan,country,35.68,139.69,port_to_country,blister,Copper,,0.3,kMT,3.04
Mejillones,port,-23.1,-70.45,Malaysia,country,3.14,101.69,port_to_country,blister,Copper,,0.09,kMT,0.22
Ventanas,port,-32.74,-71.49,Malaysia,country,3.14,101.69,port_to_country,blister,Copper,,0.07,kMT,0.22
Barquito,port,-27.07,-70.84,Malaysia,country,3.14,101.69,port_to_country,blister,Copper,,0.04,kMT,0.22
Antofagasta (ATI),port,-23.65,-70.4,Malaysia,country,3.14,101.69,port_to_country,blister,Copper,,0.02,kMT,0.22
Mejillones,port,-23.1,-70.45,Thailand,country,13.76,100.5,port_to_country,blister,Copper,,0.45,kMT,1.13
Ventanas,port,-32.74,-71.49,Thailand,country,13.76,100.5,port_to_country,blister,Copper,,0.34,kMT,1.13
Barquito,port,-27.07,-70.84,Thailand,country,13.76,100.5,port_to_country,blister,Copper,,0.23,kMT,1.13
Antofagasta (ATI),port,-23.65,-70.4,Thailand,country,13.76,100.5,port_to_country,blister,Copper,,0.11,kMT,1.13
Mejillones,port,-23.1,-70.45,Taiwan,country,25.03,121.57,port_to_country,blister,Copper,,0.01,kMT,0.02
Ventanas,port,-32.74,-71.49,Taiwan,country,25.03,121.57,port_to_country,blister,Copper,,0.01,kMT,0.02
Barquito,port,-27.07,-70.84,Taiwan,country,25.03,121.57,port_to_country,blister,Copper,,0.0,kMT,0.02
Antofagasta (ATI),port,-23.65,-70.4,Taiwan,country,25.03,121.57,port_to_country,blister,Copper,,0.0,kMT,0.02
Mejillones,port,-23.1,-70.45,Belgium,country,51.26,4.35,port_to_country,mo_concentrate,Molybdenum,,1404.99,MT,2809.99
Antofagasta (ATI),port,-23.65,-70.4,Belgium,country,51.26,4.35,port_to_country,mo_concentrate,Molybdenum,,843.0,MT,2809.99
Barquito,port,-27.07,-70.84,Belgium,country,51.26,4.35,port_to_country,mo_concentrate,Molybdenum,,562.0,MT,2809.99
Mejillones,port,-23.1,-70.45,Netherlands,country,51.92,4.48,port_to_country,mo_concentrate,Molybdenum,,517.2,MT,1034.4
Antofagasta (ATI),port,-23.65,-70.4,Netherlands,country,51.92,4.48,port_to_country,mo_concentrate,Molybdenum,,310.32,MT,1034.4
Barquito,port,-27.07,-70.84,Netherlands,country,51.92,4.48,port_to_country,mo_concentrate,Molybdenum,,206.88,MT,1034.4
Mejillones,port,-23.1,-70.45,USA,country,29.76,-95.37,port_to_country,mo_concentrate,Molybdenum,,857.57,MT,1715.13
Antofagasta (ATI),port,-23.65,-70.4,USA,country,29.76,-95.37,port_to_country,mo_concentrate,Molybdenum,,514.54,MT,1715.13
Barquito,port,-27.07,-70.84,USA,country,29.76,-95.37,port_to_country,mo_concentrate,Molybdenum,,343.03,MT,1715.13
Mejillones,port,-23.1,-70.45,China,country,31.23,121.47,port_to_country,mo_concentrate,Molybdenum,,1060.63,MT,2121.26
Antofagasta (ATI),port,-23.65,-70.4,China,country,31.23,121.47,port_to_country,mo_concentrate,Molybdenum,,636.38,MT,2121.26
Barquito,port,-27.07,-70.84,China,country,31.23,121.47,port_to_country,mo_concentrate,Molybdenum,,424.25,MT,2121.26
Mejillones,port,-23.1,-70.45,South Korea,country,37.57,126.98,port_to_country,mo_concentrate,Molybdenum,,1106.39,MT,2212.79
Antofagasta (ATI),port,-23.65,-70.4,South Korea,country,37.57,126.98,port_to_country,mo_concentrate,Molybdenum,,663.84,MT,2212.79
Barquito,port,-27.07,-70.84,South Korea,country,37.57,126.98,port_to_country,mo_concentrate,Molybdenum,,442.56,MT,2212.79
Mejillones,port,-23.1,-70.45,India,country,19.08,72.88,port_to_country,mo_concentrate,Molybdenum,,55.68,MT,111.36
