MINE_NAME,MINE_IDX,MINE_TYPE,MINE_STATUS,MINE_LAT,MINE_LON,MINE_REGION,MINE_OPERATOR,PLANT_NAME,PLANT_IDX,PLANT_TYPE,PLANT_STATUS,PLANT_LAT,PLANT_LON,PLANT_OPERATOR,PLANT_OWNER,PLANT_CAPACITY,PLANT_CAPACITY_UNITS,SHARED_COMMODITIES,DISTANCE_KM
Aguas Blancas,0,Mine (idle),Idle,-24.13999999999993,-69.85999999999996,Antofagasta,Atacama Minerals Chile Minera ,Plant in Aguas Blancas,397,Processing Plant,Active,-24.1357,-69.8671,Atacama Minerals Chile Minera ,SCM Bullmine and RB Energy,"2,200",mt,Iodine,0.9
Alhué,1,Mine (active),Active,-34.00799999999998,-70.97799999999995,Metropolitana de Santiago,,Minera Florida concentration plant,362,Concentrator,Active,-34.0348,-71.0265,Minera Florida S.A. ,"Yamana Gold Inc., 100%","3,100",kg,Gold,5.4
Alhué,1,Mine (active),Active,-34.00799999999998,-70.97799999999995,Metropolitana de Santiago,,Minera Florida concentration plant,364,Concentrator,Active,-34.0348,-71.0265,Minera Florida S.A. ,"Yamana Gold Inc., 100%","31,000",kg,Silver,5.4
Alhué,1,Mine (active),Active,-34.00799999999998,-70.97799999999995,Metropolitana de Santiago,,Minera Florida concentration plant,365,Concentrator,Active,-34.0348,-71.0265,Minera Florida S.A. ,"Yamana Gold Inc., 100%","6,500",mt,Zinc,5.4
Alhué,1,Mine (active),Active,-34.00799999999998,-70.97799999999995,Metropolitana de Santiago,,Los Bronces Plants,343,Processing Plant,Active,-33.1462,-70.2863,Anglo American Sur S.A. ,"Anglo American plc, 50.1%, Mitsubishi Corp., 20.4%, Corporación Nacional del Cobre, 20%, and Mitsui & Co., Ltd., 9.5% ","35,000",kg,Silver,115.3
Alhué,1,Mine (active),Active,-34.00799999999998,-70.97799999999995,Metropolitana de Santiago,,Ventanas refinery and smelter,456,Smelter,Active,-32.7618,-71.4812,Corporación Nacional del Cobre (CODELCO),"Government, 100%","12,000",kg,Gold,146.2
Alhué,1,Mine (active),Active,-34.00799999999998,-70.97799999999995,Metropolitana de Santiago,,Ventanas refinery and smelter,458,Smelter,Active,-32.7618,-71.4812,Corporación Nacional del Cobre (CODELCO),"Government, 100%","220,000",kg,Silver,146.2
Altamira,2,Mine (active),Active,-25.835999999999956,-69.85699999999997,Antofagasta,,Franke SX-EW Plant,324,SX-EW Plant,Active,-25.8334,-69.8639,Sociedad Contractual Minera Franke ,"KGHM International Ltd., 100%",,,Copper,0.7
Altamira,2,Mine (active),Active,-25.835999999999956,-69.85699999999997,Antofagasta,,Potrerillos SX-EW refinery and smelter,435,Smelter,Active,-26.283,-69.5965,Corporación Nacional del Cobre (CODELCO),"Government, 100%",70,tmt,Copper,56.1
Altamira,2,Mine (active),Active,-25.835999999999956,-69.85699999999997,Antofagasta,,José Antonio Moreno,335,Processing Plant,Active,-25.3963,-70.4742,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,78.9
Altamira,2,Mine (active),Active,-25.835999999999956,-69.85699999999997,Antofagasta,,Osvaldo Martínez,370,Processing Plant,Active,-26.4196,-70.3172,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,79.5
Altamira,2,Mine (active),Active,-25.835999999999956,-69.85699999999997,Antofagasta,,Mantoverde SX-EW plant,351,SX-EW Plant,Active,-26.5615,-70.3253,Empresa Minera de Mantos Blancos S.A. ,"Anglo American plc, 99.9%, and other private, 0.1%",65,tmt,Copper,93.2
Amancaya,4,Mine (active),Active,-25.57899999999995,-69.81299999999999,Antofagasta,,José Antonio Moreno plant,336,Processing Plant,Active,-25.3963,-70.4742,Empresa Nacional de Minería (ENAMI),"Government, 100%",400,kg,Gold,69.4
Amancaya,4,Mine (active),Active,-25.57899999999995,-69.81299999999999,Antofagasta,,José Antonio Moreno plant,337,Processing Plant,Active,-25.3963,-70.4742,Empresa Nacional de Minería (ENAMI),"Government, 100%","6,000",kg,Silver,69.4
Amancaya,4,Mine (active),Active,-25.57899999999995,-69.81299999999999,Antofagasta,,Osvaldo Martínez plant,371,Processing Plant,Active,-26.4196,-70.3172,Empresa Nacional de Minería (ENAMI),"Government, 100%",400,kg,Gold,106.2
Amancaya,4,Mine (active),Active,-25.57899999999995,-69.81299999999999,Antofagasta,,Osvaldo Martínez plant,372,Processing Plant,Active,-26.4196,-70.3172,Empresa Nacional de Minería (ENAMI),"Government, 100%","6,000",kg,Silver,106.2
Amancaya,4,Mine (active),Active,-25.57899999999995,-69.81299999999999,Antofagasta,,El Peñón concentration plant,309,Concentrator,Active,-24.4116,-69.4969,Minera Meridian Ltda. ,"Yamana Gold Inc., 100%","10,500",kg,Gold,133.7
Amancaya,4,Mine (active),Active,-25.57899999999995,-69.81299999999999,Antofagasta,,El Peñón concentration plant,310,Concentrator,Active,-24.4116,-69.4969,Minera Meridian Ltds. ,"Yamana Gold Inc., 100%","300,000",kg,Silver,133.7
Amos,5,Prospect/Project,Prospect/Project,-32.27999999999997,-70.30699999999996,Valparaíso,,Los Pelambres plant,346,Processing Plant,Active,-31.8134,-70.5823,Antofagasta plc,"Antofagasta plc, 60%; JX Nippon Mining Metals Corp, 15%; Mitsubishi Materials Corp., 10%; Marubeni Corp., 8.75%; Mitsubishi Corp., 5%; Mitsui & Co. Ltd., 1.25%","12,500",mt,Molybdenum,58.0
Amos,5,Prospect/Project,Prospect/Project,-32.27999999999997,-70.30699999999996,Valparaíso,,Plant at Cabildo,374,Processing Plant,Active,-32.5838,-70.8762,Compañía Minera Cerro Negro,Compañía Minera Cerro Negro,200,mt,Copper,63.2
Amos,5,Prospect/Project,Prospect/Project,-32.27999999999997,-70.30699999999996,Valparaíso,,Chagres smelter (anodes and blister),284,Smelter,Active,-32.8047,-70.9554,Empresa Nacional de Minería (ENAMI),"Government, 100%",175,tmt,Copper,84.2
Amos,5,Prospect/Project,Prospect/Project,-32.27999999999997,-70.30699999999996,Valparaíso,,El Soldado SX-EW plant,314,SX-EW Plant,Active,-32.6593,-71.1448,Anglo American Sur S.A. ,"Anglo American plc, 50.1%, Mitsubishi Corp., 20.4%, Corporación Nacional del Cobre, 20%, and Mitsui & Co., Ltd., 9.5% ",50,tmt,Copper,89.2
Amos,5,Prospect/Project,Prospect/Project,-32.27999999999997,-70.30699999999996,Valparaíso,,Tres Valles SX-EW plant,451,SX-EW Plant,Active,-31.7364,-71.0165,Vecchiola SA,Vecchiola SA,,,Copper,90.2
Amos,5,Prospect/Project,Prospect/Project,-32.27999999999997,-70.30699999999996,Valparaíso,,Los Bronces (Tortolas) SX-EW plant (cathodes),342,SX-EW Plant,Active,-33.1409,-70.7086,Anglo American Sur S.A. ,"Anglo American plc, 50.1%, Mitsubishi Corp., 20.4%, Corporación Nacional del Cobre, 20%, and Mitsui & Co., Ltd., 9.5% ",490,tmt,Copper,102.8
Amos,5,Prospect/Project,Prospect/Project,-32.27999999999997,-70.30699999999996,Valparaíso,,Tortolas molybdenum flotation plant,450,Concentrator,Active,-33.1409,-70.7086,Anglo American Sur S.A. ,"Anglo American plc, 50.1%, Mitsubishi Corp., 20.4%, Corporación Nacional del Cobre, 20%, and Mitsui & Co., Ltd., 9.5% ","3,000",mt,Molybdenum,102.8
Amos,5,Prospect/Project,Prospect/Project,-32.27999999999997,-70.30699999999996,Valparaíso,,Las Ventanas refinery and smelter,340,Smelter,Active,-32.7618,-71.4812,Corporación Nacional del Cobre (CODELCO),"Government, 100%",402,tmt,Copper,122.4
Andina,8,Mine (active),Active,-33.148999999999944,-70.25399999999996,Valparaíso,Corporación Nacional del Cobre (CODELCO),Los Bronces (Tortolas) SX-EW plant (cathodes),342,SX-EW Plant,Active,-33.1409,-70.7086,Anglo American Sur S.A. ,"Anglo American plc, 50.1%, Mitsubishi Corp., 20.4%, Corporación Nacional del Cobre, 20%, and Mitsui & Co., Ltd., 9.5% ",490,tmt,Copper,42.3
Andina,8,Mine (active),Active,-33.148999999999944,-70.25399999999996,Valparaíso,Corporación Nacional del Cobre (CODELCO),Tortolas molybdenum flotation plant,450,Concentrator,Active,-33.1409,-70.7086,Anglo American Sur S.A. ,"Anglo American plc, 50.1%, Mitsubishi Corp., 20.4%, Corporación Nacional del Cobre, 20%, and Mitsui & Co., Ltd., 9.5% ","3,000",mt,Molybdenum,42.3
Andina,8,Mine (active),Active,-33.148999999999944,-70.25399999999996,Valparaíso,Corporación Nacional del Cobre (CODELCO),Nos plant,368,Processing Plant,Active,-33.6065,-70.7441,Molibdenos y Metales S.A. (MOLYMET),"Private, 100%","30,000",kg,Rhenium,68.3
Andina,8,Mine (active),Active,-33.148999999999944,-70.25399999999996,Valparaíso,Corporación Nacional del Cobre (CODELCO),Chagres smelter (anodes and blister),284,Smelter,Active,-32.8047,-70.9554,Empresa Nacional de Minería (ENAMI),"Government, 100%",175,tmt,Copper,75.8
Andina,8,Mine (active),Active,-33.148999999999944,-70.25399999999996,Valparaíso,Corporación Nacional del Cobre (CODELCO),Plant at Cabildo,374,Processing Plant,Active,-32.5838,-70.8762,Compañía Minera Cerro Negro,Compañía Minera Cerro Negro,200,mt,Copper,85.6
Andina,8,Mine (active),Active,-33.148999999999944,-70.25399999999996,Valparaíso,Corporación Nacional del Cobre (CODELCO),El Soldado SX-EW plant,314,SX-EW Plant,Active,-32.6593,-71.1448,Anglo American Sur S.A. ,"Anglo American plc, 50.1%, Mitsubishi Corp., 20.4%, Corporación Nacional del Cobre, 20%, and Mitsui & Co., Ltd., 9.5% ",50,tmt,Copper,99.4
Andina,8,Mine (active),Active,-33.148999999999944,-70.25399999999996,Valparaíso,Corporación Nacional del Cobre (CODELCO),El Teniente plant,315,Processing Plant,Active,-34.0886,-70.4555,Corporación Nacional del Cobre (CODELCO),"Government, 100%","6,500",mt,Molybdenum,106.1
Andina,8,Mine (active),Active,-33.148999999999944,-70.25399999999996,Valparaíso,Corporación Nacional del Cobre (CODELCO),"Caletones smelter (anodes). refinery (fire-refined ingots), and SX-EW plant",278,Smelter,Active,-34.1046,-70.4505,Corporación Nacional del Cobre (CODELCO),"Government, 100%",430,tmt,Copper,107.8
Andina,8,Mine (active),Active,-33.148999999999944,-70.25399999999996,Valparaíso,Corporación Nacional del Cobre (CODELCO),Las Ventanas refinery and smelter,340,Smelter,Active,-32.7618,-71.4812,Corporación Nacional del Cobre (CODELCO),"Government, 100%",402,tmt,Copper,122.3
Andina,8,Mine (active),Active,-33.148999999999944,-70.25399999999996,Valparaíso,Corporación Nacional del Cobre (CODELCO),Facilities near Rancagua,323,Processing Plant,Active,-34.2383,-70.685,Minera Valle Central S.A. ,"Amerigo Resources Ltd., 100%",30,tmt,Copper,127.5
Antucoya,9,Mine (active),Active,-22.637999999999977,-69.88299999999998,Antofagasta,Antofagasta plc,Antucoya SX-EW plant,271,SX-EW Plant,Active,-22.6298,-69.8832,Antofagasta plc,"Antofagasta plc, 70%, Marubeni Corp., 30%",,,Copper,0.9
Antucoya,9,Mine (active),Active,-22.637999999999977,-69.88299999999998,Antofagasta,Antofagasta plc,Michilla SX-EW/sulfide-leaching plant,359,SX-EW Plant,Active,-22.6791,-70.1883,Minera Michilla S.A. ,"Antofagasta plc, 74.2%, and other private Chilean investors, 25.8%",45,tmt,Copper,31.7
Antucoya,9,Mine (active),Active,-22.637999999999977,-69.88299999999998,Antofagasta,Antofagasta plc,Mantos de la Luna SX-EW plant,350,SX-EW Plant,Active,-22.3851,-70.1782,Compania Mantos de la Luna,"Izquierdo Menendez Group, 100%",,,Copper,41.4
Antucoya,9,Mine (active),Active,-22.637999999999977,-69.88299999999998,Antofagasta,Antofagasta plc,Spence SX-EW plant,444,SX-EW Plant,Active,-22.8015,-69.2818,Minera Spence S.A. ,"BHP Billiton plc, 100%",200,tmt,Copper,64.3
Antucoya,9,Mine (active),Active,-22.637999999999977,-69.88299999999998,Antofagasta,Antofagasta plc,Plant near Tocopilla,430,Processing Plant,Active,-21.9459,-69.8715,Minera Capacho Viejo Ltda. ,Minera Capacho Viejo Ltda. ,"5,000",mt,Copper,77.0
Antucoya,9,Mine (active),Active,-22.637999999999977,-69.88299999999998,Antofagasta,Antofagasta plc,El Tesoro SX-EW plant,316,SX-EW Plant,Active,-22.9277,-69.0976,Minera El Tesoro S.A. ,"Antofagasta plc, 70%, and Marubeni Corp., 30%",110,tmt,Copper,86.7
Antucoya,9,Mine (active),Active,-22.637999999999977,-69.88299999999998,Antofagasta,Antofagasta plc,Centinela oxide and sulfide plant,279,Processing Plant,Active,-22.9275,-69.0965,Antofagasta plc,"Antofagasta plc, 70%, and Marubeni Corp., 30%",300,tmt,Copper,86.8
Antucoya,9,Mine (active),Active,-22.637999999999977,-69.88299999999998,Antofagasta,Antofagasta plc,Mantos Blancos SX-EW plant,349,SX-EW Plant,Active,-23.4397,-70.0734,Empresa Minera de Mantos Blancos S.A. ,"Anglo American plc, 99.9%, and other private, 0.1%",100,tmt,Copper,91.2
Antucoya,9,Mine (active),Active,-22.637999999999977,-69.88299999999998,Antofagasta,Antofagasta plc,Lomas Bayas SX-EW plant,341,SX-EW Plant,Active,-23.4318,-69.5017,Compañía Minera Xstrata Lomas Bayas ,"Glencore plc, 100%",75,tmt,Copper,96.5
Antucoya,9,Mine (active),Active,-22.637999999999977,-69.88299999999998,Antofagasta,Antofagasta plc,Chuquicamata SX-EW plant (oxide) and smelter,292,Smelter,Active,-22.3137,-68.8895,Corporación Nacional del Cobre (CODELCO),"Government, 100%",450,tmt,Copper,108.3
Antucoya,9,Mine (active),Active,-22.637999999999977,-69.88299999999998,Antofagasta,Antofagasta plc,Chuquicamata Mine (plant to acid-leach fine copper),290,Processing Plant,Active,-22.3013,-68.8404,EcoMetales Ltd. ,"Codelco Technologies Ltd., 100%",25,tmt,Copper,113.5
Antucoya,9,Mine (active),Active,-22.637999999999977,-69.88299999999998,Antofagasta,Antofagasta plc,Radomiro Tomic SX-EW plant,441,SX-EW Plant,Active,-22.1927,-68.8674,Corporación Nacional del Cobre (CODELCO),"Government, 100%",480,tmt,Copper,115.5
Antucoya,9,Mine (active),Active,-22.637999999999977,-69.88299999999998,Antofagasta,Antofagasta plc,Altonorte smelter,269,Smelter,Active,-23.8247,-70.3178,Glencore Copper Chile S.A. ,Glencore Copper Chile S.A. ,300,tmt,Copper,139.2
Antucoya,9,Mine (active),Active,-22.637999999999977,-69.88299999999998,Antofagasta,Antofagasta plc,Gabriela Mistral SX-EW plant,325,SX-EW Plant,Active,-23.4173,-68.7838,Minera Gaby S.A. ,"Corporación Nacional del Cobre (CODELCO) (Government, 100%), 100%",170,tmt,Copper,142.0
Antucoya,9,Mine (active),Active,-22.637999999999977,-69.88299999999998,Antofagasta,Antofagasta plc,Al Elbra SX-EW plant,268,SX-EW Plant,Active,-21.9859,-68.6886,Sociedad Contractual Minera El Abra ,"Freeport-McMoRan Copper & Gold Inc., 51%, and Corporación Nacional del Cobre (CODELCO) (Government, 100%), 49%",225,tmt,Copper,142.7
Arqueros,10,Mine (idle),Idle,-29.84499999999997,-70.91899999999998,Coquimbo,,Vallenar plant,455,Processing Plant,Active,-28.5652,-70.7387,Empresa Nacional de Minería (ENAMI),"Government, 100%","6,000",kg,Silver,143.4
Barreal Seco,11,Mine (active),Active,-25.92199999999997,-70.05499999999995,Antofagasta,,Franke SX-EW Plant,324,SX-EW Plant,Active,-25.8334,-69.8639,Sociedad Contractual Minera Franke ,"KGHM International Ltd., 100%",,,Copper,21.5
Barreal Seco,11,Mine (active),Active,-25.92199999999997,-70.05499999999995,Antofagasta,,Potrerillos SX-EW refinery and smelter,435,Smelter,Active,-26.283,-69.5965,Corporación Nacional del Cobre (CODELCO),"Government, 100%",70,tmt,Copper,60.9
Barreal Seco,11,Mine (active),Active,-25.92199999999997,-70.05499999999995,Antofagasta,,Osvaldo Martínez,370,Processing Plant,Active,-26.4196,-70.3172,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,61.2
Barreal Seco,11,Mine (active),Active,-25.92199999999997,-70.05499999999995,Antofagasta,,José Antonio Moreno,335,Processing Plant,Active,-25.3963,-70.4742,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,72.0
Barreal Seco,11,Mine (active),Active,-25.92199999999997,-70.05499999999995,Antofagasta,,Mantoverde SX-EW plant,351,SX-EW Plant,Active,-26.5615,-70.3253,Empresa Minera de Mantos Blancos S.A. ,"Anglo American plc, 99.9%, and other private, 0.1%",65,tmt,Copper,76.0
Berta,12,Prospect/Project,Prospect/Project,-26.71799999999996,-70.05599999999998,Atacama,Minera Pacífico Ltda.,Mantoverde SX-EW plant,351,SX-EW Plant,Active,-26.5615,-70.3253,Empresa Minera de Mantos Blancos S.A. ,"Anglo American plc, 99.9%, and other private, 0.1%",65,tmt,Copper,31.9
Berta,12,Prospect/Project,Prospect/Project,-26.71799999999996,-70.05599999999998,Atacama,Minera Pacífico Ltda.,Osvaldo Martínez,370,Processing Plant,Active,-26.4196,-70.3172,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,42.1
Berta,12,Prospect/Project,Prospect/Project,-26.71799999999996,-70.05599999999998,Atacama,Minera Pacífico Ltda.,Potrerillos SX-EW refinery and smelter,435,Smelter,Active,-26.283,-69.5965,Corporación Nacional del Cobre (CODELCO),"Government, 100%",70,tmt,Copper,66.6
Berta,12,Prospect/Project,Prospect/Project,-26.71799999999996,-70.05599999999998,Atacama,Minera Pacífico Ltda.,Manuel Antonio Matta,352,Processing Plant,Active,-27.4131,-70.2517,Empresa Nacional de Minería (ENAMI),"Government, 100%",180,tmt,Copper,79.7
Berta,12,Prospect/Project,Prospect/Project,-26.71799999999996,-70.05599999999998,Atacama,Minera Pacífico Ltda.,Hernán Videla Lira smelter (anodes and blister),331,Smelter,Active,-27.4198,-70.2577,Empresa Nacional de Minería (ENAMI),"Government, 100%",340,tmt,Copper,80.6
Berta,12,Prospect/Project,Prospect/Project,-26.71799999999996,-70.05599999999998,Atacama,Minera Pacífico Ltda.,Biocobre refinery,274,Refinery,Active,-27.5734,-70.2484,Sociedad Punta del Cobre S.A (Pucobre),Sociedad Punta del Cobre S.A (Pucobre) (100%),,,Copper,97.0
Berta,12,Prospect/Project,Prospect/Project,-26.71799999999996,-70.05599999999998,Atacama,Minera Pacífico Ltda.,Franke SX-EW Plant,324,SX-EW Plant,Active,-25.8334,-69.8639,Sociedad Contractual Minera Franke ,"KGHM International Ltd., 100%",,,Copper,100.2
Boqueron Chañar,13,Mine (idle),Idle,-28.06950999999998,-70.69988999999998,Atacama,,Huasco concentration plant,332,Concentrator,Active,-28.2907,-70.8125,Compañía Minera del Pacífico S.A. (CMP),"CAP S.A., 75%, and MC Inversiones Ltda., 25%","1,300",tmt,Iron,27.0
Boqueron Chañar,13,Mine (idle),Idle,-28.06950999999998,-70.69988999999998,Atacama,,Los Colorados concentration plant,344,Concentrator,Active,-28.291,-70.8129,Compañía Minera del Pacífico S.A. (CMP),"CAP S.A., 75%, and MC Inversiones Ltda., 25%","1,300",tmt,Iron,27.0
Boqueron Chañar,13,Mine (idle),Idle,-28.06950999999998,-70.69988999999998,Atacama,,Huasco pellet plant,333,Pellet Plant,Active,-28.4808,-71.2485,Compañía Minera del Pacífico S.A. (CMP),"CAP S.A., 75%, and MC Inversiones Ltda., 25%","1,300",tmt,Iron,70.6
Boqueron Chañar,13,Mine (idle),Idle,-28.06950999999998,-70.69988999999998,Atacama,,Magnetite plant to process tailings from the Candelaria Mine and other iron-bearing raw materials from third parties,348,Processing Plant,Active,-27.5218,-70.3192,Compañía Minera del Pacífico S.A. (CMP),"CAP S.A., 75%, and MC Inversiones Ltda., 25%","2,000",tmt,Iron,71.5
Boqueron Chañar,13,Mine (idle),Idle,-28.06950999999998,-70.69988999999998,Atacama,,El Algarrobito concentration plant,307,Concentrator,Active,-28.8028,-70.9839,Compañía Minera del Pacífico S.A. (CMP),"CAP S.A., 75%, and MC Inversiones Ltda., 25%","1,300",tmt,Iron,86.1
Bornita,14,Prospect/Project,Prospect/Project,-30.90599999999995,-70.39199999999994,Coquimbo,,SX-EW plant,447,SX-EW Plant,Active,-30.261,-71.0917,Compañía Minera Carmen de Andacollo ,"Teck Cominco Ltd., 90%, and Empresa Nacional de Minería (ENAMI) (Government, 100%), 10%",22,tmt,Copper,98.1
Bornita,14,Prospect/Project,Prospect/Project,-30.90599999999995,-70.39199999999994,Coquimbo,,Los Pelambres plant,346,Processing Plant,Active,-31.8134,-70.5823,Antofagasta plc,"Antofagasta plc, 60%; JX Nippon Mining Metals Corp, 15%; Mitsubishi Materials Corp., 10%; Marubeni Corp., 8.75%; Mitsubishi Corp., 5%; Mitsui & Co. Ltd., 1.25%","12,500",mt,Molybdenum,102.5
Bornita,14,Prospect/Project,Prospect/Project,-30.90599999999995,-70.39199999999994,Coquimbo,,Tres Valles SX-EW plant,451,SX-EW Plant,Active,-31.7364,-71.0165,Vecchiola SA,Vecchiola SA,,,Copper,109.7
Bornita,14,Prospect/Project,Prospect/Project,-30.90599999999995,-70.39199999999994,Coquimbo,,Plant near Coquimbo (Region IV),415,Processing Plant,Active,-29.8353,-71.1035,Compañía Minera San Gerónimo,Compañía Minera San Gerónimo,"10,000",mt,Copper,137.2
Brujulina,16,Prospect/Project,Prospect/Project,-21.93599999999998,-68.86099999999993,Antofagasta,,Al Elbra SX-EW plant,268,SX-EW Plant,Active,-21.9859,-68.6886,Sociedad Contractual Minera El Abra ,"Freeport-McMoRan Copper & Gold Inc., 51%, and Corporación Nacional del Cobre (CODELCO) (Government, 100%), 49%",225,tmt,Copper,18.6
Brujulina,16,Prospect/Project,Prospect/Project,-21.93599999999998,-68.86099999999993,Antofagasta,,Radomiro Tomic SX-EW plant,441,SX-EW Plant,Active,-22.1927,-68.8674,Corporación Nacional del Cobre (CODELCO),"Government, 100%",480,tmt,Copper,28.6
Brujulina,16,Prospect/Project,Prospect/Project,-21.93599999999998,-68.86099999999993,Antofagasta,,Chuquicamata Mine (plant to acid-leach fine copper),290,Processing Plant,Active,-22.3013,-68.8404,EcoMetales Ltd. ,"Codelco Technologies Ltd., 100%",25,tmt,Copper,40.7
Brujulina,16,Prospect/Project,Prospect/Project,-21.93599999999998,-68.86099999999993,Antofagasta,,Chuquicamata SX-EW plant (oxide) and smelter,292,Smelter,Active,-22.3137,-68.8895,Corporación Nacional del Cobre (CODELCO),"Government, 100%",450,tmt,Copper,42.1
Brujulina,16,Prospect/Project,Prospect/Project,-21.93599999999998,-68.86099999999993,Antofagasta,,Quebrada Blanca SX-EW plant,440,SX-EW Plant,Active,-21.0027,-68.7964,Compañía Minera Quebrada Blanca ,"Teck Cominco Ltd., 76.5%; Inversiones Mineras S.A., 13.5%; Empresa Nacional de Minería (ENAMI) (Government, 100%), 10%",100,tmt,Copper,104.0
Brujulina,16,Prospect/Project,Prospect/Project,-21.93599999999998,-68.86099999999993,Antofagasta,,Plant near Tocopilla,430,Processing Plant,Active,-21.9459,-69.8715,Minera Capacho Viejo Ltda. ,Minera Capacho Viejo Ltda. ,"5,000",mt,Copper,104.2
Brujulina,16,Prospect/Project,Prospect/Project,-21.93599999999998,-68.86099999999993,Antofagasta,,Spence SX-EW plant,444,SX-EW Plant,Active,-22.8015,-69.2818,Minera Spence S.A. ,"BHP Billiton plc, 100%",200,tmt,Copper,105.5
Brujulina,16,Prospect/Project,Prospect/Project,-21.93599999999998,-68.86099999999993,Antofagasta,,Collahuasi SX-EW plant,295,SX-EW Plant,Active,-20.9779,-68.6315,Compañía Minera Doña Inés de Collahuasi SCM ,"Anglo American plc, 44%; Glencore plc, 44%; companies led by Mitsui & Co. Ltd., 12%",400,tmt,Copper,109.2
Brujulina,16,Prospect/Project,Prospect/Project,-21.93599999999998,-68.86099999999993,Antofagasta,,Centinela oxide and sulfide plant,279,Processing Plant,Active,-22.9275,-69.0965,Antofagasta plc,"Antofagasta plc, 70%, and Marubeni Corp., 30%",300,tmt,Copper,112.9
Brujulina,16,Prospect/Project,Prospect/Project,-21.93599999999998,-68.86099999999993,Antofagasta,,El Tesoro SX-EW plant,316,SX-EW Plant,Active,-22.9277,-69.0976,Minera El Tesoro S.A. ,"Antofagasta plc, 70%, and Marubeni Corp., 30%",110,tmt,Copper,112.9
Brujulina,16,Prospect/Project,Prospect/Project,-21.93599999999998,-68.86099999999993,Antofagasta,,Antucoya SX-EW plant,271,SX-EW Plant,Active,-22.6298,-69.8832,Antofagasta plc,"Antofagasta plc, 70%, Marubeni Corp., 30%",,,Copper,130.4
Brujulina,16,Prospect/Project,Prospect/Project,-21.93599999999998,-68.86099999999993,Antofagasta,,Mantos de la Luna SX-EW plant,350,SX-EW Plant,Active,-22.3851,-70.1782,Compania Mantos de la Luna,"Izquierdo Menendez Group, 100%",,,Copper,144.5
Buena Esperanza,17,Mine (idle),Idle,-22.164999999999964,-70.20999999999998,Antofagasta,,Mantos de la Luna SX-EW plant,350,SX-EW Plant,Active,-22.3851,-70.1782,Compania Mantos de la Luna,"Izquierdo Menendez Group, 100%",,,Copper,24.7
Buena Esperanza,17,Mine (idle),Idle,-22.164999999999964,-70.20999999999998,Antofagasta,,Plant near Tocopilla,430,Processing Plant,Active,-21.9459,-69.8715,Minera Capacho Viejo Ltda. ,Minera Capacho Viejo Ltda. ,"5,000",mt,Copper,42.6
Buena Esperanza,17,Mine (idle),Idle,-22.164999999999964,-70.20999999999998,Antofagasta,,Michilla SX-EW/sulfide-leaching plant,359,SX-EW Plant,Active,-22.6791,-70.1883,Minera Michilla S.A. ,"Antofagasta plc, 74.2%, and other private Chilean investors, 25.8%",45,tmt,Copper,57.2
Buena Esperanza,17,Mine (idle),Idle,-22.164999999999964,-70.20999999999998,Antofagasta,,Antucoya SX-EW plant,271,SX-EW Plant,Active,-22.6298,-69.8832,Antofagasta plc,"Antofagasta plc, 70%, Marubeni Corp., 30%",,,Copper,61.6
Buena Esperanza,17,Mine (idle),Idle,-22.164999999999964,-70.20999999999998,Antofagasta,,Spence SX-EW plant,444,SX-EW Plant,Active,-22.8015,-69.2818,Minera Spence S.A. ,"BHP Billiton plc, 100%",200,tmt,Copper,118.8
Buena Esperanza,17,Mine (idle),Idle,-22.164999999999964,-70.20999999999998,Antofagasta,,Chuquicamata SX-EW plant (oxide) and smelter,292,Smelter,Active,-22.3137,-68.8895,Corporación Nacional del Cobre (CODELCO),"Government, 100%",450,tmt,Copper,136.9
Buena Esperanza,17,Mine (idle),Idle,-22.164999999999964,-70.20999999999998,Antofagasta,,Radomiro Tomic SX-EW plant,441,SX-EW Plant,Active,-22.1927,-68.8674,Corporación Nacional del Cobre (CODELCO),"Government, 100%",480,tmt,Copper,138.3
Buena Esperanza,17,Mine (idle),Idle,-22.164999999999964,-70.20999999999998,Antofagasta,,Chuquicamata Mine (plant to acid-leach fine copper),290,Processing Plant,Active,-22.3013,-68.8404,EcoMetales Ltd. ,"Codelco Technologies Ltd., 100%",25,tmt,Copper,141.8
Buena Esperanza,17,Mine (idle),Idle,-22.164999999999964,-70.20999999999998,Antofagasta,,El Tesoro SX-EW plant,316,SX-EW Plant,Active,-22.9277,-69.0976,Minera El Tesoro S.A. ,"Antofagasta plc, 70%, and Marubeni Corp., 30%",110,tmt,Copper,142.3
Buena Esperanza,17,Mine (idle),Idle,-22.164999999999964,-70.20999999999998,Antofagasta,,Centinela oxide and sulfide plant,279,Processing Plant,Active,-22.9275,-69.0965,Antofagasta plc,"Antofagasta plc, 70%, and Marubeni Corp., 30%",300,tmt,Copper,142.4
