Year,Country Code,Value,Variable
2007,AUS,1.162,General government structural balance
2008,AUS,-1.332,General government structural balance
2009,AUS,-4.433,General government structural balance
2010,AUS,-4.865,General government structural balance
2011,AUS,-4.332,General government structural balance
2012,AUS,-3.425,General government structural balance
2013,AUS,-2.677,General government structural balance
2014,AUS,-2.714,General government structural balance
2015,AUS,-2.553,General government structural balance
2016,AUS,-2.201,General government structural balance
2017,AUS,-1.45,General government structural balance
2018,AUS,-0.974,General government structural balance
2019,AUS,-4.107,General government structural balance
2020,AUS,-7.846,General government structural balance
2021,AUS,-5.972,General government structural balance
2022,AUS,-2.317,General government structural balance
2023,AUS,-1.149,General government structural balance
2024,AUS,-1.48,General government structural balance
2025,AUS,-1.469,General government structural balance
2026,AUS,-1.134,General government structural balance
2027,AUS,-0.817,General government structural balance
2028,AUS,-0.507,General government structural balance
2029,AUS,-0.283,General government structural balance
1980,AUT,,General government structural balance
1981,AUT,,General government structural balance
1982,AUT,,General government structural balance
1983,AUT,,General government structural balance
1984,AUT,,General government structural balance
1985,AUT,,General government structural balance
1986,AUT,,General government structural balance
1987,AUT,,General government structural balance
1988,AUT,,General government structural balance
1989,AUT,,General government structural balance
1990,AUT,,General government structural balance
1991,AUT,-3.909,General government structural balance
1992,AUT,-2.588,General government structural balance
1993,AUT,-3.603,General government structural balance
1994,AUT,-4.507,General government structural balance
1995,AUT,-5.755,General government structural balance
1996,AUT,-3.997,General government structural balance
1997,AUT,-2.651,General government structural balance
1998,AUT,-2.961,General government structural balance
1999,AUT,-3.238,General government structural balance
2000,AUT,-3.83,General government structural balance
2001,AUT,-1.588,General government structural balance
2002,AUT,-2.005,General government structural balance
2003,AUT,-0.393,General government structural balance
2004,AUT,-1.891,General government structural balance
2005,AUT,-2.232,General government structural balance
2006,AUT,-3.045,General government structural balance
2007,AUT,-2.59,General government structural balance
2008,AUT,-2.656,General government structural balance
2009,AUT,-3.744,General government structural balance
2010,AUT,-3.867,General government structural balance
2011,AUT,-2.911,General government structural balance
2012,AUT,-2.13,General government structural balance
2013,AUT,-1.991,General government structural balance
2014,AUT,-0.771,General government structural balance
2015,AUT,0.007,General government structural balance
2016,AUT,-1.188,General government structural balance
2017,AUT,-0.87,General government structural balance
2018,AUT,-0.306,General government structural balance
2019,AUT,0.223,General government structural balance
2020,AUT,-6.814,General government structural balance
2021,AUT,-4.515,General government structural balance
2022,AUT,-4.318,General government structural balance
2023,AUT,-2.309,General government structural balance
2024,AUT,-2.119,General government structural balance
2025,AUT,-2.07,General government structural balance
2026,AUT,-1.923,General government structural balance
2027,AUT,-2.015,General government structural balance
2028,AUT,-1.921,General government structural balance
2029,AUT,-1.887,General government structural balance
1980,AZE,,General government structural balance
1981,AZE,,General government structural balance
1982,AZE,,General government structural balance
1983,AZE,,General government structural balance
1984,AZE,,General government structural balance
1985,AZE,,General government structural balance
1986,AZE,,General government structural balance
1987,AZE,,General government structural balance
1988,AZE,,General government structural balance
1989,AZE,,General government structural balance
1990,AZE,,General government structural balance
1991,AZE,,General government structural balance
1992,AZE,,General government structural balance
1993,AZE,,General government structural balance
1994,AZE,,General government structural balance
1995,AZE,,General government structural balance
1996,AZE,,General government structural balance
1997,AZE,,General government structural balance
1998,AZE,,General government structural balance
1999,AZE,,General government structural balance
2000,AZE,,General government structural balance
2001,AZE,,General government structural balance
2002,AZE,,General government structural balance
2003,AZE,,General government structural balance
2004,AZE,,General government structural balance
2005,AZE,,General government structural balance
2006,AZE,,General government structural balance
2007,AZE,,General government structural balance
2008,AZE,,General government structural balance
2009,AZE,,General government structural balance
2010,AZE,,General government structural balance
2011,AZE,,General government structural balance
2012,AZE,,General government structural balance
2013,AZE,,General government structural balance
2014,AZE,,General government structural balance
2015,AZE,,General government structural balance
2016,AZE,,General government structural balance
2017,AZE,,General government structural balance
2018,AZE,,General government structural balance
2019,AZE,,General government structural balance
2020,AZE,,General government structural balance
2021,AZE,,General government structural balance
2022,AZE,,General government structural balance
2023,AZE,,General government structural balance
2024,AZE,,General government structural balance
2025,AZE,,General government structural balance
2026,AZE,,General government structural balance
2027,AZE,,General government structural balance
2028,AZE,,General government structural balance
2029,AZE,,General government structural balance
1980,BHS,,General government structural balance
1981,BHS,,General government structural balance
1982,BHS,,General government structural balance
1983,BHS,,General government structural balance
1984,BHS,,General government structural balance
1985,BHS,,General government structural balance
1986,BHS,,General government structural balance
1987,BHS,,General government structural balance
1988,BHS,,General government structural balance
1989,BHS,,General government structural balance
1990,BHS,,General government structural balance
1991,BHS,,General government structural balance
1992,BHS,,General government structural balance
1993,BHS,,General government structural balance
1994,BHS,,General government structural balance
1995,BHS,,General government structural balance
1996,BHS,,General government structural balance
1997,BHS,,General government structural balance
1998,BHS,,General government structural balance
1999,BHS,,General government structural balance
2000,BHS,,General government structural balance
2001,BHS,,General government structural balance
2002,BHS,,General government structural balance
2003,BHS,,General government structural balance
2004,BHS,,General government structural balance
2005,BHS,,General government structural balance
2006,BHS,,General government structural balance
2007,BHS,,General government structural balance
2008,BHS,,General government structural balance
2009,BHS,,General government structural balance
2010,BHS,,General government structural balance
2011,BHS,,General government structural balance
2012,BHS,,General government structural balance
2013,BHS,,General government structural balance
2014,BHS,,General government structural balance
2015,BHS,,General government structural balance
2016,BHS,,General government structural balance
2017,BHS,,General government structural balance
2018,BHS,,General government structural balance
2019,BHS,,General government structural balance
2020,BHS,,General government structural balance
2021,BHS,,General government structural balance
2022,BHS,,General government structural balance
2023,BHS,,General government structural balance
2024,BHS,,General government structural balance
2025,BHS,,General government structural balance
2026,BHS,,General government structural balance
2027,BHS,,General government structural balance
2028,BHS,,General government structural balance
2029,BHS,,General government structural balance
1980,BHR,,General government structural balance
1981,BHR,,General government structural balance
1982,BHR,,General government structural balance
1983,BHR,,General government structural balance
1984,BHR,,General government structural balance
1985,BHR,,General government structural balance
1986,BHR,,General government structural balance
1987,BHR,,General government structural balance
1988,BHR,,General government structural balance
1989,BHR,,General government structural balance
1990,BHR,,General government structural balance
1991,BHR,,General government structural balance
1992,BHR,,General government structural balance
1993,BHR,,General government structural balance
1994,BHR,,General government structural balance
1995,BHR,,General government structural balance
1996,BHR,,General government structural balance
1997,BHR,,General government structural balance
1998,BHR,,General government structural balance
1999,BHR,,General government structural balance
2000,BHR,,General government structural balance
2001,BHR,,General government structural balance
2002,BHR,,General government structural balance
2003,BHR,,General government structural balance
2004,BHR,,General government structural balance
2005,BHR,,General government structural balance
2006,BHR,,General government structural balance
2007,BHR,,General government structural balance
2008,BHR,,General government structural balance
2009,BHR,,General government structural balance
2010,BHR,,General government structural balance
2011,BHR,,General government structural balance
2012,BHR,,General government structural balance
2013,BHR,,General government structural balance
2014,BHR,,General government structural balance
2015,BHR,,General government structural balance
2016,BHR,,General government structural balance
2017,BHR,,General government structural balance
2018,BHR,,General government structural balance
2019,BHR,,General government structural balance
2020,BHR,,General government structural balance
2021,BHR,,General government structural balance
2022,BHR,,General government structural balance
2023,BHR,,General government structural balance
2024,BHR,,General government structural balance
2025,BHR,,General government structural balance
2026,BHR,,General government structural balance
2027,BHR,,General government structural balance
2028,BHR,,General government structural balance
2029,BHR,,General government structural balance
1980,BGD,,General government structural balance
1981,BGD,,General government structural balance
1982,BGD,,General government structural balance
1983,BGD,,General government structural balance
1984,BGD,,General government structural balance
1985,BGD,,General government structural balance
1986,BGD,,General government structural balance
1987,BGD,,General government structural balance
1988,BGD,,General government structural balance
1989,BGD,,General government structural balance
1990,BGD,,General government structural balance
1991,BGD,,General government structural balance
1992,BGD,,General government structural balance
1993,BGD,,General government structural balance
1994,BGD,,General government structural balance
1995,BGD,,General government structural balance
1996,BGD,,General government structural balance
1997,BGD,,General government structural balance
1998,BGD,,General government structural balance
1999,BGD,,General government structural balance
2000,BGD,,General government structural balance
2001,BGD,,General government structural balance
2002,BGD,,General government structural balance
2003,BGD,,General government structural balance
2004,BGD,,General government structural balance
2005,BGD,,General government structural balance
2006,BGD,,General government structural balance
2007,BGD,,General government structural balance
2008,BGD,,General government structural balance
2009,BGD,,General government structural balance
2010,BGD,,General government structural balance
2011,BGD,,General government structural balance
2012,BGD,,General government structural balance
2013,BGD,,General government structural balance
2014,BGD,,General government structural balance
2015,BGD,,General government structural balance
2016,BGD,,General government structural balance
2017,BGD,,General government structural balance
2018,BGD,,General government structural balance
2019,BGD,,General government structural balance
2020,BGD,,General government structural balance
2021,BGD,,General government structural balance
2022,BGD,,General government structural balance
2023,BGD,,General government structural balance
2024,BGD,,General government structural balance
2025,BGD,,General government structural balance
2026,BGD,,General government structural balance
2027,BGD,,General government structural balance
2028,BGD,,General government structural balance
2029,BGD,,General government structural balance
1980,BRB,,General government structural balance
1981,BRB,,General government structural balance
1982,BRB,,General government structural balance
1983,BRB,,General government structural balance
1984,BRB,,General government structural balance
1985,BRB,,General government structural balance
1986,BRB,,General government structural balance
1987,BRB,,General government structural balance
1988,BRB,,General government structural balance
1989,BRB,,General government structural balance
1990,BRB,,General government structural balance
1991,BRB,,General government structural balance
1992,BRB,,General government structural balance
1993,BRB,,General government structural balance
1994,BRB,6.812,General government structural balance
1995,BRB,6.229,General government structural balance
1996,BRB,3.872,General government structural balance
1997,BRB,5.877,General government structural balance
1998,BRB,6.556,General government structural balance
1999,BRB,5.864,General government structural balance
2000,BRB,5.457,General government structural balance
2001,BRB,4.313,General government structural balance
2002,BRB,-5.544,General government structural balance
2003,BRB,-3.213,General government structural balance
2004,BRB,-3.102,General government structural balance
2005,BRB,-3.297,General government structural balance
2006,BRB,-3.885,General government structural balance
2007,BRB,-5.161,General government structural balance
2008,BRB,-4.946,General government structural balance
2009,BRB,-7.441,General government structural balance
2010,BRB,-8.396,General government structural balance
2011,BRB,-4.078,General government structural balance
2012,BRB,-7.867,General government structural balance
2013,BRB,-10.009,General government structural balance
2014,BRB,-7.395,General government structural balance
2015,BRB,-9.224,General government structural balance
2016,BRB,-5.533,General government structural balance
2017,BRB,-4.41,General government structural balance
2018,BRB,-0.304,General government structural balance
2019,BRB,3.602,General government structural balance
2020,BRB,-4.021,General government structural balance
2021,BRB,-4.35,General government structural balance
2022,BRB,-1.969,General government structural balance
2023,BRB,-1.956,General government structural balance
2024,BRB,-1.635,General government structural balance
2025,BRB,-0.387,General government structural balance
2026,BRB,-0.056,General government structural balance
2027,BRB,0.216,General government structural balance
2028,BRB,0.272,General government structural balance
2029,BRB,0.452,General government structural balance
1980,BLR,,General government structural balance
1981,BLR,,General government structural balance
1982,BLR,,General government structural balance
1983,BLR,,General government structural balance
1984,BLR,,General government structural balance
1985,BLR,,General government structural balance
1986,BLR,,General government structural balance
1987,BLR,,General government structural balance
1988,BLR,,General government structural balance
1989,BLR,,General government structural balance
1990,BLR,,General government structural balance
1991,BLR,,General government structural balance
1992,BLR,,General government structural balance
1993,BLR,,General government structural balance
1994,BLR,,General government structural balance
1995,BLR,,General government structural balance
1996,BLR,,General government structural balance
1997,BLR,,General government structural balance
1998,BLR,,General government structural balance
1999,BLR,,General government structural balance
2000,BLR,,General government structural balance
2001,BLR,,General government structural balance
2002,BLR,,General government structural balance
2003,BLR,,General government structural balance
2004,BLR,,General government structural balance
2005,BLR,,General government structural balance
2006,BLR,,General government structural balance
2007,BLR,,General government structural balance
2008,BLR,,General government structural balance
2009,BLR,,General government structural balance
2010,BLR,-4.166,General government structural balance
2011,BLR,-3.618,General government structural balance
2012,BLR,-0.166,General government structural balance
2013,BLR,-1.453,General government structural balance
2014,BLR,-0.829,General government structural balance
2015,BLR,-2.291,General government structural balance
2016,BLR,-0.025,General government structural balance
2017,BLR,0.389,General government structural balance
2018,BLR,1.512,General government structural balance
2019,BLR,0.316,General government structural balance
2020,BLR,-3.05,General government structural balance
2021,BLR,-2.613,General government structural balance
2022,BLR,-3.855,General government structural balance
2023,BLR,-2.521,General government structural balance
2024,BLR,-2.285,General government structural balance
2025,BLR,-2.686,General government structural balance
2026,BLR,-3.351,General government structural balance
2027,BLR,-3.915,General government structural balance
2028,BLR,-4.458,General government structural balance
2029,BLR,-4.834,General government structural balance
1980,BEL,,General government structural balance
1981,BEL,-15.472,General government structural balance
1982,BEL,-12.067,General government structural balance
1983,BEL,-14.344,General government structural balance
1984,BEL,-10.666,General government structural balance
1985,BEL,-9.869,General government structural balance
1986,BEL,-9.72,General government structural balance
1987,BEL,-7.604,General government structural balance
1988,BEL,-7.254,General government structural balance
1989,BEL,-7.757,General government structural balance
1990,BEL,-8.446,General government structural balance
1991,BEL,-8.887,General government structural balance
1992,BEL,-9.086,General government structural balance
1993,BEL,-6.496,General government structural balance
1994,BEL,-4.617,General government structural balance
1995,BEL,-4.021,General government structural balance
1996,BEL,-3.215,General government structural balance
1997,BEL,-2.019,General government structural balance
1998,BEL,-0.698,General government structural balance
1999,BEL,-0.808,General government structural balance
2000,BEL,-0.792,General government structural balance
2001,BEL,0.05,General government structural balance
2002,BEL,0.02,General government structural balance
2003,BEL,-1.062,General government structural balance
2004,BEL,-1.006,General government structural balance
2005,BEL,-0.612,General government structural balance
2006,BEL,-0.716,General government structural balance
2007,BEL,-0.829,General government structural balance
2008,BEL,-1.624,General government structural balance
2009,BEL,-4.057,General government structural balance
2010,BEL,-3.99,General government structural balance
2011,BEL,-4.233,General government structural balance
2012,BEL,-3.82,General government structural balance
2013,BEL,-3.249,General government structural balance
2014,BEL,-3.019,General government structural balance
2015,BEL,-2.49,General government structural balance
2016,BEL,-2.293,General government structural balance
2017,BEL,-1.245,General government structural balance
2018,BEL,-1.75,General government structural balance
2019,BEL,-2.933,General government structural balance
2020,BEL,-6.316,General government structural balance
2021,BEL,-5.167,General government structural balance
2022,BEL,-4.045,General government structural balance
2023,BEL,-4.762,General government structural balance
2024,BEL,-4.428,General government structural balance
2025,BEL,-4.736,General government structural balance
2026,BEL,-5.033,General government structural balance
2027,BEL,-5.38,General government structural balance
2028,BEL,-5.476,General government structural balance
2029,BEL,-5.593,General government structural balance
1980,BLZ,,General government structural balance
1981,BLZ,,General government structural balance
1982,BLZ,,General government structural balance
1983,BLZ,,General government structural balance
1984,BLZ,,General government structural balance
1985,BLZ,,General government structural balance
1986,BLZ,,General government structural balance
1987,BLZ,,General government structural balance
1988,BLZ,,General government structural balance
1989,BLZ,,General government structural balance
1990,BLZ,,General government structural balance
1991,BLZ,,General government structural balance
1992,BLZ,,General government structural balance
1993,BLZ,,General government structural balance
1994,BLZ,,General government structural balance
1995,BLZ,,General government structural balance
1996,BLZ,,General government structural balance
1997,BLZ,,General government structural balance
1998,BLZ,,General government structural balance
1999,BLZ,,General government structural balance
2000,BLZ,,General government structural balance
2001,BLZ,,General government structural balance
2002,BLZ,,General government structural balance
2003,BLZ,,General government structural balance
2004,BLZ,,General government structural balance
2005,BLZ,,General government structural balance
2006,BLZ,,General government structural balance
2007,BLZ,,General government structural balance
2008,BLZ,,General government structural balance
2009,BLZ,,General government structural balance
2010,BLZ,,General government structural balance
2011,BLZ,,General government structural balance
2012,BLZ,,General government structural balance
2013,BLZ,,General government structural balance
2014,BLZ,,General government structural balance
2015,BLZ,,General government structural balance
2016,BLZ,,General government structural balance
2017,BLZ,,General government structural balance
2018,BLZ,,General government structural balance
2019,BLZ,,General government structural balance
2020,BLZ,,General government structural balance
2021,BLZ,,General government structural balance
2022,BLZ,,General government structural balance
2023,BLZ,,General government structural balance
2024,BLZ,,General government structural balance
2025,BLZ,,General government structural balance
2026,BLZ,,General government structural balance
2027,BLZ,,General government structural balance
2028,BLZ,,General government structural balance
2029,BLZ,,General government structural balance
1980,BEN,,General government structural balance
1981,BEN,,General government structural balance
1982,BEN,,General government structural balance
1983,BEN,,General government structural balance
1984,BEN,,General government structural balance
1985,BEN,,General government structural balance
1986,BEN,,General government structural balance
1987,BEN,,General government structural balance
1988,BEN,,General government structural balance
1989,BEN,,General government structural balance
1990,BEN,,General government structural balance
1991,BEN,,General government structural balance
1992,BEN,,General government structural balance
1993,BEN,,General government structural balance
1994,BEN,,General government structural balance
1995,BEN,,General government structural balance
1996,BEN,,General government structural balance
1997,BEN,,General government structural balance
1998,BEN,,General government structural balance
1999,BEN,,General government structural balance
2000,BEN,,General government structural balance
2001,BEN,,General government structural balance
2002,BEN,,General government structural balance
2003,BEN,,General government structural balance
2004,BEN,,General government structural balance
2005,BEN,,General government structural balance
2006,BEN,,General government structural balance
2007,BEN,,General government structural balance
2008,BEN,,General government structural balance
2009,BEN,,General government structural balance
2010,BEN,,General government structural balance
2011,BEN,,General government structural balance
2012,BEN,,General government structural balance
2013,BEN,,General government structural balance
2014,BEN,,General government structural balance
2015,BEN,,General government structural balance
2016,BEN,,General government structural balance
2017,BEN,,General government structural balance
2018,BEN,,General government structural balance
2019,BEN,,General government structural balance
2020,BEN,,General government structural balance
2021,BEN,,General government structural balance
2022,BEN,,General government structural balance
2023,BEN,,General government structural balance
2024,BEN,,General government structural balance
2025,BEN,,General government structural balance
2026,BEN,,General government structural balance
2027,BEN,,General government structural balance
2028,BEN,,General government structural balance
2029,BEN,,General government structural balance
1980,BTN,,General government structural balance
1981,BTN,,General government structural balance
1982,BTN,,General government structural balance
1983,BTN,,General government structural balance
1984,BTN,,General government structural balance
1985,BTN,,General government structural balance
1986,BTN,,General government structural balance
1987,BTN,,General government structural balance
1988,BTN,,General government structural balance
1989,BTN,,General government structural balance
1990,BTN,,General government structural balance
1991,BTN,,General government structural balance
1992,BTN,,General government structural balance
1993,BTN,,General government structural balance
1994,BTN,,General government structural balance
1995,BTN,,General government structural balance
1996,BTN,,General government structural balance
1997,BTN,,General government structural balance
1998,BTN,,General government structural balance
1999,BTN,,General government structural balance
2000,BTN,,General government structural balance
2001,BTN,,General government structural balance
2002,BTN,,General government structural balance
2003,BTN,,General government structural balance
2004,BTN,,General government structural balance
2005,BTN,,General government structural balance
2006,BTN,,General government structural balance
2007,BTN,,General government structural balance
2008,BTN,,General government structural balance
2009,BTN,,General government structural balance
2010,BTN,,General government structural balance
2011,BTN,,General government structural balance
2012,BTN,,General government structural balance
2013,BTN,,General government structural balance
2014,BTN,,General government structural balance
2015,BTN,,General government structural balance
2016,BTN,,General government structural balance
2017,BTN,,General government structural balance
2018,BTN,,General government structural balance
2019,BTN,,General government structural balance
2020,BTN,,General government structural balance
2021,BTN,,General government structural balance
2022,BTN,,General government structural balance
2023,BTN,,General government structural balance
2024,BTN,,General government structural balance
2025,BTN,,General government structural balance
2026,BTN,,General government structural balance
2027,BTN,,General government structural balance
2028,BTN,,General government structural balance
2029,BTN,,General government structural balance
1980,BOL,,General government structural balance
1981,BOL,,General government structural balance
1982,BOL,,General government structural balance
1983,BOL,,General government structural balance
1984,BOL,,General government structural balance
1985,BOL,,General government structural balance
1986,BOL,,General government structural balance
1987,BOL,,General government structural balance
1988,BOL,,General government structural balance
1989,BOL,,General government structural balance
1990,BOL,,General government structural balance
1991,BOL,,General government structural balance
1992,BOL,,General government structural balance
1993,BOL,,General government structural balance
1994,BOL,,General government structural balance
1995,BOL,,General government structural balance
1996,BOL,,General government structural balance
1997,BOL,,General government structural balance
1998,BOL,,General government structural balance
1999,BOL,,General government structural balance
2000,BOL,,General government structural balance
2001,BOL,,General government structural balance
2002,BOL,,General government structural balance
2003,BOL,,General government structural balance
2004,BOL,,General government structural balance
2005,BOL,,General government structural balance
2006,BOL,,General government structural balance
2007,BOL,,General government structural balance
2008,BOL,,General government structural balance
2009,BOL,,General government structural balance
2010,BOL,,General government structural balance
2011,BOL,,General government structural balance
2012,BOL,,General government structural balance
2013,BOL,,General government structural balance
2014,BOL,,General government structural balance
2015,BOL,,General government structural balance
2016,BOL,,General government structural balance
2017,BOL,,General government structural balance
2018,BOL,,General government structural balance
2019,BOL,,General government structural balance
2020,BOL,,General government structural balance
2021,BOL,,General government structural balance
2022,BOL,,General government structural balance
2023,BOL,,General government structural balance
2024,BOL,,General government structural balance
2025,BOL,,General government structural balance
2026,BOL,,General government structural balance
2027,BOL,,General government structural balance
2028,BOL,,General government structural balance
2029,BOL,,General government structural balance
1980,BIH,,General government structural balance
1981,BIH,,General government structural balance
1982,BIH,,General government structural balance
1983,BIH,,General government structural balance
1984,BIH,,General government structural balance
1985,BIH,,General government structural balance
1986,BIH,,General government structural balance
1987,BIH,,General government structural balance
1988,BIH,,General government structural balance
1989,BIH,,General government structural balance
1990,BIH,,General government structural balance
1991,BIH,,General government structural balance
1992,BIH,,General government structural balance
1993,BIH,,General government structural balance
1994,BIH,,General government structural balance
1995,BIH,,General government structural balance
1996,BIH,,General government structural balance
1997,BIH,,General government structural balance
1998,BIH,,General government structural balance
1999,BIH,,General government structural balance
2000,BIH,-7.926,General government structural balance
2001,BIH,-6.46,General government structural balance
2002,BIH,-1.368,General government structural balance
2003,BIH,0.573,General government structural balance
2004,BIH,0.443,General government structural balance
2005,BIH,1.586,General government structural balance
2006,BIH,2.265,General government structural balance
2007,BIH,-0.843,General government structural balance
2008,BIH,-6.298,General government structural balance
2009,BIH,-6.093,General government structural balance
2010,BIH,-4.183,General government structural balance
2011,BIH,-2.427,General government structural balance
2012,BIH,-1.264,General government structural balance
2013,BIH,0.225,General government structural balance
2014,BIH,-0.92,General government structural balance
2015,BIH,0.627,General government structural balance
2016,BIH,0.702,General government structural balance
2017,BIH,1.769,General government structural balance
2018,BIH,1.034,General government structural balance
2019,BIH,0.653,General government structural balance
2020,BIH,-2.613,General government structural balance
2021,BIH,0.492,General government structural balance
2022,BIH,0.243,General government structural balance
2023,BIH,-0.932,General government structural balance
2024,BIH,-2.472,General government structural balance
2025,BIH,-2.485,General government structural balance
2026,BIH,-2.183,General government structural balance
2027,BIH,-1.713,General government structural balance
2028,BIH,-1.178,General government structural balance
2029,BIH,-0.876,General government structural balance
1980,BWA,,General government structural balance
1981,BWA,,General government structural balance
1982,BWA,,General government structural balance
1983,BWA,,General government structural balance
1984,BWA,,General government structural balance
1985,BWA,,General government structural balance
1986,BWA,,General government structural balance
1987,BWA,,General government structural balance
1988,BWA,,General government structural balance
1989,BWA,,General government structural balance
1990,BWA,,General government structural balance
1991,BWA,,General government structural balance
1992,BWA,,General government structural balance
1993,BWA,,General government structural balance
1994,BWA,,General government structural balance
1995,BWA,,General government structural balance
1996,BWA,,General government structural balance
1997,BWA,,General government structural balance
1998,BWA,,General government structural balance
1999,BWA,-0.837,General government structural balance
2000,BWA,2.1,General government structural balance
2001,BWA,-1.456,General government structural balance
2002,BWA,-3.722,General government structural balance
2003,BWA,-1.128,General government structural balance
2004,BWA,0.831,General government structural balance
2005,BWA,6.604,General government structural balance
2006,BWA,7.041,General government structural balance
2007,BWA,0.499,General government structural balance
2008,BWA,-7.694,General government structural balance
2009,BWA,-4.217,General government structural balance
2010,BWA,-4.387,General government structural balance
2011,BWA,1.163,General government structural balance
2012,BWA,2.389,General government structural balance
2013,BWA,2.826,General government structural balance
2014,BWA,1.171,General government structural balance
2015,BWA,-3.43,General government structural balance
2016,BWA,-0.218,General government structural balance
2017,BWA,-2.501,General government structural balance
2018,BWA,-6.286,General government structural balance
2019,BWA,-7.557,General government structural balance
2020,BWA,-5.793,General government structural balance
2021,BWA,-1.51,General government structural balance
2022,BWA,0.014,General government structural balance
2023,BWA,-0.451,General government structural balance
2024,BWA,-3.453,General government structural balance
2025,BWA,-0.703,General government structural balance
2026,BWA,0.483,General government structural balance
2027,BWA,0.528,General government structural balance
2028,BWA,0.538,General government structural balance
2029,BWA,0.459,General government structural balance
1980,BRA,,General government structural balance
1981,BRA,,General government structural balance
1982,BRA,,General government structural balance
1983,BRA,,General government structural balance
1984,BRA,,General government structural balance
1985,BRA,,General government structural balance
1986,BRA,,General government structural balance
1987,BRA,,General government structural balance
1988,BRA,,General government structural balance
1989,BRA,,General government structural balance
1990,BRA,,General government structural balance
1991,BRA,,General government structural balance
1992,BRA,,General government structural balance
1993,BRA,,General government structural balance
1994,BRA,,General government structural balance
1995,BRA,,General government structural balance
1996,BRA,,General government structural balance
1997,BRA,,General government structural balance
1998,BRA,,General government structural balance
1999,BRA,,General government structural balance
2000,BRA,,General government structural balance
2001,BRA,-3.305,General government structural balance
2002,BRA,-3.698,General government structural balance
2003,BRA,-4.129,General government structural balance
2004,BRA,-2.558,General government structural balance
2005,BRA,-2.562,General government structural balance
2006,BRA,-2.423,General government structural balance
2007,BRA,-2.125,General government structural balance
2008,BRA,-2.808,General government structural balance
2009,BRA,-2.713,General government structural balance
2010,BRA,-4.471,General government structural balance
2011,BRA,-3.849,General government structural balance
2012,BRA,-3.084,General government structural balance
2013,BRA,-4.889,General government structural balance
2014,BRA,-7.243,General government structural balance
2015,BRA,-8.288,General government structural balance
2016,BRA,-6.003,General government structural balance
2017,BRA,-7.224,General government structural balance
2018,BRA,-6.35,General government structural balance
2019,BRA,-4.777,General government structural balance
2020,BRA,-10.071,General government structural balance
2021,BRA,-2.948,General government structural balance
2022,BRA,-6.251,General government structural balance
2023,BRA,-8.037,General government structural balance
2024,BRA,-7.158,General government structural balance
2025,BRA,-5.703,General government structural balance
2026,BRA,-5.393,General government structural balance
2027,BRA,-5.032,General government structural balance
2028,BRA,-4.628,General government structural balance
2029,BRA,-4.425,General government structural balance
1980,BRN,,General government structural balance
1981,BRN,,General government structural balance
1982,BRN,,General government structural balance
1983,BRN,,General government structural balance
1984,BRN,,General government structural balance
1985,BRN,,General government structural balance
1986,BRN,,General government structural balance
1987,BRN,,General government structural balance
1988,BRN,,General government structural balance
1989,BRN,,General government structural balance
1990,BRN,,General government structural balance
1991,BRN,,General government structural balance
1992,BRN,,General government structural balance
1993,BRN,,General government structural balance
1994,BRN,,General government structural balance
1995,BRN,,General government structural balance
1996,BRN,,General government structural balance
1997,BRN,,General government structural balance
1998,BRN,,General government structural balance
1999,BRN,,General government structural balance
2000,BRN,,General government structural balance
2001,BRN,,General government structural balance
2002,BRN,,General government structural balance
2003,BRN,,General government structural balance
2004,BRN,,General government structural balance
2005,BRN,,General government structural balance
2006,BRN,,General government structural balance
2007,BRN,,General government structural balance
2008,BRN,,General government structural balance
2009,BRN,,General government structural balance
2010,BRN,,General government structural balance
2011,BRN,,General government structural balance
2012,BRN,,General government structural balance
2013,BRN,,General government structural balance
2014,BRN,,General government structural balance
2015,BRN,,General government structural balance
2016,BRN,,General government structural balance
2017,BRN,,General government structural balance
2018,BRN,,General government structural balance
2019,BRN,,General government structural balance
2020,BRN,,General government structural balance
2021,BRN,,General government structural balance
2022,BRN,,General government structural balance
2023,BRN,,General government structural balance
2024,BRN,,General government structural balance
2025,BRN,,General government structural balance
2026,BRN,,General government structural balance
2027,BRN,,General government structural balance
2028,BRN,,General government structural balance
2029,BRN,,General government structural balance
1980,BGR,,General government structural balance
1981,BGR,,General government structural balance
1982,BGR,,General government structural balance
1983,BGR,,General government structural balance
1984,BGR,,General government structural balance
1985,BGR,,General government structural balance
1986,BGR,,General government structural balance
1987,BGR,,General government structural balance
1988,BGR,,General government structural balance
1989,BGR,,General government structural balance
1990,BGR,,General government structural balance
1991,BGR,,General government structural balance
1992,BGR,,General government structural balance
1993,BGR,,General government structural balance
1994,BGR,,General government structural balance
1995,BGR,,General government structural balance
1996,BGR,,General government structural balance
1997,BGR,,General government structural balance
1998,BGR,,General government structural balance
1999,BGR,,General government structural balance
2000,BGR,-0.117,General government structural balance
2001,BGR,-0.237,General government structural balance
2002,BGR,-0.653,General government structural balance
2003,BGR,0.265,General government structural balance
2004,BGR,1.888,General government structural balance
2005,BGR,2.322,General government structural balance
2006,BGR,3.092,General government structural balance
2007,BGR,2.161,General government structural balance
2008,BGR,0.954,General government structural balance
2009,BGR,-0.489,General government structural balance
2010,BGR,-3.481,General government structural balance
2011,BGR,-1.959,General government structural balance
2012,BGR,-0.553,General government structural balance
2013,BGR,-1.326,General government structural balance
2014,BGR,-3.029,General government structural balance
2015,BGR,-2.69,General government structural balance
