Year,Country Code,Value,Variable
2023,BIH,16025.662,"Gross domestic product per capita, constant prices"
2024,BIH,16468.957,"Gross domestic product per capita, constant prices"
2025,BIH,17012.108,"Gross domestic product per capita, constant prices"
2026,BIH,17568.222,"Gross domestic product per capita, constant prices"
2027,BIH,18147.917,"Gross domestic product per capita, constant prices"
2028,BIH,18746.899,"Gross domestic product per capita, constant prices"
2029,BIH,19371.485,"Gross domestic product per capita, constant prices"
1980,BWA,5047.688,"Gross domestic product per capita, constant prices"
1981,BWA,5360.24,"Gross domestic product per capita, constant prices"
1982,BWA,5989.901,"Gross domestic product per capita, constant prices"
1983,BWA,6399.966,"Gross domestic product per capita, constant prices"
1984,BWA,6574.153,"Gross domestic product per capita, constant prices"
1985,BWA,6828.114,"Gross domestic product per capita, constant prices"
1986,BWA,7153.065,"Gross domestic product per capita, constant prices"
1987,BWA,7927.272,"Gross domestic product per capita, constant prices"
1988,BWA,9438.931,"Gross domestic product per capita, constant prices"
1989,BWA,9532.744,"Gross domestic product per capita, constant prices"
1990,BWA,9997.21,"Gross domestic product per capita, constant prices"
1991,BWA,10313.395,"Gross domestic product per capita, constant prices"
1992,BWA,10001.372,"Gross domestic product per capita, constant prices"
1993,BWA,10120.065,"Gross domestic product per capita, constant prices"
1994,BWA,9778.392,"Gross domestic product per capita, constant prices"
1995,BWA,10342.612,"Gross domestic product per capita, constant prices"
1996,BWA,10349.253,"Gross domestic product per capita, constant prices"
1997,BWA,10838.753,"Gross domestic product per capita, constant prices"
1998,BWA,10442.561,"Gross domestic product per capita, constant prices"
1999,BWA,11068.848,"Gross domestic product per capita, constant prices"
2000,BWA,11346.257,"Gross domestic product per capita, constant prices"
2001,BWA,11382.363,"Gross domestic product per capita, constant prices"
2002,BWA,12002.37,"Gross domestic product per capita, constant prices"
2003,BWA,12429.31,"Gross domestic product per capita, constant prices"
2004,BWA,12384.535,"Gross domestic product per capita, constant prices"
2005,BWA,12768.712,"Gross domestic product per capita, constant prices"
2006,BWA,13287.225,"Gross domestic product per capita, constant prices"
2007,BWA,13783.379,"Gross domestic product per capita, constant prices"
2008,BWA,13945.599,"Gross domestic product per capita, constant prices"
2009,BWA,11729.565,"Gross domestic product per capita, constant prices"
2010,BWA,12653.371,"Gross domestic product per capita, constant prices"
2011,BWA,13250.251,"Gross domestic product per capita, constant prices"
2012,BWA,12975.948,"Gross domestic product per capita, constant prices"
2013,BWA,14144.518,"Gross domestic product per capita, constant prices"
2014,BWA,14665.272,"Gross domestic product per capita, constant prices"
2015,BWA,13682.704,"Gross domestic product per capita, constant prices"
2016,BWA,14373.519,"Gross domestic product per capita, constant prices"
2017,BWA,14656.773,"Gross domestic product per capita, constant prices"
2018,BWA,14962.081,"Gross domestic product per capita, constant prices"
2019,BWA,15117.995,"Gross domestic product per capita, constant prices"
2020,BWA,13545.674,"Gross domestic product per capita, constant prices"
2021,BWA,14907.085,"Gross domestic product per capita, constant prices"
2022,BWA,15518.029,"Gross domestic product per capita, constant prices"
2023,BWA,15751.796,"Gross domestic product per capita, constant prices"
2024,BWA,16048.841,"Gross domestic product per capita, constant prices"
2025,BWA,16520.866,"Gross domestic product per capita, constant prices"
2026,BWA,16920.478,"Gross domestic product per capita, constant prices"
2027,BWA,17334.38,"Gross domestic product per capita, constant prices"
2028,BWA,17771.468,"Gross domestic product per capita, constant prices"
2029,BWA,18218.925,"Gross domestic product per capita, constant prices"
1980,BRA,11148.205,"Gross domestic product per capita, constant prices"
1981,BRA,10424.699,"Gross domestic product per capita, constant prices"
1982,BRA,10260.614,"Gross domestic product per capita, constant prices"
1983,BRA,9701.257,"Gross domestic product per capita, constant prices"
1984,BRA,10002.763,"Gross domestic product per capita, constant prices"
1985,BRA,10571.839,"Gross domestic product per capita, constant prices"
1986,BRA,11143.564,"Gross domestic product per capita, constant prices"
1987,BRA,11324.877,"Gross domestic product per capita, constant prices"
1988,BRA,11147.639,"Gross domestic product per capita, constant prices"
1989,BRA,11303.228,"Gross domestic product per capita, constant prices"
1990,BRA,10754.16,"Gross domestic product per capita, constant prices"
1991,BRA,10831.705,"Gross domestic product per capita, constant prices"
1992,BRA,10606.638,"Gross domestic product per capita, constant prices"
1993,BRA,10925.593,"Gross domestic product per capita, constant prices"
1994,BRA,11328.535,"Gross domestic product per capita, constant prices"
1995,BRA,11646.923,"Gross domestic product per capita, constant prices"
1996,BRA,11564.754,"Gross domestic product per capita, constant prices"
1997,BRA,11772.629,"Gross domestic product per capita, constant prices"
1998,BRA,11631.15,"Gross domestic product per capita, constant prices"
1999,BRA,11557.082,"Gross domestic product per capita, constant prices"
2000,BRA,11956.644,"Gross domestic product per capita, constant prices"
2001,BRA,11954.752,"Gross domestic product per capita, constant prices"
2002,BRA,12161.714,"Gross domestic product per capita, constant prices"
2003,BRA,12150.117,"Gross domestic product per capita, constant prices"
2004,BRA,12698.376,"Gross domestic product per capita, constant prices"
2005,BRA,12954.387,"Gross domestic product per capita, constant prices"
2006,BRA,13318.524,"Gross domestic product per capita, constant prices"
2007,BRA,13979.274,"Gross domestic product per capita, constant prices"
2008,BRA,14539.751,"Gross domestic product per capita, constant prices"
2009,BRA,14354.532,"Gross domestic product per capita, constant prices"
2010,BRA,15259.784,"Gross domestic product per capita, constant prices"
2011,BRA,15782.775,"Gross domestic product per capita, constant prices"
2012,BRA,16002.727,"Gross domestic product per capita, constant prices"
2013,BRA,16393.15,"Gross domestic product per capita, constant prices"
2014,BRA,16384.507,"Gross domestic product per capita, constant prices"
2015,BRA,15713.74,"Gross domestic product per capita, constant prices"
2016,BRA,15119.42,"Gross domestic product per capita, constant prices"
2017,BRA,15242.718,"Gross domestic product per capita, constant prices"
2018,BRA,15434.776,"Gross domestic product per capita, constant prices"
2019,BRA,15546.657,"Gross domestic product per capita, constant prices"
2020,BRA,14967.544,"Gross domestic product per capita, constant prices"
2021,BRA,15599.497,"Gross domestic product per capita, constant prices"
2022,BRA,15987.615,"Gross domestic product per capita, constant prices"
2023,BRA,16357.302,"Gross domestic product per capita, constant prices"
2024,BRA,16617.726,"Gross domestic product per capita, constant prices"
2025,BRA,16882.109,"Gross domestic product per capita, constant prices"
2026,BRA,17144.081,"Gross domestic product per capita, constant prices"
2027,BRA,17395.508,"Gross domestic product per capita, constant prices"
2028,BRA,17651.218,"Gross domestic product per capita, constant prices"
2029,BRA,17910.259,"Gross domestic product per capita, constant prices"
1980,BRN,,"Gross domestic product per capita, constant prices"
1981,BRN,,"Gross domestic product per capita, constant prices"
1982,BRN,,"Gross domestic product per capita, constant prices"
1983,BRN,,"Gross domestic product per capita, constant prices"
1984,BRN,,"Gross domestic product per capita, constant prices"
1985,BRN,82774.485,"Gross domestic product per capita, constant prices"
1986,BRN,78961.07,"Gross domestic product per capita, constant prices"
1987,BRN,77963.641,"Gross domestic product per capita, constant prices"
1988,BRN,76337.723,"Gross domestic product per capita, constant prices"
1989,BRN,74015.337,"Gross domestic product per capita, constant prices"
1990,BRN,72725.251,"Gross domestic product per capita, constant prices"
1991,BRN,72973.683,"Gross domestic product per capita, constant prices"
1992,BRN,74524.168,"Gross domestic product per capita, constant prices"
1993,BRN,73029.275,"Gross domestic product per capita, constant prices"
1994,BRN,73289.765,"Gross domestic product per capita, constant prices"
1995,BRN,74919.753,"Gross domestic product per capita, constant prices"
1996,BRN,75191.807,"Gross domestic product per capita, constant prices"
1997,BRN,72317.57,"Gross domestic product per capita, constant prices"
1998,BRN,70101.306,"Gross domestic product per capita, constant prices"
1999,BRN,70553.996,"Gross domestic product per capita, constant prices"
2000,BRN,70799.418,"Gross domestic product per capita, constant prices"
2001,BRN,70984.187,"Gross domestic product per capita, constant prices"
2002,BRN,72159.683,"Gross domestic product per capita, constant prices"
2003,BRN,72904.684,"Gross domestic product per capita, constant prices"
2004,BRN,72045.257,"Gross domestic product per capita, constant prices"
2005,BRN,71073.638,"Gross domestic product per capita, constant prices"
2006,BRN,72978.174,"Gross domestic product per capita, constant prices"
2007,BRN,72003.9,"Gross domestic product per capita, constant prices"
2008,BRN,69666.379,"Gross domestic product per capita, constant prices"
2009,BRN,67518.825,"Gross domestic product per capita, constant prices"
2010,BRN,68073.772,"Gross domestic product per capita, constant prices"
2011,BRN,69442.769,"Gross domestic product per capita, constant prices"
2012,BRN,69140.573,"Gross domestic product per capita, constant prices"
2013,BRN,66899.487,"Gross domestic product per capita, constant prices"
2014,BRN,64533.663,"Gross domestic product per capita, constant prices"
2015,BRN,63524.092,"Gross domestic product per capita, constant prices"
2016,BRN,61236.93,"Gross domestic product per capita, constant prices"
2017,BRN,60719.948,"Gross domestic product per capita, constant prices"
2018,BRN,59332.445,"Gross domestic product per capita, constant prices"
2019,BRN,59660.203,"Gross domestic product per capita, constant prices"
2020,BRN,61592.937,"Gross domestic product per capita, constant prices"
2021,BRN,60762.364,"Gross domestic product per capita, constant prices"
2022,BRN,59635.947,"Gross domestic product per capita, constant prices"
2023,BRN,60474.856,"Gross domestic product per capita, constant prices"
2024,BRN,61917.376,"Gross domestic product per capita, constant prices"
2025,BRN,63477.055,"Gross domestic product per capita, constant prices"
2026,BRN,65329.109,"Gross domestic product per capita, constant prices"
2027,BRN,67324.67,"Gross domestic product per capita, constant prices"
2028,BRN,69225.834,"Gross domestic product per capita, constant prices"
2029,BRN,71195.102,"Gross domestic product per capita, constant prices"
1980,BGR,12933.045,"Gross domestic product per capita, constant prices"
1981,BGR,13578.285,"Gross domestic product per capita, constant prices"
1982,BGR,14108.012,"Gross domestic product per capita, constant prices"
1983,BGR,14494.89,"Gross domestic product per capita, constant prices"
1984,BGR,15134.976,"Gross domestic product per capita, constant prices"
1985,BGR,15396.359,"Gross domestic product per capita, constant prices"
1986,BGR,16217.465,"Gross domestic product per capita, constant prices"
1987,BGR,17002.42,"Gross domestic product per capita, constant prices"
1988,BGR,17457.07,"Gross domestic product per capita, constant prices"
1989,BGR,17446.138,"Gross domestic product per capita, constant prices"
1990,BGR,15959.12,"Gross domestic product per capita, constant prices"
1991,BGR,14363.683,"Gross domestic product per capita, constant prices"
1992,BGR,13290.804,"Gross domestic product per capita, constant prices"
1993,BGR,11883.148,"Gross domestic product per capita, constant prices"
1994,BGR,11584.359,"Gross domestic product per capita, constant prices"
1995,BGR,11528.769,"Gross domestic product per capita, constant prices"
1996,BGR,12256.596,"Gross domestic product per capita, constant prices"
1997,BGR,10607.911,"Gross domestic product per capita, constant prices"
1998,BGR,11087.3,"Gross domestic product per capita, constant prices"
1999,BGR,10204.633,"Gross domestic product per capita, constant prices"
2000,BGR,10564.699,"Gross domestic product per capita, constant prices"
2001,BGR,11327.838,"Gross domestic product per capita, constant prices"
2002,BGR,12062.246,"Gross domestic product per capita, constant prices"
2003,BGR,12766.418,"Gross domestic product per capita, constant prices"
2004,BGR,13668.039,"Gross domestic product per capita, constant prices"
2005,BGR,14712.691,"Gross domestic product per capita, constant prices"
2006,BGR,15794.279,"Gross domestic product per capita, constant prices"
2007,BGR,16931.389,"Gross domestic product per capita, constant prices"
2008,BGR,18048.793,"Gross domestic product per capita, constant prices"
2009,BGR,17543.481,"Gross domestic product per capita, constant prices"
2010,BGR,17956.035,"Gross domestic product per capita, constant prices"
2011,BGR,18775.779,"Gross domestic product per capita, constant prices"
2012,BGR,19027.185,"Gross domestic product per capita, constant prices"
2013,BGR,19025.447,"Gross domestic product per capita, constant prices"
2014,BGR,19322.029,"Gross domestic product per capita, constant prices"
2015,BGR,20113.712,"Gross domestic product per capita, constant prices"
2016,BGR,20873.991,"Gross domestic product per capita, constant prices"
2017,BGR,21604.834,"Gross domestic product per capita, constant prices"
2018,BGR,22345.527,"Gross domestic product per capita, constant prices"
2019,BGR,23409.596,"Gross domestic product per capita, constant prices"
2020,BGR,22594.682,"Gross domestic product per capita, constant prices"
2021,BGR,24601.889,"Gross domestic product per capita, constant prices"
2022,BGR,27119.244,"Gross domestic product per capita, constant prices"
2023,BGR,27786.691,"Gross domestic product per capita, constant prices"
2024,BGR,28719.622,"Gross domestic product per capita, constant prices"
2025,BGR,29737.968,"Gross domestic product per capita, constant prices"
2026,BGR,30794.054,"Gross domestic product per capita, constant prices"
2027,BGR,31800.933,"Gross domestic product per capita, constant prices"
2028,BGR,32869.496,"Gross domestic product per capita, constant prices"
2029,BGR,33922.662,"Gross domestic product per capita, constant prices"
1980,BFA,945.895,"Gross domestic product per capita, constant prices"
1981,BFA,948.496,"Gross domestic product per capita, constant prices"
1982,BFA,938.518,"Gross domestic product per capita, constant prices"
1983,BFA,904.184,"Gross domestic product per capita, constant prices"
1984,BFA,895.434,"Gross domestic product per capita, constant prices"
1985,BFA,971.256,"Gross domestic product per capita, constant prices"
1986,BFA,1019.314,"Gross domestic product per capita, constant prices"
1987,BFA,989.518,"Gross domestic product per capita, constant prices"
1988,BFA,1019.229,"Gross domestic product per capita, constant prices"
1989,BFA,1014.048,"Gross domestic product per capita, constant prices"
1990,BFA,981.87,"Gross domestic product per capita, constant prices"
1991,BFA,1044.2,"Gross domestic product per capita, constant prices"
1992,BFA,1021.171,"Gross domestic product per capita, constant prices"
1993,BFA,1030.585,"Gross domestic product per capita, constant prices"
1994,BFA,1018.148,"Gross domestic product per capita, constant prices"
1995,BFA,1049.11,"Gross domestic product per capita, constant prices"
1996,BFA,1135.286,"Gross domestic product per capita, constant prices"
1997,BFA,1176.414,"Gross domestic product per capita, constant prices"
1998,BFA,1228.154,"Gross domestic product per capita, constant prices"
1999,BFA,1280.215,"Gross domestic product per capita, constant prices"
2000,BFA,1266.045,"Gross domestic product per capita, constant prices"
2001,BFA,1309.349,"Gross domestic product per capita, constant prices"
2002,BFA,1324.971,"Gross domestic product per capita, constant prices"
2003,BFA,1384.69,"Gross domestic product per capita, constant prices"
2004,BFA,1402.009,"Gross domestic product per capita, constant prices"
2005,BFA,1476.224,"Gross domestic product per capita, constant prices"
2006,BFA,1520.314,"Gross domestic product per capita, constant prices"
2007,BFA,1535.537,"Gross domestic product per capita, constant prices"
2008,BFA,1577.474,"Gross domestic product per capita, constant prices"
2009,BFA,1577.277,"Gross domestic product per capita, constant prices"
2010,BFA,1660.954,"Gross domestic product per capita, constant prices"
2011,BFA,1719.132,"Gross domestic product per capita, constant prices"
2012,BFA,1775.41,"Gross domestic product per capita, constant prices"
2013,BFA,1822.588,"Gross domestic product per capita, constant prices"
2014,BFA,1845.625,"Gross domestic product per capita, constant prices"
2015,BFA,1861.826,"Gross domestic product per capita, constant prices"
2016,BFA,1915.698,"Gross domestic product per capita, constant prices"
2017,BFA,1977.062,"Gross domestic product per capita, constant prices"
2018,BFA,2050.085,"Gross domestic product per capita, constant prices"
2019,BFA,2104.873,"Gross domestic product per capita, constant prices"
2020,BFA,2086.746,"Gross domestic product per capita, constant prices"
2021,BFA,2170.585,"Gross domestic product per capita, constant prices"
2022,BFA,2148.904,"Gross domestic product per capita, constant prices"
2023,BFA,2164.655,"Gross domestic product per capita, constant prices"
2024,BFA,2220.587,"Gross domestic product per capita, constant prices"
2025,BFA,2285.072,"Gross domestic product per capita, constant prices"
2026,BFA,2333.26,"Gross domestic product per capita, constant prices"
2027,BFA,2381.171,"Gross domestic product per capita, constant prices"
2028,BFA,2430.721,"Gross domestic product per capita, constant prices"
2029,BFA,2482.003,"Gross domestic product per capita, constant prices"
1980,BDI,911.284,"Gross domestic product per capita, constant prices"
1981,BDI,993.03,"Gross domestic product per capita, constant prices"
1982,BDI,954.59,"Gross domestic product per capita, constant prices"
1983,BDI,961.871,"Gross domestic product per capita, constant prices"
1984,BDI,935.937,"Gross domestic product per capita, constant prices"
1985,BDI,1016.443,"Gross domestic product per capita, constant prices"
1986,BDI,1019.598,"Gross domestic product per capita, constant prices"
1987,BDI,1045.077,"Gross domestic product per capita, constant prices"
1988,BDI,1066.409,"Gross domestic product per capita, constant prices"
1989,BDI,1050.029,"Gross domestic product per capita, constant prices"
1990,BDI,1055.413,"Gross domestic product per capita, constant prices"
1991,BDI,1084.642,"Gross domestic product per capita, constant prices"
1992,BDI,1065.243,"Gross domestic product per capita, constant prices"
1993,BDI,1000.541,"Gross domestic product per capita, constant prices"
1994,BDI,945.837,"Gross domestic product per capita, constant prices"
1995,BDI,854.913,"Gross domestic product per capita, constant prices"
1996,BDI,772.302,"Gross domestic product per capita, constant prices"
1997,BDI,762.966,"Gross domestic product per capita, constant prices"
1998,BDI,785.268,"Gross domestic product per capita, constant prices"
1999,BDI,771.27,"Gross domestic product per capita, constant prices"
2000,BDI,762.145,"Gross domestic product per capita, constant prices"
2001,BDI,752.266,"Gross domestic product per capita, constant prices"
2002,BDI,747.541,"Gross domestic product per capita, constant prices"
2003,BDI,748.139,"Gross domestic product per capita, constant prices"
2004,BDI,753.704,"Gross domestic product per capita, constant prices"
2005,BDI,783.06,"Gross domestic product per capita, constant prices"
2006,BDI,801.411,"Gross domestic product per capita, constant prices"
2007,BDI,804.928,"Gross domestic product per capita, constant prices"
2008,BDI,817.097,"Gross domestic product per capita, constant prices"
2009,BDI,821.152,"Gross domestic product per capita, constant prices"
2010,BDI,836.463,"Gross domestic product per capita, constant prices"
2011,BDI,844.029,"Gross domestic product per capita, constant prices"
2012,BDI,855.054,"Gross domestic product per capita, constant prices"
2013,BDI,870.183,"Gross domestic product per capita, constant prices"
2014,BDI,880.664,"Gross domestic product per capita, constant prices"
2015,BDI,821.668,"Gross domestic product per capita, constant prices"
2016,BDI,791.413,"Gross domestic product per capita, constant prices"
2017,BDI,770.707,"Gross domestic product per capita, constant prices"
2018,BDI,760.306,"Gross domestic product per capita, constant prices"
2019,BDI,751.762,"Gross domestic product per capita, constant prices"
2020,BDI,732.311,"Gross domestic product per capita, constant prices"
2021,BDI,733.16,"Gross domestic product per capita, constant prices"
2022,BDI,724.809,"Gross domestic product per capita, constant prices"
2023,BDI,722.411,"Gross domestic product per capita, constant prices"
2024,BDI,731.403,"Gross domestic product per capita, constant prices"
2025,BDI,748.093,"Gross domestic product per capita, constant prices"
2026,BDI,770.208,"Gross domestic product per capita, constant prices"
2027,BDI,792.668,"Gross domestic product per capita, constant prices"
2028,BDI,812.133,"Gross domestic product per capita, constant prices"
2029,BDI,827.996,"Gross domestic product per capita, constant prices"
1980,CPV,2057.676,"Gross domestic product per capita, constant prices"
1981,CPV,2197.603,"Gross domestic product per capita, constant prices"
1982,CPV,2218.801,"Gross domestic product per capita, constant prices"
1983,CPV,2381.223,"Gross domestic product per capita, constant prices"
1984,CPV,2419.66,"Gross domestic product per capita, constant prices"
1985,CPV,2573.852,"Gross domestic product per capita, constant prices"
1986,CPV,2593.226,"Gross domestic product per capita, constant prices"
1987,CPV,2649.504,"Gross domestic product per capita, constant prices"
1988,CPV,2750.225,"Gross domestic product per capita, constant prices"
1989,CPV,2844.821,"Gross domestic product per capita, constant prices"
1990,CPV,2800.772,"Gross domestic product per capita, constant prices"
1991,CPV,2774.401,"Gross domestic product per capita, constant prices"
1992,CPV,2791.209,"Gross domestic product per capita, constant prices"
1993,CPV,2924.295,"Gross domestic product per capita, constant prices"
1994,CPV,3137.285,"Gross domestic product per capita, constant prices"
1995,CPV,3285.903,"Gross domestic product per capita, constant prices"
1996,CPV,3421.05,"Gross domestic product per capita, constant prices"
1997,CPV,3597.577,"Gross domestic product per capita, constant prices"
1998,CPV,3814.745,"Gross domestic product per capita, constant prices"
1999,CPV,4177.469,"Gross domestic product per capita, constant prices"
2000,CPV,4390.471,"Gross domestic product per capita, constant prices"
2001,CPV,4569.235,"Gross domestic product per capita, constant prices"
2002,CPV,4722.116,"Gross domestic product per capita, constant prices"
2003,CPV,4987.67,"Gross domestic product per capita, constant prices"
2004,CPV,5149.278,"Gross domestic product per capita, constant prices"
2005,CPV,5369.209,"Gross domestic product per capita, constant prices"
2006,CPV,5782.895,"Gross domestic product per capita, constant prices"
2007,CPV,6584.613,"Gross domestic product per capita, constant prices"
2008,CPV,6972.352,"Gross domestic product per capita, constant prices"
2009,CPV,6795.106,"Gross domestic product per capita, constant prices"
2010,CPV,6845.223,"Gross domestic product per capita, constant prices"
2011,CPV,7034.306,"Gross domestic product per capita, constant prices"
2012,CPV,7028.745,"Gross domestic product per capita, constant prices"
2013,CPV,6989.852,"Gross domestic product per capita, constant prices"
2014,CPV,6953.901,"Gross domestic product per capita, constant prices"
2015,CPV,6933.697,"Gross domestic product per capita, constant prices"
2016,CPV,7141.434,"Gross domestic product per capita, constant prices"
2017,CPV,7373.157,"Gross domestic product per capita, constant prices"
2018,CPV,7683.334,"Gross domestic product per capita, constant prices"
2019,CPV,8120.358,"Gross domestic product per capita, constant prices"
2020,CPV,6355.138,"Gross domestic product per capita, constant prices"
2021,CPV,6632.915,"Gross domestic product per capita, constant prices"
2022,CPV,7676.744,"Gross domestic product per capita, constant prices"
2023,CPV,7949.859,"Gross domestic product per capita, constant prices"
2024,CPV,8228.733,"Gross domestic product per capita, constant prices"
2025,CPV,8516.601,"Gross domestic product per capita, constant prices"
2026,CPV,8805.277,"Gross domestic product per capita, constant prices"
2027,CPV,9100.639,"Gross domestic product per capita, constant prices"
2028,CPV,9397.433,"Gross domestic product per capita, constant prices"
2029,CPV,9705.25,"Gross domestic product per capita, constant prices"
1980,KHM,,"Gross domestic product per capita, constant prices"
1981,KHM,,"Gross domestic product per capita, constant prices"
1982,KHM,,"Gross domestic product per capita, constant prices"
1983,KHM,,"Gross domestic product per capita, constant prices"
1984,KHM,,"Gross domestic product per capita, constant prices"
1985,KHM,,"Gross domestic product per capita, constant prices"
1986,KHM,,"Gross domestic product per capita, constant prices"
1987,KHM,1233.828,"Gross domestic product per capita, constant prices"
1988,KHM,1314.322,"Gross domestic product per capita, constant prices"
1989,KHM,1318.129,"Gross domestic product per capita, constant prices"
1990,KHM,1290.653,"Gross domestic product per capita, constant prices"
1991,KHM,1341.762,"Gross domestic product per capita, constant prices"
1992,KHM,1386.695,"Gross domestic product per capita, constant prices"
1993,KHM,1392.595,"Gross domestic product per capita, constant prices"
1994,KHM,1445.407,"Gross domestic product per capita, constant prices"
1995,KHM,1483.611,"Gross domestic product per capita, constant prices"
1996,KHM,1525.575,"Gross domestic product per capita, constant prices"
1997,KHM,1544.185,"Gross domestic product per capita, constant prices"
1998,KHM,1576.448,"Gross domestic product per capita, constant prices"
1999,KHM,1735.87,"Gross domestic product per capita, constant prices"
2000,KHM,1861.249,"Gross domestic product per capita, constant prices"
2001,KHM,1966.81,"Gross domestic product per capita, constant prices"
2002,KHM,2056.591,"Gross domestic product per capita, constant prices"
2003,KHM,2231.795,"Gross domestic product per capita, constant prices"
2004,KHM,2403.785,"Gross domestic product per capita, constant prices"
2005,KHM,2679.992,"Gross domestic product per capita, constant prices"
2006,KHM,2925.701,"Gross domestic product per capita, constant prices"
2007,KHM,3178.25,"Gross domestic product per capita, constant prices"
2008,KHM,3361.213,"Gross domestic product per capita, constant prices"
2009,KHM,3442.204,"Gross domestic product per capita, constant prices"
2010,KHM,3559.091,"Gross domestic product per capita, constant prices"
2011,KHM,3757.335,"Gross domestic product per capita, constant prices"
2012,KHM,3980.064,"Gross domestic product per capita, constant prices"
2013,KHM,4224.113,"Gross domestic product per capita, constant prices"
2014,KHM,4489.063,"Gross domestic product per capita, constant prices"
2015,KHM,4735.589,"Gross domestic product per capita, constant prices"
2016,KHM,5028.202,"Gross domestic product per capita, constant prices"
2017,KHM,5347.284,"Gross domestic product per capita, constant prices"
2018,KHM,5723.508,"Gross domestic product per capita, constant prices"
2019,KHM,6078.936,"Gross domestic product per capita, constant prices"
2020,KHM,5769.695,"Gross domestic product per capita, constant prices"
2021,KHM,5856.914,"Gross domestic product per capita, constant prices"
2022,KHM,6063.99,"Gross domestic product per capita, constant prices"
2023,KHM,6304.03,"Gross domestic product per capita, constant prices"
2024,KHM,6618.118,"Gross domestic product per capita, constant prices"
2025,KHM,6953.543,"Gross domestic product per capita, constant prices"
2026,KHM,7304.086,"Gross domestic product per capita, constant prices"
2027,KHM,7662.289,"Gross domestic product per capita, constant prices"
2028,KHM,8023.617,"Gross domestic product per capita, constant prices"
2029,KHM,8381.219,"Gross domestic product per capita, constant prices"
1980,AFG,,General government revenue
1981,AFG,,General government revenue
1982,AFG,,General government revenue
1983,AFG,,General government revenue
1984,AFG,,General government revenue
1985,AFG,,General government revenue
1986,AFG,,General government revenue
1987,AFG,,General government revenue
1988,AFG,,General government revenue
1989,AFG,,General government revenue
1990,AFG,,General government revenue
1991,AFG,,General government revenue
1992,AFG,,General government revenue
1993,AFG,,General government revenue
1994,AFG,,General government revenue
1995,AFG,,General government revenue
1996,AFG,,General government revenue
1997,AFG,,General government revenue
1998,AFG,,General government revenue
1999,AFG,,General government revenue
2000,AFG,,General government revenue
2001,AFG,,General government revenue
2002,AFG,6.845,General government revenue
2003,AFG,9.826,General government revenue
2004,AFG,12.676,General government revenue
2005,AFG,14.733,General government revenue
2006,AFG,18.946,General government revenue
2007,AFG,18.986,General government revenue
2008,AFG,17.036,General government revenue
2009,AFG,19.391,General government revenue
2010,AFG,21.722,General government revenue
2011,AFG,21.265,General government revenue
2012,AFG,25.21,General government revenue
2013,AFG,24.346,General government revenue
2014,AFG,23.684,General government revenue
2015,AFG,24.569,General government revenue
2016,AFG,28.156,General government revenue
2017,AFG,27.059,General government revenue
2018,AFG,30.57,General government revenue
2019,AFG,26.941,General government revenue
2020,AFG,25.694,General government revenue
2021,AFG,17.449,General government revenue
2022,AFG,15.118,General government revenue
2023,AFG,,General government revenue
2024,AFG,,General government revenue
2025,AFG,,General government revenue
2026,AFG,,General government revenue
2027,AFG,,General government revenue
2028,AFG,,General government revenue
2029,AFG,,General government revenue
1980,ALB,,General government revenue
1981,ALB,,General government revenue
1982,ALB,,General government revenue
1983,ALB,,General government revenue
1984,ALB,,General government revenue
1985,ALB,,General government revenue
1986,ALB,,General government revenue
1987,ALB,,General government revenue
1988,ALB,,General government revenue
1989,ALB,,General government revenue
1990,ALB,,General government revenue
1991,ALB,,General government revenue
1992,ALB,,General government revenue
1993,ALB,,General government revenue
1994,ALB,,General government revenue
1995,ALB,,General government revenue
1996,ALB,,General government revenue
1997,ALB,18.398,General government revenue
1998,ALB,26.826,General government revenue
1999,ALB,28.266,General government revenue
2000,ALB,26.066,General government revenue
2001,ALB,25.848,General government revenue
2002,ALB,25.323,General government revenue
2003,ALB,24.674,General government revenue
2004,ALB,24.992,General government revenue
2005,ALB,25.434,General government revenue
2006,ALB,25.928,General government revenue
2007,ALB,26.13,General government revenue
2008,ALB,26.842,General government revenue
2009,ALB,26.093,General government revenue
2010,ALB,25.867,General government revenue
2011,ALB,25.407,General government revenue
2012,ALB,24.789,General government revenue
2013,ALB,23.977,General government revenue
2014,ALB,26.272,General government revenue
2015,ALB,26.44,General government revenue
2016,ALB,27.642,General government revenue
2017,ALB,27.756,General government revenue
2018,ALB,27.457,General government revenue
2019,ALB,27.209,General government revenue
2020,ALB,25.853,General government revenue
2021,ALB,27.527,General government revenue
2022,ALB,26.787,General government revenue
2023,ALB,27.919,General government revenue
2024,ALB,27.717,General government revenue
2025,ALB,27.435,General government revenue
2026,ALB,27.639,General government revenue
2027,ALB,27.655,General government revenue
2028,ALB,27.706,General government revenue
2029,ALB,27.69,General government revenue
1980,DZA,,General government revenue
1981,DZA,,General government revenue
1982,DZA,,General government revenue
1983,DZA,,General government revenue
1984,DZA,,General government revenue
1985,DZA,,General government revenue
1986,DZA,,General government revenue
1987,DZA,,General government revenue
1988,DZA,,General government revenue
1989,DZA,,General government revenue
1990,DZA,26.625,General government revenue
1991,DZA,29.113,General government revenue
1992,DZA,27.162,General government revenue
1993,DZA,24.791,General government revenue
1994,DZA,26.895,General government revenue
1995,DZA,27.613,General government revenue
1996,DZA,29.584,General government revenue
1997,DZA,30.712,General government revenue
1998,DZA,25.213,General government revenue
1999,DZA,27.595,General government revenue
