Variable,Coef,SE,tstat,CI_lo,CI_hi,p,Spec,N,R2
log_HCI,0.16349650342984506,0.08720186675011747,1.8749197640270105,-0.007416014785046027,0.3344090216447362,0.06080376262840306,Adj. ≥2%,931,0.0745
log_GFCF,0.03139831251946427,0.024689852449247426,1.2717092005311406,-0.01699290906466873,0.07978953410359726,0.20347646040440526,Adj. ≥2%,931,0.0745
Political stability — estimate,0.01537651869645414,0.014410118359406688,1.0670640110611307,-0.01286679430094238,0.043619831693850655,0.2859429317706662,Adj. ≥2%,931,0.0745
Rule of law index,0.04131371808365766,0.040162186607409285,1.0286720314186264,-0.03740272120724143,0.12003015737455676,0.30363381693125446,Adj. ≥2%,931,0.0745
log_Production_Value,-0.02035225837770901,0.008863395921924897,-2.2962145160823453,-0.037724195165401,-0.002980321590017026,0.02166361895844856,Adj. ≥2%,931,0.0745
Trade (% of GDP),0.00015719294616706728,0.000308564238748004,0.5094334547803593,-0.00044758184869603913,0.0007619677410301738,0.6104484314994589,Adj. ≥2%,931,0.0745
Hydrocarbons_Dominant,0.0362281418719245,0.03954034822293593,0.9162322412454088,-0.04126951658120225,0.11372580032505125,0.3595450984866333,Adj. ≥2%,931,0.0745
Subsoil_Metals_Dominant,0.001089279139710797,0.04007382309495051,0.02718181235490984,-0.07745397084922163,0.07963252912864323,0.9783147219848664,Adj. ≥2%,931,0.0745
Precious_Metals_Dominant,0.03572101610405423,0.05333793325570468,0.6697112903270159,-0.06881941208692817,0.14026144429503662,0.5030418529796605,Adj. ≥2%,931,0.0745
Access to electricity (% of population),0.0025189460174901393,0.001148890990883052,2.192502193401348,0.0002671610531968221,0.0047707309817834566,0.028343264890421056,Adj. ≥2%,931,0.0745
ECI_lag1,-0.1433017713703296,0.03808256317890061,-3.762923485405651,-0.21794222363994598,-0.06866131910071321,0.0001679385949177644,Adj. ≥2%,931,0.0745
log_HCI_x_log_Production,-0.0242079107701887,0.031281659680633206,-0.7738691302615271,-0.08551883712086851,0.03710301558049112,0.4390081863790134,Adj. ≥2%,931,0.0745
log_GFCF_x_log_Production,0.014783951380913794,0.010864395455398884,1.360770734239718,-0.00650987242546866,0.03607777518729625,0.1735861531736691,Adj. ≥2%,931,0.0745
const,-0.44929361044936883,0.15844617026654503,-2.8356230364769788,-0.7598423976600983,-0.1387448232386394,0.00457363944492792,Adj. ≥1%,1120,0.0718
log_HCI,0.16427803579165445,0.07837003084751544,2.096184396192088,0.010675597863231134,0.31788047372007777,0.03606583659237639,Adj. ≥1%,1120,0.0718
log_GFCF,0.01838386180300458,0.018805493085542354,0.9775793551054547,-0.018474227356175446,0.05524195096218461,0.32828241213615195,Adj. ≥1%,1120,0.0718
Political stability — estimate,0.013309890666370464,0.012502583412046091,1.0645712352173984,-0.011194722534947778,0.037814503867688705,0.28707000247053593,Adj. ≥1%,1120,0.0718
Rule of law index,0.04848520086838599,0.030663400071094544,1.5812075880682102,-0.011613958914502252,0.10858436065127422,0.11383058094031615,Adj. ≥1%,1120,0.0718
log_Production_Value,-0.015334283616272957,0.006281103200135809,-2.441336040449296,-0.02764501967171842,-0.0030235475608274935,0.01463303135794085,Adj. ≥1%,1120,0.0718
Trade (% of GDP),0.00021269858021458568,0.0002525566748864061,0.8421815828477008,-0.0002823034066179619,0.0007077005670471332,0.3996863210698758,Adj. ≥1%,1120,0.0718
Hydrocarbons_Dominant,0.025184799722702454,0.035708798820315975,0.7052827469619042,-0.04480315989630323,0.09517275934170813,0.48063429514097034,Adj. ≥1%,1120,0.0718
Subsoil_Metals_Dominant,-0.018418283217744066,0.03772314168278361,-0.48824892085141336,-0.09235428229970163,0.0555177158642135,0.6253735368768929,Adj. ≥1%,1120,0.0718
Precious_Metals_Dominant,-0.0002476789115639878,0.04001225784859179,-0.006190075863781947,-0.07867026323493401,0.07817490541180602,0.9950610655790006,Adj. ≥1%,1120,0.0718
Access to electricity (% of population),0.0022256303136512705,0.0008423506050193186,2.6421662196114024,0.0005746534654578815,0.0038766071618446594,0.008237761657214944,Adj. ≥1%,1120,0.0718
ECI_lag1,-0.13988741918641787,0.03492943139838225,-4.004858183660462,-0.20834784672770962,-0.07142699164512613,6.205469824590101e-05,Adj. ≥1%,1120,0.0718
log_HCI_x_log_Production,-0.01122886419187415,0.026273793404788717,-0.4273788721284363,-0.06272455300250604,0.04026682461875773,0.669103393615069,Adj. ≥1%,1120,0.0718
log_GFCF_x_log_Production,0.01531928430645952,0.010426409527472159,1.4692770570823357,-0.005116102855451193,0.03575467146837023,0.14175765710062777,Adj. ≥1%,1120,0.0718
