,Country,Country Code,Year,PC1,PC2,PC3,Cluster,hover_text
53,Israel,ISR,1995.0,-2.179254198342311,-0.7477742783463055,-0.395145920281192,5,<b>Israel</b><br>Cluster: 5<br><br>Top Resources:<br>  Natural Gas: $2
54,Italy,ITA,1995.0,1.295938733935226,0.41250118328446644,2.646755632019973,4,<b>Italy</b><br>Cluster: 4<br><br>Top Resources:<br>  Aluminium: $359.2M<br>  Zinc: $30.5M<br>  Coal: $16.8M
55,Jamaica,JAM,1995.0,-1.6137064591765256,-1.2207899140791745,-0.5132311942029002,5,<b>Jamaica</b><br>Cluster: 5<br><br>Top Resources:<br>  Bauxite: $272.5M
56,Japan,JPN,1995.0,1.8979596102265657,2.9730486627023995,0.5252957460193826,4,<b>Japan</b><br>Cluster: 4<br><br>Top Resources:<br>  Coal: $286.8M<br>  Zinc: $125.8M<br>  Gold: $122.2M
57,Kazakhstan,KAZ,1995.0,2.9622853019001183,2.319757897314704,2.0601098426806184,4,<b>Kazakhstan</b><br>Cluster: 4<br><br>Top Resources:<br>  Coal: $3.8B<br>  Copper: $758.3M<br>  Zinc: $214.4M
58,Kenya,KEN,1995.0,-1.6581998606839738,0.11375260054082385,-0.8264310192293339,5,<b>Kenya</b><br>Cluster: 5<br><br>Top Resources:<br>  Gold: $2.0M<br>  Lead: $4.0K
59,"Korea, Rep.",KOR,1995.0,0.35721094026883865,1.5653823209657138,0.294191148856548,3,"<b>Korea, Rep.</b><br>Cluster: 3<br><br>Top Resources:<br>  Coal: $262.0M<br>  Gold: $16.3M<br>  Cadmium: $10.9M"
60,Kuwait,KWT,1995.0,-1.5536079778468166,-1.4834787460688246,1.5600809436383107,0,<b>Kuwait</b><br>Cluster: 0<br><br>Top Resources:<br>  Oil: $42.2M<br>  Natural Gas: $623
61,Kyrgyz Republic,KGZ,1995.0,-1.5078285245877536,0.11203151526518253,-0.9449520936623722,5,<b>Kyrgyz Republic</b><br>Cluster: 5<br><br>Top Resources:<br>  Coal: $21.2M<br>  Gold: $19.8M
62,Lao PDR,LAO,1995.0,-1.8989807285014504,-0.4621378350012667,-0.4424561487668761,5,<b>Lao PDR</b><br>Cluster: 5<br><br>Top Resources:<br>  Coal: $1.6M
63,Liberia,LBR,1995.0,-1.9141164374161543,-0.18794980555605112,-1.0511991813131178,5,<b>Liberia</b><br>Cluster: 5<br><br>Top Resources:<br>  Gold: $10.6M
64,Libya,LBY,1995.0,-1.581646971053986,-1.4544846910502671,1.4761839750197452,0,<b>Libya</b><br>Cluster: 0<br><br>Top Resources:<br>  Oil: $28.5M<br>  Natural Gas: $426
65,Madagascar,MDG,1995.0,-1.5714402491015251,-1.3515988616343388,-0.38223609493027894,5,<b>Madagascar</b><br>Cluster: 5<br><br>Top Resources:<br>  Natural Graphite: $8.5M
66,Malawi,MWI,1995.0,-1.9190951012554647,-0.4764469621412452,-0.44886541890273823,5,<b>Malawi</b><br>Cluster: 5<br><br>Top Resources:<br>  Coal: $687.2K
67,Malaysia,MYS,1995.0,0.6751469308304986,0.2594852685310414,1.12192630529183,0,<b>Malaysia</b><br>Cluster: 0<br><br>Top Resources:<br>  Copper: $67.6M<br>  Gold: $42.1M<br>  Oil: $13.9M
68,Mali,MLI,1995.0,-1.8692336933566691,-0.11591479909671867,-1.121896229302338,5,<b>Mali</b><br>Cluster: 5<br><br>Top Resources:<br>  Gold: $103.7M
69,Mauritania,MRT,1995.0,-1.9061909176443113,-0.17522966377502197,-1.0636830626664264,5,<b>Mauritania</b><br>Cluster: 5<br><br>Top Resources:<br>  Gold: $15.9M
70,Mexico,MEX,1995.0,3.707266270181058,1.983409656330228,2.994504138634434,4,<b>Mexico</b><br>Cluster: 4<br><br>Top Resources:<br>  Copper: $1.1B<br>  Zinc: $480.0M<br>  Silver: $411.6M
71,Mongolia,MNG,1995.0,-0.36972600995461186,1.6525534010957879,-1.1229239043023698,3,<b>Mongolia</b><br>Cluster: 3<br><br>Top Resources:<br>  Copper: $397.4M<br>  Coal: $229.9M<br>  Gold: $59.9M
72,Morocco,MAR,1995.0,1.6271362612203135,2.831514042074384,-1.3730369138866996,3,<b>Morocco</b><br>Cluster: 3<br><br>Top Resources:<br>  Zinc: $105.4M<br>  Lead: $68.7M<br>  Copper: $44.3M
73,Mozambique,MOZ,1995.0,-0.9475580276693139,-1.1452362902741495,-0.8411891219931982,5,<b>Mozambique</b><br>Cluster: 5<br><br>Top Resources:<br>  Gold: $3.1M<br>  Natural Graphite: $1.6M<br>  Bauxite: $267.6K
74,Myanmar,MMR,1995.0,1.3842128994539287,1.724484585357172,-0.6923598987296379,3,<b>Myanmar</b><br>Cluster: 3<br><br>Top Resources:<br>  Tin: $152.9M<br>  Copper: $17.2M<br>  Lead: $4.8M
75,Namibia,NAM,1995.0,0.30026316911991185,2.7456315764397248,-0.6382154472191899,3,<b>Namibia</b><br>Cluster: 3<br><br>Top Resources:<br>  Copper: $73.4M<br>  Zinc: $39.9M<br>  Gold: $27.9M
76,Nepal,NPL,2000.0,-1.9306184445023742,-0.48464453238686556,-0.4525372321201281,5,<b>Nepal</b><br>Cluster: 5<br><br>Top Resources:<br>  Coal: $419.6K
77,Netherlands,NLD,1995.0,-0.5909183414788308,-1.2373848312431808,1.8532724048176987,0,<b>Netherlands</b><br>Cluster: 0<br><br>Top Resources:<br>  Aluminium: $436.3M<br>  Cadmium: $3.2M<br>  Natural Gas: $5.0K
78,New Zealand,NZL,1995.0,-0.4342672477060751,0.7367464645906022,-0.5616250292724613,3,<b>New Zealand</b><br>Cluster: 3<br><br>Top Resources:<br>  Aluminium: $552.1M<br>  Coal: $163.9M<br>  Gold: $161.4M
79,Nicaragua,NIC,1995.0,-1.4992163932265363,0.41924654422450863,-1.090827069906188,5,<b>Nicaragua</b><br>Cluster: 5<br><br>Top Resources:<br>  Gold: $20.2M<br>  Silver: $189.0K
80,Niger,NER,1995.0,-1.5843480615310765,0.010021574602461973,-0.8685066365650943,5,<b>Niger</b><br>Cluster: 5<br><br>Top Resources:<br>  Coal: $7.8M<br>  Gold: $1.3M
81,Nigeria,NGA,1995.0,-1.2706525771244088,-1.221772349750352,1.5551300251610554,0,<b>Nigeria</b><br>Cluster: 0<br><br>Top Resources:<br>  Oil: $38.6M<br>  Coal: $893.6K<br>  Natural Gas: $324
82,North Macedonia,MKD,1995.0,0.3272841207739504,2.3974700229540638,0.04590184801582013,3,<b>North Macedonia</b><br>Cluster: 3<br><br>Top Resources:<br>  Coal: $332.1M<br>  Copper: $32.6M<br>  Zinc: $27.5M
83,Norway,NOR,1995.0,2.1526057050535825,-0.0791748209044508,3.5082145847361925,4,<b>Norway</b><br>Cluster: 4<br><br>Top Resources:<br>  Aluminium: $1.7B<br>  Oil: $57.5M<br>  Copper: $22.2M
