,Country,Country Code,Year,PC1,PC2,Cluster,Aluminium,Bauxite,Cadmium,Coal,Cobalt,Copper,Gold,Lead,Lithium,Magnesium compounds,Manganese,Natural Gas,Natural Graphite,Nickel,Oil,Rare Earth,Silver,Tin,Vanadium,Zinc,Aluminium_Share,Bauxite_Share,Cadmium_Share,Coal_Share,Cobalt_Share,Copper_Share,Gold_Share,Lead_Share,Lithium_Share,Magnesium compounds_Share,Manganese_Share,Natural Gas_Share,Natural Graphite_Share,Nickel_Share,Oil_Share,Rare Earth_Share,Silver_Share,Tin_Share,Vanadium_Share,Zinc_Share,Dominant_Resources,Is_Dominant,Max_Production_Share,hover_text
30,Malaysia,MYS,1995,3.372209214010229,0.6878003971454737,0,0.0,4629268.3,0.0,5227224.287,0.0,67648260.0,42054600.0,0.0,0.0,0.0,0.0,1929781720.1844196,0.0,0.0,5087940671.929586,0.0,1962090.9,0.0,0.0,0.0,0.0,0.15344684743159506,0.0,0.002502174967359993,0.0,0.2041717510362078,0.14627342768786675,0.0,0.0,0.0,0.0,1.3746542988497692,0.0,0.0,1.054945257624491,0.0,0.07770727691930451,0.0,0.0,0.0,[],False,1.3746542988497692,"<b>Malaysia</b><br>Cluster: Some Oil, No Minerals<br><br><b>Top Production (Total Value):</b><br>   Oil: $5.1B (1.1% global)<br>   Natural Gas: $1.9B (1.4% global)<br>   Copper: $67.6M<br>   Gold: $42.1M<br>   Coal: $5.2M"
31,Mali,MLI,1995,-3.6386970350267105,-0.47875211761720227,1,0.0,0.0,0.0,0.0,0.0,0.0,103740000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36082629220915896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],False,0.36082629220915896,"<b>Mali</b><br>Cluster: Oil, Few Minerals<br><br><b>Top Production (Total Value):</b><br>   Gold: $103.7M"
32,Mongolia,MNG,1995,-4.123628609363348,5.407913142396554,3,0.0,0.0,0.0,229933730.88718992,0.0,397394000.0,59903199.99999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3719100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11006499702116493,0.0,1.1993897379072687,0.20835405386026304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1472924284958385,0.0,0.0,0.0,[],False,1.1993897379072687,"<b>Mongolia</b><br>Cluster: Minerals, No Oil<br><br><b>Top Production (Total Value):</b><br>   Copper: $397.4M (1.2% global)<br>   Coal: $229.9M<br>   Gold: $59.9M<br>   Silver: $3.7M"
33,Mozambique,MOZ,1995,-3.4523854473179116,-1.5140311410220304,1,0.0,267641.3,0.0,0.0,0.0,0.0,3138800.0,0.0,0.0,0.0,0.0,0.0,1601277.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008871534563571044,0.0,0.0,0.0,0.0,0.010917308328379682,0.0,0.0,0.0,0.0,0.0,0.6196417612685929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],False,0.6196417612685929,"<b>Mozambique</b><br>Cluster: Oil, Few Minerals<br><br><b>Top Production (Total Value):</b><br>   Gold: $3.1M<br>   Natural Graphite: $1.6M<br>   Bauxite: $267.6K"
34,Myanmar,MMR,1995,-2.7998583872048592,-0.9268470554240065,1,0.0,0.0,0.0,1590065.7365277126,0.0,17219320.0,1290100.0,4790400.0,0.0,0.0,0.0,109918273.85944784,0.0,0.0,0.0,0.0,782250.7,152934782.60869563,0.0,951720.0,0.0,0.0,0.0,0.000761134870813029,0.0,0.05197027559988673,0.004487198762088259,0.17387316604561345,0.0,0.0,0.0,0.07829881799719625,0.0,0.0,0.0,0.0,0.030980507460291365,10.195342767423838,0.0,0.01018708633506217,[],False,10.195342767423838,"<b>Myanmar</b><br>Cluster: Oil, Few Minerals<br><br><b>Top Production (Total Value):</b><br>   Tin: $152.9M (10.2% global)<br>   Natural Gas: $109.9M<br>   Copper: $17.2M<br>   Lead: $4.8M<br>   Coal: $1.6M"
35,Niger,NER,1995,-3.4432114091863277,-1.2641473004517874,1,0.0,0.0,0.0,7832635.964039402,0.0,0.0,1330000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037493370403876456,0.0,0.0,0.0046259781052456275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],False,0.0046259781052456275,"<b>Niger</b><br>Cluster: Oil, Few Minerals<br><br><b>Top Production (Total Value):</b><br>   Coal: $7.8M<br>   Gold: $1.3M"
36,Nigeria,NGA,1995,1.2901308718251836,-1.732009349704753,2,0.0,0.0,0.0,893575.8957869378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313208745.9190066,0.0,0.0,14082856059.201649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00042773814841558526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22311007743080996,0.0,0.0,2.9199715899652525,0.0,0.0,0.0,0.0,0.0,[],False,2.9199715899652525,"<b>Nigeria</b><br>Cluster: No Oil, No Minerals<br><br><b>Top Production (Total Value):</b><br>   Oil: $14.1B (2.9% global)<br>   Natural Gas: $313.2M<br>   Coal: $893.6K"
37,Oman,OMN,1995,5.62587155099888,-0.3177936987737731,0,0.0,0.0,0.0,0.0,0.0,0.0,8126300.0,0.0,0.0,0.0,0.0,260457626.85998783,0.0,0.0,6273199578.458638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02826472622305079,0.0,0.0,0.0,0.0,0.185533520546083,0.0,0.0,1.300699550593833,0.0,0.0,0.0,0.0,0.0,[],False,1.300699550593833,"<b>Oman</b><br>Cluster: Some Oil, No Minerals<br><br><b>Top Production (Total Value):</b><br>   Oil: $6.3B (1.3% global)<br>   Natural Gas: $260.5M<br>   Gold: $8.1M"
38,Papua New Guinea,PNG,1995,-4.292256288517418,3.967814682622032,3,0.0,0.0,0.0,0.0,0.0,693522620.0,687623300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11538596.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.093146633906305,2.391676940193042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45697826637092226,0.0,0.0,0.0,[],False,2.391676940193042,"<b>Papua New Guinea</b><br>Cluster: Minerals, No Oil<br><br><b>Top Production (Total Value):</b><br>   Copper: $693.5M (2.1% global)<br>   Gold: $687.6M (2.4% global)<br>   Silver: $11.5M"
39,Qatar,QAT,1995,7.645504508107036,-0.4498310185593504,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635023191.1951059,0.0,0.0,3330929976.537016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45235031014918564,0.0,0.0,0.6906426408652143,0.0,0.0,0.0,0.0,0.0,[],False,0.6906426408652143,"<b>Qatar</b><br>Cluster: Some Oil, No Minerals<br><br><b>Top Production (Total Value):</b><br>   Oil: $3.3B<br>   Natural Gas: $635.0M"
40,Russian Federation,RUS,1995,4.306629621587842,5.233096630999676,0,5635396000.0,93020600.0,3626375.0,12349936521.58994,218400000.0,1714434000.0,1700245400.0,22754400.0,0.0,170777777.77777776,0.0,36918727845.27239,7266480.0,964291187.7394636,45067135043.88349,15277200.0,85008000.0,0.0,69874509.80392157,173052000.0,14.028127053457734,3.0833636962012836,4.246825497940289,5.911684732881885,18.65671641791045,5.17439756493382,5.913757890183906,0.8258975387166639,0.0,3.7378985534332596,0.0,26.298563930701135,2.8118887477243204,14.651038891848694,9.344322871445105,2.3152768352560775,3.3666840799048803,0.0,18.38548642396201,1.8523259618954933,"['Cobalt', 'Natural Gas', 'Vanadium']",True,26.298563930701135,"<b>Russian Federation</b><br>Cluster: Some Oil, No Minerals<br><br>🔴 <b>MAJOR PRODUCER (>15% global)</b><br>   • Cobalt: 18.7%<br>   • Natural Gas: 26.3%<br>   • Vanadium: 18.4%<br><br><b>Top Production (Total Value):</b><br>   Oil: $45.1B (9.3% global)<br>   Natural Gas: $36.9B (26.3% global)<br>   Coal: $12.3B (5.9% global)<br>   Aluminium: $5.6B (14.0% global)<br>   Copper: $1.7B (5.2% global)"
41,Saudi Arabia,SAU,1995,6.250386616923912,0.23738525736248475,0,0.0,0.0,0.0,0.0,0.0,3015500.0,107464000.0,0.0,0.0,0.0,0.0,2782133689.0039806,0.0,0.0,64853446764.03703,0.0,2992989.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009101193663365245,0.37377903090384673,0.0,0.0,0.0,0.0,1.9818158683763483,0.0,0.0,13.44686200485439,0.0,0.11853533531331764,0.0,0.0,0.0,[],False,13.44686200485439,"<b>Saudi Arabia</b><br>Cluster: Some Oil, No Minerals<br><br><b>Top Production (Total Value):</b><br>   Oil: $64.9B (13.4% global)<br>   Natural Gas: $2.8B (2.0% global)<br>   Gold: $107.5M<br>   Copper: $3.0M<br>   Silver: $3.0M"
42,Tanzania,TZA,1995,-3.447606568247137,-1.5080452324506652,1,0.0,0.0,0.0,1979106.8289154428,0.0,0.0,4256000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009473616001821729,0.0,0.0,0.014803129936786008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],False,0.014803129936786008,"<b>Tanzania</b><br>Cluster: Oil, Few Minerals<br><br><b>Top Production (Total Value):</b><br>   Gold: $4.3M<br>   Coal: $2.0M"
43,Trinidad and Tobago,TTO,1995,5.290575831447916,-0.5609323096195092,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503532685.6083478,0.0,0.0,1026260760.531252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35868480027717126,0.0,0.0,0.21278725366857643,0.0,0.0,0.0,0.0,0.0,[],False,0.35868480027717126,"<b>Trinidad and Tobago</b><br>Cluster: Some Oil, No Minerals<br><br><b>Top Production (Total Value):</b><br>   Oil: $1.0B<br>   Natural Gas: $503.5M"
44,Uganda,UGA,1995,-3.528614003958289,-1.0901726347010563,1,0.0,0.0,0.0,0.0,0.0,0.0,41150200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14312776257629972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],False,0.14312776257629972,"<b>Uganda</b><br>Cluster: Oil, Few Minerals<br><br><b>Top Production (Total Value):</b><br>   Gold: $41.2M"
45,United Arab Emirates,ARE,1995,8.146570079217746,0.35763291856220103,0,499748000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2083146659.2385373,0.0,0.0,17663248582.664646,0.0,0.0,0.0,0.0,0.0,1.2440170023031913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.483901769980042,0.0,0.0,3.6623383659577513,0.0,0.0,0.0,0.0,0.0,[],False,3.6623383659577513,"<b>United Arab Emirates</b><br>Cluster: Some Oil, No Minerals<br><br><b>Top Production (Total Value):</b><br>   Oil: $17.7B (3.7% global)<br>   Natural Gas: $2.1B (1.5% global)<br>   Aluminium: $499.7M (1.2% global)"
46,Uzbekistan,UZB,1995,2.053093104241243,3.3620389374753814,0,0.0,0.0,1450550.0,139911857.7663834,0.0,130400000.0,845880000.0,14970000.0,0.0,0.0,0.0,2956624512.0,0.0,0.0,1245197049.461796,0.0,8855000.0,0.0,0.0,31680000.0,0.0,0.0,1.698730199176116,0.06697320201287862,0.0,0.39356513138876736,2.9421220749362194,0.543353643892542,0.0,0.0,0.0,2.1061120814829732,0.0,0.0,0.2581820046340175,0.0,0.350696258323425,0.0,0.0,0.3390985742600445,[],False,2.9421220749362194,"<b>Uzbekistan</b><br>Cluster: Some Oil, No Minerals<br><br><b>Top Production (Total Value):</b><br>   Natural Gas: $3.0B (2.1% global)<br>   Oil: $1.2B<br>   Gold: $845.9M (2.9% global)<br>   Coal: $139.9M<br>   Copper: $130.4M"
47,"Venezuela, RB",VEN,1995,5.026907554054598,1.6785586067901754,0,1272250540.0,126013044.0,0.0,199285062.63384667,0.0,0.0,96544700.0,0.0,0.0,0.0,0.0,2082403926.4831688,0.0,0.0,21385250636.704044,0.0,0.0,0.0,0.0,0.0,3.1669987732805667,4.176967737441115,0.0,0.09539405001834379,0.0,0.0,0.3357997506597801,0.0,0.0,0.0,0.0,1.483372694196815,0.0,0.0,4.43406678595294,0.0,0.0,0.0,0.0,0.0,[],False,4.43406678595294,"<b>Venezuela, RB</b><br>Cluster: Some Oil, No Minerals<br><br><b>Top Production (Total Value):</b><br>   Oil: $21.4B (4.4% global)<br>   Natural Gas: $2.1B (1.5% global)<br>   Aluminium: $1.3B (3.2% global)<br>   Coal: $199.3M<br>   Bauxite: $126.0M (4.2% global)"
48,Viet Nam,VNM,1995,-1.0428517564727906,-0.9859915651954511,1,0.0,0.0,0.0,382535694.9408321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9578197.482623417,0.0,0.0,1116511513.888409,0.0,0.0,0.0,0.0,15840000.0,0.0,0.0,0.0,0.18311271670187831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006822901371177898,0.0,0.0,0.23150005131899837,0.0,0.0,0.0,0.0,0.16954928713002226,[],False,0.23150005131899837,"<b>Viet Nam</b><br>Cluster: Oil, Few Minerals<br><br><b>Top Production (Total Value):</b><br>   Oil: $1.1B<br>   Coal: $382.5M<br>   Zinc: $15.8M<br>   Natural Gas: $9.6M"
49,"Yemen, Rep.",YEM,1995,0.7108478470125524,-2.154772823773556,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2540144876.213016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5266794492365412,0.0,0.0,0.0,0.0,0.0,[],False,0.5266794492365412,"<b>Yemen, Rep.</b><br>Cluster: No Oil, No Minerals<br><br><b>Top Production (Total Value):</b><br>   Oil: $2.5B"
50,Zambia,ZMB,1995,-3.890198542435723,1.784009814202428,3,0.0,0.0,0.0,6472503.95839888,182894400.0,1114717880.0,1050700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1394662.5,0.0,0.0,0.0,0.0,0.0,0.0,0.003098267166595782,15.62366737739872,3.3643718474203084,0.003654522703144046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05523466068593944,0.0,0.0,0.0,['Cobalt'],True,15.62366737739872,"<b>Zambia</b><br>Cluster: Minerals, No Oil<br><br>🔴 <b>MAJOR PRODUCER (>15% global)</b><br>   • Cobalt: 15.6%<br><br><b>Top Production (Total Value):</b><br>   Copper: $1.1B (3.4% global)<br>   Cobalt: $182.9M (15.6% global)<br>   Coal: $6.5M<br>   Silver: $1.4M<br>   Gold: $1.1M"
51,Zimbabwe,ZWE,1995,-3.801369734171335,2.2357425864250944,3,0.0,0.0,0.0,253802125.74517483,0.0,26226700.0,318654700.0,0.0,2412799.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2769844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12149035335669532,0.0,0.07915578705056583,1.1083380942357999,0.0,5.926951613463101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10969778960356735,0.0,0.0,0.0,[],False,5.926951613463101,"<b>Zimbabwe</b><br>Cluster: Minerals, No Oil<br><br><b>Top Production (Total Value):</b><br>   Gold: $318.7M (1.1% global)<br>   Coal: $253.8M<br>   Copper: $26.2M<br>   Silver: $2.8M<br>   Lithium: $2.4M (5.9% global)"
