Variable,Coef,SE,tstat,CI_lo,CI_hi,p,Spec,N,R2
Political stability — estimate,0.017182260754160784,0.012231015386414211,1.4048106564599898,-0.006790088897566323,0.04115461040588789,0.16007758940143213,Adj. ≥2%,1222,0.8831
Rule of law index,0.06832651984095073,0.028725961236039897,2.3785633935628776,0.012024670397018836,0.12462836928488262,0.017380248147119155,Adj. ≥2%,1222,0.8831
log_Production_Value,-0.011886893588519694,0.0050669493029698864,-2.3459665526064053,-0.021817931733831,-0.001955855443208386,0.018977810423212508,Adj. ≥2%,1222,0.8831
Trade (% of GDP),-7.949844175188204e-05,0.00028305552496387754,-0.2808581170144173,-0.0006342770763061602,0.00047528019280239614,0.7788192258833554,Adj. ≥2%,1222,0.8831
ECI_lag1,0.8854642544239582,0.0247155415951792,35.826212871526515,0.8370226830390053,0.933905825808911,4.3162975876685055e-281,Adj. ≥2%,1222,0.8831
log_HCI_x_log_Production,-0.03325072741745588,0.02164760109705971,-1.5360005604488052,-0.07567924591938269,0.009177791084470914,0.12453824289089196,Adj. ≥2%,1222,0.8831
log_GFCF_x_log_Production,-1.2574515117977358e-06,0.006835917378918183,-0.00018394773401967794,-0.013399409315482882,0.013396894412459287,0.9998532309438587,Adj. ≥2%,1222,0.8831
const,-0.3654408613200249,0.11186863540471696,-3.266696335375304,-0.5846993577129125,-0.1461823649271373,0.0010881032759320834,Adj. ≥1%,1438,0.8861
log_HCI,0.23481485520799533,0.076144734279034,3.083796370573851,0.08557391840871623,0.38405579200727447,0.002043774309611566,Adj. ≥1%,1438,0.8861
log_GFCF,0.0263694774737767,0.012177479084641634,2.1654299129147483,0.002502057045389316,0.05023689790216408,0.03035477734947447,Adj. ≥1%,1438,0.8861
Political stability — estimate,0.008317036436998455,0.010690773000789784,0.7779639916013587,-0.012636493611442721,0.02927056648543963,0.4365902414646612,Adj. ≥1%,1438,0.8861
Rule of law index,0.03907295153912205,0.025563749133288318,1.5284515324961654,-0.01103107607194008,0.08917697915018417,0.1264004684800139,Adj. ≥1%,1438,0.8861
log_Production_Value,-0.006893949407033431,0.00362341814161185,-1.9026093974256888,-0.01399571846552171,0.0002078196514548481,0.05709153201446289,Adj. ≥1%,1438,0.8861
Trade (% of GDP),-3.671117436675836e-05,0.00023500667188301752,-0.1562133282115181,-0.0004973157873840945,0.0004238934386505777,0.8758648713152978,Adj. ≥1%,1438,0.8861
ECI_lag1,0.8971760109667368,0.021540728119578204,41.65021748504873,0.8549569596515944,0.9393950622818793,0.0,Adj. ≥1%,1438,0.8861
log_HCI_x_log_Production,-0.018688702897824823,0.01940040164577205,-0.9633152570270457,-0.056712791409149636,0.01933538561349999,0.3353893390008865,Adj. ≥1%,1438,0.8861
log_GFCF_x_log_Production,0.0023872494721833247,0.0067362316506666305,0.35438945629892016,-0.01081552195464207,0.01559002089900872,0.7230470351682479,Adj. ≥1%,1438,0.8861
