FROM_NAME,FROM_TYPE,FROM_LAT,FROM_LON,TO_NAME,TO_TYPE,TO_LAT,TO_LON,EDGE_TYPE,PRODUCT_FORM,COMMODITIES,DISTANCE_KM,EXPORT_VALUE,EXPORT_UNIT,DESTINATION_TOTAL
Coquimbo,port,-29.96,-71.35,Thailand,country,13.76,100.5,port_to_country,concentrate,Copper,,0.02,kMT,0.69
Mejillones,port,-23.1,-70.45,Thailand,country,13.76,100.5,port_to_country,concentrate,Copper,,0.04,kMT,0.69
Patache,port,-20.8,-70.22,Thailand,country,13.76,100.5,port_to_country,concentrate,Copper,,0.07,kMT,0.69
San Antonio,port,-33.59,-71.62,Thailand,country,13.76,100.5,port_to_country,concentrate,Copper,,0.01,kMT,0.69
Ventanas,port,-32.74,-71.49,Thailand,country,13.76,100.5,port_to_country,concentrate,Copper,,0.07,kMT,0.69
Angamos,port,-23.1,-70.42,Taiwan,country,25.03,121.57,port_to_country,concentrate,Copper,,0.84,kMT,14.66
Antofagasta (ATI),port,-23.65,-70.4,Taiwan,country,25.03,121.57,port_to_country,concentrate,Copper,,0.67,kMT,14.66
Barquito,port,-27.07,-70.84,Taiwan,country,25.03,121.57,port_to_country,concentrate,Copper,,0.18,kMT,14.66
Caldera,port,-27.07,-70.82,Taiwan,country,25.03,121.57,port_to_country,concentrate,Copper,,1.2,kMT,14.66
Coloso,port,-23.76,-70.45,Taiwan,country,25.03,121.57,port_to_country,concentrate,Copper,,4.99,kMT,14.66
Coquimbo,port,-29.96,-71.35,Taiwan,country,25.03,121.57,port_to_country,concentrate,Copper,,0.38,kMT,14.66
Mejillones,port,-23.1,-70.45,Taiwan,country,25.03,121.57,port_to_country,concentrate,Copper,,0.88,kMT,14.66
Patache,port,-20.8,-70.22,Taiwan,country,25.03,121.57,port_to_country,concentrate,Copper,,1.59,kMT,14.66
San Antonio,port,-33.59,-71.62,Taiwan,country,25.03,121.57,port_to_country,concentrate,Copper,,0.2,kMT,14.66
Ventanas,port,-32.74,-71.49,Taiwan,country,25.03,121.57,port_to_country,concentrate,Copper,,1.51,kMT,14.66
Angamos,port,-23.1,-70.42,Turkey,country,41.01,28.98,port_to_country,concentrate,Copper,,0.43,kMT,7.59
Antofagasta (ATI),port,-23.65,-70.4,Turkey,country,41.01,28.98,port_to_country,concentrate,Copper,,0.35,kMT,7.59
Barquito,port,-27.07,-70.84,Turkey,country,41.01,28.98,port_to_country,concentrate,Copper,,0.09,kMT,7.59
Caldera,port,-27.07,-70.82,Turkey,country,41.01,28.98,port_to_country,concentrate,Copper,,0.62,kMT,7.59
Coloso,port,-23.76,-70.45,Turkey,country,41.01,28.98,port_to_country,concentrate,Copper,,2.58,kMT,7.59
Coquimbo,port,-29.96,-71.35,Turkey,country,41.01,28.98,port_to_country,concentrate,Copper,,0.2,kMT,7.59
Mejillones,port,-23.1,-70.45,Turkey,country,41.01,28.98,port_to_country,concentrate,Copper,,0.45,kMT,7.59
Patache,port,-20.8,-70.22,Turkey,country,41.01,28.98,port_to_country,concentrate,Copper,,0.82,kMT,7.59
San Antonio,port,-33.59,-71.62,Turkey,country,41.01,28.98,port_to_country,concentrate,Copper,,0.1,kMT,7.59
Ventanas,port,-32.74,-71.49,Turkey,country,41.01,28.98,port_to_country,concentrate,Copper,,0.78,kMT,7.59
Angamos,port,-23.1,-70.42,Germany,country,53.55,9.99,port_to_country,cathode,Copper,,10.22,kMT,15.59
Antofagasta (ATI),port,-23.65,-70.4,Germany,country,53.55,9.99,port_to_country,cathode,Copper,,1.95,kMT,15.59
Barquito,port,-27.07,-70.84,Germany,country,53.55,9.99,port_to_country,cathode,Copper,,0.34,kMT,15.59
San Antonio,port,-33.59,-71.62,Germany,country,53.55,9.99,port_to_country,cathode,Copper,,2.18,kMT,15.59
Angamos,port,-23.1,-70.42,Belgium,country,51.26,4.35,port_to_country,cathode,Copper,,0.06,kMT,0.1
Antofagasta (ATI),port,-23.65,-70.4,Belgium,country,51.26,4.35,port_to_country,cathode,Copper,,0.01,kMT,0.1
Barquito,port,-27.07,-70.84,Belgium,country,51.26,4.35,port_to_country,cathode,Copper,,0.0,kMT,0.1
San Antonio,port,-33.59,-71.62,Belgium,country,51.26,4.35,port_to_country,cathode,Copper,,0.01,kMT,0.1
Angamos,port,-23.1,-70.42,Spain,country,36.72,-4.42,port_to_country,cathode,Copper,,25.74,kMT,39.26
Antofagasta (ATI),port,-23.65,-70.4,Spain,country,36.72,-4.42,port_to_country,cathode,Copper,,4.91,kMT,39.26
Barquito,port,-27.07,-70.84,Spain,country,36.72,-4.42,port_to_country,cathode,Copper,,0.87,kMT,39.26
San Antonio,port,-33.59,-71.62,Spain,country,36.72,-4.42,port_to_country,cathode,Copper,,5.49,kMT,39.26
Angamos,port,-23.1,-70.42,France,country,48.86,2.35,port_to_country,cathode,Copper,,58.69,kMT,89.52
Antofagasta (ATI),port,-23.65,-70.4,France,country,48.86,2.35,port_to_country,cathode,Copper,,11.2,kMT,89.52
Barquito,port,-27.07,-70.84,France,country,48.86,2.35,port_to_country,cathode,Copper,,1.98,kMT,89.52
San Antonio,port,-33.59,-71.62,France,country,48.86,2.35,port_to_country,cathode,Copper,,12.52,kMT,89.52
Angamos,port,-23.1,-70.42,Greece,country,37.98,23.73,port_to_country,cathode,Copper,,0.81,kMT,1.23
Antofagasta (ATI),port,-23.65,-70.4,Greece,country,37.98,23.73,port_to_country,cathode,Copper,,0.15,kMT,1.23
Barquito,port,-27.07,-70.84,Greece,country,37.98,23.73,port_to_country,cathode,Copper,,0.03,kMT,1.23
San Antonio,port,-33.59,-71.62,Greece,country,37.98,23.73,port_to_country,cathode,Copper,,0.17,kMT,1.23
Angamos,port,-23.1,-70.42,Italy,country,45.46,9.19,port_to_country,cathode,Copper,,30.9,kMT,47.14
Antofagasta (ATI),port,-23.65,-70.4,Italy,country,45.46,9.19,port_to_country,cathode,Copper,,5.9,kMT,47.14
Barquito,port,-27.07,-70.84,Italy,country,45.46,9.19,port_to_country,cathode,Copper,,1.04,kMT,47.14
San Antonio,port,-33.59,-71.62,Italy,country,45.46,9.19,port_to_country,cathode,Copper,,6.59,kMT,47.14
Angamos,port,-23.1,-70.42,Netherlands,country,51.92,4.48,port_to_country,cathode,Copper,,26.47,kMT,40.38
Antofagasta (ATI),port,-23.65,-70.4,Netherlands,country,51.92,4.48,port_to_country,cathode,Copper,,5.05,kMT,40.38
Barquito,port,-27.07,-70.84,Netherlands,country,51.92,4.48,port_to_country,cathode,Copper,,0.89,kMT,40.38
San Antonio,port,-33.59,-71.62,Netherlands,country,51.92,4.48,port_to_country,cathode,Copper,,5.65,kMT,40.38
Angamos,port,-23.1,-70.42,United Kingdom,country,51.51,-0.13,port_to_country,cathode,Copper,,0.05,kMT,0.08
Antofagasta (ATI),port,-23.65,-70.4,United Kingdom,country,51.51,-0.13,port_to_country,cathode,Copper,,0.01,kMT,0.08
Barquito,port,-27.07,-70.84,United Kingdom,country,51.51,-0.13,port_to_country,cathode,Copper,,0.0,kMT,0.08
San Antonio,port,-33.59,-71.62,United Kingdom,country,51.51,-0.13,port_to_country,cathode,Copper,,0.01,kMT,0.08
Angamos,port,-23.1,-70.42,Sweden,country,57.71,11.97,port_to_country,cathode,Copper,,18.49,kMT,28.21
Antofagasta (ATI),port,-23.65,-70.4,Sweden,country,57.71,11.97,port_to_country,cathode,Copper,,3.53,kMT,28.21
Barquito,port,-27.07,-70.84,Sweden,country,57.71,11.97,port_to_country,cathode,Copper,,0.62,kMT,28.21
San Antonio,port,-33.59,-71.62,Sweden,country,57.71,11.97,port_to_country,cathode,Copper,,3.95,kMT,28.21
Angamos,port,-23.1,-70.42,Argentina,country,-34.6,-58.38,port_to_country,cathode,Copper,,0.34,kMT,0.52
Antofagasta (ATI),port,-23.65,-70.4,Argentina,country,-34.6,-58.38,port_to_country,cathode,Copper,,0.06,kMT,0.52
Barquito,port,-27.07,-70.84,Argentina,country,-34.6,-58.38,port_to_country,cathode,Copper,,0.01,kMT,0.52
San Antonio,port,-33.59,-71.62,Argentina,country,-34.6,-58.38,port_to_country,cathode,Copper,,0.07,kMT,0.52
Angamos,port,-23.1,-70.42,Brazil,country,-23.55,-46.63,port_to_country,cathode,Copper,,148.19,kMT,226.04
Antofagasta (ATI),port,-23.65,-70.4,Brazil,country,-23.55,-46.63,port_to_country,cathode,Copper,,28.28,kMT,226.04
Barquito,port,-27.07,-70.84,Brazil,country,-23.55,-46.63,port_to_country,cathode,Copper,,5.0,kMT,226.04
San Antonio,port,-33.59,-71.62,Brazil,country,-23.55,-46.63,port_to_country,cathode,Copper,,31.62,kMT,226.04
Angamos,port,-23.1,-70.42,Colombia,country,4.71,-74.07,port_to_country,cathode,Copper,,0.73,kMT,1.12
Antofagasta (ATI),port,-23.65,-70.4,Colombia,country,4.71,-74.07,port_to_country,cathode,Copper,,0.14,kMT,1.12
Barquito,port,-27.07,-70.84,Colombia,country,4.71,-74.07,port_to_country,cathode,Copper,,0.02,kMT,1.12
San Antonio,port,-33.59,-71.62,Colombia,country,4.71,-74.07,port_to_country,cathode,Copper,,0.16,kMT,1.12
Angamos,port,-23.1,-70.42,USA,country,29.76,-95.37,port_to_country,cathode,Copper,,397.47,kMT,606.29
Antofagasta (ATI),port,-23.65,-70.4,USA,country,29.76,-95.37,port_to_country,cathode,Copper,,75.85,kMT,606.29
Barquito,port,-27.07,-70.84,USA,country,29.76,-95.37,port_to_country,cathode,Copper,,13.41,kMT,606.29
San Antonio,port,-33.59,-71.62,USA,country,29.76,-95.37,port_to_country,cathode,Copper,,84.82,kMT,606.29
Angamos,port,-23.1,-70.42,Mexico,country,19.43,-99.13,port_to_country,cathode,Copper,,7.69,kMT,11.73
Antofagasta (ATI),port,-23.65,-70.4,Mexico,country,19.43,-99.13,port_to_country,cathode,Copper,,1.47,kMT,11.73
Barquito,port,-27.07,-70.84,Mexico,country,19.43,-99.13,port_to_country,cathode,Copper,,0.26,kMT,11.73
San Antonio,port,-33.59,-71.62,Mexico,country,19.43,-99.13,port_to_country,cathode,Copper,,1.64,kMT,11.73
Angamos,port,-23.1,-70.42,Panama,country,8.98,-79.52,port_to_country,cathode,Copper,,0.44,kMT,0.68
Antofagasta (ATI),port,-23.65,-70.4,Panama,country,8.98,-79.52,port_to_country,cathode,Copper,,0.08,kMT,0.68
Barquito,port,-27.07,-70.84,Panama,country,8.98,-79.52,port_to_country,cathode,Copper,,0.01,kMT,0.68
San Antonio,port,-33.59,-71.62,Panama,country,8.98,-79.52,port_to_country,cathode,Copper,,0.09,kMT,0.68
Angamos,port,-23.1,-70.42,Peru,country,-12.05,-77.04,port_to_country,cathode,Copper,,1.28,kMT,1.96
Antofagasta (ATI),port,-23.65,-70.4,Peru,country,-12.05,-77.04,port_to_country,cathode,Copper,,0.25,kMT,1.96
Barquito,port,-27.07,-70.84,Peru,country,-12.05,-77.04,port_to_country,cathode,Copper,,0.04,kMT,1.96
San Antonio,port,-33.59,-71.62,Peru,country,-12.05,-77.04,port_to_country,cathode,Copper,,0.27,kMT,1.96
Angamos,port,-23.1,-70.42,China,country,31.23,121.47,port_to_country,cathode,Copper,,354.55,kMT,540.82
Antofagasta (ATI),port,-23.65,-70.4,China,country,31.23,121.47,port_to_country,cathode,Copper,,67.66,kMT,540.82
Barquito,port,-27.07,-70.84,China,country,31.23,121.47,port_to_country,cathode,Copper,,11.96,kMT,540.82
San Antonio,port,-33.59,-71.62,China,country,31.23,121.47,port_to_country,cathode,Copper,,75.66,kMT,540.82
Angamos,port,-23.1,-70.42,South Korea,country,37.57,126.98,port_to_country,cathode,Copper,,84.56,kMT,128.98
Antofagasta (ATI),port,-23.65,-70.4,South Korea,country,37.57,126.98,port_to_country,cathode,Copper,,16.14,kMT,128.98
Barquito,port,-27.07,-70.84,South Korea,country,37.57,126.98,port_to_country,cathode,Copper,,2.85,kMT,128.98
San Antonio,port,-33.59,-71.62,South Korea,country,37.57,126.98,port_to_country,cathode,Copper,,18.04,kMT,128.98
Angamos,port,-23.1,-70.42,UAE,country,25.2,55.27,port_to_country,cathode,Copper,,0.04,kMT,0.06
Antofagasta (ATI),port,-23.65,-70.4,UAE,country,25.2,55.27,port_to_country,cathode,Copper,,0.01,kMT,0.06
Barquito,port,-27.07,-70.84,UAE,country,25.2,55.27,port_to_country,cathode,Copper,,0.0,kMT,0.06
San Antonio,port,-33.59,-71.62,UAE,country,25.2,55.27,port_to_country,cathode,Copper,,0.01,kMT,0.06
Angamos,port,-23.1,-70.42,Indonesia,country,-6.21,106.85,port_to_country,cathode,Copper,,2.14,kMT,3.26
Antofagasta (ATI),port,-23.65,-70.4,Indonesia,country,-6.21,106.85,port_to_country,cathode,Copper,,0.41,kMT,3.26
Barquito,port,-27.07,-70.84,Indonesia,country,-6.21,106.85,port_to_country,cathode,Copper,,0.07,kMT,3.26
San Antonio,port,-33.59,-71.62,Indonesia,country,-6.21,106.85,port_to_country,cathode,Copper,,0.46,kMT,3.26
Angamos,port,-23.1,-70.42,Japan,country,35.68,139.69,port_to_country,cathode,Copper,,0.66,kMT,1.0
Antofagasta (ATI),port,-23.65,-70.4,Japan,country,35.68,139.69,port_to_country,cathode,Copper,,0.13,kMT,1.0
Barquito,port,-27.07,-70.84,Japan,country,35.68,139.69,port_to_country,cathode,Copper,,0.02,kMT,1.0
San Antonio,port,-33.59,-71.62,Japan,country,35.68,139.69,port_to_country,cathode,Copper,,0.14,kMT,1.0
Angamos,port,-23.1,-70.42,Malaysia,country,3.14,101.69,port_to_country,cathode,Copper,,4.7,kMT,7.17
Antofagasta (ATI),port,-23.65,-70.4,Malaysia,country,3.14,101.69,port_to_country,cathode,Copper,,0.9,kMT,7.17
Barquito,port,-27.07,-70.84,Malaysia,country,3.14,101.69,port_to_country,cathode,Copper,,0.16,kMT,7.17
San Antonio,port,-33.59,-71.62,Malaysia,country,3.14,101.69,port_to_country,cathode,Copper,,1.0,kMT,7.17
Angamos,port,-23.1,-70.42,Singapore,country,1.35,103.82,port_to_country,cathode,Copper,,1.97,kMT,3.01
Antofagasta (ATI),port,-23.65,-70.4,Singapore,country,1.35,103.82,port_to_country,cathode,Copper,,0.38,kMT,3.01
Barquito,port,-27.07,-70.84,Singapore,country,1.35,103.82,port_to_country,cathode,Copper,,0.07,kMT,3.01
San Antonio,port,-33.59,-71.62,Singapore,country,1.35,103.82,port_to_country,cathode,Copper,,0.42,kMT,3.01
Angamos,port,-23.1,-70.42,Thailand,country,13.76,100.5,port_to_country,cathode,Copper,,24.76,kMT,37.76
Antofagasta (ATI),port,-23.65,-70.4,Thailand,country,13.76,100.5,port_to_country,cathode,Copper,,4.72,kMT,37.76
Barquito,port,-27.07,-70.84,Thailand,country,13.76,100.5,port_to_country,cathode,Copper,,0.84,kMT,37.76
San Antonio,port,-33.59,-71.62,Thailand,country,13.76,100.5,port_to_country,cathode,Copper,,5.28,kMT,37.76
Angamos,port,-23.1,-70.42,Taiwan,country,25.03,121.57,port_to_country,cathode,Copper,,38.66,kMT,58.97
Antofagasta (ATI),port,-23.65,-70.4,Taiwan,country,25.03,121.57,port_to_country,cathode,Copper,,7.38,kMT,58.97
Barquito,port,-27.07,-70.84,Taiwan,country,25.03,121.57,port_to_country,cathode,Copper,,1.3,kMT,58.97
San Antonio,port,-33.59,-71.62,Taiwan,country,25.03,121.57,port_to_country,cathode,Copper,,8.25,kMT,58.97
Angamos,port,-23.1,-70.42,Vietnam,country,10.82,106.63,port_to_country,cathode,Copper,,0.96,kMT,1.46
Antofagasta (ATI),port,-23.65,-70.4,Vietnam,country,10.82,106.63,port_to_country,cathode,Copper,,0.18,kMT,1.46
Barquito,port,-27.07,-70.84,Vietnam,country,10.82,106.63,port_to_country,cathode,Copper,,0.03,kMT,1.46
San Antonio,port,-33.59,-71.62,Vietnam,country,10.82,106.63,port_to_country,cathode,Copper,,0.2,kMT,1.46
Angamos,port,-23.1,-70.42,Germany,country,53.55,9.99,port_to_country,blister,Copper,,0.01,kMT,0.02
Antofagasta (ATI),port,-23.65,-70.4,Germany,country,53.55,9.99,port_to_country,blister,Copper,,0.0,kMT,0.02
San Antonio,port,-33.59,-71.62,Germany,country,53.55,9.99,port_to_country,blister,Copper,,0.01,kMT,0.02
Angamos,port,-23.1,-70.42,Belgium,country,51.26,4.35,port_to_country,blister,Copper,,0.23,kMT,0.43
Antofagasta (ATI),port,-23.65,-70.4,Belgium,country,51.26,4.35,port_to_country,blister,Copper,,0.06,kMT,0.43
San Antonio,port,-33.59,-71.62,Belgium,country,51.26,4.35,port_to_country,blister,Copper,,0.13,kMT,0.43
Angamos,port,-23.1,-70.42,Spain,country,36.72,-4.42,port_to_country,blister,Copper,,6.14,kMT,11.21
Antofagasta (ATI),port,-23.65,-70.4,Spain,country,36.72,-4.42,port_to_country,blister,Copper,,1.65,kMT,11.21
San Antonio,port,-33.59,-71.62,Spain,country,36.72,-4.42,port_to_country,blister,Copper,,3.4,kMT,11.21
Angamos,port,-23.1,-70.42,Greece,country,37.98,23.73,port_to_country,blister,Copper,,0.05,kMT,0.09
Antofagasta (ATI),port,-23.65,-70.4,Greece,country,37.98,23.73,port_to_country,blister,Copper,,0.01,kMT,0.09
San Antonio,port,-33.59,-71.62,Greece,country,37.98,23.73,port_to_country,blister,Copper,,0.03,kMT,0.09
Angamos,port,-23.1,-70.42,Brazil,country,-23.55,-46.63,port_to_country,blister,Copper,,0.09,kMT,0.17
Antofagasta (ATI),port,-23.65,-70.4,Brazil,country,-23.55,-46.63,port_to_country,blister,Copper,,0.03,kMT,0.17
San Antonio,port,-33.59,-71.62,Brazil,country,-23.55,-46.63,port_to_country,blister,Copper,,0.05,kMT,0.17
Angamos,port,-23.1,-70.42,Canada,country,49.28,-123.12,port_to_country,blister,Copper,,15.43,kMT,28.18
Antofagasta (ATI),port,-23.65,-70.4,Canada,country,49.28,-123.12,port_to_country,blister,Copper,,4.15,kMT,28.18
San Antonio,port,-33.59,-71.62,Canada,country,49.28,-123.12,port_to_country,blister,Copper,,8.53,kMT,28.18
Angamos,port,-23.1,-70.42,USA,country,29.76,-95.37,port_to_country,blister,Copper,,0.04,kMT,0.07
Antofagasta (ATI),port,-23.65,-70.4,USA,country,29.76,-95.37,port_to_country,blister,Copper,,0.01,kMT,0.07
San Antonio,port,-33.59,-71.62,USA,country,29.76,-95.37,port_to_country,blister,Copper,,0.02,kMT,0.07
Angamos,port,-23.1,-70.42,China,country,31.23,121.47,port_to_country,blister,Copper,,63.52,kMT,116.0
Antofagasta (ATI),port,-23.65,-70.4,China,country,31.23,121.47,port_to_country,blister,Copper,,17.09,kMT,116.0
San Antonio,port,-33.59,-71.62,China,country,31.23,121.47,port_to_country,blister,Copper,,35.14,kMT,116.0
Angamos,port,-23.1,-70.42,South Korea,country,37.57,126.98,port_to_country,blister,Copper,,19.62,kMT,35.82
Antofagasta (ATI),port,-23.65,-70.4,South Korea,country,37.57,126.98,port_to_country,blister,Copper,,5.28,kMT,35.82
San Antonio,port,-33.59,-71.62,South Korea,country,37.57,126.98,port_to_country,blister,Copper,,10.85,kMT,35.82
Angamos,port,-23.1,-70.42,India,country,19.08,72.88,port_to_country,blister,Copper,,20.77,kMT,37.92
Antofagasta (ATI),port,-23.65,-70.4,India,country,19.08,72.88,port_to_country,blister,Copper,,5.59,kMT,37.92
San Antonio,port,-33.59,-71.62,India,country,19.08,72.88,port_to_country,blister,Copper,,11.49,kMT,37.92
Angamos,port,-23.1,-70.42,Japan,country,35.68,139.69,port_to_country,blister,Copper,,1.67,kMT,3.04
Antofagasta (ATI),port,-23.65,-70.4,Japan,country,35.68,139.69,port_to_country,blister,Copper,,0.45,kMT,3.04
San Antonio,port,-33.59,-71.62,Japan,country,35.68,139.69,port_to_country,blister,Copper,,0.92,kMT,3.04
Angamos,port,-23.1,-70.42,Malaysia,country,3.14,101.69,port_to_country,blister,Copper,,0.12,kMT,0.22
Antofagasta (ATI),port,-23.65,-70.4,Malaysia,country,3.14,101.69,port_to_country,blister,Copper,,0.03,kMT,0.22
San Antonio,port,-33.59,-71.62,Malaysia,country,3.14,101.69,port_to_country,blister,Copper,,0.07,kMT,0.22
Angamos,port,-23.1,-70.42,Thailand,country,13.76,100.5,port_to_country,blister,Copper,,0.62,kMT,1.13
Antofagasta (ATI),port,-23.65,-70.4,Thailand,country,13.76,100.5,port_to_country,blister,Copper,,0.17,kMT,1.13
San Antonio,port,-33.59,-71.62,Thailand,country,13.76,100.5,port_to_country,blister,Copper,,0.34,kMT,1.13
Angamos,port,-23.1,-70.42,Taiwan,country,25.03,121.57,port_to_country,blister,Copper,,0.01,kMT,0.02
Antofagasta (ATI),port,-23.65,-70.4,Taiwan,country,25.03,121.57,port_to_country,blister,Copper,,0.0,kMT,0.02
San Antonio,port,-33.59,-71.62,Taiwan,country,25.03,121.57,port_to_country,blister,Copper,,0.01,kMT,0.02
Angamos,port,-23.1,-70.42,Belgium,country,51.26,4.35,port_to_country,concentrate,Molybdenum,,1261.53,MT,2809.99
Antofagasta (ATI),port,-23.65,-70.4,Belgium,country,51.26,4.35,port_to_country,concentrate,Molybdenum,,408.45,MT,2809.99
Iquique,port,-20.21,-70.15,Belgium,country,51.26,4.35,port_to_country,concentrate,Molybdenum,,75.18,MT,2809.99
San Antonio,port,-33.59,-71.62,Belgium,country,51.26,4.35,port_to_country,concentrate,Molybdenum,,723.13,MT,2809.99
Angamos,port,-23.1,-70.42,Netherlands,country,51.92,4.48,port_to_country,concentrate,Molybdenum,,464.39,MT,1034.4
Antofagasta (ATI),port,-23.65,-70.4,Netherlands,country,51.92,4.48,port_to_country,concentrate,Molybdenum,,150.36,MT,1034.4
Iquique,port,-20.21,-70.15,Netherlands,country,51.92,4.48,port_to_country,concentrate,Molybdenum,,27.68,MT,1034.4
San Antonio,port,-33.59,-71.62,Netherlands,country,51.92,4.48,port_to_country,concentrate,Molybdenum,,266.19,MT,1034.4
Angamos,port,-23.1,-70.42,USA,country,29.76,-95.37,port_to_country,concentrate,Molybdenum,,770.0,MT,1715.13
Antofagasta (ATI),port,-23.65,-70.4,USA,country,29.76,-95.37,port_to_country,concentrate,Molybdenum,,249.31,MT,1715.13
Iquique,port,-20.21,-70.15,USA,country,29.76,-95.37,port_to_country,concentrate,Molybdenum,,45.89,MT,1715.13
San Antonio,port,-33.59,-71.62,USA,country,29.76,-95.37,port_to_country,concentrate,Molybdenum,,441.38,MT,1715.13
Angamos,port,-23.1,-70.42,China,country,31.23,121.47,port_to_country,concentrate,Molybdenum,,952.33,MT,2121.26
Antofagasta (ATI),port,-23.65,-70.4,China,country,31.23,121.47,port_to_country,concentrate,Molybdenum,,308.34,MT,2121.26
Iquique,port,-20.21,-70.15,China,country,31.23,121.47,port_to_country,concentrate,Molybdenum,,56.76,MT,2121.26
San Antonio,port,-33.59,-71.62,China,country,31.23,121.47,port_to_country,concentrate,Molybdenum,,545.89,MT,2121.26
Angamos,port,-23.1,-70.42,South Korea,country,37.57,126.98,port_to_country,concentrate,Molybdenum,,993.42,MT,2212.79
Antofagasta (ATI),port,-23.65,-70.4,South Korea,country,37.57,126.98,port_to_country,concentrate,Molybdenum,,321.65,MT,2212.79
Iquique,port,-20.21,-70.15,South Korea,country,37.57,126.98,port_to_country,concentrate,Molybdenum,,59.2,MT,2212.79
San Antonio,port,-33.59,-71.62,South Korea,country,37.57,126.98,port_to_country,concentrate,Molybdenum,,569.44,MT,2212.79
Angamos,port,-23.1,-70.42,India,country,19.08,72.88,port_to_country,concentrate,Molybdenum,,49.99,MT,111.36
Antofagasta (ATI),port,-23.65,-70.4,India,country,19.08,72.88,port_to_country,concentrate,Molybdenum,,16.19,MT,111.36
Iquique,port,-20.21,-70.15,India,country,19.08,72.88,port_to_country,concentrate,Molybdenum,,2.98,MT,111.36
San Antonio,port,-33.59,-71.62,India,country,19.08,72.88,port_to_country,concentrate,Molybdenum,,28.66,MT,111.36
Angamos,port,-23.1,-70.42,Japan,country,35.68,139.69,port_to_country,concentrate,Molybdenum,,4.37,MT,9.72
Antofagasta (ATI),port,-23.65,-70.4,Japan,country,35.68,139.69,port_to_country,concentrate,Molybdenum,,1.41,MT,9.72
Iquique,port,-20.21,-70.15,Japan,country,35.68,139.69,port_to_country,concentrate,Molybdenum,,0.26,MT,9.72
San Antonio,port,-33.59,-71.62,Japan,country,35.68,139.69,port_to_country,concentrate,Molybdenum,,2.5,MT,9.72
Angamos,port,-23.1,-70.42,Thailand,country,13.76,100.5,port_to_country,concentrate,Molybdenum,,419.81,MT,935.1
Antofagasta (ATI),port,-23.65,-70.4,Thailand,country,13.76,100.5,port_to_country,concentrate,Molybdenum,,135.92,MT,935.1
Iquique,port,-20.21,-70.15,Thailand,country,13.76,100.5,port_to_country,concentrate,Molybdenum,,25.02,MT,935.1
San Antonio,port,-33.59,-71.62,Thailand,country,13.76,100.5,port_to_country,concentrate,Molybdenum,,240.64,MT,935.1
Angamos,port,-23.1,-70.42,Vietnam,country,10.82,106.63,port_to_country,concentrate,Molybdenum,,97.02,MT,216.12
Antofagasta (ATI),port,-23.65,-70.4,Vietnam,country,10.82,106.63,port_to_country,concentrate,Molybdenum,,31.41,MT,216.12
Iquique,port,-20.21,-70.15,Vietnam,country,10.82,106.63,port_to_country,concentrate,Molybdenum,,5.78,MT,216.12
San Antonio,port,-33.59,-71.62,Vietnam,country,10.82,106.63,port_to_country,concentrate,Molybdenum,,55.62,MT,216.12
Angamos,port,-23.1,-70.42,Germany,country,53.55,9.99,port_to_country,lithium_compounds,Lithium,,18.05,$M_FOB,19.35
Antofagasta (ATI),port,-23.65,-70.4,Germany,country,53.55,9.99,port_to_country,lithium_compounds,Lithium,,0.14,$M_FOB,19.35
Angamos,port,-23.1,-70.42,Belgium,country,51.26,4.35,port_to_country,lithium_compounds,Lithium,,73.62,$M_FOB,78.92
Antofagasta (ATI),port,-23.65,-70.4,Belgium,country,51.26,4.35,port_to_country,lithium_compounds,Lithium,,0.55,$M_FOB,78.92
Angamos,port,-23.1,-70.42,Canada,country,49.28,-123.12,port_to_country,lithium_compounds,Lithium,,2.32,$M_FOB,2.49
Antofagasta (ATI),port,-23.65,-70.4,Canada,country,49.28,-123.12,port_to_country,lithium_compounds,Lithium,,0.02,$M_FOB,2.49
Angamos,port,-23.1,-70.42,USA,country,29.76,-95.37,port_to_country,lithium_compounds,Lithium,,101.95,$M_FOB,109.3
Antofagasta (ATI),port,-23.65,-70.4,USA,country,29.76,-95.37,port_to_country,lithium_compounds,Lithium,,0.76,$M_FOB,109.3
Angamos,port,-23.1,-70.42,Mexico,country,19.43,-99.13,port_to_country,lithium_compounds,Lithium,,0.14,$M_FOB,0.15
Antofagasta (ATI),port,-23.65,-70.4,Mexico,country,19.43,-99.13,port_to_country,lithium_compounds,Lithium,,0.0,$M_FOB,0.15
Angamos,port,-23.1,-70.42,China,country,31.23,121.47,port_to_country,lithium_compounds,Lithium,,1888.25,$M_FOB,2024.36
Antofagasta (ATI),port,-23.65,-70.4,China,country,31.23,121.47,port_to_country,lithium_compounds,Lithium,,14.16,$M_FOB,2024.36
Angamos,port,-23.1,-70.42,South Korea,country,37.57,126.98,port_to_country,lithium_compounds,Lithium,,267.29,$M_FOB,286.56
Antofagasta (ATI),port,-23.65,-70.4,South Korea,country,37.57,126.98,port_to_country,lithium_compounds,Lithium,,2.0,$M_FOB,286.56
Angamos,port,-23.1,-70.42,Japan,country,35.68,139.69,port_to_country,lithium_compounds,Lithium,,94.11,$M_FOB,100.9
Antofagasta (ATI),port,-23.65,-70.4,Japan,country,35.68,139.69,port_to_country,lithium_compounds,Lithium,,0.71,$M_FOB,100.9
Angamos,port,-23.1,-70.42,Taiwan,country,25.03,121.57,port_to_country,lithium_compounds,Lithium,,3.05,$M_FOB,3.27
