FROM_NAME,FROM_TYPE,FROM_LAT,FROM_LON,TO_NAME,TO_TYPE,TO_LAT,TO_LON,EDGE_TYPE,PRODUCT_FORM,COMMODITIES,DISTANCE_KM
Barquito,port,-27.07,-70.84,Netherlands,country,51.92,4.48,port_to_country,cathode,Copper,
Barquito,port,-27.07,-70.84,Panama,country,8.98,-79.52,port_to_country,cathode,Copper,
Barquito,port,-27.07,-70.84,Peru,country,-12.05,-77.04,port_to_country,concentrate,Copper,
Barquito,port,-27.07,-70.84,Peru,country,-12.05,-77.04,port_to_country,cathode,Copper,
Barquito,port,-27.07,-70.84,Philippines,country,14.6,120.98,port_to_country,concentrate,Copper,
Barquito,port,-27.07,-70.84,Singapore,country,1.35,103.82,port_to_country,cathode,Copper,
Barquito,port,-27.07,-70.84,South Korea,country,37.57,126.98,port_to_country,concentrate,Copper,
Barquito,port,-27.07,-70.84,South Korea,country,37.57,126.98,port_to_country,cathode,Copper,
Barquito,port,-27.07,-70.84,Spain,country,36.72,-4.42,port_to_country,concentrate,Copper,
Barquito,port,-27.07,-70.84,Spain,country,36.72,-4.42,port_to_country,cathode,Copper,
Barquito,port,-27.07,-70.84,Sweden,country,57.71,11.97,port_to_country,concentrate,Copper,
Barquito,port,-27.07,-70.84,Sweden,country,57.71,11.97,port_to_country,cathode,Copper,
Barquito,port,-27.07,-70.84,Switzerland,country,47.38,8.54,port_to_country,concentrate,Copper,
Barquito,port,-27.07,-70.84,Taiwan,country,25.03,121.57,port_to_country,concentrate,Copper,
Barquito,port,-27.07,-70.84,Taiwan,country,25.03,121.57,port_to_country,cathode,Copper,
Barquito,port,-27.07,-70.84,Thailand,country,13.76,100.5,port_to_country,concentrate,Copper,
Barquito,port,-27.07,-70.84,Thailand,country,13.76,100.5,port_to_country,cathode,Copper,
Barquito,port,-27.07,-70.84,Turkey,country,41.01,28.98,port_to_country,concentrate,Copper,
Barquito,port,-27.07,-70.84,UAE,country,25.2,55.27,port_to_country,cathode,Copper,
Barquito,port,-27.07,-70.84,USA,country,29.76,-95.37,port_to_country,concentrate,Copper,
Barquito,port,-27.07,-70.84,USA,country,29.76,-95.37,port_to_country,cathode,Copper,
Barquito,port,-27.07,-70.84,United Kingdom,country,51.51,-0.13,port_to_country,cathode,Copper,
Barquito,port,-27.07,-70.84,Vietnam,country,10.82,106.63,port_to_country,cathode,Copper,
Caldera,port,-27.07,-70.82,Belgium,country,51.26,4.35,port_to_country,concentrate,Copper,
Caldera,port,-27.07,-70.82,Brazil,country,-23.55,-46.63,port_to_country,concentrate,Copper,
Caldera,port,-27.07,-70.82,Bulgaria,country,42.7,23.32,port_to_country,concentrate,Copper,
Caldera,port,-27.07,-70.82,Canada,country,49.28,-123.12,port_to_country,concentrate,Copper,
Caldera,port,-27.07,-70.82,China,country,31.23,121.47,port_to_country,concentrate,Copper,
Caldera,port,-27.07,-70.82,China,country,31.23,121.47,port_to_country,iron_ore,Iron,
Caldera,port,-27.07,-70.82,Finland,country,60.17,24.94,port_to_country,concentrate,Copper,
Caldera,port,-27.07,-70.82,Germany,country,53.55,9.99,port_to_country,concentrate,Copper,
Caldera,port,-27.07,-70.82,Hong Kong,country,22.32,114.17,port_to_country,concentrate,Copper,
Caldera,port,-27.07,-70.82,India,country,19.08,72.88,port_to_country,concentrate,Copper,
Caldera,port,-27.07,-70.82,Indonesia,country,-6.21,106.85,port_to_country,concentrate,Copper,
Caldera,port,-27.07,-70.82,Japan,country,35.68,139.69,port_to_country,concentrate,Copper,
Caldera,port,-27.07,-70.82,Malaysia,country,3.14,101.69,port_to_country,concentrate,Copper,
Caldera,port,-27.07,-70.82,Mexico,country,19.43,-99.13,port_to_country,concentrate,Copper,
Caldera,port,-27.07,-70.82,Netherlands,country,51.92,4.48,port_to_country,concentrate,Copper,
Caldera,port,-27.07,-70.82,Peru,country,-12.05,-77.04,port_to_country,concentrate,Copper,
Caldera,port,-27.07,-70.82,Philippines,country,14.6,120.98,port_to_country,concentrate,Copper,
Caldera,port,-27.07,-70.82,South Korea,country,37.57,126.98,port_to_country,concentrate,Copper,
Caldera,port,-27.07,-70.82,Spain,country,36.72,-4.42,port_to_country,concentrate,Copper,
Caldera,port,-27.07,-70.82,Sweden,country,57.71,11.97,port_to_country,concentrate,Copper,
Caldera,port,-27.07,-70.82,Switzerland,country,47.38,8.54,port_to_country,concentrate,Copper,
Caldera,port,-27.07,-70.82,Taiwan,country,25.03,121.57,port_to_country,concentrate,Copper,
Caldera,port,-27.07,-70.82,Thailand,country,13.76,100.5,port_to_country,concentrate,Copper,
Caldera,port,-27.07,-70.82,Turkey,country,41.01,28.98,port_to_country,concentrate,Copper,
Caldera,port,-27.07,-70.82,USA,country,29.76,-95.37,port_to_country,concentrate,Copper,
Coloso,port,-23.76,-70.45,Belgium,country,51.26,4.35,port_to_country,concentrate,Copper,
Coloso,port,-23.76,-70.45,Brazil,country,-23.55,-46.63,port_to_country,concentrate,Copper,
Coloso,port,-23.76,-70.45,Bulgaria,country,42.7,23.32,port_to_country,concentrate,Copper,
Coloso,port,-23.76,-70.45,Canada,country,49.28,-123.12,port_to_country,concentrate,Copper,
Coloso,port,-23.76,-70.45,China,country,31.23,121.47,port_to_country,concentrate,Copper,
Coloso,port,-23.76,-70.45,Finland,country,60.17,24.94,port_to_country,concentrate,Copper,
Coloso,port,-23.76,-70.45,Germany,country,53.55,9.99,port_to_country,concentrate,Copper,
Coloso,port,-23.76,-70.45,Hong Kong,country,22.32,114.17,port_to_country,concentrate,Copper,
Coloso,port,-23.76,-70.45,India,country,19.08,72.88,port_to_country,concentrate,Copper,
Coloso,port,-23.76,-70.45,Indonesia,country,-6.21,106.85,port_to_country,concentrate,Copper,
Coloso,port,-23.76,-70.45,Japan,country,35.68,139.69,port_to_country,concentrate,Copper,
Coloso,port,-23.76,-70.45,Malaysia,country,3.14,101.69,port_to_country,concentrate,Copper,
Coloso,port,-23.76,-70.45,Mexico,country,19.43,-99.13,port_to_country,concentrate,Copper,
Coloso,port,-23.76,-70.45,Netherlands,country,51.92,4.48,port_to_country,concentrate,Copper,
Coloso,port,-23.76,-70.45,Peru,country,-12.05,-77.04,port_to_country,concentrate,Copper,
Coloso,port,-23.76,-70.45,Philippines,country,14.6,120.98,port_to_country,concentrate,Copper,
Coloso,port,-23.76,-70.45,South Korea,country,37.57,126.98,port_to_country,concentrate,Copper,
Coloso,port,-23.76,-70.45,Spain,country,36.72,-4.42,port_to_country,concentrate,Copper,
Coloso,port,-23.76,-70.45,Sweden,country,57.71,11.97,port_to_country,concentrate,Copper,
Coloso,port,-23.76,-70.45,Switzerland,country,47.38,8.54,port_to_country,concentrate,Copper,
Coloso,port,-23.76,-70.45,Taiwan,country,25.03,121.57,port_to_country,concentrate,Copper,
Coloso,port,-23.76,-70.45,Thailand,country,13.76,100.5,port_to_country,concentrate,Copper,
Coloso,port,-23.76,-70.45,Turkey,country,41.01,28.98,port_to_country,concentrate,Copper,
Coloso,port,-23.76,-70.45,USA,country,29.76,-95.37,port_to_country,concentrate,Copper,
Coquimbo,port,-29.96,-71.35,Belgium,country,51.26,4.35,port_to_country,concentrate,Copper,
Coquimbo,port,-29.96,-71.35,Brazil,country,-23.55,-46.63,port_to_country,concentrate,Copper,
Coquimbo,port,-29.96,-71.35,Bulgaria,country,42.7,23.32,port_to_country,concentrate,Copper,
Coquimbo,port,-29.96,-71.35,Canada,country,49.28,-123.12,port_to_country,concentrate,Copper,
Coquimbo,port,-29.96,-71.35,China,country,31.23,121.47,port_to_country,concentrate,Copper,
Coquimbo,port,-29.96,-71.35,Finland,country,60.17,24.94,port_to_country,concentrate,Copper,
Coquimbo,port,-29.96,-71.35,Germany,country,53.55,9.99,port_to_country,concentrate,Copper,
Coquimbo,port,-29.96,-71.35,Hong Kong,country,22.32,114.17,port_to_country,concentrate,Copper,
Coquimbo,port,-29.96,-71.35,India,country,19.08,72.88,port_to_country,concentrate,Copper,
Coquimbo,port,-29.96,-71.35,Indonesia,country,-6.21,106.85,port_to_country,concentrate,Copper,
Coquimbo,port,-29.96,-71.35,Japan,country,35.68,139.69,port_to_country,concentrate,Copper,
Coquimbo,port,-29.96,-71.35,Malaysia,country,3.14,101.69,port_to_country,concentrate,Copper,
Coquimbo,port,-29.96,-71.35,Mexico,country,19.43,-99.13,port_to_country,concentrate,Copper,
Coquimbo,port,-29.96,-71.35,Netherlands,country,51.92,4.48,port_to_country,concentrate,Copper,
Coquimbo,port,-29.96,-71.35,Peru,country,-12.05,-77.04,port_to_country,concentrate,Copper,
Coquimbo,port,-29.96,-71.35,Philippines,country,14.6,120.98,port_to_country,concentrate,Copper,
Coquimbo,port,-29.96,-71.35,South Korea,country,37.57,126.98,port_to_country,concentrate,Copper,
Coquimbo,port,-29.96,-71.35,Spain,country,36.72,-4.42,port_to_country,concentrate,Copper,
Coquimbo,port,-29.96,-71.35,Sweden,country,57.71,11.97,port_to_country,concentrate,Copper,
Coquimbo,port,-29.96,-71.35,Switzerland,country,47.38,8.54,port_to_country,concentrate,Copper,
Coquimbo,port,-29.96,-71.35,Taiwan,country,25.03,121.57,port_to_country,concentrate,Copper,
Coquimbo,port,-29.96,-71.35,Thailand,country,13.76,100.5,port_to_country,concentrate,Copper,
Coquimbo,port,-29.96,-71.35,Turkey,country,41.01,28.98,port_to_country,concentrate,Copper,
Coquimbo,port,-29.96,-71.35,USA,country,29.76,-95.37,port_to_country,concentrate,Copper,
Iquique,port,-20.21,-70.15,Argentina,country,-34.6,-58.38,port_to_country,iodine,Iodine,
Iquique,port,-20.21,-70.15,Belgium,country,51.26,4.35,port_to_country,concentrate,Molybdenum,
Iquique,port,-20.21,-70.15,Belgium,country,51.26,4.35,port_to_country,iodine,Iodine,
Iquique,port,-20.21,-70.15,Belgium,country,51.26,4.35,port_to_country,nitrate,Nitrate,
Iquique,port,-20.21,-70.15,Brazil,country,-23.55,-46.63,port_to_country,iodine,Iodine,
Iquique,port,-20.21,-70.15,Bulgaria,country,42.7,23.32,port_to_country,nitrate,Nitrate,
Iquique,port,-20.21,-70.15,Canada,country,49.28,-123.12,port_to_country,nitrate,Nitrate,
Iquique,port,-20.21,-70.15,China,country,31.23,121.47,port_to_country,concentrate,Molybdenum,
Iquique,port,-20.21,-70.15,China,country,31.23,121.47,port_to_country,iodine,Iodine,
Iquique,port,-20.21,-70.15,Colombia,country,4.71,-74.07,port_to_country,iodine,Iodine,
Iquique,port,-20.21,-70.15,Colombia,country,4.71,-74.07,port_to_country,nitrate,Nitrate,
Iquique,port,-20.21,-70.15,France,country,48.86,2.35,port_to_country,iodine,Iodine,
Iquique,port,-20.21,-70.15,France,country,48.86,2.35,port_to_country,nitrate,Nitrate,
Iquique,port,-20.21,-70.15,Germany,country,53.55,9.99,port_to_country,nitrate,Nitrate,
Iquique,port,-20.21,-70.15,Greece,country,37.98,23.73,port_to_country,nitrate,Nitrate,
Iquique,port,-20.21,-70.15,India,country,19.08,72.88,port_to_country,concentrate,Molybdenum,
Iquique,port,-20.21,-70.15,India,country,19.08,72.88,port_to_country,iodine,Iodine,
Iquique,port,-20.21,-70.15,Indonesia,country,-6.21,106.85,port_to_country,nitrate,Nitrate,
Iquique,port,-20.21,-70.15,Italy,country,45.46,9.19,port_to_country,iodine,Iodine,
Iquique,port,-20.21,-70.15,Italy,country,45.46,9.19,port_to_country,nitrate,Nitrate,
Iquique,port,-20.21,-70.15,Japan,country,35.68,139.69,port_to_country,concentrate,Molybdenum,
Iquique,port,-20.21,-70.15,Japan,country,35.68,139.69,port_to_country,iodine,Iodine,
Iquique,port,-20.21,-70.15,Japan,country,35.68,139.69,port_to_country,nitrate,Nitrate,
Iquique,port,-20.21,-70.15,Mexico,country,19.43,-99.13,port_to_country,iodine,Iodine,
Iquique,port,-20.21,-70.15,Netherlands,country,51.92,4.48,port_to_country,concentrate,Molybdenum,
Iquique,port,-20.21,-70.15,Netherlands,country,51.92,4.48,port_to_country,iodine,Iodine,
Iquique,port,-20.21,-70.15,Norway,country,59.91,10.75,port_to_country,iodine,Iodine,
Iquique,port,-20.21,-70.15,Peru,country,-12.05,-77.04,port_to_country,iodine,Iodine,
Iquique,port,-20.21,-70.15,Peru,country,-12.05,-77.04,port_to_country,nitrate,Nitrate,
Iquique,port,-20.21,-70.15,Poland,country,52.23,21.01,port_to_country,nitrate,Nitrate,
Iquique,port,-20.21,-70.15,South Korea,country,37.57,126.98,port_to_country,concentrate,Molybdenum,
Iquique,port,-20.21,-70.15,South Korea,country,37.57,126.98,port_to_country,iodine,Iodine,
Iquique,port,-20.21,-70.15,Spain,country,36.72,-4.42,port_to_country,iodine,Iodine,
Iquique,port,-20.21,-70.15,Spain,country,36.72,-4.42,port_to_country,nitrate,Nitrate,
Iquique,port,-20.21,-70.15,Thailand,country,13.76,100.5,port_to_country,concentrate,Molybdenum,
Iquique,port,-20.21,-70.15,USA,country,29.76,-95.37,port_to_country,concentrate,Molybdenum,
Iquique,port,-20.21,-70.15,USA,country,29.76,-95.37,port_to_country,iodine,Iodine,
Iquique,port,-20.21,-70.15,United Kingdom,country,51.51,-0.13,port_to_country,iodine,Iodine,
Iquique,port,-20.21,-70.15,United Kingdom,country,51.51,-0.13,port_to_country,nitrate,Nitrate,
Iquique,port,-20.21,-70.15,Vietnam,country,10.82,106.63,port_to_country,concentrate,Molybdenum,
Iquique,port,-20.21,-70.15,Vietnam,country,10.82,106.63,port_to_country,iodine,Iodine,
Mejillones,port,-23.1,-70.45,Belgium,country,51.26,4.35,port_to_country,concentrate,Copper,
Mejillones,port,-23.1,-70.45,Brazil,country,-23.55,-46.63,port_to_country,concentrate,Copper,
Mejillones,port,-23.1,-70.45,Bulgaria,country,42.7,23.32,port_to_country,concentrate,Copper,
Mejillones,port,-23.1,-70.45,Canada,country,49.28,-123.12,port_to_country,concentrate,Copper,
Mejillones,port,-23.1,-70.45,China,country,31.23,121.47,port_to_country,concentrate,Copper,
Mejillones,port,-23.1,-70.45,Finland,country,60.17,24.94,port_to_country,concentrate,Copper,
Mejillones,port,-23.1,-70.45,Germany,country,53.55,9.99,port_to_country,concentrate,Copper,
Mejillones,port,-23.1,-70.45,Hong Kong,country,22.32,114.17,port_to_country,concentrate,Copper,
Mejillones,port,-23.1,-70.45,India,country,19.08,72.88,port_to_country,concentrate,Copper,
Mejillones,port,-23.1,-70.45,Indonesia,country,-6.21,106.85,port_to_country,concentrate,Copper,
Mejillones,port,-23.1,-70.45,Japan,country,35.68,139.69,port_to_country,concentrate,Copper,
Mejillones,port,-23.1,-70.45,Malaysia,country,3.14,101.69,port_to_country,concentrate,Copper,
Mejillones,port,-23.1,-70.45,Mexico,country,19.43,-99.13,port_to_country,concentrate,Copper,
Mejillones,port,-23.1,-70.45,Netherlands,country,51.92,4.48,port_to_country,concentrate,Copper,
Mejillones,port,-23.1,-70.45,Peru,country,-12.05,-77.04,port_to_country,concentrate,Copper,
Mejillones,port,-23.1,-70.45,Philippines,country,14.6,120.98,port_to_country,concentrate,Copper,
Mejillones,port,-23.1,-70.45,South Korea,country,37.57,126.98,port_to_country,concentrate,Copper,
Mejillones,port,-23.1,-70.45,Spain,country,36.72,-4.42,port_to_country,concentrate,Copper,
Mejillones,port,-23.1,-70.45,Sweden,country,57.71,11.97,port_to_country,concentrate,Copper,
Mejillones,port,-23.1,-70.45,Switzerland,country,47.38,8.54,port_to_country,concentrate,Copper,
Mejillones,port,-23.1,-70.45,Taiwan,country,25.03,121.57,port_to_country,concentrate,Copper,
Mejillones,port,-23.1,-70.45,Thailand,country,13.76,100.5,port_to_country,concentrate,Copper,
Mejillones,port,-23.1,-70.45,Turkey,country,41.01,28.98,port_to_country,concentrate,Copper,
Mejillones,port,-23.1,-70.45,USA,country,29.76,-95.37,port_to_country,concentrate,Copper,
Patache,port,-20.8,-70.22,Belgium,country,51.26,4.35,port_to_country,concentrate,Copper,
Patache,port,-20.8,-70.22,Brazil,country,-23.55,-46.63,port_to_country,concentrate,Copper,
Patache,port,-20.8,-70.22,Bulgaria,country,42.7,23.32,port_to_country,concentrate,Copper,
Patache,port,-20.8,-70.22,Canada,country,49.28,-123.12,port_to_country,concentrate,Copper,
Patache,port,-20.8,-70.22,China,country,31.23,121.47,port_to_country,concentrate,Copper,
Patache,port,-20.8,-70.22,Finland,country,60.17,24.94,port_to_country,concentrate,Copper,
Patache,port,-20.8,-70.22,Germany,country,53.55,9.99,port_to_country,concentrate,Copper,
Patache,port,-20.8,-70.22,Hong Kong,country,22.32,114.17,port_to_country,concentrate,Copper,
Patache,port,-20.8,-70.22,India,country,19.08,72.88,port_to_country,concentrate,Copper,
Patache,port,-20.8,-70.22,Indonesia,country,-6.21,106.85,port_to_country,concentrate,Copper,
Patache,port,-20.8,-70.22,Japan,country,35.68,139.69,port_to_country,concentrate,Copper,
Patache,port,-20.8,-70.22,Malaysia,country,3.14,101.69,port_to_country,concentrate,Copper,
Patache,port,-20.8,-70.22,Mexico,country,19.43,-99.13,port_to_country,concentrate,Copper,
Patache,port,-20.8,-70.22,Netherlands,country,51.92,4.48,port_to_country,concentrate,Copper,
Patache,port,-20.8,-70.22,Peru,country,-12.05,-77.04,port_to_country,concentrate,Copper,
Patache,port,-20.8,-70.22,Philippines,country,14.6,120.98,port_to_country,concentrate,Copper,
Patache,port,-20.8,-70.22,South Korea,country,37.57,126.98,port_to_country,concentrate,Copper,
Patache,port,-20.8,-70.22,Spain,country,36.72,-4.42,port_to_country,concentrate,Copper,
Patache,port,-20.8,-70.22,Sweden,country,57.71,11.97,port_to_country,concentrate,Copper,
Patache,port,-20.8,-70.22,Switzerland,country,47.38,8.54,port_to_country,concentrate,Copper,
Patache,port,-20.8,-70.22,Taiwan,country,25.03,121.57,port_to_country,concentrate,Copper,
Patache,port,-20.8,-70.22,Thailand,country,13.76,100.5,port_to_country,concentrate,Copper,
Patache,port,-20.8,-70.22,Turkey,country,41.01,28.98,port_to_country,concentrate,Copper,
Patache,port,-20.8,-70.22,USA,country,29.76,-95.37,port_to_country,concentrate,Copper,
San Antonio,port,-33.59,-71.62,Argentina,country,-34.6,-58.38,port_to_country,cathode,Copper,
San Antonio,port,-33.59,-71.62,Argentina,country,-34.6,-58.38,port_to_country,iodine,Iodine,
San Antonio,port,-33.59,-71.62,Belgium,country,51.26,4.35,port_to_country,concentrate,Copper,
San Antonio,port,-33.59,-71.62,Belgium,country,51.26,4.35,port_to_country,cathode,Copper,
San Antonio,port,-33.59,-71.62,Belgium,country,51.26,4.35,port_to_country,blister,Copper,
San Antonio,port,-33.59,-71.62,Belgium,country,51.26,4.35,port_to_country,concentrate,Molybdenum,
San Antonio,port,-33.59,-71.62,Belgium,country,51.26,4.35,port_to_country,iodine,Iodine,
San Antonio,port,-33.59,-71.62,Brazil,country,-23.55,-46.63,port_to_country,concentrate,Copper,
San Antonio,port,-33.59,-71.62,Brazil,country,-23.55,-46.63,port_to_country,cathode,Copper,
San Antonio,port,-33.59,-71.62,Brazil,country,-23.55,-46.63,port_to_country,blister,Copper,
San Antonio,port,-33.59,-71.62,Brazil,country,-23.55,-46.63,port_to_country,iodine,Iodine,
San Antonio,port,-33.59,-71.62,Brazil,country,-23.55,-46.63,port_to_country,perrhenate,Rhenium,
San Antonio,port,-33.59,-71.62,Bulgaria,country,42.7,23.32,port_to_country,concentrate,Copper,
San Antonio,port,-33.59,-71.62,Canada,country,49.28,-123.12,port_to_country,concentrate,Copper,
San Antonio,port,-33.59,-71.62,Canada,country,49.28,-123.12,port_to_country,blister,Copper,
San Antonio,port,-33.59,-71.62,China,country,31.23,121.47,port_to_country,concentrate,Copper,
San Antonio,port,-33.59,-71.62,China,country,31.23,121.47,port_to_country,cathode,Copper,
San Antonio,port,-33.59,-71.62,China,country,31.23,121.47,port_to_country,blister,Copper,
San Antonio,port,-33.59,-71.62,China,country,31.23,121.47,port_to_country,concentrate,Molybdenum,
San Antonio,port,-33.59,-71.62,China,country,31.23,121.47,port_to_country,iodine,Iodine,
San Antonio,port,-33.59,-71.62,Colombia,country,4.71,-74.07,port_to_country,cathode,Copper,
San Antonio,port,-33.59,-71.62,Colombia,country,4.71,-74.07,port_to_country,iodine,Iodine,
San Antonio,port,-33.59,-71.62,Finland,country,60.17,24.94,port_to_country,concentrate,Copper,
San Antonio,port,-33.59,-71.62,France,country,48.86,2.35,port_to_country,cathode,Copper,
San Antonio,port,-33.59,-71.62,France,country,48.86,2.35,port_to_country,iodine,Iodine,
San Antonio,port,-33.59,-71.62,France,country,48.86,2.35,port_to_country,perrhenate,Rhenium,
San Antonio,port,-33.59,-71.62,Germany,country,53.55,9.99,port_to_country,concentrate,Copper,
San Antonio,port,-33.59,-71.62,Germany,country,53.55,9.99,port_to_country,cathode,Copper,
San Antonio,port,-33.59,-71.62,Germany,country,53.55,9.99,port_to_country,blister,Copper,
San Antonio,port,-33.59,-71.62,Germany,country,53.55,9.99,port_to_country,perrhenate,Rhenium,
San Antonio,port,-33.59,-71.62,Greece,country,37.98,23.73,port_to_country,cathode,Copper,
San Antonio,port,-33.59,-71.62,Greece,country,37.98,23.73,port_to_country,blister,Copper,
San Antonio,port,-33.59,-71.62,Hong Kong,country,22.32,114.17,port_to_country,concentrate,Copper,
San Antonio,port,-33.59,-71.62,India,country,19.08,72.88,port_to_country,concentrate,Copper,
San Antonio,port,-33.59,-71.62,India,country,19.08,72.88,port_to_country,blister,Copper,
San Antonio,port,-33.59,-71.62,India,country,19.08,72.88,port_to_country,concentrate,Molybdenum,
San Antonio,port,-33.59,-71.62,India,country,19.08,72.88,port_to_country,iodine,Iodine,
San Antonio,port,-33.59,-71.62,Indonesia,country,-6.21,106.85,port_to_country,concentrate,Copper,
San Antonio,port,-33.59,-71.62,Indonesia,country,-6.21,106.85,port_to_country,cathode,Copper,
San Antonio,port,-33.59,-71.62,Italy,country,45.46,9.19,port_to_country,cathode,Copper,
San Antonio,port,-33.59,-71.62,Italy,country,45.46,9.19,port_to_country,iodine,Iodine,
San Antonio,port,-33.59,-71.62,Japan,country,35.68,139.69,port_to_country,concentrate,Copper,
San Antonio,port,-33.59,-71.62,Japan,country,35.68,139.69,port_to_country,cathode,Copper,
San Antonio,port,-33.59,-71.62,Japan,country,35.68,139.69,port_to_country,blister,Copper,
San Antonio,port,-33.59,-71.62,Japan,country,35.68,139.69,port_to_country,concentrate,Molybdenum,
San Antonio,port,-33.59,-71.62,Japan,country,35.68,139.69,port_to_country,iodine,Iodine,
San Antonio,port,-33.59,-71.62,Japan,country,35.68,139.69,port_to_country,perrhenate,Rhenium,
San Antonio,port,-33.59,-71.62,Malaysia,country,3.14,101.69,port_to_country,concentrate,Copper,
San Antonio,port,-33.59,-71.62,Malaysia,country,3.14,101.69,port_to_country,cathode,Copper,
San Antonio,port,-33.59,-71.62,Malaysia,country,3.14,101.69,port_to_country,blister,Copper,
San Antonio,port,-33.59,-71.62,Mexico,country,19.43,-99.13,port_to_country,concentrate,Copper,
San Antonio,port,-33.59,-71.62,Mexico,country,19.43,-99.13,port_to_country,cathode,Copper,
San Antonio,port,-33.59,-71.62,Mexico,country,19.43,-99.13,port_to_country,iodine,Iodine,
San Antonio,port,-33.59,-71.62,Netherlands,country,51.92,4.48,port_to_country,concentrate,Copper,
San Antonio,port,-33.59,-71.62,Netherlands,country,51.92,4.48,port_to_country,cathode,Copper,
San Antonio,port,-33.59,-71.62,Netherlands,country,51.92,4.48,port_to_country,concentrate,Molybdenum,
San Antonio,port,-33.59,-71.62,Netherlands,country,51.92,4.48,port_to_country,iodine,Iodine,
San Antonio,port,-33.59,-71.62,Norway,country,59.91,10.75,port_to_country,iodine,Iodine,
San Antonio,port,-33.59,-71.62,Panama,country,8.98,-79.52,port_to_country,cathode,Copper,
San Antonio,port,-33.59,-71.62,Peru,country,-12.05,-77.04,port_to_country,concentrate,Copper,
San Antonio,port,-33.59,-71.62,Peru,country,-12.05,-77.04,port_to_country,cathode,Copper,
San Antonio,port,-33.59,-71.62,Peru,country,-12.05,-77.04,port_to_country,iodine,Iodine,
San Antonio,port,-33.59,-71.62,Peru,country,-12.05,-77.04,port_to_country,perrhenate,Rhenium,
San Antonio,port,-33.59,-71.62,Philippines,country,14.6,120.98,port_to_country,concentrate,Copper,
San Antonio,port,-33.59,-71.62,Singapore,country,1.35,103.82,port_to_country,cathode,Copper,
San Antonio,port,-33.59,-71.62,South Korea,country,37.57,126.98,port_to_country,concentrate,Copper,
San Antonio,port,-33.59,-71.62,South Korea,country,37.57,126.98,port_to_country,cathode,Copper,
San Antonio,port,-33.59,-71.62,South Korea,country,37.57,126.98,port_to_country,blister,Copper,
San Antonio,port,-33.59,-71.62,South Korea,country,37.57,126.98,port_to_country,concentrate,Molybdenum,
San Antonio,port,-33.59,-71.62,South Korea,country,37.57,126.98,port_to_country,iodine,Iodine,
San Antonio,port,-33.59,-71.62,South Korea,country,37.57,126.98,port_to_country,perrhenate,Rhenium,
San Antonio,port,-33.59,-71.62,Spain,country,36.72,-4.42,port_to_country,concentrate,Copper,
San Antonio,port,-33.59,-71.62,Spain,country,36.72,-4.42,port_to_country,cathode,Copper,
San Antonio,port,-33.59,-71.62,Spain,country,36.72,-4.42,port_to_country,blister,Copper,
San Antonio,port,-33.59,-71.62,Spain,country,36.72,-4.42,port_to_country,iodine,Iodine,
San Antonio,port,-33.59,-71.62,Spain,country,36.72,-4.42,port_to_country,perrhenate,Rhenium,
San Antonio,port,-33.59,-71.62,Sweden,country,57.71,11.97,port_to_country,concentrate,Copper,
San Antonio,port,-33.59,-71.62,Sweden,country,57.71,11.97,port_to_country,cathode,Copper,
San Antonio,port,-33.59,-71.62,Switzerland,country,47.38,8.54,port_to_country,concentrate,Copper,
San Antonio,port,-33.59,-71.62,Taiwan,country,25.03,121.57,port_to_country,concentrate,Copper,
San Antonio,port,-33.59,-71.62,Taiwan,country,25.03,121.57,port_to_country,cathode,Copper,
San Antonio,port,-33.59,-71.62,Taiwan,country,25.03,121.57,port_to_country,blister,Copper,
San Antonio,port,-33.59,-71.62,Thailand,country,13.76,100.5,port_to_country,concentrate,Copper,
San Antonio,port,-33.59,-71.62,Thailand,country,13.76,100.5,port_to_country,cathode,Copper,
San Antonio,port,-33.59,-71.62,Thailand,country,13.76,100.5,port_to_country,blister,Copper,
San Antonio,port,-33.59,-71.62,Thailand,country,13.76,100.5,port_to_country,concentrate,Molybdenum,
San Antonio,port,-33.59,-71.62,Turkey,country,41.01,28.98,port_to_country,concentrate,Copper,
San Antonio,port,-33.59,-71.62,UAE,country,25.2,55.27,port_to_country,cathode,Copper,
San Antonio,port,-33.59,-71.62,USA,country,29.76,-95.37,port_to_country,concentrate,Copper,
San Antonio,port,-33.59,-71.62,USA,country,29.76,-95.37,port_to_country,cathode,Copper,
San Antonio,port,-33.59,-71.62,USA,country,29.76,-95.37,port_to_country,blister,Copper,
San Antonio,port,-33.59,-71.62,USA,country,29.76,-95.37,port_to_country,concentrate,Molybdenum,
San Antonio,port,-33.59,-71.62,USA,country,29.76,-95.37,port_to_country,iodine,Iodine,
San Antonio,port,-33.59,-71.62,United Kingdom,country,51.51,-0.13,port_to_country,cathode,Copper,
San Antonio,port,-33.59,-71.62,United Kingdom,country,51.51,-0.13,port_to_country,iodine,Iodine,
San Antonio,port,-33.59,-71.62,Vietnam,country,10.82,106.63,port_to_country,cathode,Copper,
San Antonio,port,-33.59,-71.62,Vietnam,country,10.82,106.63,port_to_country,concentrate,Molybdenum,
San Antonio,port,-33.59,-71.62,Vietnam,country,10.82,106.63,port_to_country,iodine,Iodine,
Ventanas,port,-32.74,-71.49,Belgium,country,51.26,4.35,port_to_country,concentrate,Copper,
Ventanas,port,-32.74,-71.49,Brazil,country,-23.55,-46.63,port_to_country,concentrate,Copper,
