Nitrate_Resource,COMMTYPE,LONGITUD,COMBINACION_CRITICO,CRITICO_3,Iodine_Resource,ESTADO_DEPOSITO,Molybdenum_Reserve,OPERATOR_NAME,ECAP,DDLAT,Rare Earths_Resource,COMUNA,Potassium_Reserve,ANNCAP,Titanium_Resource,OWNER_NAME,CRITICO_1,NOMBRE_DEPOSITO,OrdFranj,PROVINCIA,OPERATOR,FACTYPE,STATUS,OWNER,COUNTRY,ADM1,LOCACC,ELEVACION,LATITUD,YEAR,OTROS_NOMBRES,Lithium_Reserve,LOCDESC,PRIMARY_COMMODITY,DDLONG,Manganese_Resource,MIN_PROD,Copper_Reserve,SOURCEID,FACILITY_TYPE,OrdReg,ISO_CC,ID,MULTI_PROD,FACID_NUM,Iron_Reserve,REGION,Cobalt_Resource,Iron_Resource,FACILITY_NAME,UNITS,COMMODITY,Potassium_Resource,MODELO_DEPOSITO,Silver_Reserve,Zinc_Resource,MULTI_COMM,FACID,Gold_Resource,Boron_Resource,VALOR_DATO,ID_SIA_YACIMIENTO,ID_ATLAS_FAENA,Copper_Resource,Molybdenum_Resource,Lithium_Resource,Iodine_Reserve,SISTEMA_MINERAL,Boron_Reserve,SOURCE,COMB_CRIT_COD,ALL_COMMODITIES_RAW,FRANJA_METALOGENICA,Gold_Reserve,OTROS_CRITICOS,COMBOCAP,ROWID,OBJECTID,GRUPO_MODELO,CRITICO_2,LOCNAME,Nitrate_Reserve,Zinc_Reserve,REFERENCIA,CAPACITY_UNITS,Silver_Resource,COMMENTS,CRITICO_4,CAPACITY,N_COMMODITIES,COMMODITY_LIST_STR
,,-69.54999999999995,Nitrato-Yodo,,,Mina paralizada,,,,,,Sierra Gorda,,,,,Nitrato,Florencia,11,Antofagasta,,,Idle,,,,,,-23.41999999999996,,,,,Nitrate,,,,,,Mine (idle),3,,113,,,,Antofagasta,,,Florencia,,,,Campo de nitrato-yodo,,,,,,,Sin información,,,,,,,Sedimentario-Atmosférico,,Sernageomin_2025,"MIN_14, MIN_16",Nitrato-Yodo,Mioceno-Pleistoceno,,,,,113,Campo de nitrato-yodo,Yodo,,,,,,,,,,2,"Nitrate, Iodine"
,,-69.86399999999998,Cobre,,,Mina en producción,,Sociedad Contractual Minera Franke ,,,,Taltal,,,,"KGHM International Ltd., 100%",Cobre,Franke,5,Antofagasta,,,Active,,,,,,-25.82899999999995,,,,,Copper,,,,,,Mine (active),3,,114,,,,Antofagasta,,,Franke,,,,Estratoligado,,,,,,,Actualizado,,,106043.9,,,,Magmático-Hidrotermal,,Sernageomin_2025,MIN_01,Cobre,Cretácico Inferior,,,,,114,Estratoligado,,,,,https://www.sernageomin.cl/planes-de-cierre/,,,,,,1,Copper
,,-70.47799999999995,Cobre-Oro,,,Prospecto/Proyecto,,,,,,Salamanca,,,,,Cobre,Frontera,10,Choapa,,,Prospect/Project,,,,,,-31.728999999999928,,,,,Copper,,,,,,Prospect/Project,5,,115,,,,Coquimbo,,,Frontera,,,,Pórfido de Cu-Mo,,,,,70.0,,Histórico,,,3640000.0,,,,Magmático-Hidrotermal,,Sernageomin_2025,"MIN_01, MIN_17",Cobre-Oro,Mioceno-Plioceno,,,,,115,Pórfidos,Oro,,,,http://www.andeangeology.cl/index.php/revista1/article/view/V48n1-3294,,,,,,2,"Copper, Gold"
,,-68.81099999999998,Cobre,,,Mina en producción,,Minera Gaby S.A. ,,,,Sierra Gorda,,,,"Corporación Nacional del Cobre (CODELCO) (Government, 100%), 100%",Cobre,Gabriela Mistral,8,Antofagasta,,,Active,,,,,,-23.41799999999995,,Gaby,,,Copper,,,,588000.0,,Mine (active),3,,116,,,,Antofagasta,,,Gabriela Mistral,,,,Pórfido de Cu-Mo,,,,,,,Actualizado,,,6966400.0,,,,Magmático-Hidrotermal,,Sernageomin_2025,MIN_01,Cobre,Eoceno-Oligoceno,,,,,116,Pórfidos,,,,,https://www.codelco.com/prontus_codelco/site/docs/20250329/20250329202724/codelco_memoria_anual_2024.pdf,,,,,,1,Copper
,,-71.32699999999994,Cobre,,,Prospecto/Proyecto,,,,,,Lonquimay,,,,,Cobre,Galletué,6,Malleco,,,Prospect/Project,,,,,,-38.716999999999985,,,,,Copper,,,,,,Prospect/Project,12,,117,,,,La Araucanía,,,Galletué,,,,Pórfido de Cu,,,,,,,Sin información,,,,,,,Magmático-Hidrotermal,,Sernageomin_2025,MIN_01,Cobre,Cretácico Superior,,,,,117,Pórfidos,,,,,,,,,,,1,Copper
,,-68.96399999999994,Cobre,,,Prospecto/Proyecto,,,,,,Calama,,,,,Cobre,Genoveva,8,El Loa,,,Prospect/Project,,,,,,-22.408999999999935,,,,,Copper,,,,,,Prospect/Project,3,,118,,,,Antofagasta,,,Genoveva,,,,Pórfido de Cu-Mo,,,,,,,Sin información,,,,,,,Magmático-Hidrotermal,,Sernageomin_2025,MIN_01,Cobre,Eoceno-Oligoceno,,,,,118,Pórfidos,,,,,nan,,,,,,1,Copper
,,-69.55694399999999,Oro-Plata,,,Mina en producción,,,,,,Taltal,,,,,Oro,Guanaco,7,Antofagasta,,,Active,,,,,,-25.108888999999976,,Operación Guanaco-Amancaya,,,Gold,,,,,,Mine (active),3,,119,,,,Antofagasta,,,Guanaco,,,,Epitermal de alta sulfuración,32.4608,,,,13.07473,,Actualizado,,,,,,,Magmático-Hidrotermal,,Sernageomin_2025,"MIN_17, MIN_18",Oro-Plata,Paleoceno-Eoceno,6.9632,,,,119,Epitermales,Plata,,,,https://australgold.com/wp-content/uploads/2023/03/SLR-Austral-Guanaco-Amancaya-NI-43-101-FINAL-25-March-2022-1.pdf,,63.98101,,,,2,"Gold, Silver"
,,-70.05694399999999,Plata,,,Mina paralizada,,,,,,Alto Hospicio,,,,,Plata,Huantajaya,3,Iquique,,,Idle,,,,,,-20.23194399999994,,,,,Silver,,,,,,Mine (idle),2,,120,,,,Tarapacá,,,Huantajaya,,,,Epitermal de baja sulfuración,,,,,,,Histórico,,,,,,,Magmático-Hidrotermal,,Sernageomin_2025,MIN_18,Plata,Jurásico,,,,,120,Epitermales,,,,,https://catalogobiblioteca.sernageomin.cl/cgi-bin/koha/opac-detail.pl?biblionumber=271338,,480.0,,,,1,Silver
,,-69.95399999999995,Cobre,,,Mina en producción,,,,,,Diego de Almagro,,,,,Cobre,Inca de Oro,6,Chañaral,,,Active,,,,,,-26.837999999999965,,,,,Copper,,,,,,Mine (active),4,,121,,,,Atacama,,,Inca de Oro,,,,Pórfido de Cu-Mo,,,,,,,Histórico,,,1517100.0,,,,Magmático-Hidrotermal,,Sernageomin_2025,MIN_01,Cobre,Cretácico Superior,,,,,121,Pórfidos,,,,,https://pubs.geoscienceworld.org/segweb/economicgeology/article/112/2/295/172169/Contrasting-Tectonic-Settings-and-Sulfur-Contents,,,,,,1,Copper
,,-69.60299999999995,Oro-Plata,,,Prospecto/Proyecto,,,,,,Taltal,,,,,Oro,Inesperada,7,Antofagasta,,,Prospect/Project,,,,,,-25.146999999999935,,Operación Guanaco-Amancaya,,,Gold,,,,,,Prospect/Project,3,,122,,,,Antofagasta,,,Inesperada,,,,Epitermal de alta sulfuración,23.12473,,,,1.83344,,Actualizado,,,,,,,Magmático-Hidrotermal,,Sernageomin_2025,"MIN_17, MIN_18",Oro-Plata,Paleoceno-Eoceno,1.68735,,,,122,Epitermales,Plata,,,,https://australgold.com/wp-content/uploads/2023/03/SLR-Austral-Guanaco-Amancaya-NI-43-101-FINAL-25-March-2022-1.pdf,,25.10476,,,,2,"Gold, Silver"
,,-70.27199999999993,Cobre,,,Mina paralizada,,,,,,Antofagasta,,,,,Cobre,Iván Zar,5,Antofagasta,,,Idle,,,,,,-23.347999999999956,,,,,Copper,,,,,,Mine (idle),3,,123,,,,Antofagasta,,,Iván Zar,,,,Estratoligado,,,,,,,Actualizado,,,60489.73,,,,Magmático-Hidrotermal,,Sernageomin_2025,MIN_01,Cobre,Cretácico Inferior,,,,,123,Estratoligado,,,,,https://www.sernageomin.cl/planes-de-cierre/,,,,,,1,Copper
,,-69.25249999999994,Oro-Plata,,,Mina en producción,,Compañía Minera Mantos de Oro ,,,,Copiapó,,,,"Kinross Gold Corp., 100%",Oro,La Coipa,9,Copiapó,,,Active,,,,,,-26.83499999999998,,Compañía Minera Mantos de Oro,,,Gold,,,,,,Mine (active),4,,124,,,,Atacama,,,La Coipa,,,,Epitermal de alta sulfuración,494.722,,,,46.3478,,Actualizado,,,,,,,Magmático-Hidrotermal,,Sernageomin_2025,"MIN_17, MIN_18",Oro-Plata,Mioceno,19.9994,,,,124,Epitermales,Plata,,,,https://s204.q4cdn.com/896213035/files/doc_financials/2026/q1/Kinross-Gold-2024-Annual-Report-Final.pdf,,1218.936,,,,2,"Gold, Silver"
,,-71.82444399999997,Oro,,,Prospecto/Proyecto,,,,,,Palena,,,,,Oro,La Esperanza,5,Palena,,,Prospect/Project,,,,,,-43.83972199999994,,,,,Gold,,,,,,Prospect/Project,14,,125,,,,Los Lagos,,,La Esperanza,,,,Skarn,,,,,,,Sin información,,,,,,,Magmático-Hidrotermal,,Sernageomin_2025,MIN_17,Oro,Cretácico Inferior,,,,,125,Skarn,,,,,,,,,,,1,Gold
,,-69.88399999999996,Cobre-Oro-Plata,Plata,,Prospecto/Proyecto,,,,,,Alto del Carmen,,,,,Cobre,La Fortuna,8,Huasco,,,Prospect/Project,,,,,,-28.633999999999958,,"Nueva Unión (Relincho + La Fortuna), El Morro",,,Copper,,,,3479220.0,,Prospect/Project,4,,126,,,,Atacama,,,La Fortuna,,,,Pórfido de Cu-Mo,545.76,,,,336.045,,Actualizado,,,3310200.0,,,,Magmático-Hidrotermal,,Sernageomin_2025,"MIN_01, MIN_17, MIN_18",Cobre-Oro-Plata,Eoceno-Oligoceno,320.634,,,,126,Pórfidos,Oro,,,,https://www.teck.com/media/AIF-2025.pdf,,748.71,,,,3,"Copper, Gold, Silver"
,,-70.19199999999995,Cobre-Cobalto,,,Mina paralizada,,,,,,San José de Maipo,,,,,Cobre,La Golondrina,5,Cordillera,,,Idle,,,,,,-33.83099999999996,,,,,Copper,,,,,,Mine (idle),7,,127,,,,Metropolitana de Santiago,,,La Golondrina,,,,Mesotermal,,,,,,,Sin información,,,,,,,Magmático-Hidrotermal,,Sernageomin_2025,"MIN_01, MIN_08",Cobre-Cobalto,Cretácico Inferior,,,,,127,Mesotermal,Cobalto,,,,,,,,,,2,"Copper, Cobalt"
,,-71.20799999999997,Cobre-Cobalto,,,Prospecto/Proyecto,,,,,,La Higuera,,,,,Cobre,La Higuera,5,Elqui,,,Prospect/Project,,,,,,-29.522999999999968,,,,,Copper,,,,,,Prospect/Project,5,,128,,,,Coquimbo,,,La Higuera,,,,IOCG,,,,,,,Sin información,,,,,,,Magmático-Hidrotermal,,Sernageomin_2025,"MIN_01, MIN_08",Cobre-Cobalto,Cretácico Inferior,,,,,128,IOCG,Cobalto,,,,,,,,,,2,"Copper, Cobalt"
,,-70.33299999999997,Cobre-Molibdeno,,,Prospecto/Proyecto,,,,,,Machalí,,,,,Cobre,La Huifa,10,Cachapoal,,,Prospect/Project,,,,,,-34.06299999999993,,,,,Copper,,,,,,Prospect/Project,8,,129,,,,Libertador General Bernardo O'Higgins,,,La Huifa,,,,Pórfido de Cu-Mo,,,,,,,Sin información,,,,,,,Magmático-Hidrotermal,,Sernageomin_2025,"MIN_01, MIN_03",Cobre-Molibdeno,Mioceno-Plioceno,,,,,129,Pórfidos,Molibdeno,,,,nan,,,,,,2,"Copper, Molybdenum"
,,-71.17999999999995,Titanio,,,Prospecto/Proyecto,,,,,,Freirina,,,,,Titanio,La Martina,5,Huasco,,,Prospect/Project,,,,,,-28.70999999999998,,,,,Titanium,,,,,,Prospect/Project,4,,130,,,,Atacama,,,La Martina,,,,Ti asociado a rocas ígneas,,,,,,,Sin información,,,,,,,Magmático,,Sernageomin_2025,MIN_07,Titanio,Cretácico Inferior,,,,,130,Ti asociado a rocas ígneas,,,,,,,,,,,1,Titanium
,,-70.83099999999996,Manganeso,,,Mina paralizada,,,,,,Freirina,,,,,Manganeso,La Negra,5,Huasco,,,Idle,,,,,,-28.339999999999975,,,,,Manganese,,,,,,Mine (idle),4,,131,,,,Atacama,,,La Negra,,,,Estratoligado,,,,,,,Sin información,,,,,,,Magmático-Hidrotermal,,Sernageomin_2025,MIN_06,Manganeso,Cretácico Inferior,,,,,131,Estratoligado,,,,,,,,,,,1,Manganese
,,-69.23899999999998,Oro,,,Prospecto/Proyecto,,,,,,Tierra Amarilla,,,,,Oro,La Pepa,9,Copiapó,,,Prospect/Project,,,,,,-27.285999999999945,,,,,Gold,,,,,,Prospect/Project,4,,132,,,,Atacama,,,La Pepa,,,,Pórfido de Au,,,,,63.558,,Actualizado,,,,,,,Magmático-Hidrotermal,,Sernageomin_2025,MIN_17,Oro,Mioceno,,,,,132,Pórfidos,,,,,https://panamericansilver.com/operations/reserves-and-resources/,,,,,,1,Gold
,,-69.06399999999996,Cobre-Molibdeno,,,Prospecto/Proyecto,,,,,,Pozo Almonte,,,,,Cobre,La Planada,8,Tamarugal,,,Prospect/Project,,,,,,-20.17199999999997,,,,,Copper,,,,,,Prospect/Project,2,,133,,,,Tarapacá,,,La Planada,,,,Pórfido de Cu-Mo,,,,,,,Histórico,,,120000.0,,,,Magmático-Hidrotermal,,Sernageomin_2025,"MIN_01, MIN_03",Cobre-Molibdeno,Eoceno-Oligoceno,,,,,133,Pórfidos,Molibdeno,,,,https://repositorio.sernageomin.cl/items/a8faf057-5764-4d2d-a6eb-5c9c152fbe50/full,,,,,,2,"Copper, Molybdenum"
,,-72.91999999999996,Cobre-Cinc,,,Prospecto/Proyecto,,Compañía Minera El Sauce Ltda.,,,,Río Verde,,,,Compañía Minera El Sauce Ltda.,Cobre,La Serena,4,Magallanes,,,Prospect/Project,,,,,,-52.787999999999954,,,,,Copper,,,,,,Prospect/Project,16,,134,,,,Magallanes y de la Antártica Chilena,,,La Serena,,,,Epitermal de metales preciosos,,,,,,,Sin información,,,,,,,Magmático-Hidrotermal,,Sernageomin_2025,"MIN_01, MIN_12",Cobre-Cinc,Jurásico-Cretácico,,,,,134,Epitermales,Cinc,,,,,,,,,,2,"Copper, Zinc"
,,-70.40999999999997,Hierro,,,Mina paralizada,,,,,,Chañaral,,,,,Hierro,La Suerte,4,Chañaral,,,Idle,,,,,,-26.339999999999975,,,,,Iron,,,,,,Mine (idle),4,,135,,,,Atacama,,,La Suerte,,,,IOCG,,,,,,,Sin información,M-6821,,,,,,Magmático-Hidrotermal,,Sernageomin_2025,MIN_15,Hierro,Jurásico-Cretácico,,,,,135,IOCG,,,,,,,,,,,1,Iron
,,-69.66999999999996,Nitrato-Yodo,,16039.0,Mina paralizada,,ACF Minera S.A.,,,,Pozo Almonte,,,,ACF Minera S.A.,Nitrato,Lagunas,11,Tamarugal,,,Idle,,,,,,-20.95999999999998,,,,,Nitrate,,,,,,Mine (idle),2,,136,,,,Tarapacá,,,Lagunas,,,,Campo de nitrato-yodo,,,,,,,Actualizado,,,,,,,Sedimentario-Atmosférico,,Sernageomin_2025,"MIN_14, MIN_16",Nitrato-Yodo,Mioceno-Pleistoceno,,,,,136,Campo de nitrato-yodo,Yodo,,,,https://www.sernageomin.cl/planes-de-cierre/,,,,,,2,"Nitrate, Iodine"
,,-71.11599999999999,Cobre-Molibdeno,,,Prospecto/Proyecto,,,,,,Combarbalá,,,,,Cobre,Lana Corina,6,Limarí,,,Prospect/Project,,,,,,-31.124999999999943,,,,,Copper,,,,,,Prospect/Project,5,,137,,,,Coquimbo,,,Lana Corina,,,,Pórfido de Cu,,,,,,,Sin información,,,,,,,Magmático-Hidrotermal,,Sernageomin_2025,"MIN_01, MIN_03",Cobre-Molibdeno,Cretácico Superior,,,,,137,Pórfidos,Molibdeno,,,,,,,,,,2,"Copper, Molybdenum"
,,-71.79199999999997,Cobre-Cinc,,,Prospecto/Proyecto,,,,,,Palena,,,,,Cobre,Las Juntas,4,Palena,,,Prospect/Project,,,,,,-43.67199999999997,,,,,Copper,,,,,,Prospect/Project,14,,138,,,,Los Lagos,,,Las Juntas,,,,Epitermal de metales preciosos,,,,,,,Sin información,,,,,,,Magmático-Hidrotermal,,Sernageomin_2025,"MIN_01, MIN_12",Cobre-Cinc,Jurásico-Cretácico,,,,,138,Epitermales,Cinc,,,,,,,,,,2,"Copper, Zinc"
,,-70.49599999999998,Cobre,,,Mina en producción,,Groupo Cenizas,,,,Taltal,,,,Groupo Cenizas,Cobre,Las Luces,3,Antofagasta,,,Active,,,,,,-25.69799999999998,,,,,Copper,,,,,,Mine (active),3,,139,,,,Antofagasta,,,Las Luces,,,,Estratoligado,,,,,,,Actualizado,,,541645.0,,,,Magmático-Hidrotermal,,Sernageomin_2025,MIN_01,Cobre,Jurásico,,,,,139,Estratoligado,,,,,https://www.sernageomin.cl/planes-de-cierre/,,,,,,1,Copper
,,-71.76666699999998,Oro,,,Mina Paralizada,,,,,,Pencahue,,,,,Oro,Las Palmas,5,Talca,,,Idle,,,,,,-35.17249999999996,,,,,Gold,,,,,,Mine (idle),9,,140,,,,Maule,,,Las Palmas,,,,Epitermal de baja sulfuración,,,,,9.0,,Histórico,,,,,,,Magmático-Hidrotermal,,Sernageomin_2025,MIN_17,Oro,Cretácico Inferior,,,,,140,Epitermales,,,,,http://www.andeangeology.cl/index.php/revista1/article/view/V48n1-3294,,,,,,1,Gold
,,-72.69472199999996,Oro,,,Mina paralizada,,,,,,Chaitén,,,,,Oro,Lavadero Ayacara-Huequi,12,Palena,,,Idle,,,,,,-42.301110999999935,,,,,Gold,,,,,,Mine (idle),14,,141,,,,Los Lagos,,,Lavadero Ayacara-Huequi,,,,Placer,,,,,,,Sin información,,,,,,,Sedimentario de placer,,Sernageomin_2025,MIN_17,Oro,Mioceno-Holoceno,,,,,141,Placer,,,,,,,,,,,1,Gold
,,-74.30305599999997,Oro,,,Mina paralizada,,,,,,Quellón,,,,,Oro,Lavadero Caleta Zorra,12,Chiloé,,,Idle,,,,,,-43.12944399999998,,,,,Gold,,,,,,Mine (idle),14,,142,,,,Los Lagos,,,Lavadero Caleta Zorra,,,,Placer,,,,,,,Sin información,,,,,,,Sedimentario de placer,,Sernageomin_2025,MIN_17,Oro,Mioceno-Holoceno,,,,,142,Placer,,,,,,,,,,,1,Gold
,,-73.71333299999998,Oro,,,Mina paralizada,,,,,,Maullín,,,,,Oro,Lavadero Carelmapu,12,Llanquihue,,,Idle,,,,,,-41.71666699999997,,,,,Gold,,,,,,Mine (idle),14,,143,,,,Los Lagos,,,Lavadero Carelmapu,,,,Placer,,,,,,,Sin información,,,,,,,Sedimentario de placer,,Sernageomin_2025,MIN_17,Oro,Mioceno-Holoceno,,,,,143,Placer,,,,,,,,,,,1,Gold
,,-73.49833299999995,Oro,,,Mina paralizada,,,,,,San Juan de la Costa,,,,,Oro,Lavadero Contaco,12,Osorno,,,Idle,,,,,,-40.631110999999976,,,,,Gold,,,,,,Mine (idle),14,,144,,,,Los Lagos,,,Lavadero Contaco,,,,Placer,,,,,,,Sin información,,,,,,,Sedimentario de placer,,Sernageomin_2025,MIN_17,Oro,Mioceno-Holoceno,,,,,144,Placer,,,,,,,,,,,1,Gold
,,-74.11999999999995,Oro,,,Mina paralizada,,,,,,Chonchi,,,,,Oro,Lavadero Cucao-Rahue,12,Chiloé,,,Idle,,,,,,-42.664999999999964,,,,,Gold,,,,,,Mine (idle),14,,145,,,,Los Lagos,,,Lavadero Cucao-Rahue,,,,Placer,,,,,,,Sin información,,,,,,,Sedimentario de placer,,Sernageomin_2025,MIN_17,Oro,Mioceno-Holoceno,,,,,145,Placer,,,,,,,,,,,1,Gold
,,-71.48599999999993,Oro,,,Mina paralizada,,,,,,Casablanca,,,,,Oro,Lavadero El Toro,12,Valparaíso,,,Idle,,,,,,-33.289999999999964,,,,,Gold,,,,,,Mine (idle),6,,146,,,,Valparaíso,,,Lavadero El Toro,,,,Placer,,,,,,,Sin información,,,,,,,Sedimentario de placer,,Sernageomin_2025,MIN_17,Oro,Mioceno-Holoceno,,,,,146,Placer,,,,,,,,,,,1,Gold
,,-67.69999999999999,Oro,,,Mina paralizada,,,,,,Cabo de Hornos,,,,,Oro,Lavadero Isla Navarino,12,Antártica Chilena,,,Idle,,,,,,-55.11666699999995,,,,,Gold,,,,,,Mine (idle),16,,147,,,,Magallanes y de la Antártica Chilena,,,Lavadero Isla Navarino,,,,Placer,,,,,,,Sin información,,,,,,,Sedimentario de placer,,Sernageomin_2025,MIN_17,Oro,Mioceno-Holoceno,,,,,147,Placer,,,,,,,,,,,1,Gold
,,-66.94999999999999,Oro,,,Mina paralizada,,,,,,Cabo de Hornos,,,,,Oro,Lavadero Isla Picton,12,Antártica Chilena,,,Idle,,,,,,-55.03333299999997,,,,,Gold,,,,,,Mine (idle),16,,148,,,,Magallanes y de la Antártica Chilena,,,Lavadero Isla Picton,,,,Placer,,,,,,,Sin información,,,,,,,Sedimentario de placer,,Sernageomin_2025,MIN_17,Oro,Mioceno-Holoceno,,,,,148,Placer,,,,,,,,,,,1,Gold
,,-73.81666699999994,Oro,,,Mina paralizada,,,,,,Fresia,,,,,Oro,Lavadero Marilán,12,Llanquihue,,,Idle,,,,,,-41.24999999999994,,,,,Gold,,,,,,Mine (idle),14,,149,,,,Los Lagos,,,Lavadero Marilán,,,,Placer,,,,,,,Sin información,,,,,,,Sedimentario de placer,,Sernageomin_2025,MIN_17,Oro,Mioceno-Holoceno,,,,,149,Placer,,,,,,,,,,,1,Gold
,,-73.52499999999998,Oro,,,Mina paralizada,,,,,,San Juan de la Costa,,,,,Oro,Lavadero Millacoya,12,Osorno,,,Idle,,,,,,-40.74166699999995,,,,,Gold,,,,,,Mine (idle),14,,150,,,,Los Lagos,,,Lavadero Millacoya,,,,Placer,,,,,,,Sin información,,,,,,,Sedimentario de placer,,Sernageomin_2025,MIN_17,Oro,Mioceno-Holoceno,,,,,150,Placer,,,,,,,,,,,1,Gold
,,-69.83333299999998,Oro,,,Mina paralizada,,,,,,Primavera,,,,,Oro,Lavadero Río del Oro,12,Tierra del Fuego,,,Idle,,,,,,-52.91666699999996,,,,,Gold,,,,,,Mine (idle),16,,151,,,,Magallanes y de la Antártica Chilena,,,Lavadero Río del Oro,,,,Placer,,,,,,,Sin información,,,,,,,Sedimentario de placer,,Sernageomin_2025,MIN_17,Oro,Mioceno-Holoceno,,,,,151,Placer,,,,,,,,,,,1,Gold
,,-69.66666699999996,Oro,,,Mina paralizada,,,,,,Primavera,,,,,Oro,Lavadero Río Oscar,12,Tierra del Fuego,,,Idle,,,,,,-52.94999999999993,,,,,Gold,,,,,,Mine (idle),16,,152,,,,Magallanes y de la Antártica Chilena,,,Lavadero Río Oscar,,,,Placer,,,,,,,Sin información,,,,,,,Sedimentario de placer,,Sernageomin_2025,MIN_17,Oro,Mioceno-Holoceno,,,,,152,Placer,,,,,,,,,,,1,Gold
,,-68.95099999999996,Cobre,,,Prospecto/Proyecto,,,,,,Antofagasta,,,,,Cobre,Lila,2,Antofagasta,,,Prospect/Project,,,,,,-23.82699999999994,,,,,Copper,,,,,,Prospect/Project,3,,153,,,,Antofagasta,,,Lila,,,,Pórfido de Cu,,,,,,,Sin información,,,,,,,Magmático-Hidrotermal,,Sernageomin_2025,MIN_01,Cobre,Carbonífero-Triásico,,,,,153,Pórfidos,,,,,,,,,,,1,Copper
,,-71.02099999999996,Cobre-Oro-Molibdeno,Molibdeno,,Prospecto/Proyecto,,,,,,Combarbalá,,,,,Cobre,Llahuín,6,Limarí,,,Prospect/Project,,,,,,-31.333999999999946,,,,,Copper,,,,,,Prospect/Project,5,,154,,,,Coquimbo,,,Llahuín,,,,Pórfido de Cu-Mo,,,,,21.68,,Actualizado,,,472100.0,12920.0,,,Magmático-Hidrotermal,,Sernageomin_2025,"MIN_01, MIN_03, MIN_04, MIN_17",Cobre-Oro-Molibdeno,Cretácico Superior,,Renio,,,154,Pórfidos,Oro,,,,https://www.shmining.com.au/wp-content/uploads/2025/05/SUHMedia_CorporatePresentation_LlahuinCopperGold_April2025.pdf,,,,,,3,"Copper, Gold, Molybdenum"
,,-70.91999999999996,Cobre,,,Mina Paralizada,,,,,,Pudahuel,,,,,Cobre,Lo Aguirre,5,Santiago,,,Idle,,,,,,-33.43999999999994,,,,,Copper,,,,,,Mine (idle),7,,155,,,,Metropolitana de Santiago,,,Lo Aguirre,,,,Estratoligado,,,,,,,Sin información,,,,,,,Magmático-Hidrotermal,,Sernageomin_2025,MIN_01,Cobre,Cretácico Inferior,,,,,155,Estratoligado,,,,,,,,,,,1,Copper
,,-69.03333299999997,Oro-Plata,,,Prospecto/Proyecto,,,,,,Copiapó,,,,,Oro,Lobo-Marte,9,Copiapó,,,Prospect/Project,,,,,,-27.16666699999996,,,,,Gold,,,,,,Prospect/Project,4,,156,,,,Atacama,,,Lobo-Marte,,,,Pórfido de Au,,,,,82.5398,,Actualizado,,,,,,,Magmático-Hidrotermal,,Sernageomin_2025,"MIN_17, MIN_18",Oro-Plata,Mioceno,208.9126,,,,156,Pórfidos,Plata,,,,https://s204.q4cdn.com/896213035/files/doc_financials/2026/q1/Kinross-Gold-2024-Annual-Report-Final.pdf,,,,,,2,"Gold, Silver"
,,-70.66099999999994,Cobre-Oro,,,Prospecto/Proyecto,,,,,,Monte Patria,,,,,Cobre,Loica,8,Limarí,,,Prospect/Project,,,,,,-31.063999999999965,,,,,Copper,,,,,,Prospect/Project,5,,157,,,,Coquimbo,,,Loica,,,,Pórfido de Cu-Mo,,,,,20.0,,Histórico,,,1250000.0,,,,Magmático-Hidrotermal,,Sernageomin_2025,"MIN_01, MIN_17",Cobre-Oro,Eoceno-Oligoceno,,,,,157,Pórfidos,Oro,,,,https://repositorio.sernageomin.cl/items/a8faf057-5764-4d2d-a6eb-5c9c152fbe50/full,,,,,,2,"Copper, Gold"
,,-69.50699999999995,Cobre-Molibdeno,,,Mina en producción,,Compañía Minera Xstrata Lomas Bayas ,,,,Sierra Gorda,,,,"Glencore plc, 100%",Cobre,Lomas Bayas,7,Antofagasta,,,Active,,,,,,-23.430999999999983,,,,,Copper,,,,819600.0,,Mine (active),3,,158,,,,Antofagasta,,,Lomas Bayas,,,,Pórfido de Cu-Mo,,,,,,,Actualizado,,,6090515.0,,,,Magmático-Hidrotermal,,Sernageomin_2025,"MIN_01, MIN_03",Cobre-Molibdeno,Paleoceno-Eoceno,,,,,158,Pórfidos,Molibdeno,,,,https://www.glencore.com/.rest/api/v1/documents/static/a53e27b1-6025-4ef2-9be8-f3be543dfb26/GLENCORE-Resources-and-Reserves-report-2023.pdf,,,,,,2,"Copper, Molybdenum"
,,-70.28499999999997,Cobre-Molibdeno-Renio,Renio,,Mina en producción,155556.0,Anglo American Sur S.A. ,,,,Lo Barnechea,,,,"Anglo American plc, 50.1%, Mitsubishi Corp., 20.4%, Corporación Nacional del Cobre, 20%, and Mitsui & Co., Ltd., 9.5% ",Cobre,Los Bronces,10,Santiago,,,Active,,,,,,-33.150999999999954,,,,,Copper,,,,7691020.0,,Mine (active),7,,159,,,,Metropolitana de Santiago,,,Los Bronces,,,,Pórfido de Cu-Mo,,,,,,,Actualizado,,,15751630.0,362625.0,,,Magmático-Hidrotermal,,Sernageomin_2025,"MIN_01, MIN_03, MIN_04",Cobre-Molibdeno-Renio,Mioceno-Plioceno,,,,,159,Pórfidos,Molibdeno,,,,https://www.angloamerican.com/~/media/Files/A/Anglo-American-Group-v9/PLC/investors/annual-reporting/2024/anglo-american-ore-reserves-and-mineral-resources-report-2024.pdf,,,,,,3,"Copper, Molybdenum, Rhenium"
