Nitrate_Resource,COMMTYPE,LONGITUD,COMBINACION_CRITICO,CRITICO_3,Iodine_Resource,ESTADO_DEPOSITO,Molybdenum_Reserve,OPERATOR_NAME,ECAP,DDLAT,Rare Earths_Resource,COMUNA,Potassium_Reserve,ANNCAP,Titanium_Resource,OWNER_NAME,CRITICO_1,NOMBRE_DEPOSITO,OrdFranj,PROVINCIA,OPERATOR,FACTYPE,STATUS,OWNER,COUNTRY,ADM1,LOCACC,ELEVACION,LATITUD,YEAR,OTROS_NOMBRES,Lithium_Reserve,LOCDESC,PRIMARY_COMMODITY,DDLONG,Manganese_Resource,MIN_PROD,Copper_Reserve,SOURCEID,FACILITY_TYPE,OrdReg,ISO_CC,ID,MULTI_PROD,FACID_NUM,Iron_Reserve,REGION,Cobalt_Resource,Iron_Resource,FACILITY_NAME,UNITS,COMMODITY,Potassium_Resource,MODELO_DEPOSITO,Silver_Reserve,Zinc_Resource,MULTI_COMM,FACID,Gold_Resource,Boron_Resource,VALOR_DATO,ID_SIA_YACIMIENTO,ID_ATLAS_FAENA,Copper_Resource,Molybdenum_Resource,Lithium_Resource,Iodine_Reserve,SISTEMA_MINERAL,Boron_Reserve,SOURCE,COMB_CRIT_COD,ALL_COMMODITIES_RAW,FRANJA_METALOGENICA,Gold_Reserve,OTROS_CRITICOS,COMBOCAP,ROWID,OBJECTID,GRUPO_MODELO,CRITICO_2,LOCNAME,Nitrate_Reserve,Zinc_Reserve,REFERENCIA,CAPACITY_UNITS,Silver_Resource,COMMENTS,CRITICO_4,CAPACITY,N_COMMODITIES,COMMODITY_LIST_STR
,,-69.04999999999995,Boro,,,Prospecto/Proyecto,,,,,,Putre,,,,,Boro,Salar Surire,13,Parinacota,,,Prospect/Project,,,,,,-18.819999999999936,,,,,Boron,,,,,,Prospect/Project,1,,267,,,,Arica y Parinacota,,,Salar Surire,,,,Salar de Li-K-B±Cs-Sr,,,,,,5451403.0,Actualizado,,,,,,,Salmueras residuales,1727154.0,Sernageomin_2025,MIN_13,Boro,Pleistoceno,,,,,267,Salar de Li-K-B±Cs-Sr,,,,,https://www.sernageomin.cl/planes-de-cierre/,,,,,,1,Boron
,Fuel,-71.4994,,,,,,Empresa Nacional del Petróleo (ENAP),e,-32.9286,,,,"90,000",,"Government, 100%",,,,,Empresa Nacional del Petróleo (ENAP),OR,Active,"Government, 100%",Chile,Valparaíso,E,,-32.9286,2015,,,"Aconcagua, Bio Bio, and Gregorio refineries",Petroleum,-71.4994,,Refinery products,,521,Refinery,,CL,,,10,,Valparaíso,,,Aconcagua refineries,t42-gb,Petroleum,,,,,,CL10,,,,,,,,,,,,USGS_MINFAC_2017,,Petroleum,,,,***CL10-12,507,,,,Aconcagua refineries,,,,t42-gb,,,,"90,000",1,Petroleum
,Metal,-68.6886,,,,,,Sociedad Contractual Minera El Abra ,e,-21.9859,,,,225,,"Freeport-McMoRan Copper & Gold Inc., 51%, and Corporación Nacional del Cobre (CODELCO) (Government, 100%), 49%",,,,,Sociedad Contractual Minera El Abra ,P,Active,"Freeport-McMoRan Copper & Gold Inc., 51%, and Corporación Nacional del Cobre (CODELCO) (Government, 100%), 49%",Chile,Antofagasta,E,,-21.9859,2014,,,"El Abra Mine and SX-EW plant, near Calama, Antofagasta (Region II)",Copper,-68.6886,,Copper,,"601, 1599",SX-EW Plant,,CL,,,76,,Antofagasta,,,Al Elbra SX-EW plant,tmt,Copper,,,,,,CL76,,,,,,,,,,,,USGS_MINFAC_2017,,Copper,,,,***CL76-77,508,,,,Al Elbra SX-EW plant,,,,tmt,,,,225,1,Copper
,Metal,-70.3178,,,,,,Glencore Copper Chile S.A. ,e,-23.8247,,,,300,,Glencore Copper Chile S.A. ,,,,,Glencore Copper Chile S.A. ,P,Active,Glencore Copper Chile S.A. ,Chile,Antofagasta,E,,-23.8247,2014,,,"Altonorte smelter, La Negra, Antofagasta (Region II)",Copper,-70.3178,,Anodes and blister (Cu content),,524,Smelter,,CL,,,13,,Antofagasta,,,Altonorte smelter,tmt,Copper,,,,,Y,CL13,,,,,,,,,,,,USGS_MINFAC_2017,,Copper,,,,,509,,,,Altonorte smelter,,,,tmt,,,,300,1,Copper
,Industrial,-70.3178,,,,,,Glencore Copper Chile S.A. ,e,-23.8247,,,,900,,Glencore Copper Chile S.A. ,,,,,Glencore Copper Chile S.A. ,P,Active,Glencore Copper Chile S.A. ,Chile,Antofagasta,E,,-23.8247,2014,,,"Altonorte smelter, La Negra, Antofagasta (Region II)",Sulfuric Acid,-70.3178,,Sulfuric acid,,525,Smelter,,CL,,,13,,Antofagasta,,,Altonorte smelter,tmt,Sulfuric acid,,,,,Y,CL13,,,,,,,,,,,,USGS_MINFAC_2017,,Sulfuric acid,,,,,510,,,,Altonorte smelter,,,,tmt,,,,900,1,Sulfuric Acid
,Metal,-69.8832,,,,,,Antofagasta plc,,-22.6298,,,,,,"Antofagasta plc, 70%, Marubeni Corp., 30%",,,,,Antofagasta plc,P,Active,"Antofagasta plc, 70%, Marubeni Corp., 30%",Chile,Antofagasta,E,,-22.6298,2014,,,Antucoya Mine and SX-EW plant,Copper,-69.8832,,Copper,,2000,SX-EW Plant,,CL,,,320,,Antofagasta,,,Antucoya SX-EW plant,,Copper,,,,,Y,CL320,,,,,,,,,,,,USGS_MINFAC_2017,,Copper,,,,,515,,,,Antucoya SX-EW plant,,,,,,,,,1,Copper
,Industrial,-70.799,,,,,,Compañía Minera de Fosfatos Naturales Ltda. (Bifox Ltda.),e,-27.0923,,,,45,,"TEHMCORP S.A., 100%",,,,,Compañía Minera de Fosfatos Naturales Ltda. (Bifox Ltda.),P,Active,"TEHMCORP S.A., 100%",Chile,Coquimbo,E,,-27.0923,2014,,,"Mines at and around Bahia Inglesa; Osorno plant near Bahia Inglesa, Atacama (Region III); and Bahia Inglesa plant at Caldera, Coquimbo (Region IV)",Phosphate,-70.799,,Phosphorite,,774,Processing Plant,,CL,,,208,,Coquimbo,,,Bahia Inglesa plant at Caldera,tmt,Phosphatic materials,,,,,,CL208,,,,,,,,,,,,USGS_MINFAC_2017,,Phosphatic materials,,,,***CL208-209,516,,,,Bahia Inglesa plant at Caldera,,,,tmt,,,,45,1,Phosphate
,Fuel,-73.1205,,,,,,Empresa Nacional del Petróleo (ENAP),e,-36.7789,,,,"90,000",,"Government, 100%",,,,,Empresa Nacional del Petróleo (ENAP),OR,Active,"Government, 100%",Chile,Biobío,E,,-36.7789,2015,,,"Aconcagua, Bio Bio, and Gregorio refineries",Petroleum,-73.1205,,Refinery products,,522,Refinery,,CL,,,11,,Biobío,,,Bio Bio refineries,t42-gb,Petroleum,,,,,,CL11,,,,,,,,,,,,USGS_MINFAC_2017,,Petroleum,,,,***CL10-12,519,,,,Bio Bio refineries,,,,t42-gb,,,,"90,000",1,Petroleum
,Metal,-70.2484,,,,,,Sociedad Punta del Cobre S.A (Pucobre),,-27.5734,,,,,,Sociedad Punta del Cobre S.A (Pucobre) (100%),,,,,Sociedad Punta del Cobre S.A (Pucobre),P,Active,Sociedad Punta del Cobre S.A (Pucobre) (100%),Chile,Atacama,E,,-27.5734,2014,,,Biocobre refinery,Copper,-70.2484,,Copper,,2000,Refinery,,CL,,,330,,Atacama,,,Biocobre refinery,,Copper,,,,,,CL330,,,,,,,,,,,,USGS_MINFAC_2017,,Copper,,,,,520,,,,Biocobre refinery,,,,,,,,,1,Copper
,Industrial,-69.879,,,,,,Química Industrial del Bórax Ltda. ,e,-18.4414,,,,550,,"Private, Chile-based investors, 100%",,,,,Química Industrial del Bórax Ltda. ,P,Active,"Private, Chile-based investors, 100%",Chile,Arica y Parinacota,E,,-18.4414,2014,,,"Ulexite mine at Salar del Surire, and boric acid and agrochemical plants near Arica, Arica y Parinacota (Region XV)",Boron,-69.879,,Boron compounds (B2O3 content),,888,Processing Plant,,CL,,,311,,Arica y Parinacota,,,Boric acid and agrochemical plants,tmt,Boron,,,,,,CL311,,,,,,,,,,,,USGS_MINFAC_2017,,Boron,,,,***CL311-312,521,,,,Boric acid and agrochemical plants,,,,tmt,,,,550,1,Boron
,Industrial,-70.2567,,,,,,S.Q.M. Salar S.A. ,e,-23.6427,,,,200,,"Sociedad Química y Minera de Chile S.A. (SQM), 100%",,,,,S.Q.M. Salar S.A. ,P,Active,"Sociedad Química y Minera de Chile S.A. (SQM), 100%",Chile,Antofagasta,E,,-23.6427,2014,,,"Mine brines of Atacama Salar, and boric acid plant at Antofagasta, Region II",Boron,-70.2567,,Boron compounds (B2O3 content),,754,Processing Plant,,CL,,,195,,Antofagasta,,,Boric acid plant at Antofagasta,tmt,Boron,,,,,,CL195,,,,,,,,,,,,USGS_MINFAC_2017,,Boron,,,,***CL195-196,522,,,,Boric acid plant at Antofagasta,,,,tmt,,,,200,1,Boron
,Industrial,-70.4505,,,,,,Corporación Nacional del Cobre (CODELCO),e,-34.1046,,,,"1,000",,"Government, 100%",,,,,Corporación Nacional del Cobre (CODELCO),P,Active,"Government, 100%",Chile,Libertador General Bernardo O'Higgins,E,,-34.1046,2014,,,"Caletones plant, Libertador General Bernardo O'Higgins (Region VI)",Sulfuric Acid,-70.4505,,Sulfuric acid,,"540, 1854",Processing Plant,,CL,,,25,,Libertador General Bernardo O'Higgins,,,Caletones plant,tmt,Sulfuric acid,,,,,,CL25,,,,,,,,,,,,USGS_MINFAC_2017,,Sulfuric acid,,,,,523,,,,Caletones plant,,,,tmt,,,,"1,000",1,Sulfuric Acid
,Metal,-70.4505,,,,,,Corporación Nacional del Cobre (CODELCO),e,-34.1046,,,,430,,"Government, 100%",,,,,Corporación Nacional del Cobre (CODELCO),P,Active,"Government, 100%",Chile,Libertador General Bernardo O'Higgins,E,,-34.1046,2014,,,"El Teniente Division and Mine, and Caletones smelter (anodes) and refinery (fire-refined ingots), Libertador General Bernardo O'Higgins (Region VI)",Copper,-70.4505,,Copper,,"620, 1855",Smelter,,CL,,,94,,Libertador General Bernardo O'Higgins,,,"Caletones smelter (anodes). refinery (fire-refined ingots), and SX-EW plant",tmt,Copper,,,,,,CL94,,,,,,,,,,,,USGS_MINFAC_2017,,Copper,,,,***CL94-95,524,,,,"Caletones smelter (anodes). refinery (fire-refined ingots), and SX-EW plant",,,,tmt,,,,430,1,Copper
,Metal,-69.0965,,,,,,Antofagasta plc,,-22.9275,,,,300,,"Antofagasta plc, 70%, and Marubeni Corp., 30%",,,,,Antofagasta plc,P,Active,"Antofagasta plc, 70%, and Marubeni Corp., 30%",Chile,Antofagasta,E,,-22.9275,2014,,,"Centinela oxide and sulfide mines and plant, Antofagasta (Region II)",Copper,-69.0965,,Copper,,"548, 1627",Processing Plant,,CL,,,31,,Antofagasta,,,Centinela oxide and sulfide plant,tmt,Copper,,,,,,CL31,,,,,,,,,,,,USGS_MINFAC_2017,,Copper,,,,,533,,,,Centinela oxide and sulfide plant,,,,tmt,,,,300,1,Copper
,Metal,-71.9995,,,,,,Compañía Minera Cerro Bayo Ltda. ,e,-46.5463,,,,950,,"Mandalay Resources Corp., 100%",,,,,Compañía Minera Cerro Bayo Ltda. ,P,Active,"Mandalay Resources Corp., 100%",Chile,Aysén,E,,-46.5463,2014,,,"Cerro Bayo Mine and concentration plant, Aysén (Region XI)",Gold,-71.9995,,Gold,,549,Concentrator,,CL,,,32,,Aysén,,,Cerro Bayo concentration plant,kg,Gold,,,,,,CL32,,,,,,,,,,,,USGS_MINFAC_2017,,Gold,,,,***CL32-33,534,,,,Cerro Bayo concentration plant,,,,kg,,,,950,1,Gold
,Industrial,-70.8318,,,,,,Cemento Polpaico S.A. ,,-33.1505,,,,"1,600",,"Holcim Ltd., 54.3%; Compañía de Consumidores de Gas de Santiago, 40.9%; other, 4.8%)",,,,,Cemento Polpaico S.A. ,P,Active,"Holcim Ltd., 54.3%; Compañía de Consumidores de Gas de Santiago, 40.9%; other, 4.8%)",Chile,Santiago,E,,-33.1505,2014,,,"Cerro Blanco plant, Santiago Metropolitan Region",Cement,-70.8318,,Cement,,553,Processing Plant,,CL,,,35,,Santiago,,,Cerro Blanco plant,,Cement,,,,,,CL35,,,,,,,,,,,,USGS_MINFAC_2017,,Cement,,,,,537,,,,Cerro Blanco plant,,,,,,,,"1,600",1,Cement
,Metal,-69.2663,,,,,,Compañía Minera Cerro Colorado ,e,-20.0624,,,,120,,"BHP Billiton plc, 100%",,,,,Compañía Minera Cerro Colorado ,P,Active,"BHP Billiton plc, 100%",Chile,Tarapacá,E,,-20.0624,2014,,,"Cerro Colorado Mine and SX-EW plant, Tarapacá (Region I)",Copper,-69.2663,,Copper,,"557, 1636",SX-EW Plant,,CL,,,39,,Tarapacá,,,Cerro Colorado SX-EW plant,tmt,Copper,,,,,,CL39,,,,,,,,,,,,USGS_MINFAC_2017,,Copper,,,,***CL38-39,539,,,,Cerro Colorado SX-EW plant,,,,tmt,,,,120,1,Copper
,Industrial,-70.9561,,,,,,Anglo American Sur S.A. ,e,-32.804,,,,500,,"Anglo American plc, 50.1%, Mitsubishi Corp., 20.4%, Corporación Nacional del Cobre, 20%, and Mitsui & Co., Ltd., 9.5% ",,,,,Anglo American Sur S.A. ,P,Active,"Anglo American plc, 50.1%, Mitsubishi Corp., 20.4%, Corporación Nacional del Cobre, 20%, and Mitsui & Co., Ltd., 9.5% ",Chile,Valparaíso,E,,-32.804,2014,,,"Chagres smelter, Valparaíso (Region V)",Sulfuric Acid,-70.9561,,Sulfuric acid,,560,Smelter,,CL,,,41,,Valparaíso,,,Chagres smelter,tmt,Sulfuric acid,,,,,,CL41,,,,,,,,,,,,USGS_MINFAC_2017,,Sulfuric acid,,,,,541,,,,Chagres smelter,,,,tmt,,,,500,1,Sulfuric Acid
,Metal,-70.9554,,,,,,Empresa Nacional de Minería (ENAMI),,-32.8047,,,,175,,"Government, 100%",,,,,Empresa Nacional de Minería (ENAMI),P,Active,"Government, 100%",Chile,Valparaíso,E,,-32.8047,2014,,,"Chagres smelter (anodes and blister), Valparaíso (Region V)",Copper,-70.9554,,Anodes and blister (Cu content),,558,Smelter,,CL,,,40,,Valparaíso,,,Chagres smelter (anodes and blister),tmt,Copper,,,,,,CL40,,,,,,,,,,,,USGS_MINFAC_2017,,Copper,,,,,542,,,,Chagres smelter (anodes and blister),,,,tmt,,,,175,1,Copper
,Industrial,-70.3112,,,,,,Rockwood Lithium Ltda. ,e,-23.7593,,,,"26,000",,"Rockwood Holdings Inc., 100%",,,,,Rockwood Lithium Ltda. ,B,Active,"Rockwood Holdings Inc., 100%",Chile,Antofagasta,E,,-23.7593,2014,,,"Chemetall Foote plant at La Negra, near Antofagasta City, Antofagasta (Region II)",Lithium,-70.3112,,Lithium carbonate,,563,Processing Plant,,CL,,Y,44,,Antofagasta,,,Chemetall Foote plant,mt,Lithium,,,,,,CL44,,,,,,,,,,,,USGS_MINFAC_2017,,Lithium,,,,,543,,,,Chemetall Foote plant,,,,mt,,,,"26,000",1,Lithium
,Industrial,-70.3112,,,,,,Rockwood Lithium Ltda. ,e,-23.7593,,,,"6,000",,"Rockwood Holdings Inc., 100%",,,,,Rockwood Lithium Ltda. ,B,Active,"Rockwood Holdings Inc., 100%",Chile,Antofagasta,E,,-23.7593,2014,,,"Chemetall Foote plant at La Negra, near Antofagasta City, Antofagasta (Region II)",Lithium,-70.3112,,Lithium chloride,,564,Processing Plant,,CL,,Y,44,,Antofagasta,,,Chemetall Foote plant,mt,Lithium,,,,,,CL44,,,,,,,,,,,,USGS_MINFAC_2017,,Lithium,,,,,544,,,,Chemetall Foote plant,,,,mt,,,,"6,000",1,Lithium
,Industrial,-70.3112,,,,,,Rockwood Lithium Ltda. ,e,-23.7593,,,,"6,000",,"Rockwood Holdings Inc., 100%",,,,,Rockwood Lithium Ltda. ,B,Active,"Rockwood Holdings Inc., 100%",Chile,Antofagasta,E,,-23.7593,2014,,,"Chemetall Foote plant at La Negra, near Antofagasta City, Antofagasta (Region II)",Lithium,-70.3112,,Lithium hydroxide,,565,Processing Plant,,CL,,Y,44,,Antofagasta,,,Chemetall Foote plant,mt,Lithium,,,,,,CL44,,,,,,,,,,,,USGS_MINFAC_2017,,Lithium,,,,,545,,,,Chemetall Foote plant,,,,mt,,,,"6,000",1,Lithium
,Industrial,-70.3112,,,,,,Rockwood Lithium Ltda. ,e,-23.7593,,,,50,,"Rockwood Holdings Inc., 100%",,,,,Rockwood Lithium Ltda. ,P,Active,"Rockwood Holdings Inc., 100%",Chile,Antofagasta,E,,-23.7593,2014,,,"Chemetall Foote plant at La Negra, Antofagasta (Region II); and Salar de Atacama, Atacama (Region III)",Potash,-70.3112,,Potash (KCl and K2SO4) [K2O content],,561,Processing Plant,,CL,,,42,,Antofagasta,,,Chemetall Foote plant at La Negra,tmt,Potash,,,,,,CL42,,,,,,,,,,,,USGS_MINFAC_2017,,Potash,,,,***CL42-43,546,,,,Chemetall Foote plant at La Negra,,,,tmt,,,,50,1,Potash
,Metal,-68.8404,,,,,,EcoMetales Ltd. ,e,-22.3013,,,,10,,"Codelco Technologies Ltd., 100%",,,,,EcoMetales Ltd. ,P,Active,"Codelco Technologies Ltd., 100%",Chile,Antofagasta,E,,-22.3013,2014,,,"Plant to remove the arsenic and antimony contained in smelting residues from the Chuquicamata Division, Antofagasta (Region II)",Arsenic,-68.8404,,Arsenic (stabilized as nonhazardous waste),,820,Processing Plant,,CL,,,247,,Antofagasta,,,Chuquicamata Division,tmt,Arsenic,,,,,,CL247,,,,,,,,,,,,USGS_MINFAC_2017,,Arsenic,,,,,548,,,,Chuquicamata Division,,,,tmt,,,,10,1,Arsenic
,Metal,-68.8404,,,,,,EcoMetales Ltd. ,e,-22.3013,,,,25,,"Codelco Technologies Ltd., 100%",,,,,EcoMetales Ltd. ,P,Active,"Codelco Technologies Ltd., 100%",Chile,Antofagasta,E,,-22.3013,2014,,,"Plant to acid-leach fine copper at Chuquicamata Mine, produced by the Antofagasta (Region II) (from residual material Chuquicamata and El Teniente Divisions)",Copper,-68.8404,,Copper,,819,Processing Plant,,CL,,,246,,Antofagasta,,,Chuquicamata Mine (plant to acid-leach fine copper),tmt,Copper,,,,,,CL246,,,,,,,,,,,,USGS_MINFAC_2017,,Copper,,,,,552,,,,Chuquicamata Mine (plant to acid-leach fine copper),,,,tmt,,,,25,1,Copper
,Industrial,-68.8895,,,,,,Corporación Nacional del Cobre (CODELCO),e,-22.3137,,,,500,,"Government, 100%",,,,,Corporación Nacional del Cobre (CODELCO),P,Active,"Government, 100%",Chile,Antofagasta,E,,-22.3137,2014,,,"Chuquicamata plant, Antofagasta (Region II)",Sulfuric Acid,-68.8895,,Sulfuric acid,,572,Processing Plant,,CL,,,51,,Antofagasta,,,Chuquicamata plant,tmt,Sulfuric acid,,,,,,CL51,,,,,,,,,,,,USGS_MINFAC_2017,,Sulfuric acid,,,,,554,,,,Chuquicamata plant,,,,tmt,,,,500,1,Sulfuric Acid
,Metal,-68.8895,,,,,,Corporación Nacional del Cobre (CODELCO),e,-22.3137,,,,450,,"Government, 100%",,,,,Corporación Nacional del Cobre (CODELCO),P,Active,"Government, 100%",Chile,Antofagasta,E,,-22.3137,2014,,,"Chuquicamata Division, including Chuquicamata and Mina Sur Mines; Chuquicamata SX-EW plant (oxide), smelter, and refinery (oxide and sulfide), Antofagasta (Region II)",Copper,-68.8895,,Copper,,570,Smelter,,CL,,,49,,Antofagasta,,,Chuquicamata SX-EW plant (oxide) and smelter,tmt,Copper,,,,,,CL49,,,,,,,,,,,,USGS_MINFAC_2017,,Copper,,,,***CL48-50,555,,,,Chuquicamata SX-EW plant (oxide) and smelter,,,,tmt,,,,450,1,Copper
,Metal,-68.6272,,,,,,Compañía Minera Doña Inés de Collahuasi SCM ,,-20.9761,,,,,,"Anglo American plc, 44%; Glencore plc, 44%; companies led by Mitsui & Co. Ltd., 12%",,,,,Compañía Minera Doña Inés de Collahuasi SCM ,P,Active,"Anglo American plc, 44%; Glencore plc, 44%; companies led by Mitsui & Co. Ltd., 12%",Chile,Tarapacá,E,,-20.9761,2014,,,"Collahuasi Mine and plants, Tarapacá (Region I)",Gold,-68.6272,,Gold,,578,Processing Plant,,CL,,,56,,Tarapacá,,,Collahuasi plants,,Gold,,,,,Y,CL56,,,,,,,,,,,,USGS_MINFAC_2017,,Gold,,,,,561,,,,Collahuasi plants,,,,,,,,,1,Gold
,Metal,-68.6272,,,,,,Compañía Minera Doña Inés de Collahuasi SCM ,,-20.9761,,,,"60,000",,"Anglo American plc, 44%; Glencore plc, 44%; companies led by Mitsui & Co. Ltd., 12%",,,,,Compañía Minera Doña Inés de Collahuasi SCM ,P,Active,"Anglo American plc, 44%; Glencore plc, 44%; companies led by Mitsui & Co. Ltd., 12%",Chile,Tarapacá,E,,-20.9761,2014,,,"Collahuasi Mine and plants, Tarapacá (Region I)",Silver,-68.6272,,Silver,,579,Processing Plant,,CL,,,56,,Tarapacá,,,Collahuasi plants,kg,Silver,,,,,Y,CL56,,,,,,,,,,,,USGS_MINFAC_2017,,Silver,,,,***CL55-56,562,,,,Collahuasi plants,,,,kg,,,,"60,000",1,Silver
,Metal,-68.6315,,,,,,Compañía Minera Doña Inés de Collahuasi SCM ,e,-20.9779,,,,400,,"Anglo American plc, 44%; Glencore plc, 44%; companies led by Mitsui & Co. Ltd., 12%",,,,,Compañía Minera Doña Inés de Collahuasi SCM ,P,Active,"Anglo American plc, 44%; Glencore plc, 44%; companies led by Mitsui & Co. Ltd., 12%",Chile,Tarapacá,E,,-20.9779,2014,,,"Collahuasi open pit mine, concentration plant, and SX-EW plant, at Ujina, Tarapacá (Region I)",Copper,-68.6315,,Copper,,582,SX-EW Plant,,CL,,,58,,Tarapacá,,,Collahuasi SX-EW plant,tmt,Copper,,,,,,CL58,,,,,,,,,,,,USGS_MINFAC_2017,,Copper,,,,***CL57-58,563,,,,Collahuasi SX-EW plant,,,,tmt,,,,400,1,Copper
,Metal,-71.9995,,,,,,Compañía Minera Cerro Bayo Ltda. ,e,-46.5463,,,,"110,000",,"Mandalay Resources Corp., 100%",,,,,Compañía Minera Cerro Bayo Ltda. ,P,Active,"Mandalay Resources Corp., 100%",Chile,Aysén,E,,-46.5463,2014,,,"Cerro Bayo Mine and concentration plant, Aysén (Region XI)",Silver,-71.9995,,Silver,,552,Concentrator,,CL,,,34,,Aysén,,,Concentration plant,kg,Silver,,,,,,CL34,,,,,,,,,,,,USGS_MINFAC_2017,,Silver,,,,***CL33-34,564,,,,Concentration plant,,,,kg,,,,"110,000",1,Silver
,Industrial,-73.1745,,,,,,Cemento Polpaico S.A. ,,-36.9783,,,,800,,"Holcim Ltd., 54.3%; Compañía de Consumidores de Gas de Santiago, 40.9%; other, 4.8%)",,,,,Cemento Polpaico S.A. ,P,Active,"Holcim Ltd., 54.3%; Compañía de Consumidores de Gas de Santiago, 40.9%; other, 4.8%)",Chile,Biobío,E,,-36.9783,2014,,,"Coronel plant, Biobío (Region VIII)",Cement,-73.1745,,Cement,,554,Grinding Plant,,CL,,,36,,Biobío,,,Coronel grinding plant,,Cement,,,,,,CL36,,,,,,,,,,,,USGS_MINFAC_2017,,Cement,,,,,565,,,,Coronel grinding plant,,,,,,,,800,1,Cement
,Industrial,-69.6207,,,,,,SQM Nitratos S.A. ,e,-22.3962,,,,950,,"Sociedad Química y Minera de Chile S.A. (SQM), 100%",,,,,SQM Nitratos S.A. ,P,Active,"Sociedad Química y Minera de Chile S.A. (SQM), 100%",Chile,Antofagasta,E,,-22.3962,2013,,,"El Toco Mine and Maria Elena plant; Pampa Blanca and Pedro de Valdivia Mines and plants; and Coya Sur plant, Antofagasta (Region II)",Nitrate,-69.6207,,Potassium nitrate,,626,Processing Plant,,CL,,Y,100,,Antofagasta,,,Coya Sur plant,tmt,Nitrates,,,,,,CL100,,,,,,,,,,,,USGS_MINFAC_2017,,Nitrates,,,,***CL100-104,566,,,,Coya Sur plant,,,,tmt,,,,950,1,Nitrate
,Industrial,-69.6207,,,,,,SQM Nitratos S.A. ,e,-22.3962,,,,770,,"Sociedad Química y Minera de Chile S.A. (SQM), 100%",,,,,SQM Nitratos S.A. ,P,Active,"Sociedad Química y Minera de Chile S.A. (SQM), 100%",Chile,Antofagasta,E,,-22.3962,2013,,,"El Toco Mine and Maria Elena plant; Pampa Blanca and Pedro de Valdivia Mines and plants; and Coya Sur plant, Antofagasta (Region II)",Nitrate,-69.6207,,Sodium nitrate,,627,Processing Plant,,CL,,Y,100,,Antofagasta,,,Coya Sur plant,tmt,Nitrates,,,,,,CL100,,,,,,,,,,,,USGS_MINFAC_2017,,Nitrates,,,,***CL100-104,567,,,,Coya Sur plant,,,,tmt,,,,770,1,Nitrate
,Industrial,-69.6207,,,,,,SQM Químicos S.A. ,e,-22.3962,,,,"80,000",,"Sociedad Química y Minera de Chile S.A. (SQM), 100%",,,,,SQM Químicos S.A. ,P,Active,"Sociedad Química y Minera de Chile S.A. (SQM), 100%",Chile,Antofagasta,E,,-22.3962,2014,,,"Nueva Victoria Mine, Tarapacá (Region I), and Maria Elena Mine and Coya Sur plant, Antofagasta (Region II)",Sodium Sulfate,-69.6207,,Sodium sulfate,,788,Processing Plant,,CL,,,221,,Antofagasta,,,Coya Sur plant,mt,Sodium sulfate,,,,,,CL221,,,,,,,,,,,,USGS_MINFAC_2017,,Sodium sulfate,,,,***CL221-223,568,,,,Coya Sur plant,,,,mt,,,,"80,000",1,Sodium Sulfate
,Metal,-71.9341,,,,,,Sociedad Contractual Minera El Toqui Ltda. ,e,-45.0341,,,,"1,600",,"Nyrstar NV, 100%",,,,,Sociedad Contractual Minera El Toqui Ltda. ,P,Active,"Nyrstar NV, 100%",Chile,Aysén,E,,-45.0341,2014,,,"El Toqui Mine and Doña Rosa concentration plant, Aysén (Region XI), 120 kilometers north of Coyhaique",Gold,-71.9341,,Gold,,638,Concentrator,,CL,,,107,,Aysén,,,Doña Rosa concentration plant,kg,Gold,,,,,Y,CL107,,,,,,,,,,,,USGS_MINFAC_2017,,Gold,,,,***CL107-108,572,,,,Doña Rosa concentration plant,,,,kg,,,,"1,600",1,Gold
,Metal,-71.9341,,,,,,Sociedad Contractual Minera El Toqui Ltda. ,e,-45.0341,,,,"3,000",,"Nyrstar NV, 100%",,,,,Sociedad Contractual Minera El Toqui Ltda. ,P,Active,"Nyrstar NV, 100%",Chile,Aysén,E,,-45.0341,2014,,,"El Toqui Mine and Doña Rosa concentration plant, Aysén (Region XI), 120 kilometers north of Coyhaique",Lead,-71.9341,,Lead (mine output),,639,Concentrator,,CL,,,107,,Aysén,,,Doña Rosa concentration plant,mt,Lead,,,,,Y,CL107,,,,,,,,,,,,USGS_MINFAC_2017,,Lead,,,,***CL107-108,573,,,,Doña Rosa concentration plant,,,,mt,,,,"3,000",1,Lead
,Metal,-71.9341,,,,,,Sociedad Contractual Minera El Toqui Ltda. ,e,-45.0341,,,,"11,000",,"Nyrstar NV, 100%",,,,,Sociedad Contractual Minera El Toqui Ltda. ,P,Active,"Nyrstar NV, 100%",Chile,Aysén,E,,-45.0341,2014,,,"El Toqui Mine and Doña Rosa concentration plant, Aysén (Region XI), 120 kilometers north of Coyhaique",Silver,-71.9341,,Silver,,640,Concentrator,,CL,,,107,,Aysén,,,Doña Rosa concentration plant,kg,Silver,,,,,Y,CL107,,,,,,,,,,,,USGS_MINFAC_2017,,Silver,,,,***CL107-107,574,,,,Doña Rosa concentration plant,,,,kg,,,,"11,000",1,Silver
