Lithium_Resource,ID_ATLAS_FAENA,COMMTYPE,COMMENTS,MULTI_PROD,OrdReg,MODELO_DEPOSITO,FRANJA_METALOGENICA,ECAP,Nitrate_Reserve,Cobalt_Resource,SISTEMA_MINERAL,Potassium_Reserve,COMB_CRIT_COD,SOURCE,ESTADO_DEPOSITO,CRITICO_4,NOMBRE_DEPOSITO,Potassium_Resource,Molybdenum_Reserve,YEAR,LATITUD,Silver_Resource,DDLAT,LOCACC,ISO_CC,Molybdenum_Resource,REGION,FACID_NUM,Nitrate_Resource,MULTI_COMM,OWNER,LOCNAME,Manganese_Resource,Zinc_Reserve,Titanium_Resource,OrdFranj,Boron_Reserve,UNITS,OPERATOR_NAME,Silver_Reserve,Copper_Reserve,Rare Earths_Resource,COMBOCAP,CAPACITY_UNITS,OTROS_NOMBRES,ID,CRITICO_2,LOCDESC,Iron_Resource,VALOR_DATO,CRITICO_3,COUNTRY,FACILITY_TYPE,OPERATOR,DDLONG,PRIMARY_COMMODITY,ROWID,LONGITUD,SOURCEID,FACILITY_NAME,OTROS_CRITICOS,STATUS,CAPACITY,ANNCAP,COMMODITY,Lithium_Reserve,Copper_Resource,Boron_Resource,FACID,Gold_Reserve,ADM1,Iodine_Resource,COMUNA,ELEVACION,Gold_Resource,CRITICO_1,Iron_Reserve,COMBINACION_CRITICO,MIN_PROD,OBJECTID,ID_SIA_YACIMIENTO,PROVINCIA,Iodine_Reserve,Zinc_Resource,GRUPO_MODELO,REFERENCIA,OWNER_NAME,FACTYPE,ALL_COMMODITIES_RAW,N_COMMODITIES
,,,,,5,Placer,Mioceno-Holoceno,,,,Sedimentario de placer,,MIN_17,Sernageomin_2025,Mina paralizada,,Casuto,,,,-31.787399999999934,,,,,,Coquimbo,,,,,,,,,12,,,,,,,,,,33,,,,Sin información,,,Mine (idle),,,Gold,,-71.44476999999995,,Casuto,,Idle,,,,,,,,,,,Los Vilos,,,Oro,,Oro,,33,4853,Choapa,,,Placer,,,,Oro,1
,,,,,6,Estratoligado,Cretácico Inferior,,,,Magmático-Hidrotermal,,MIN_01,Sernageomin_2025,Mina en producción,,Catemu,,,,-32.72399999999993,,,,,,Valparaíso,,,,,,,,,5,,,,,,,,,"Planta Catemu, Uva, El Seco, Uva Este",34,,,,Actualizado,,,Mine (active),,,Copper,,-70.95699999999994,,Catemu,,Active,,,,,59110.0,,,,,,Catemu,,,Cobre,,Cobre,,34,,San Felipe de Aconcagua,,,Estratoligado,https://www.sernageomin.cl/planes-de-cierre/,,,Cobre,1
,,,,,3,Pórfido de Cu-Mo,Eoceno-Oligoceno,,,,Magmático-Hidrotermal,,"MIN_01, MIN_03, MIN_04, MIN_17",Sernageomin_2025,Mina en producción,Renio,Centinela,,312078.0,,-22.987999999999943,,,,,591504.0,Antofagasta,,,,,,,,,8,,,Antofagasta plc,,10468530.0,,,,,35,Molibdeno,,,Actualizado,Oro,,Mine (active),,,Copper,,-69.07599999999996,,Centinela,,Active,,,,,18148900.0,,,336.084,,,Sierra Gorda,,542.212,Cobre,,Cobre-Molibdeno-Oro-Renio,,35,2273. 2886. 2887.7216,Antofagasta,,,Pórfidos,https://www.aminerals.cl/docs/default-source/archivo/reportes/annual-report-2024.pdf?sfvrsn=3a957ff4_4,"Antofagasta plc, 70%, and Marubeni Corp., 30%",,Cobre-Molibdeno-Oro-Renio,4
,,,,,15,Epitermal de metales preciosos,Cretácico Inferior,,,,Magmático-Hidrotermal,,"MIN_17, MIN_18",Sernageomin_2025,Mina en producción,,Cerro Bayo,,,,-46.509999999999934,660.676,,,,,Aysén del General Carlos Ibáñez del Campo,,,,,,,,,5,,,Compañía Minera Cerro Bayo Ltda. ,462.172,,,,,Fachinal,36,Plata,,,Actualizado,,,Mine (active),,,Gold,,-71.96999999999997,,Cerro Bayo,,Active,,,,,,,,4.39776,,,Chile Chico,,7.319321,Oro,,Oro-Plata,,36,,General Carrera,,,Epitermales,https://www.sernageomin.cl/planes-de-cierre/,"Mandalay Resources Corp., 100%",,Oro-Plata,2
,,,,,4,Ti asociado a rocas ígneas,Cretácico Inferior,,,,Magmático,,MIN_07,Sernageomin_2025,Prospecto/Proyecto,,Cerro Blanco,,,,-28.678999999999974,,,,,,Atacama,,,,,,,,2868770.0,5,,,,,,,,,,37,,,,Actualizado,,,Prospect/Project,,,Titanium,,-71.07799999999997,,Cerro Blanco,,Prospect/Project,,,,,,,,,,,Vallenar,,,Titanio,,Titanio,,37,,Huasco,,,Ti asociado a rocas ígneas,https://www.prnewswire.com/news-releases/white-mountain-announces-updated-ni-43-101-geological-report-and-mineral-resource-estimate-for-the-cerro-blanco-project-214113691.html,,,Titanio,1
,,,,,4,Skarn,Cretácico Inferior,,,,Magmático-Hidrotermal,,MIN_05,Sernageomin_2025,Prospecto/Proyecto,,Cerro Carmen,,,,-26.361999999999966,,,,,,Atacama,,,,,,,,,5,,,,,,,,,,38,,,,Sin información,,,Prospect/Project,,,Rare Earths,,-70.18499999999995,,Cerro Carmen,,Prospect/Project,,,,,,,,,,,Diego de Almagro,,,Tierras raras,,Tierras raras,,38,,Chañaral,,,Skarn,,,,Tierras raras,1
,,,,,4,Pórfido de Au,Mioceno,,,,Magmático-Hidrotermal,,"MIN_01, MIN_17, MIN_18",Sernageomin_2025,Prospecto/Proyecto,,Cerro Casale,,,,-27.793999999999983,416.351,,,,,Atacama,,,,,,,,,9,,,,910.176,1317360.0,,,,"Aldebaran, Norte Abierto",39,Plata,,,Actualizado,Cobre,,Prospect/Project,,,Gold,,-69.27899999999994,,Cerro Casale,,Prospect/Project,,,,,704552.0,,,359.28,,,Tierra Amarilla,,146.8436,Oro,,Oro-Plata-Cobre,,39,998,Copiapó,,,Pórfidos,https://www.sedarplus.ca/landingpage/,,,Oro-Plata-Cobre,3
,,,,,2,Pórfido de Cu-Mo,Paleoceno-Eoceno,,,,Magmático-Hidrotermal,,MIN_01,Sernageomin_2025,Mina paralizada,,Cerro Colorado,,,,-20.043999999999983,,,,,,Tarapacá,,,,,,,,,7,,,Compañía Minera Cerro Colorado ,,,,,,,40,,,,Actualizado,,,Mine (idle),,,Copper,,-69.26499999999999,,Cerro Colorado,,Idle,,,,,9146200.0,,,,,,Pozo Almonte,,,Cobre,,Cobre,,40,2162,Tamarugal,,,Pórfidos,https://www.bhp.com/-/media/documents/investors/annual-reports/2024/240827_bhpannualreport2024.pdf,"BHP Billiton plc, 100%",,Cobre,1
,,,,,4,IOA,Cretácico Inferior,,,,Magmático-Hidrotermal,,MIN_15,Sernageomin_2025,Mina paralizada,,Cerro Imán,,,,-27.26499999999993,,,,,,Atacama,,,,,,,,,5,,,,,,,,,,41,,,,Sin información,,,Mine (idle),,,Iron,,-70.41666699999996,,Cerro Imán,,Idle,,,,,,,,,,,Copiapó,,,Hierro,,Hierro,,41,M777,Copiapó,,,IOA,,,,Hierro,1
,,,,,6,Estratoligado,Cretácico Superior,,,,Magmático-Hidrotermal,,"MIN_01, MIN_18",Sernageomin_2025,Mina en producción,,Cerro Negro,,,,-32.577999999999975,,,,,,Valparaíso,,,,,,,,,6,,,,,,,,,,42,Plata,,,Actualizado,,,Mine (active),,,Copper,,-70.85699999999997,,Cerro Negro,,Active,,,,,234330.0,,,,,,Cabildo,,,Cobre,,Cobre-Plata,,42,4695,Petorca,,,Estratoligado,https://www.sernageomin.cl/planes-de-cierre/,,,Cobre-Plata,2
,,,,,4,IOA,Cretácico Inferior,,,,Magmático-Hidrotermal,,MIN_15,Sernageomin_2025,Mina en producción,,Cerro Negro Norte,,,,-27.10833299999996,,,,,,Atacama,,,,,,,,,5,,,,,,,,,,43,,,186809800.0,Actualizado,,,Mine (active),,,Iron,,-70.34305599999993,,Cerro Negro Norte,,Active,,,,,,,,,,,Copiapó,,,Hierro,127710000.0,Hierro,,43,M-732,Copiapó,,,IOA,https://www.cmp.cl/wp-content/uploads/2024/08/memoria-espanol28.08_compressed.pdf,,,Hierro,1
,,,,,2,Epitermal de baja sulfuración,Cretácico Superior,,,,Magmático-Hidrotermal,,"MIN_17, MIN_18",Sernageomin_2025,Prospecto/Proyecto,,Challacollo,,,,-20.89539999999994,1443.172,,,,,Tarapacá,,,,,,,,,6,,,,,,,,,,44,Oro,,,Actualizado,,,Prospect/Project,,,Silver,,-69.33932999999996,,Challacollo,,Prospect/Project,,,,,,,,,,,Pozo Almonte,,2.26931,Plata,,Plata-Oro,,44,,Tamarugal,,,Epitermales,https://aftermathsilver.com/projects/cachinal/overview/,,,Plata-Oro,2
,,,,,4,Mesotermal,Cretácico Superior,,,,Magmático-Hidrotermal,,MIN_18,Sernageomin_2025,Mina paralizada,,Chañarcillo,,,,-27.81388899999996,,,,,,Atacama,,,,,,,,,6,,,,,,,,,,45,,,,Sin información,,,Mine (idle),,,Silver,,-70.41888899999998,,Chañarcillo,,Idle,,,,,,,,,,,Copiapó,,,Plata,,Plata,,45,,Copiapó,,,Mesotermal,,,,Plata,1
,,,,,3,Pórfido de Cu-Mo,Eoceno-Oligoceno,,,,Magmático-Hidrotermal,,MIN_01,Sernageomin_2025,Prospecto/Proyecto,,Chimborazo,,,,-24.147999999999968,,,,,,Antofagasta,,,,,,,,,8,,,,,,,,,,46,,,,Actualizado,,,Prospect/Project,,,Copper,,-69.13599999999997,,Chimborazo,,Prospect/Project,,,,,1161000.0,,,,,,Antofagasta,,,Cobre,,Cobre,,46,3084,Antofagasta,,,Pórfidos,https://www.bhp.com/-/media/documents/investors/annual-reports/2024/240827_bhpannualreport2024.pdf,,,Cobre,1
,,,,,2,Campo de nitrato-yodo,Mioceno-Pleistoceno,,,,Sedimentario-Atmosférico,,"MIN_14, MIN_16",Sernageomin_2025,Mina paralizada,,Chiquinquira,,,,-19.749999999999943,,,,,,Tarapacá,,,,,,,,,11,,,,,,,,,,47,Yodo,,,Sin información,,,Mine (idle),,,Nitrate,,-69.91999999999996,,Chiquinquira,,Idle,,,,,,,,,,,Huara,,,Nitrato,,Nitrato-Yodo,,47,,Tamarugal,,,Campo de nitrato-yodo,,,,Nitrato-Yodo,2
,,,,,1,Epitermal de alta sulfuración,Mioceno,,,,Magmático-Hidrotermal,,"MIN_17, MIN_18",Sernageomin_2025,Mina paralizada,,Choquelimpie,,,,-18.30899999999997,,,,,,Arica y Parinacota,,,,,,,,,9,,,,,,,,,,48,Plata,,,Histórico,,,Mine (idle),,,Gold,,-69.25799999999998,,Choquelimpie,,Idle,,,,,,,,,,,Putre,,24.53,Oro,,Oro-Plata,,48,,Parinacota,,,Epitermales,http://www.andeangeology.cl/index.php/revista1/article/view/V48n1-3294,,,Oro-Plata,2
,,,,,3,Pórfido de Cu-Mo,Eoceno-Oligoceno,,,,Magmático-Hidrotermal,,"MIN_01, MIN_03, MIN_04",Sernageomin_2025,Mina en producción,,Chuquicamata,,,,-22.299999999999955,,,,,,Antofagasta,,,,,,,,,8,,,Corporación Nacional del Cobre (CODELCO),,7692300.0,,,,,49,Molibdeno,,,Actualizado,Renio,,Mine (active),,,Copper,,-68.89499999999998,,Chuquicamata,,Active,,,,,61713600.0,,,,,,Calama,,,Cobre,,Cobre-Molibdeno-Renio,,49,2763,El Loa,,,Pórfidos,https://www.codelco.com/prontus_codelco/site/docs/20250329/20250329202724/codelco_memoria_anual_2024.pdf,"Government, 100%",,Cobre-Molibdeno-Renio,3
,,,,,3,Epitermal de sulfuración intermedia,Eoceno-Oligoceno,,,,Magmático-Hidrotermal,,"MIN_01, MIN_12, MIN_17, MIN_18",Sernageomin_2025,Prospecto/Proyecto,Oro,Ciclón-Exploradora,,,,-25.84299999999996,616.1,,,,,Antofagasta,,,,,,,,,8,,,,,,,,,,50,Cinc,,,Actualizado,Plata,,Prospect/Project,,,Copper,,-69.30499999999995,,Ciclón-Exploradora,,Prospect/Project,,,,,103020.0,,,,,,Taltal,,2.222,Cobre,,Cobre-Cinc-Plata-Oro,,50,,Antofagasta,,255530.0,Epitermales,https://www.minmineria.cl/pdac/doctos_descarga/InvestChile_Portafolio_Mineria_ESP.pdf,,,Cobre-Cinc-Plata-Oro,4
,,,,,5,Estratoligado,Cretácico Inferior,,,,Magmático-Hidrotermal,,"MIN_01, MIN_18",Sernageomin_2025,Mina en producción,,Cinabrio,,,,-30.71999999999997,,,,,,Coquimbo,,,,,,,,,5,,,,,41949.47,,,,,51,,,,Actualizado,,,Mine (active),,,Copper,,-71.21299999999997,,Cinabrio,Plata,Active,,,,,,,,,,,Ovalle,,,Cobre,,Cobre,,51,5626,Limarí,,,Estratoligado,https://www.sernageomin.cl/planes-de-cierre/,,,Cobre,1
,,,,,2,Pórfido de Cu-Mo,Eoceno-Oligoceno,,,,Magmático-Hidrotermal,,"MIN_01, MIN_03, MIN_04",Sernageomin_2025,Mina en producción,,Collahuasi,,862809.0,,-20.972999999999956,,,,,1113394.0,Tarapacá,,,,,,,,,8,,,Compañía Minera Doña Inés de Collahuasi SCM ,,32791190.0,,,,Doña Inés de Collahuasi,52,Molibdeno,,,Actualizado,Renio,,Mine (active),,,Copper,,-68.70299999999997,,Collahuasi,,Active,,,,,48367870.0,,,,,,Pica,,,Cobre,,Cobre-Molibdeno-Renio,,52,2287,Tamarugal,,,Pórfidos,https://www.angloamerican.com/~/media/Files/A/Anglo-American-Group-v9/PLC/investors/annual-reporting/2024/anglo-american-ore-reserves-and-mineral-resources-report-2024.pdf,"Anglo American plc, 44%; Glencore plc, 44%; companies led by Mitsui & Co. Ltd., 12%",,Cobre-Molibdeno-Renio,3
,,,,,6,Pórfido de Au,Cretácico Inferior,,,,Magmático-Hidrotermal,,MIN_17,Sernageomin_2025,Mina en producción,,Colliguay,,,,-33.190999999999974,,,,,,Valparaíso,,,,,,,,,5,,,,,,,,,,53,,,,Sin información,,,Mine (active),,,Gold,,-71.14899999999994,,Colliguay,,Active,,,,,,,,,,,Quilpué,,,Oro,,Oro,,53,7205,Marga Marga,,,Pórfidos,,,,Oro,1
,,,,,2,Pórfido de Cu-Mo,Eoceno-Oligoceno,,,,Magmático-Hidrotermal,,"MIN_01, MIN_03, MIN_04",Sernageomin_2025,Prospecto/Proyecto,,Copaquire,,,,-20.91599999999994,,,,,45000.0,Tarapacá,,,,,,,,,8,,,,,,,,,"Cerro Moly, Huatacondo, Marta, Sulfato, Sulphato",54,Molibdeno,,,Histórico,,,Prospect/Project,,,Copper,,-68.89399999999995,,Copaquire,Renio,Prospect/Project,,,,,60000.0,,,,,,Pica,,,Cobre,,Cobre-Molibdeno,,54,2275,Tamarugal,,,Pórfidos,https://repositorio.sernageomin.cl/items/a8faf057-5764-4d2d-a6eb-5c9c152fbe50/full,,,Cobre-Molibdeno,2
,,,,,4,Estratoligado,Cretácico Inferior,,,,Magmático-Hidrotermal,,MIN_06,Sernageomin_2025,Mina paralizada,,Coquimbana,,,,-28.369999999999948,,,,,,Atacama,,,,,,,,,5,,,,,,,,,,55,,,,Sin información,,,Mine (idle),,,Manganese,,-70.85199999999998,,Coquimbana,,Idle,,,,,,,,,,,Freirina,,,Manganeso,,Manganeso,,55,,Huasco,,,Estratoligado,,,,Manganeso,1
,,,,,4,Pórfido de Cu,Cretácico Inferior,,,,Magmático-Hidrotermal,,"MIN_01, MIN_03, MIN_04, MIN_17, MIN_18",Sernageomin_2025,Prospecto/Proyecto,Molibdeno,Costa Fuego,,48694.0,,-28.714999999999975,472.08,,,,80213.0,Atacama,,,,,,,,,5,,,,245.98,1857400.0,,,,"Productora, Cortadera, San Antonio, El Fuego, Alice",56,Oro,,,Actualizado,Plata,,Prospect/Project,,,Copper,,-70.80499999999995,,Costa Fuego,Renio,Prospect/Project,,,,,3460100.0,,,50.2,,,Vallenar,,91.98,Cobre,,Cobre-Oro-Plata-Molibdeno,,56,1676,Huasco,,,Pórfidos,https://es.hotchili.net.au/UploadImages/announcements/2881436-663.pdf,,,Cobre-Oro-Plata-Molibdeno,4
,,,,,4,IOA,Cretácico Inferior,,,,Magmático-Hidrotermal,,MIN_15,Sernageomin_2025,Mina paralizada,,Cristales,,,,-29.15095999999994,,,,,,Atacama,,,,,,,,,5,,,Compañía Minera del Pacífico S.A. (CMP),,,,,,,57,,,48872000.0,Actualizado,,,Mine (idle),,,Iron,,-71.04173899999995,,Cristales,,Idle,,,,,,,,,,,Freirina,,,Hierro,,Hierro,,57,M-981,Huasco,,,IOA,https://www.cmp.cl/wp-content/uploads/2024/08/memoria-espanol28.08_compressed.pdf,"CAP S.A., 75%, and MC Inversiones Ltda., 25%",,Hierro,1
,,,,,4,IOCG,Cretácico Inferior,,,,Magmático-Hidrotermal,,"MIN_01, MIN_17",Sernageomin_2025,Prospecto/Proyecto,,Diego de Almagro,,,,-26.375999999999976,,,,,,Atacama,,,,,,,,,5,,,,,,,,,,58,Oro,,,Histórico,,,Prospect/Project,,,Copper,,-70.16299999999995,,Diego de Almagro,,Prospect/Project,,,,,465400.0,,,,,,Diego de Almagro,,3.58,Cobre,,Cobre-Oro,,58,,Chañaral,,,IOCG,https://app.ingemmet.gob.pe/biblioteca/pdf/CPG14-162.pdf,,,Cobre-Oro,2
,,,,,4,IOCG,Cretácico Inferior,,,,Magmático-Hidrotermal,,"MIN_01, MIN_08",Sernageomin_2025,Mina paralizada,,Distrito Algarrobo-El Roble,,,,-27.029999999999973,,,,,,Atacama,,,,,,,,,5,,,,,,,,,,59,Cobalto,,,Sin información,,,Mine (idle),,,Copper,,-70.52999999999997,,Distrito Algarrobo-El Roble,,Idle,,,,,,,,,,,Caldera,,,Cobre,,Cobre-Cobalto,,59,,Copiapó,,,IOCG,,,,Cobre-Cobalto,2
,,,,,5,Estratoligado,Cretácico Inferior,,,,Magmático-Hidrotermal,,"MIN_01, MIN_06, MIN_18",Sernageomin_2025,Mina paralizada,,Distrito Arqueros,,,,-29.786999999999978,,,,,,Coquimbo,,,,,,,,,5,,,,,,,,,,60,Plata,,,Sin información,Manganeso,,Mine (idle),,,Copper,,-70.91399999999999,,Distrito Arqueros,,Idle,,,,,,,,,,,La Serena,,,Cobre,,Cobre-Plata-Manganeso,,60,,Elqui,,,Estratoligado,,,,Cobre-Plata-Manganeso,3
,,,,,4,IOCG,Jurásico-Cretácico,,,,Magmático-Hidrotermal,,"MIN_01, MIN_08",Sernageomin_2025,Mina paralizada,,Distrito Astilla,,,,-28.289999999999964,,,,,,Atacama,,,,,,,,,4,,,,,,,,,,61,Cobalto,,,Sin información,,,Mine (idle),,,Copper,,-70.86999999999995,,Distrito Astilla,,Idle,,,,,,,,,,,Huasco,,,Cobre,,Cobre-Cobalto,,61,,Huasco,,,IOCG,,,,Cobre-Cobalto,2
,,,,,3,Epitermal de baja sulfuración,Cretácico Superior,,,,Magmático-Hidrotermal,,MIN_18,Sernageomin_2025,Mina paralizada,,Distrito Caracoles,,,,-23.053610999999933,,,,,,Antofagasta,,,,,,,,,6,,,,,,,,,,62,,,,Sin información,,,Mine (idle),,,Silver,,-69.00888899999995,,Distrito Caracoles,,Idle,,,,,,,,,,,Sierra Gorda,,,Plata,,Plata,,62,,Antofagasta,,,Epitermales,,,,Plata,1
,,,,,4,IOCG,Jurásico,,,,Magmático-Hidrotermal,,"MIN_01, MIN_08",Sernageomin_2025,Mina paralizada,,Distrito Carrizal Alto,,,,-28.085999999999956,,,,,,Atacama,,,,,,,,,3,,,,,,,,,,63,Cobalto,,,Sin información,,,Mine (idle),,,Copper,,-70.90199999999999,,Distrito Carrizal Alto,,Idle,,,,,,,,,,,Huasco,,,Cobre,,Cobre-Cobalto,,63,,Huasco,,,IOCG,,,,Cobre-Cobalto,2
,,,,,6,Mesotermal,Jurásico,,,,Magmático-Hidrotermal,,MIN_17,Sernageomin_2025,Mina paralizada,,Distrito Cerro El Álamo,,,,-33.22399999999993,,,,,,Valparaíso,,,,,,,,,3,,,,,,,,,,64,,,,Sin información,,,Mine (idle),,,Gold,,-71.23499999999996,,Distrito Cerro El Álamo,,Idle,,,,,,,,,,,Quilpué,,,Oro,,Oro,,64,,Marga Marga,,,Mesotermal,,,,Oro,1
,,,,,5,Epitermal de baja sulfuración,Cretácico Superior,,,,Magmático-Hidrotermal,,"MIN_01, MIN_17, MIN_18",Sernageomin_2025,Mina paralizada,,Distrito Condoriaco,,,,-29.68799999999993,,,,,,Coquimbo,,,,,,,,,6,,,,,,,,,,65,Oro,,,Sin información,Cobre,,Mine (idle),,,Silver,,-70.86599999999999,,Distrito Condoriaco,,Idle,,,,,,,,,,,La Serena,,,Plata,,Plata-Oro-Cobre,,65,,Elqui,,,Epitermales,,,,Plata-Oro-Cobre,3
,,,,,5,Estratoligado,Cretácico Inferior,,,,Magmático-Hidrotermal,,MIN_06,Sernageomin_2025,Mina paralizada,,Distrito Corral Quemado,,,,-30.247999999999934,,,,,,Coquimbo,,,,,,,,,5,,,,,,,,,,66,,,,Sin información,,,Mine (idle),,,Manganese,,-70.94399999999996,,Distrito Corral Quemado,,Idle,,,,,,,,,,,Andacollo,,,Manganeso,,Manganeso,,66,,Elqui,,,Estratoligado,,,,Manganeso,1
,,,,,4,IOCG,Cretácico Inferior,,,,Magmático-Hidrotermal,,MIN_15,Sernageomin_2025,Mina en producción,,Distrito El Algarrobo,,,,-28.64584099999996,,,,,,Atacama,,,,,,,,,5,,,,,,,,,"Inc Alcaparra, Domeyko, Ojos de Agiua, Charaña",67,,,339481200.0,Actualizado,,,Mine (active),,,Iron,,-70.91579699999994,,Distrito El Algarrobo,,Active,,,,,,,,,,,Vallenar,,,Hierro,41890000.0,Hierro,,67,s/n,Huasco,,,IOCG,https://www.cmp.cl/wp-content/uploads/2024/08/memoria-espanol28.08_compressed.pdf,,,Hierro,1
,,,,,3,Epitermal de alta sulfuración,Paleoceno-Eoceno,,,,Magmático-Hidrotermal,,"MIN_17, MIN_18",Sernageomin_2025,Mina paralizada,,Distrito El Inca,,,,-22.259999999999934,,,,,,Antofagasta,,,,,,,,,7,,,,,,,,,,68,Oro,,,Sin información,,,Mine (idle),,,Silver,,-69.08599999999996,,Distrito El Inca,,Idle,,,,,,,,,,,Calama,,,Plata,,Plata-Oro,,68,,El Loa,,,Epitermales,,,,Plata-Oro,2
,,,,,4,IOCG,Jurásico,,,,Magmático-Hidrotermal,,"MIN_01, MIN_08, MIN_17",Sernageomin_2025,Mina paralizada,,Distrito Fraguita,,,,-29.075999999999965,,,,,,Atacama,,,,,,,,,3,,,,,,,,,,69,Oro,,,Sin información,Cobalto,,Mine (idle),,,Copper,,-70.79399999999998,,Distrito Fraguita,,Idle,,,,,,,,,,,Vallenar,,,Cobre,,Cobre-Oro-Cobalto,,69,,Huasco,,,IOCG,,,,Cobre-Oro-Cobalto,3
,,,,,3,IOCG,Jurásico,,,,Magmático-Hidrotermal,,"MIN_01, MIN_17",Sernageomin_2025,Mina paralizada,,Distrito Gatico,,,,-22.473999999999933,,,,,,Antofagasta,,,,,,,,,3,,,,,,,,,Toldo-Velarde,70,Oro,,,Sin información,,,Mine (idle),,,Copper,,-70.21599999999995,,Distrito Gatico,,Idle,,,,,,,,,,,Tocopilla,,,Cobre,,Cobre-Oro,,70,,Tocopilla,,,IOCG,,,,Cobre-Oro,2
,,,,,2,Skarn,Jurásico,,,,Magmático-Hidrotermal,,MIN_01,Sernageomin_2025,Mina paralizada,,Distrito Huara,,,,-20.047999999999945,,,,,,Tarapacá,,,,,,,,,3,,,,,,,,,,71,,,,Sin información,,,Mine (idle),,,Copper,,-69.91099999999994,,Distrito Huara,,Idle,,,,,,,,,,,Huara,,,Cobre,,Cobre,,71,,Tamarugal,,,Skarn,,,,Cobre,1
,,,,,3,IOCG,Jurásico,,,,Magmático-Hidrotermal,,MIN_01,Sernageomin_2025,Mina en producción,,Distrito Julia,,,,-24.900999999999954,,,,,,Antofagasta,,,,,,,,,3,,,,,,,,,,72,,,,Sin información,,,Mine (active),,,Copper,,-70.27099999999996,,Distrito Julia,,Active,,,,,,,,,,,Taltal,,,Cobre,,Cobre,,72,,Antofagasta,,,IOCG,,,,Cobre,1
,,,,,6,Skarn,Cretácico Inferior,,,,Magmático-Hidrotermal,,MIN_01,Sernageomin_2025,Mina paralizada,,Distrito La Campana,,,,-32.96199999999993,,,,,,Valparaíso,,,,,,,,,5,,,,,,,,,,73,,,,Sin información,,,Mine (idle),,,Copper,,-71.12199999999996,,Distrito La Campana,,Idle,,,,,,,,,,,Olmué,,,Cobre,,Cobre,,73,,Marga Marga,,,Skarn,,,,Cobre,1
,,,,,5,Estratoligado,Cretácico Inferior,,,,Magmático-Hidrotermal,,"MIN_01, MIN_06",Sernageomin_2025,Mina paralizada,,Distrito Lambert,,,,-29.84699999999998,,,,,,Coquimbo,,,,,,,,,5,,,,,,,,,,74,Manganeso,,,Sin información,,,Mine (idle),,,Copper,,-71.10099999999994,,Distrito Lambert,,Idle,,,,,,,,,,,La Serena,,,Cobre,,Cobre-Manganeso,,74,,Elqui,,,Estratoligado,,,,Cobre-Manganeso,2
,,,,,4,IOCG,Jurásico,,,,Magmático-Hidrotermal,,"MIN_01, MIN_08",Sernageomin_2025,Mina paralizada,,Distrito Las Ánimas,,,,-26.42999999999995,,,,,,Atacama,,,,,,,,,3,,,,,,,,,Cañón,75,Cobalto,,,Sin información,,,Mine (idle),,,Copper,,-70.46999999999997,,Distrito Las Ánimas,,Idle,,,,,,,,,,,Chañaral,,,Cobre,,Cobre-Cobalto,,75,,Chañaral,,,IOCG,,,,Cobre-Cobalto,2
,,,,,4,IOCG,Cretácico Inferior,,,,Magmático-Hidrotermal,,"MIN_01, MIN_08",Sernageomin_2025,Mina paralizada,,Distrito Las Pintadas,,,,-27.559999999999945,,,,,,Atacama,,,,,,,,,5,,,,,,,,,,76,Cobalto,,,Sin información,,,Mine (idle),,,Copper,,-70.31999999999994,,Distrito Las Pintadas,,Idle,,,,,,,,,,,Tierra Amarilla,,,Cobre,,Cobre-Cobalto,,76,,Copiapó,,,IOCG,,,,Cobre-Cobalto,2
,,,,,6,Placer,Mioceno-Holoceno,,,,Sedimentario de placer,,MIN_17,Sernageomin_2025,Mina paralizada,,Distrito Marga Marga,,,,-33.087999999999965,,,,,,Valparaíso,,,,,,,,,12,,,,,,,,,,77,,,,Sin información,,,Mine (idle),,,Gold,,-71.42199999999997,,Distrito Marga Marga,,Idle,,,,,,,,,,,Quilpué,,,Oro,,Oro,,77,,Marga Marga,,,Placer,,,,Oro,1
,,,,,3,Estratoligado,Jurásico,,,,Magmático-Hidrotermal,,MIN_01,Sernageomin_2025,Mina en producción,,Distrito Michilla,,,,-22.682999999999936,,,,,,Antofagasta,,,,,,,,,3,,,,,,,,,"Lince, Estefanía, La Reina",78,,,,Actualizado,,,Mine (active),,,Copper,,-70.17799999999994,,Distrito Michilla,,Active,,,,,606592.8,,,,,,Mejillones,,,Cobre,,Cobre,,78,,Antofagasta,,,Estratoligado,https://www.sernageomin.cl/planes-de-cierre/,,,Cobre,1
,,,,,3,IOCG,Jurásico,,,,Magmático-Hidrotermal,,MIN_01,Sernageomin_2025,Mina en producción,,Distrito Montecristo,,,,-24.96799999999996,,,,,,Antofagasta,,,,,,,,,3,,,,,,,,,,79,,,,Histórico,,,Mine (active),,,Copper,,-70.39299999999997,,Distrito Montecristo,,Active,,,,,240000.0,,,,,,Taltal,,,Cobre,,Cobre,,79,,Antofagasta,,,IOCG,https://link.springer.com/article/10.1007/s00126-003-0379-7,,,Cobre,1
