Country Code,Country,cluster,GDP_per_capita,Is_Dominant,Dominant_Count,Max_Reserve_Concentration,Resource_Diversity,PC1,PC2,Coal_Prod_perGDPpc,Natural Gas_Prod_perGDPpc,Oil_Prod_perGDPpc,Minerals_Prod_perGDPpc,Resource_Diversity,Coal_Prod_Share,Natural Gas_Prod_Share,Oil_Prod_Share,Minerals_Prod_Share,Aluminium_Res_Share,Bauxite_Res_Share,Cobalt_Res_Share,Copper_Res_Share,Gold_Res_Share,Lead_Res_Share,Lithium_Res_Share,Manganese_Res_Share,Natural Gas_Res_Share,Natural Graphite_Res_Share,Nickel_Res_Share,Oil_Res_Share,Platinum Group_Res_Share,Rare Earth_Res_Share,Silver_Res_Share,Tin_Res_Share,Vanadium_Res_Share,Zinc_Res_Share,Dominant_Resources_List
AFG,Afghanistan,0,2439.677,False,0,,0,-0.718292896311215,0.115427656518117,174203.38839936597,0.0,0.0,0.0,0,0.004616261162284934,,,,,,,,,,,,,,,,,,,,,,
AGO,Angola,4,6596.756,False,0,0.45135678237200416,1,0.5376231971099388,-1.0769119493076589,0.0,0.0,179020.00301360246,0.012127172810393473,1,,,1.2338570715314403,2.6201823478477537e-09,,,,,,,,,,,,0.45135678237200416,,,,,,,
ALB,Albania,0,13862.63,False,0,,0,-0.7207144634520594,0.11293515888230342,13807.336703064282,0.0,0.0,622.5369933410905,0,0.0020790119624195533,,,0.0002826521707740764,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,0,69576.041,False,0,5.671681011946808,3,0.21739603079943196,-0.35815622449221657,0.0,31.770507695314254,57573.301820952984,38806.462126811726,3,,1.5128572808822456,4.185175974311087,0.08843115423986168,4.588815789473684,,,,,,,,3.1900281098871504,,,5.671681011946808,,,,,,,
ARG,Argentina,4,22071.752,False,0,14.682131845543973,5,0.6681210490971349,-0.4720776874075789,588.9881328858716,71.95074931070266,55008.2363647435,22443.712216411273,5,0.0001412032826110686,1.0868915707373321,1.268520244226555,0.01622456376283943,,,,,,,14.682131845543973,,0.20711044003651097,,,0.1439787826816581,,,1.1122518822724161,,,,
ARM,Armenia,0,13637.865,False,0,,0,-0.7206818864807616,0.11313336458970037,439.95156133309723,0.0,0.0,4955.850787494964,0,6.517074582049319e-05,,,0.0022136356408104007,,,,,,,,,,,,,,,,,,,
AUS,Australia,2,50474.874,True,10,46.71613080516626,18,3.7040641779808032,1.9348656002557814,9170791.322827274,107.08403430586075,7231.1430296983,20551744.030307036,18,5.027863696656085,3.6992532139379732,0.3813423766847645,33.97546858513213,2.8453947368421053,16.802688430148823,16.335670743601653,12.539184952978054,21.314387211367674,38.9321468298109,25.69373072970195,26.76659528907923,1.2835881151290809,,19.65440995823438,0.13862226869059646,,6.260673659242999,16.084873374401095,13.26770811042157,46.71613080516626,30.303030303030305,"Bauxite, Cobalt, Gold, Lead, Lithium, Manganese, Nickel, Silver, Vanadium, Zinc"
AUT,Austria,0,56239.228,False,0,,1,-0.57267933757346,0.12362368359389478,139.65341060513845,0.0,0.0,14499.256639867104,1,8.530850627902558e-05,,,0.026707092891980626,,,,,,,,,,,,,,,,,,,
AZE,Azerbaijan,0,14541.29,False,0,1.344854797318893,0,-0.06406701872226044,-0.5087312154688745,0.0,93.48248518528962,41133.23982260171,2126.6937802629614,0,,0.9303519600125033,0.6249261916968329,0.0010128600137958613,,,,,,,,,1.344854797318893,,,0.4059485386873994,,,,,,,
BDI,Burundi,0,751.762,False,0,,0,-0.7209453654229966,0.11268172319229948,0.0,0.0,0.0,266.10815657082964,0,,,,6.5520934835867885e-06,,,,,,,,,,,,,,,,,,,
BEL,Belgium,0,52314.838,False,0,,0,-0.7208961361381452,0.11272278134932036,4167.077799227821,0.0,0.0,0.0,0,0.002367870431477919,,,,,,,,,,,,,,,,,,,,,,
BEN,Benin,0,3156.439,False,0,,0,-0.7209599336182535,0.11265649315659022,0.0,0.0,0.0,0.0015840635602335418,0,,,,1.637613967404846e-10,,,,,,,,,,,,,,,,,,,
BFA,Burkina Faso,0,2104.873,False,0,,1,-0.5734170942591582,0.1223474755668229,0.0,0.0,0.0,1062.2493613628947,1,,,,7.32308213944099e-05,,,,,,,,,,,,,,,,,,,
BGD,Bangladesh,0,5815.383,False,0,0.05920935590047579,0,-0.1943866605984824,-0.3371243930443092,141005.33017343827,122.10696069373247,0.0,0.0,0,0.008906668595467402,0.485996157888239,,,,,,,,,,,0.05920935590047579,,,,,,,,,,
BGR,Bulgaria,0,23409.596,False,0,,1,-0.5633973275350161,0.13286821677104868,644112.7941720993,0.0,0.0,3956.7367587206545,1,0.1637786493490262,,,0.0030336998207556,,,,,,,,,,,,,,,,,,,
BHR,Bahrain,0,50118.484,False,0,0.03482465983512068,1,-0.5206050984330894,0.08120811408634222,0.0,11.903569349783206,0.0,31924.349507459166,1,,0.40830925506319227,,0.05240364695695506,,,,,,,,,0.03482465983512068,,,,,,,,,,
BIH,Bosnia and Herzegovina,0,14389.734,False,0,,0,-0.7050915360050242,0.13070939830748332,888936.5154352401,0.0,0.0,41261.01288599219,0,0.13893925090126463,,,0.019446174578742325,,,,,,,,,,,,,,,,,,,
BOL,Bolivia,0,8757.259,False,0,8.559811684142948,5,0.23040042668113836,-0.014129162869441367,0.0,48.94612895427667,0.0,68083.81652295541,5,,0.2933598238702966,,0.019527813401529582,,,,,,1.7797552836484982,,,0.11434337476869973,,,,,,3.764544832306639,8.559811684142948,,,
BRA,Brazil,2,15546.657,True,1,23.065639797211052,13,4.4948738227542,1.466317710900771,488523.8120323874,52.885166431600055,222916.16191185027,30694351.75677961,13,0.08249434812254325,0.5627104548865361,3.6208576183326633,15.629209486659004,,12.962073931829094,,,4.262877442273535,,1.4315078549405373,14.453961456102785,0.1872144492691068,,13.102939972156252,0.6915629890348829,,23.065639797211052,,8.987802268350096,0.6595218466611706,,Rare Earth
BRA,Brazil1,0,15546.657,True,1,19.776883873245648,1,-0.5732357938891538,0.12266146194115812,0.0,0.0,0.0,4373.9306784731925,1,,,,0.0022271549956705905,,,,,,,,,,19.776883873245648,,,,,,,,,Natural Graphite
BRN,Brunei,0,59660.203,False,0,0.11941001626239865,0,-0.6837818655701254,0.07836899136603548,0.0,6.254792331162534,1662.0353866378898,0.0,0,,0.2553946018522115,0.10359954942070504,,,,,,,,,,0.11941001626239865,,,0.06379191322230561,,,,,,,
BTN,Bhutan,0,12409.57,False,0,,0,-0.7207637726006114,0.11286031260641984,12812.692140017743,0.0,0.0,0.0,0,0.0017270247642430696,,,,,,,,,,,,,,,,,,,,,,
BWA,Botswana,0,15117.995,False,0,,0,-0.7186707255886989,0.1151726897498856,136550.71323942096,0.0,0.0,3628.221996369228,0,0.022422788010281497,,,0.001796509751029936,,,,,,,,,,,,,,,,,,,
CAF,Central African Republic,0,945.181,False,0,,0,-0.7209598439855274,0.11265664838768381,0.0,0.0,0.0,1.6388395450183615,0,,,,5.0733280710202125e-08,,,,,,,,,,,,,,,,,,,
CAN,Canada,4,49538.627,False,0,9.747845710816618,13,2.617520763785043,-0.9560119455866538,859113.7479446089,141.09643535336576,118856.97138921513,1175708.5839298696,13,0.4622703888993972,4.783811949712057,6.151789960361543,1.907590645796136,5.427631578947369,,2.1140279785837435,1.0407523510971788,5.683836589698046,,4.404639553663192,,1.2644450135921657,1.5768056061101259,1.8016542461714846,9.747845710816618,0.4659552081767624,0.9116419538897701,0.838466803559206,,,0.8522727272727272,
CHE,Switzerland,0,70660.605,False,0,,0,-0.7209506364648698,0.11267259449980603,0.0,0.0,0.0,169.8258881310173,0,,,,0.00039302735217716303,,,,,,,,,,,,,,,,,,,
CHL,Chile,0,23880.123,True,2,34.13595654088974,4,-0.07734281881027137,0.24392685106331374,5090.844800087503,0.0,0.0,979079.891018568,4,0.001320467928232893,,,0.7657662467555625,,,,23.824451410658305,,,34.13595654088974,,,,,,,,4.4490075290896645,,,,"Copper, Lithium"
CHN,China,1,15893.004,True,7,73.51973684210526,20,12.393647034230147,3.7702322630027463,300761265.77455086,562.6392022552816,268271.2905628162,27013441.341863375,20,51.91936083699291,6.119980989737579,4.454644640198431,14.061363530584249,73.51973684210526,3.2645223235717715,1.3452905318260184,5.141065830721003,5.506216696269982,24.47163515016685,11.01159888415798,14.989293361884368,4.511340310407209,21.647670185579695,3.6033084923429692,1.5056490598152132,,48.328007194156484,11.978097193702943,21.39952921035737,22.533663094256664,21.78030303030303,"Aluminium, Lead, Natural Graphite, Rare Earth, Tin, Vanadium, Zinc"
CIV,Cote d'Ivoire,0,4840.268,False,0,,2,-0.4201649526307573,0.14192615494910196,0.0,0.0,0.0,106412.14783974772,2,,,,0.01686949754208456,,,,,,,,,,,,,,,,,,,
CMR,Cameroon,0,3743.317,False,0,,0,-0.7200502606581027,0.11423191693858055,0.0,0.0,0.0,16616.33252006175,0,,,,0.002037198325907498,,,,,,,,,,,,,,,,,,,
COD,DR Congo,0,1116.671,True,1,57.65530850682937,1,-0.5636318916511135,0.1392940504081286,0.0,0.0,0.0,179801.39181549445,1,,,,0.0065759698952315504,,,57.65530850682937,,,,,,,,,,,,,,,,Cobalt
COD,Democratic Republic of Congo,0,1116.671,False,0,10.031347962382444,3,-0.11472583351821358,0.4249949767746594,7164.15130329345,0.0,0.0,2989646.8162959367,3,8.689432776065759e-05,,,0.1093419092189849,,,,10.031347962382444,,,,,,,,,,,,2.5679435052428845,,,
COG,Congo,0,4093.991,False,0,,0,-0.7206924874495058,0.11311967176374312,0.0,0.0,0.0,4885.245228922096,0,,,,0.0006550504998038406,,,,,,,,,,,,,,,,,,,
COG,Republic of Congo,0,4093.991,False,0,0.1671348126424407,0,-0.7209599337049741,0.11265649300640236,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,0.1671348126424407,,,,,,,
COG,Republic of Congo ,0,4093.991,False,0,,0,-0.3161833718752316,-0.32420069379925964,0.0,0.0,65217.53467459992,0.0,0,,,0.27896141352914744,,,,,,,,,,,,,,,,,,,,
COL,Colombia,0,14999.853,False,0,1.2433392539964476,1,-0.08553893603317664,-0.26537584446860357,3516484.051543705,26.629325447389384,51510.25170046666,592.7190086462848,1,0.5729241060511687,0.27337655105836745,0.807260213806327,0.0002911906244955666,,,,,1.2433392539964476,,,,0.046306948716482,,,0.1180730321096493,,,,,,,
CRI,Costa Rica,0,20271.551,False,0,,0,-0.7209599303805133,0.11265649876389429,0.0,0.0,0.0,0.060725496534527634,0,,,,4.031805587750731e-08,,,,,,,,,,,,,,,,,,,
CUB,Cuba,0,,False,0,4.804609042235781,1,-0.5734752478626638,0.1222467618224505,0.0,0.0,0.0,0.0,1,,,,0.0032624282224967467,,,4.804609042235781,,,,,,,,,,,,,,,,
CYP,Cyprus,0,42048.93,False,0,,0,-0.7209599337049741,0.11265649300640236,0.0,0.0,0.0,0.0,0,,,,0.0,,,,,,,,,,,,,,,,,,,
CZE,Czech Republic,0,41061.763,False,0,,0,-0.7115836218661752,0.12239887356054736,612434.3426267401,0.0,0.0,0.0,0,0.2731483420536276,,,,,,,,,,,,,,,,,,,,,,
CZE,Czechia,0,41061.763,False,0,,0,-0.720959800279683,0.11265672407997059,0.0,0.0,0.0,2.437182251526804,0,,,,3.277684355760799e-06,,,,,,,,,,,,,,,,,,,
DEU,Germany,0,54190.139,False,0,0.01056025983735513,0,-0.6843447355060257,0.1309932151441504,1695880.4995868343,2.431616062103107,0.0,3805.452759587865,0,0.9981985901505541,0.09018397222644975,,0.006754110001137761,,,,0.0,,,,,0.01056025983735513,,,,,,,,,,
DNK,Denmark,0,57060.339,False,0,0.024803869236178666,0,-0.7093909064031536,0.10125483124403412,0.0,1.1618549944121432,1060.0383895370828,0.0,0,,0.04537330019316016,0.0631958871306421,,,,,,,,,,0.015055415129376103,,,0.024803869236178666,,,,,,,
DOM,Dominican Republic,0,19089.518,False,0,,0,-0.7206370729705548,0.11321564173518377,0.0,0.0,0.0,5897.461004515671,0,,,,0.003687241390297594,,,,,,,,,,,,,,,,,,,
DZA,Algeria,4,12786.558,False,0,1.2242883898572154,2,1.3893983104272043,-1.5785489143019262,0.0,266.67899109361565,107962.37939874045,69.61607650784518,2,,2.3337619144427384,1.4423111936165582,2.9154441461708473e-05,,,,,,,,,1.2242883898572154,,,0.7075103102837532,,,,,,,
ECU,Ecuador,0,11448.816,False,0,0.07553815597378713,0,-0.4626323794703357,-0.1642619902001558,0.0,0.0,41513.77740720088,12234.58827532908,0,,,0.496575972300601,0.0045876625343209245,,,,,,,,,,,,0.07553815597378713,,,,,,,
EGY,Egypt,0,12682.907,False,0,1.1482873791692887,1,0.3184292015282905,-0.7112920089278651,740.1300033186399,134.88154892249864,50187.71323482858,20501.135741198766,1,0.00010195963183616159,1.170807361075651,0.6650420242124148,0.008516051096911512,,,,,,,,,1.1482873791692887,,,0.18244487181579405,,,,,,,
ERI,Eritrea,0,1761.128,False,0,,0,-0.7167796953254943,0.11989606947609276,0.0,0.0,0.0,76357.35846571061,0,,,,0.004404365451022239,,,,,,,,,,,,,,,,,,,
ESP,Spain,0,40854.649,False,0,,1,-0.5722742577870394,0.12431592574896563,1016.2721285403774,0.0,0.0,21653.402284768134,1,0.0004509754904228397,,,0.028974046819901057,,,,,,,,,,,,,,,,,,,
ETH,Ethiopia,0,2588.09,False,0,,0,-0.7209438801430798,0.11267322989794663,1043.2403819032568,0.0,0.0,1.4914473607950263,0,2.9326835619221936e-05,,,1.264237982836541e-07,,,,,,,,,,,,,,,,,,,
FIN,Finland,0,48624.746,False,0,,0,-0.7208705955983702,0.1128112138609813,0.0,0.0,0.0,1631.8738816651096,0,,,,0.002598875450774687,,,,,,,,,,,,,,,,,,,
