n_obs,r2,coef__const,se__const,coef__log_HCI,se__log_HCI,coef__log_GFCF,se__log_GFCF,coef__Political stability — estimate,se__Political stability — estimate,coef__Rule of law index,se__Rule of law index,coef__log_Production_Value,se__log_Production_Value,coef__Forestry rents (% of GDP),se__Forestry rents (% of GDP),coef__Trade (% of GDP),se__Trade (% of GDP),coef__log_HCI_x_log_Production,se__log_HCI_x_log_Production,coef__log_GFCF_x_log_Production,se__log_GFCF_x_log_Production,coef__log_HCI_x_forestry_rents,se__log_HCI_x_forestry_rents,coef__log_GFCF_x_forestry_rents,se__log_GFCF_x_forestry_rents,coef__ECI_lag1,se__ECI_lag1,b
1069,0.7469385730829343,-3.678342724783968,0.2347624928690687,2.7961330020929522,0.16000206636525383,0.016130443993914622,0.03752564495878605,-0.09311579854482158,0.025586120108729092,0.6437341900913668,0.0810017942310399,-0.014456471014287424,0.007462800752133648,-0.04830047029874121,0.012627276442372874,-0.0022772781563550806,0.0005912271110632586,0.0683066938630975,0.04354697271067865,0.01704256144431128,0.019272773166598586,-0.2386979019501579,0.04043329078349211,0.03888061633329089,0.009807047431217766,0.33759443027584635,0.01933314357580986,141
1251,0.775143028627002,-4.91699188732402,0.19874592501786872,2.6900435535191143,0.13822809937572156,0.3003629841936967,0.026534678444600054,0.027656156218790293,0.02635839406484628,1.075376240524304,0.08410047005023254,0.0037848122979178174,0.00637205432732722,-0.04062899648638384,0.016524855412050798,0.0002399189071016362,0.00042998336665248034,0.18714870329720826,0.03245143658522372,0.005106814089064483,0.011021932011074742,-0.17329916198067408,0.06590735380800578,0.028738184692323494,0.013596830432766943,0.22244100255761873,0.015817237120902185,142
1360,0.7025028988314604,-2.8819858709071373,0.15136863426514738,1.392054484184366,0.11476477485623233,0.19687487024357897,0.029137009011496594,0.07240048493847061,0.025155998783724594,0.923391928343922,0.08990016881574925,-0.0036557509586789445,0.006048935386280952,-0.07848093817818289,0.008774720399865113,0.001923857366362474,0.0004657279921332601,-0.09734457217711523,0.034163634926996686,-0.020137126942666568,0.009990916216389683,-0.28132209881299963,0.04572135094973083,-0.02045781171394905,0.013182928446448208,0.16091378017284796,0.01688680381645972,143
1234,0.6275088745681324,-3.665601008955682,0.20390543850359993,1.8310016706947843,0.15882918240311308,0.16489383577373565,0.029348060713843282,0.02132724000962941,0.02855094928804453,1.0264263163292904,0.10773765087674117,0.034082103035413515,0.008604032038341956,-0.06105820235270096,0.012905972137725102,0.001305804100947601,0.0006269543473405779,-0.0065208892243378835,0.04555019814131943,-0.04793337692951777,0.01520435900877164,-0.42869446413351253,0.05699324794894699,-0.02336787537951648,0.008982293720698462,0.08791101678760178,0.0183870751612335,144
1193,0.6993827346793295,-3.582002405635754,0.1919544879096873,2.0441399265175018,0.11256067228819733,0.1696928353755993,0.041590854367721,0.05150021377775381,0.028979271959188514,0.9514215127819422,0.08856210563193465,-0.019812210262829047,0.006068291655206664,-0.07199363722728025,0.017439697117958473,0.0023531311026110304,0.0005333995923849793,0.18390708455189406,0.028355388860029515,-0.044644727110482195,0.013537045342945161,-0.3076117263611336,0.06420331204266824,-0.02173457583800161,0.014800252316838297,0.07060155274251681,0.01700166170126715,145
930,0.7541289266912923,-2.1532705680025197,0.2345714676601163,1.1732188480186936,0.15515006235872228,0.12776413705946033,0.03421279515592579,0.21785747210713277,0.029151017355264246,1.0094188133914788,0.0914364599961859,0.0003465758287138727,0.00758384962964764,-0.25481204748149555,0.0380355148974603,-0.0013268660999770868,0.0006433193092346883,-0.276597924577834,0.04141299202231411,0.014811146967728908,0.009402217285320804,-0.8813136596363437,0.14039813862383582,-0.0018293764716662692,0.014969341158560088,0.2019626613191534,0.018270768315888204,146
1116,0.6860143735620841,-3.2071744445260078,0.1849641444952288,2.0421326423450954,0.1346049229875322,0.14212163267099506,0.029367746191045947,-0.04997128662601976,0.029503548402802227,0.6030746589303606,0.10027497585538371,-0.0024145717869840204,0.00644117329152977,-0.08506493342318255,0.012538507413442378,-0.0008630955835782109,0.000715196763034166,0.10205260114269098,0.03757762269180296,-0.008995086655720033,0.01093488112993871,-0.3320421796774887,0.05181802119771017,0.015489514629228342,0.008969801877611488,0.20348430032474732,0.01912849487773776,147
1412,0.6952271258395808,-2.8944185960678857,0.19416463053562955,1.46089746519788,0.1407716728639614,0.2045249001746065,0.03196861243423121,0.056468567144527075,0.0351455933207187,0.867200636396043,0.08365509948576871,0.008313352002877172,0.008195070662672103,-0.054154425570505434,0.009381884197088458,0.0011825058531912671,0.00048048140635551764,-0.09901295587922285,0.034273905440796004,0.04444723391987558,0.011725508965295912,-0.16524875365272224,0.029933673846392783,0.014165954150427366,0.005206642425990848,0.2272640036822406,0.017032305978843608,148
1301,0.6716816341950804,-3.174077031651659,0.1727212645484638,2.2433694409924274,0.1227481809295928,0.08154258737911699,0.03779524600108716,0.029686991399352797,0.02641914547812028,0.6456022927501089,0.08981825423684729,-0.047535614103023364,0.007143466492985053,-0.07951363068070763,0.013323123969279944,0.0011569352322031157,0.0005815550130235322,-0.043630850606250014,0.03453886882145851,-0.020786691309552338,0.012202275279946367,-0.27837349685584045,0.04295452950420394,0.02524522478041395,0.00951325794790762,0.15272533320851428,0.017304896538151027,149
1452,0.7510671472780188,-1.9889052195573584,0.13424890065057082,1.1128600059646214,0.10008603781982355,0.11045940179182748,0.02115095491101021,0.12038484739024424,0.020784876817286642,0.3032019774543029,0.06663484001735447,-0.0035913955014491433,0.004961454521993999,-0.10880744438952994,0.005900090945601323,0.002629189451672379,0.0004275475616007949,0.099507618440428,0.025472871855799713,-0.01972456404251991,0.007141443741567534,-0.3258179438681592,0.03018051925809422,-0.023144912888095413,0.0055984722059499795,0.22092164023676086,0.016944363024277487,150
1591,0.49666754569396376,-3.29727232066809,0.1506453768716281,1.9086709876674655,0.11141849923005297,0.09247407769586546,0.03105830641539162,0.033901347074278415,0.024375831742414627,0.4229135069631876,0.06806852211355915,0.025833879326486446,0.006609734767746402,-0.01605514608121501,0.009223652403641336,0.0029676741939654062,0.00045387201277746124,0.07503035349431461,0.031883663389900035,0.0049101538769197265,0.00888911305253619,-0.07524540403341684,0.039409777914751254,0.01599691601023143,0.007555891882887513,0.03303342080829849,0.019484454619389205,151
