n_train,n_test,n_countries,LASSO_test_r2,LASSO_test_rmse,Ridge_test_r2,Ridge_test_rmse,Elastic Net_test_r2,Elastic Net_test_rmse,Random Forest_test_r2,Random Forest_test_rmse,b
1015,270,38,0.6921175906596694,0.5039463731156167,0.6426602143907005,0.542915914050554,0.6910406939799127,0.5048269438003893,0.6658739827979057,0.5249851666371645,13
968,255,34,0.6654204390343244,0.6196841717757824,0.6710565120834895,0.614442639968613,0.6652679307936646,0.6198253880763709,0.758221212227908,0.5267806305338264,14
803,215,26,0.7004938451266487,0.5198557178347939,0.7257680108765363,0.49743805453531664,0.7068268407907303,0.5143302321776698,0.7755814842503641,0.44999666188410176,15
858,230,31,0.7661136112052443,0.43800169601125555,0.775923805501809,0.42871746696881285,0.7673589358594605,0.4368340728786322,0.7120669432809612,0.4859807666791629,16
927,250,30,0.6574426595569501,0.5649768542305248,0.6776321726679168,0.5480748367697819,0.6633662070536185,0.5600707245901857,0.8061416115529887,0.42501701433445543,17
1068,285,36,0.6848864511943408,0.535267115018284,0.705728474515547,0.5172626787498401,0.6886479636260319,0.5320627802943743,0.7630331629017243,0.46417399971368395,18
949,255,35,0.7792523359807562,0.4613978274566992,0.7926703703148626,0.44715508411122434,0.7801548460090415,0.46045366648017466,0.7787276666173297,0.46194582336071266,19
1043,280,34,0.7622943460234888,0.5089162564971161,0.7655362138615208,0.5054340020822159,0.7645080665665795,0.5065409793370346,0.8444240750782335,0.41171601806335656,20
1097,300,36,0.7994012010503101,0.4729604436448622,0.8131118044268354,0.45651136192393776,0.8021880157190808,0.46966365686847816,0.8307982274239303,0.43437328751272086,21
888,240,30,0.6131095119211232,0.5043661138807444,0.6189876981300273,0.5005199279546005,0.61433423486377,0.5035671818920175,0.6459353341167,0.48249539022023763,22
1047,290,36,0.7210888767197916,0.4725166955968375,0.7291157047814829,0.4656677421038329,0.7225768931789677,0.4712545499452362,0.7591859470635277,0.43906129531720434,23
1095,295,37,0.7370779918114814,0.4746101107126465,0.7472849694786211,0.46530642772010306,0.7396665191001643,0.4722680092921968,0.8080990919258579,0.4054730840816307,24
989,260,34,0.7947929656108538,0.4159917224083456,0.7839019364251563,0.42688805674671876,0.7946536507495454,0.41613290664314234,0.6702118606108043,0.5273586611746797,25
1023,270,33,0.7552073930405445,0.5333937728135549,0.7548940240075886,0.5337350732177244,0.7551132683100645,0.5334963100603854,0.7642789227345097,0.5234172134303137,26
