Country Code,Country,ECI_2019,ECI_2030_Ensemble,Total_Change,Annualised_Change,Pct_Change
GHA,Ghana,-0.994,-0.9292917350147647,0.0647082649852353,0.0058825695441123,6.509885813403954
AZE,Azerbaijan,-0.827,-0.7683591817156673,0.05864081828433265,0.0053309834803938775,7.090788184320757
UGA,Uganda,-0.754,-0.7080404744735046,0.045959525526495404,0.0041781386842268545,6.095427788659868
MWI,Malawi,-1.2,-1.154444804931547,0.04555519506845296,0.00414138136985936,3.7962662557044133
TZA,Tanzania,-0.924,-0.9249432162482054,-0.0009432162482053696,-8.57469316550336e-05,-0.10207968054170666
RWA,Rwanda,-0.746,-0.8266640409660151,-0.0806640409660151,-0.007333094633274099,-10.81287412413071
ARE,United Arab Emirates,0.333,0.24265291192610575,-0.09034708807389427,-0.008213371643081297,-27.13125767984813
LBR,Liberia,-0.849,-0.9444584288595985,-0.09545842885959854,-0.008678038987236231,-11.243631196654718
OMN,Oman,-0.179,-0.28454548102515465,-0.10554548102515465,-0.009595043729559515,-58.96395587997467
AGO,Angola,-1.204,-1.321017519659475,-0.11701751965947493,-0.010637956332679539,-9.719063094640775
IDN,Indonesia,-0.135,-0.2525501813522113,-0.11755018135221129,-0.0106863801229283,-87.0742084090454
BFA,Burkina Faso,-0.884,-1.0067205255190006,-0.12272052551900059,-0.011156411410818235,-13.882412389027216
COG,"Congo, Rep.",-1.084,-1.2851389592751776,-0.20113895927517755,-0.01828535993410705,-18.555254545680587
GIN,Guinea,-1.386,-1.6019316267477757,-0.21593162674777577,-0.019630147886161433,-15.579482449334472
TTO,Trinidad and Tobago,0.055,-0.18238500122552043,-0.23738500122552042,-0.02158045465686549,-431.60909313730986
RUS,Russian Federation,0.257,0.017202307565035865,-0.23979769243496413,-0.021799790221360374,-93.30649511088099
KEN,Kenya,-0.436,-0.6802804066239926,-0.24428040662399259,-0.022207309693090236,-56.02761619816343
IRN,"Iran, Islamic Rep.",0.0039999999999999,-0.33748751214931305,-0.34148751214931294,-0.031044319286301178,-3414.8751214931294
ZMB,Zambia,-0.49,-0.9646955387677973,-0.47469553876779735,-0.04315413988798158,-96.87664056485661
NER,Niger,-0.62,-1.0953199303974186,-0.4753199303974186,-0.04321090276340169,-76.66450490280945
BHR,Bahrain,0.492,0.007018681544014499,-0.48498131845598547,-0.044089210768725955,-98.57343871056615
MLI,Mali,-0.351,-0.9062142987666224,-0.5552142987666224,-0.050474027160602036,-158.18071189932263
KAZ,Kazakhstan,-0.23,-0.8111925455587318,-0.5811925455587318,-0.05283568595988471,-252.69241111249207
EGY,"Egypt, Arab Rep.",-0.144,-0.7617666365429802,-0.6177666365429801,-0.0561606033220891,-429.0046087104029
KWT,Kuwait,0.419,-0.2098181348456271,-0.6288181348456271,-0.0571652849859661,-150.07592717079405
MYS,Malaysia,1.209,0.5314266196490276,-0.6775733803509725,-0.06159758003190659,-56.04411748147001
ZWE,Zimbabwe,-0.921,-1.7398021220779483,-0.8188021220779482,-0.07443655655254075,-88.90359631682391
LBY,Libya,-1.425,-2.27020572085313,-0.8452057208531298,-0.07683688371392089,-59.31268216513191
SAU,Saudi Arabia,0.7,-0.23136585567650841,-0.9313658556765083,-0.08466962324331893,-133.05226509664405
